accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.42,0.20,0.86, -7.36, -3.50, 0.55,
 0.46,0.19,0.81, -5.82, -2.23, 1.56,
 0.45,0.22,0.80, -4.82, -3.05, 2.73,
 0.43,0.21,0.88, -5.36, -3.79, 1.24,
 0.43,0.26,0.87, -4.63, -3.80, 1.25,
 0.44,0.23,0.87, -4.81, -2.40, 0.53,
 0.44,0.25,0.88, -5.19, -0.49, -0.15,
 0.45,0.25,0.88, -5.44, 1.15, 0.49,
 0.42,0.24,0.87, -5.89, 1.82, -0.60,
 0.41,0.27,0.88, -5.40, 4.29, 0.32,
 0.38,0.27,0.89, -4.72, 3.56, 1.22,
 0.45,0.18,0.80, -3.34, 7.27, 1.34,
 0.49,0.20,0.84, -5.42, 9.24, 3.95,
 0.38,0.24,0.85, -7.16, 7.01, -0.41,
 0.42,0.28,0.86, -4.84, 7.66, 2.41,
 0.45,0.22,0.83, -3.94, 7.60, 3.34,
 0.41,0.23,0.83, -4.84, 7.04, 1.54,
 0.37,0.28,0.88, -3.40, 3.15, 2.76,
 0.47,0.21,0.81, -2.38, 5.66, 4.02,
 0.43,0.24,0.87, -5.44, 4.11, 3.91,
 0.43,0.24,0.83, -4.66, 5.27, 4.09,
 0.42,0.22,0.85, -4.43, 5.45, 4.12,
 0.42,0.24,0.84, -6.55, 6.73, 2.03,
 0.43,0.26,0.87, -6.82, 6.95, 3.74,
 0.40,0.25,0.83, -6.40, 5.65, 3.21,
 0.42,0.24,0.81, -7.01, 8.20, -0.11,
 0.44,0.24,0.85, -5.92, 7.05, 5.04,
 0.39,0.20,0.79, -5.66, 5.33, 0.95,
 0.47,0.20,0.81, -6.46, 6.43, 2.26,
 0.42,0.22,0.83, -5.53, 3.91, 3.57,
 0.40,0.20,0.80, -4.03, 2.00, 2.49,
 0.41,0.20,0.83, -3.16, 1.15, 5.59,
 0.44,0.21,0.79, -4.63, 2.92, 4.70,
 0.39,0.24,0.84, -4.21, 0.90, 3.40,
 0.46,0.24,0.78, -4.37, 4.41, 3.04,
 0.44,0.19,0.84, -3.63, 5.13, 3.94,
 0.46,0.25,0.81, -4.99, 6.38, 1.51,
 0.45,0.24,0.83, -4.61, 5.98, 2.35,
 0.48,0.24,0.81, -3.71, 7.69, 3.47,
 0.43,0.24,0.83, -3.68, 6.44, 2.00,
 0.45,0.26,0.82, -2.00, 6.53, 5.01,
 0.49,0.21,0.81, -2.98, 6.76, 5.94,
 0.46,0.23,0.83, -2.84, 6.02, 6.15,
 0.43,0.24,0.78, -3.07, 5.25, 5.31,
 0.46,0.23,0.83, -2.61, 4.44, 7.94,
 0.46,0.23,0.78, -3.30, 5.48, 5.92,
 0.47,0.23,0.84, -3.05, 5.36, 7.94,
 0.48,0.24,0.81, -2.52, 5.33, 7.62,
 0.45,0.23,0.81, -2.76, 6.35, 6.27,
 0.46,0.24,0.83, -2.50, 6.69, 6.52,
 0.48,0.22,0.81, -3.34, 8.08, 5.71,
 0.46,0.24,0.83, -5.68, 9.11, 4.63,
 0.44,0.23,0.83, -5.44, 9.04, 4.23,
 0.47,0.23,0.82, -6.60, 8.64, 6.41,
 0.46,0.20,0.81, -7.28, 7.79, 7.27,
 0.42,0.22,0.82, -7.30, 4.92, 7.05,
 0.41,0.23,0.82, -6.99, 4.08, 7.07,
 0.39,0.20,0.80, -5.89, 3.33, 5.18,
 0.39,0.22,0.81, -6.24, 2.53, 4.76,
 0.41,0.21,0.82, -5.47, 1.82, 5.44,
 0.41,0.23,0.81, -3.76, 1.76, 5.44,
 0.41,0.22,0.80, -3.86, 1.16, 5.11,
 0.43,0.23,0.82, -4.11, 1.80, 6.55,
 0.42,0.23,0.81, -3.53, 3.02, 5.65,
 0.42,0.24,0.83, -3.25, 4.40, 6.66,
 0.43,0.23,0.83, -4.64, 5.39, 7.53,
 0.47,0.23,0.83, -4.90, 7.36, 10.17,
 0.41,0.22,0.82, -5.04, 6.17, 8.78,
 0.43,0.22,0.81, -3.79, 7.44, 9.94,
 0.43,0.21,0.81, -3.51, 7.54, 10.06,
 0.39,0.20,0.81, -3.15, 6.43, 9.79,
 0.40,0.22,0.82, -4.00, 6.31, 10.49,
 0.42,0.23,0.79, -4.40, 5.92, 11.25,
 0.41,0.23,0.79, -4.06, 4.52, 12.67,
