accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.39,0.20,0.83, -4.06, 2.52, -3.15,
 0.39,0.20,0.84, -4.00, 2.63, -3.21,
 0.39,0.20,0.84, -4.08, 2.37, -2.98,
 0.40,0.20,0.84, -4.20, 2.26, -3.02,
 0.40,0.20,0.84, -3.97, 3.18, -2.27,
 0.40,0.21,0.85, -4.87, 2.20, -1.97,
 0.40,0.19,0.83, -4.89, 2.29, -1.65,
 0.40,0.20,0.84, -5.74, 2.08, -2.00,
 0.41,0.19,0.83, -5.66, 2.32, -2.15,
 0.40,0.20,0.84, -5.82, 2.27, -2.29,
 0.40,0.20,0.84, -5.85, 2.35, -3.21,
 0.41,0.20,0.83, -5.91, 2.40, -2.92,
 0.39,0.21,0.82, -5.57, 2.38, -2.56,
 0.39,0.19,0.84, -6.14, 2.27, -2.38,
 0.40,0.20,0.82, -6.15, 2.20, -1.33,
 0.38,0.21,0.85, -6.56, 1.37, -1.11,
 0.39,0.19,0.82, -6.76, 1.01, -0.43,
 0.39,0.20,0.84, -6.29, 0.43, 0.40,
 0.38,0.19,0.84, -6.24, -0.31, 0.85,
 0.39,0.20,0.84, -5.95, -0.73, 1.45,
 0.39,0.20,0.84, -5.53, -1.07, 1.44,
 0.40,0.20,0.83, -5.07, -1.02, 1.69,
 0.41,0.19,0.84, -4.90, -0.93, 1.53,
 0.42,0.19,0.84, -4.56, -0.93, 0.82,
 0.42,0.20,0.85, -4.58, -0.56, 0.12,
 0.42,0.20,0.86, -4.81, 0.18, -0.47,
 0.42,0.20,0.85, -4.84, 1.51, -0.46,
 0.43,0.20,0.87, -4.64, 2.41, -1.07,
 0.42,0.20,0.86, -4.24, 3.36, -1.18,
 0.41,0.20,0.85, -4.20, 3.30, -1.44,
 0.41,0.19,0.85, -4.24, 3.27, -1.36,
 0.40,0.20,0.86, -4.18, 2.98, -1.39,
 0.39,0.20,0.86, -4.49, 2.23, -0.96,
 0.38,0.20,0.86, -4.64, 1.44, -0.70,
 0.39,0.20,0.85, -4.44, 1.59, -0.02,
 0.38,0.20,0.85, -4.66, 0.63, 0.20,
 0.40,0.20,0.84, -4.56, 1.13, 1.18,
 0.39,0.20,0.86, -4.79, 0.18, 0.75,
 0.40,0.20,0.83, -4.32, 1.53, 1.07,
 0.41,0.20,0.85, -4.60, 0.73, 0.85,
 0.40,0.20,0.85, -4.11, 1.48, 0.49,
 0.41,0.20,0.85, -4.60, 1.63, -0.03,
 0.42,0.20,0.84, -4.35, 2.37, -0.50,
 0.42,0.20,0.85, -4.55, 3.13, -1.15,
 0.43,0.20,0.86, -4.23, 4.23, -1.92,
 0.43,0.21,0.85, -3.86, 4.87, -2.14,
 0.43,0.20,0.84, -4.08, 5.10, -2.44,
 0.43,0.21,0.85, -4.27, 5.30, -2.53,
 0.42,0.21,0.84, -4.37, 5.48, -1.88,
 0.42,0.21,0.84, -4.21, 5.53, -1.37,
 0.41,0.22,0.84, -4.70, 4.43, -0.76,
 0.41,0.21,0.85, -4.79, 3.66, -0.21,
 0.40,0.21,0.84, -5.80, 2.58, 0.66,
 0.41,0.20,0.82, -5.42, 2.64, 0.49,
 0.40,0.20,0.83, -5.60, 1.85, 0.47,
 0.41,0.20,0.82, -5.45, 2.38, 0.82,
 0.41,0.20,0.81, -4.98, 2.34, 0.24,
 0.41,0.21,0.82, -5.34, 1.63, 0.92,
 0.43,0.21,0.81, -5.18, 2.79, 0.70,
 0.42,0.20,0.81, -4.99, 3.25, 0.50,
 0.43,0.20,0.81, -4.82, 3.37, 0.26,
 0.44,0.21,0.81, -4.99, 3.56, 1.74,
 0.43,0.22,0.82, -4.81, 3.54, 2.72,
 0.44,0.22,0.81, -4.02, 4.27, 2.82,
 0.43,0.22,0.80, -3.53, 3.63, 2.93,
 0.43,0.22,0.81, -3.07, 2.63, 3.82,
 0.43,0.20,0.81, -2.85, 1.69, 3.91,
 0.43,0.20,0.81, -2.50, 1.33, 3.86,
 0.42,0.19,0.80, -1.25, 1.91, 4.06,
 0.39,0.19,0.82, -1.25, -1.05, 2.21,
 0.42,0.18,0.79, -0.20, 1.25, 2.37,
 0.39,0.19,0.84, -0.85, -1.24, 1.18,
 0.40,0.20,0.83, -1.36, -0.90, 0.50,
 0.39,0.17,0.83, -0.35, -1.33, 0.38,
 0.42,0.20,0.83, -1.10, -1.63, -0.87,
 0.41,0.21,0.83, -2.69, 1.13, 0.26,
 0.42,0.21,0.83, 0.21, 2.64, 1.25,
 0.42,0.20,0.83, -0.47, 4.52, 1.71,
 0.41,0.19,0.84, 0.46, 2.82, 2.23,
 0.41,0.20,0.83, 0.60, 2.96, 1.19,
 0.41,0.20,0.84, 0.17, 1.89, 2.72,
 0.38,0.21,0.85, -0.18, 0.64, 1.36,
 0.42,0.20,0.81, 0.53, 3.50, 2.87,
 0.39,0.20,0.87, -0.90, 0.31, 1.95,
 0.38,0.20,0.84, -1.97, -0.96, -0.41,
 0.41,0.23,0.88, -4.35, -3.44, 1.21,
 0.41,0.19,0.82, -2.81, -0.76, 1.98,
 0.39,0.22,0.85, -3.95, -3.53, 1.59,
 0.39,0.21,0.81, -3.27, -2.34, 2.46,
 0.41,0.22,0.84, -3.21, -3.05, 3.59,
 0.41,0.21,0.83, -2.69, -2.52, 6.06,
 0.40,0.21,0.83, -2.90, -4.63, 4.31,
 0.40,0.21,0.82, -2.41, -2.11, 5.50,
 0.42,0.20,0.83, -1.82, -0.95, 6.95,
 0.41,0.20,0.82, -1.01, -0.38, 6.61,
 0.41,0.19,0.83, -1.25, -0.99, 6.15,
 0.43,0.21,0.82, -0.95, 0.17, 6.69,
 0.43,0.20,0.83, 0.29, 0.47, 6.93,
 0.42,0.21,0.85, 0.56, -0.23, 6.79,
 0.42,0.20,0.84, 1.34, 0.00, 5.11,
 0.43,0.22,0.88, 0.21, -2.02, 4.09,
 0.49,0.25,0.86, 0.14, 0.67, 6.64,
 0.46,0.23,0.89, -0.56, 1.65, 7.13,
 0.42,0.24,0.91, -1.15, -0.85, 5.85,
 0.46,0.24,0.87, -1.33, 2.09, 8.61,
 0.45,0.22,0.88, -0.84, 2.29, 8.67,
 0.44,0.24,0.89, -1.95, 1.33, 8.12,
 0.45,0.23,0.89, -4.61, 2.34, 10.73,
 0.43,0.24,0.90, -5.88, 1.34, 9.85,
 0.45,0.23,0.88, -6.90, 2.87, 9.25,
 0.44,0.20,0.85, -5.66, 5.24, 9.01,
 0.43,0.22,0.87, -7.73, 3.19, 9.16,
 0.42,0.20,0.85, -7.31, 2.93, 7.40,
 0.41,0.20,0.83, -6.44, 4.24, 5.56,
 0.45,0.19,0.83, -6.32, 5.65, 7.95,
 0.43,0.20,0.84, -5.48, 5.71, 6.87,
 0.42,0.19,0.81, -4.24, 5.63, 5.80,
 0.41,0.20,0.81, -2.89, 5.65, 3.91,
 0.44,0.20,0.81, -2.78, 6.27, 6.05,
 0.42,0.21,0.84, -1.34, 5.65, 4.56,
 0.41,0.19,0.83, -0.92, 6.58, 5.22,
 0.44,0.19,0.84, -0.50, 6.90, 6.50,
 0.40,0.20,0.82, -0.89, 6.67, 2.58,
 0.44,0.22,0.85, -2.40, 7.21, 5.51,
 0.41,0.22,0.87, -2.64, 6.66, 4.63,
 0.42,0.21,0.83, -3.22, 7.21, 5.40,
 0.43,0.22,0.84, -3.11, 7.19, 6.23,
 0.40,0.20,0.84, -2.95, 4.78, 8.44,
 0.40,0.21,0.82, -1.88, 1.44, 5.48,
 0.41,0.21,0.84, -2.66, -0.11, 7.16,
 0.41,0.20,0.81, -3.33, 5.40, 8.95,
 0.46,0.22,0.83, -3.25, 4.93, 11.88,
 0.45,0.20,0.78, -1.77, 7.10, 13.33,
 0.37,0.20,0.84, -0.75, 4.02, 8.46,
 0.45,0.19,0.77, 1.89, 10.41, 15.54,
 0.40,0.21,0.85, 2.34, 7.30, 10.02,
 0.43,0.04,0.74, 7.82, 19.74, 18.50,
 0.31,0.23,0.96, -0.99, -0.82, 2.02,
 0.41,0.21,0.81, -1.60, 6.03, 7.28,
 0.44,0.20,0.87, -0.85, 9.13, 13.08,
 0.41,0.20,0.84, -0.69, 7.39, 14.24,
 0.42,0.21,0.83, -0.21, 7.22, 12.85,
 0.37,0.21,0.88, -1.57, 2.84, 11.54,
 0.37,0.20,0.88, -0.26, 0.03, 11.88,
 0.45,0.20,0.83, -0.11, 5.48, 16.76,
 0.37,0.22,0.88, -1.56, 2.73, 11.25,
 0.39,0.20,0.84, -1.68, 4.03, 12.00,
 0.45,0.20,0.81, -1.47, 8.20, 12.81,
 0.35,0.21,0.88, -1.97, 2.49, 9.24,
 0.44,0.19,0.79, -1.39, 7.25, 14.21,
 0.45,0.22,0.83, -2.03, 7.21, 13.63,
 0.37,0.19,0.84, -1.65, 2.21, 9.50,
 0.41,0.18,0.80, -0.66, 5.88, 11.73,
 0.45,0.17,0.80, 3.18, 10.03, 12.34,
 0.40,0.18,0.83, 2.09, 6.53, 10.27,
 0.36,0.18,0.83, 3.44, 7.98, 7.11,
 0.37,0.18,0.80, 4.90, 8.40, 6.84,
 0.35,0.15,0.88, 5.16, 6.76, 7.63,
 0.42,0.18,0.83, 3.91, 8.85, 11.66,
 0.37,0.22,0.88, 2.78, 5.95, 7.76,
 0.42,0.19,0.83, 5.48, 9.30, 11.33,
 0.33,0.21,0.90, 3.21, 2.69, 7.30,
 0.38,0.21,0.84, 4.34, 5.04, 8.75,
 0.39,0.24,0.92, 2.27, 1.63, 5.66,
 0.44,0.19,0.83, 3.54, 10.43, 10.98,
 0.34,0.23,0.92, 2.03, 4.61, 6.64,
 0.44,0.20,0.83, 2.41, 11.91, 13.86,
 0.41,0.24,0.85, 2.98, 11.10, 8.09,
 0.41,0.21,0.87, 2.72, 8.82, 9.24,
 0.44,0.20,0.84, 3.07, 11.45, 13.92,
 0.34,0.22,0.86, 3.47, 8.05, 6.50,
 0.47,0.19,0.81, 3.34, 11.91, 13.57,
 0.42,0.22,0.86, 2.61, 9.92, 10.87,
 0.33,0.21,0.84, 2.23, 7.19, 7.40,
 0.38,0.20,0.86, 1.56, 8.15, 10.38,
 0.45,0.19,0.80, 2.44, 13.63, 16.50,
 0.37,0.21,0.88, 1.95, 7.71, 11.77,
 0.32,0.19,0.85, 2.17, 6.82, 10.98,
 0.37,0.19,0.84, 1.42, 8.56, 12.18,
 0.37,0.20,0.88, 0.67, 6.78, 9.11,
 0.41,0.21,0.84, 1.88, 10.21, 10.53,
 0.41,0.22,0.90, 0.92, 7.88, 10.66,
 0.35,0.19,0.86, 2.29, 7.60, 7.92,
 0.45,0.22,0.84, 1.30, 9.56, 10.60,
 0.40,0.22,0.89, 2.35, 8.66, 9.56,
 0.37,0.21,0.92, 1.27, 5.89, 8.14,
 0.41,0.21,0.87, 0.21, 10.55, 13.05,
 0.41,0.23,0.89, -0.47, 11.60, 12.35,
 0.41,0.22,0.88, 0.67, 12.06, 11.77,
 0.39,0.21,0.86, 0.31, 12.76, 10.56,
 0.36,0.22,0.89, -0.14, 10.35, 8.12,
 0.39,0.22,0.87, 0.40, 10.61, 7.62,
 0.35,0.19,0.86, -1.02, 10.17, 7.91,
 0.38,0.22,0.81, 1.39, 9.98, 6.34,
 0.36,0.22,0.88, -0.63, 2.82, 5.45,
 0.39,0.20,0.82, 1.44, 8.08, 6.63,
 0.40,0.23,0.85, -1.40, 7.36, 8.14,
 0.40,0.21,0.85, -1.33, 8.78, 11.80,
 0.36,0.21,0.82, -0.90, 9.60, 10.43,
 0.37,0.21,0.87, -3.05, 6.78, 11.60,
 0.36,0.20,0.81, -1.30, 8.55, 9.31,
 0.39,0.22,0.86, -3.02, 8.12, 11.10,
 0.41,0.20,0.82, -1.56, 10.76, 10.21,
 0.36,0.21,0.83, -1.27, 7.19, 6.93,
 0.39,0.20,0.89, -3.11, 3.24, 8.29,
 0.38,0.20,0.83, -1.57, 7.34, 11.65,
 0.39,0.22,0.89, -2.11, 4.81, 10.53,
 0.33,0.20,0.89, -2.35, 2.41, 12.09,
 0.39,0.20,0.84, -2.69, 4.55, 13.74,
