accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.45,0.19,0.85, -4.03, -1.54, 1.42,
 0.45,0.19,0.84, -3.94, -1.56, 1.53,
 0.45,0.19,0.85, -3.91, -1.85, 1.65,
 0.45,0.18,0.85, -3.65, -1.31, 1.50,
 0.45,0.18,0.86, -3.22, -0.09, 0.78,
 0.46,0.18,0.85, -2.63, 1.57, -0.12,
 0.45,0.18,0.84, -1.95, 3.39, -1.07,
 0.45,0.18,0.85, -1.37, 5.31, -1.45,
 0.44,0.18,0.85, -1.25, 6.73, -1.95,
 0.45,0.18,0.85, -1.07, 8.02, -2.35,
 0.45,0.18,0.83, -1.10, 8.37, -2.24,
 0.44,0.18,0.83, -0.99, 8.47, -2.24,
 0.43,0.18,0.83, -0.89, 8.09, -2.12,
 0.43,0.18,0.82, -1.25, 7.19, -2.11,
 0.43,0.18,0.82, -1.50, 5.80, -2.15,
 0.43,0.18,0.82, -1.45, 4.93, -2.14,
 0.43,0.18,0.81, -2.03, 4.21, -1.88,
 0.43,0.18,0.81, -2.52, 3.10, -1.82,
 0.43,0.18,0.81, -2.66, 2.21, -1.85,
 0.43,0.19,0.80, -2.92, 1.22, -1.40,
 0.43,0.19,0.81, -3.66, -0.12, -0.95,
 0.44,0.20,0.81, -3.98, -0.58, -0.40,
 0.44,0.20,0.83, -4.49, -1.65, 0.50,
 0.44,0.20,0.83, -4.55, -2.66, 1.02,
 0.44,0.20,0.83, -5.15, -3.63, 1.48,
 0.45,0.20,0.83, -5.50, -4.06, 1.82,
 0.45,0.19,0.83, -5.65, -3.31, 1.73,
 0.45,0.19,0.84, -5.76, -2.76, 1.62,
 0.46,0.19,0.84, -5.57, -2.05, 1.04,
 0.47,0.19,0.84, -5.33, -1.44, 0.40,
 0.47,0.19,0.84, -4.90, -0.69, -0.15,
 0.46,0.19,0.83, -4.55, 0.05, -0.43,
 0.46,0.19,0.85, -4.35, 0.31, -0.76,
 0.46,0.19,0.85, -4.40, 0.64, -0.84,
 0.45,0.20,0.85, -4.15, -0.12, -0.81,
 0.46,0.19,0.84, -4.32, 0.03, -0.76,
 0.46,0.19,0.84, -3.86, 0.60, -0.70,
 0.44,0.19,0.83, -3.89, 0.53, -0.58,
 0.44,0.19,0.83, -3.94, 0.49, -0.82,
 0.44,0.18,0.82, -4.41, 1.15, -0.89,
