accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.56,0.19,0.73, -3.22, 0.00, -1.25,
 0.56,0.19,0.74, -3.18, 0.34, -1.40,
 0.56,0.19,0.74, -3.04, 0.85, -1.22,
 0.56,0.20,0.75, -3.31, 1.02, -1.88,
 0.56,0.20,0.77, -4.20, 0.50, -2.12,
 0.55,0.21,0.77, -4.82, -0.17, -1.86,
 0.54,0.22,0.78, -4.81, -1.66, -2.08,
 0.54,0.21,0.77, -4.58, -3.21, -2.21,
 0.53,0.23,0.78, -5.02, -4.15, -2.02,
 0.54,0.23,0.80, -5.69, -4.96, -1.74,
 0.54,0.23,0.78, -6.31, -4.78, -0.67,
 0.54,0.22,0.78, -5.66, -3.98, -0.73,
 0.53,0.22,0.78, -4.72, -4.50, -1.10,
 0.53,0.22,0.78, -4.79, -3.01, -1.19,
 0.54,0.22,0.78, -4.53, -2.53, -1.33,
 0.55,0.22,0.77, -4.05, -0.64, -0.98,
 0.55,0.21,0.78, -4.17, 1.57, -1.02,
 0.55,0.22,0.78, -3.97, 3.28, -1.36,
 0.56,0.21,0.78, -3.83, 4.55, -2.14,
 0.57,0.22,0.78, -4.05, 6.21, -2.12,
 0.59,0.21,0.77, -3.95, 7.27, -1.79,
 0.58,0.21,0.77, -3.95, 7.22, -1.76,
 0.57,0.20,0.76, -3.94, 6.73, -1.71,
 0.57,0.21,0.77, -3.98, 6.12, -1.57,
 0.56,0.21,0.76, -4.08, 5.40, -1.59,
 0.55,0.22,0.75, -4.02, 4.11, -1.08,
 0.50,0.23,0.72, -1.95, 6.08, -4.92,
 0.51,0.23,0.75, -3.57, 1.28, -2.52,
 0.55,0.23,0.76, -4.02, 0.92, -0.84,
 0.54,0.22,0.76, -4.76, -0.21, -0.03,
 0.54,0.21,0.75, -5.30, -0.21, 0.15,
 0.55,0.21,0.74, -5.57, -0.44, 0.18,
 0.56,0.21,0.76, -5.44, -0.35, 0.12,
 0.55,0.22,0.75, -5.94, 0.09, -0.17,
 0.55,0.22,0.77, -5.88, 0.24, -0.24,
 0.56,0.22,0.76, -5.79, 0.24, -0.66,
 0.56,0.21,0.76, -5.85, 0.56, -0.75,
 0.56,0.21,0.76, -5.60, 1.11, -0.78,
 0.55,0.21,0.77, -5.63, 0.79, -0.69,
 0.55,0.21,0.76, -5.34, 0.31, -0.72,
 0.55,0.21,0.77, -5.34, 0.32, -0.40,
 0.55,0.21,0.77, -5.56, 0.23, -0.61,
 0.55,0.22,0.77, -5.65, 0.82, -0.49,
 0.56,0.22,0.77, -5.57, 1.21, -0.26,
 0.56,0.22,0.77, -5.68, 1.36, -0.12,
 0.56,0.22,0.78, -5.62, 1.86, -0.18,
 0.56,0.22,0.77, -5.51, 2.40, -0.14,
 0.55,0.21,0.77, -5.05, 2.99, -0.27,
 0.55,0.21,0.77, -5.11, 3.27, -0.67,
 0.55,0.22,0.77, -4.99, 3.53, -0.72,
 0.55,0.22,0.76, -5.04, 3.66, -0.60,
 0.55,0.22,0.76, -5.04, 3.30, -0.66,
 0.55,0.22,0.75, -4.96, 2.67, -0.23,
 0.55,0.21,0.76, -4.98, 1.56, -0.34,
