accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.32,0.29,0.85, -5.53, 3.57, -0.87,
 0.31,0.28,0.85, -5.48, 3.73, -0.95,
 0.32,0.28,0.85, -5.40, 3.94, -0.98,
 0.32,0.28,0.85, -5.15, 4.67, -1.15,
 0.33,0.28,0.86, -4.85, 5.08, -1.16,
 0.32,0.28,0.85, -4.64, 4.72, -0.78,
 0.32,0.29,0.84, -4.47, 3.73, -0.24,
 0.32,0.28,0.86, -4.40, 2.90, 0.14,
 0.32,0.29,0.86, -4.21, 2.44, 0.55,
 0.32,0.29,0.86, -4.27, 2.12, 0.79,
 0.32,0.29,0.87, -4.58, 1.59, 0.75,
 0.31,0.29,0.86, -4.49, 1.56, 0.49,
 0.32,0.29,0.85, -4.63, 2.31, 0.47,
 0.32,0.29,0.85, -5.05, 3.05, 0.34,
 0.31,0.28,0.85, -5.19, 3.86, 0.37,
 0.31,0.28,0.86, -5.05, 4.72, 0.18,
 0.32,0.28,0.85, -5.13, 5.51, 0.03,
 0.31,0.27,0.85, -4.69, 5.98, -0.06,
 0.31,0.27,0.85, -4.69, 6.08, 0.06,
 0.30,0.28,0.85, -4.52, 5.08, 0.40,
 0.30,0.28,0.85, -4.37, 3.94, 0.66,
 0.30,0.27,0.86, -3.92, 2.67, 0.81,
 0.30,0.28,0.85, -3.79, 1.76, 0.53,
 0.30,0.28,0.85, -4.23, 1.28, 0.32,
 0.31,0.29,0.85, -4.12, 0.96, -0.14,
 0.31,0.28,0.86, -3.98, 0.89, -0.35,
 0.31,0.29,0.86, -5.54, 0.38, 0.24,
 0.31,0.28,0.87, -3.34, 2.08, -0.32,
 0.31,0.29,0.85, -4.20, 0.87, -0.18,
 0.32,0.28,0.84, -5.91, 4.73, 0.24,
 0.32,0.29,0.86, -4.09, 3.92, 0.23,
 0.32,0.29,0.86, -4.79, 2.14, 0.72,
 0.33,0.29,0.85, -5.94, 4.40, 1.25,
 0.31,0.30,0.86, -4.50, 4.17, 0.89,
 0.31,0.30,0.85, -4.58, 3.92, 0.82,
 0.31,0.30,0.85, -5.66, 3.80, 1.53,
 0.29,0.30,0.85, -5.02, 2.41, 1.95,
 0.29,0.31,0.85, -5.07, 0.34, 2.27,
 0.27,0.30,0.86, -5.19, -0.47, 2.35,
 0.26,0.30,0.85, -5.08, -0.49, 1.95,
 0.26,0.29,0.86, -4.72, -0.47, 0.99,
 0.26,0.29,0.86, -4.55, -0.52, -0.23,
 0.27,0.29,0.85, -5.04, 0.29, -0.81,
 0.28,0.29,0.85, -5.63, 0.35, -1.13,
 0.28,0.30,0.86, -5.94, -0.29, -1.28,
 0.28,0.30,0.85, -5.98, 0.09, -1.56,
 0.29,0.30,0.85, -5.71, 0.08, -1.22,
 0.29,0.30,0.85, -5.89, 0.34, -1.30,
 0.29,0.30,0.85, -5.80, -0.29, -1.37,
 0.29,0.30,0.85, -5.60, -1.30, -1.22,
 0.28,0.30,0.86, -5.59, -1.48, -1.30,
 0.29,0.30,0.86, -5.85, -0.78, -1.86,
 0.29,0.30,0.85, -6.26, -0.05, -2.55,
 0.29,0.29,0.86, -6.27, 0.11, -3.04,
 0.30,0.29,0.85, -6.78, 0.08, -3.39,
 0.30,0.30,0.86, -6.99, 0.37, -3.39,
 0.30,0.29,0.86, -6.85, 0.55, -3.50,
 0.31,0.29,0.84, -6.66, 1.01, -2.98,
 0.29,0.29,0.86, -6.64, -0.29, -2.84,
 0.29,0.29,0.85, -6.81, -0.96, -3.40,
 0.30,0.29,0.85, -6.87, -1.04, -3.44,
 0.29,0.28,0.85, -6.44, -1.91, -4.08,
 0.29,0.29,0.86, -5.91, -2.26, -4.63,
 0.29,0.29,0.86, -5.86, -3.30, -5.11,
 0.30,0.29,0.86, -5.82, -3.57, -5.82,
 0.32,0.29,0.86, -5.89, -3.18, -5.15,
 0.33,0.29,0.85, -5.77, -2.99, -3.86,
 0.32,0.29,0.85, -5.79, -3.02, -3.10,
 0.33,0.30,0.87, -5.68, -2.85, -2.24,
 0.33,0.30,0.85, -5.74, -1.85, -1.76,
 0.33,0.30,0.86, -5.36, -0.66, -1.57,
