accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.06,0.10,0.91, 9.21, 9.82, -3.27,
 0.06,0.09,0.90, 10.29, 8.81, -2.17,
 0.05,0.10,0.94, 9.66, 5.73, -1.94,
 0.08,0.09,0.92, 10.84, 7.95, -0.34,
 0.03,0.13,0.93, 10.11, 2.46, 1.71,
 0.03,0.12,0.96, 5.74, 0.21, 0.84,
 0.02,0.16,0.98, 4.08, -8.89, 1.66,
 0.03,0.15,0.95, 4.14, -9.59, -0.31,
 0.05,0.17,0.97, 4.29, -5.65, -1.47,
 0.04,0.16,0.97, 2.64, -3.18, -2.64,
 0.04,0.17,0.98, -0.12, -3.33, -3.11,
 0.04,0.18,0.98, -2.85, -2.70, -3.57,
 0.05,0.17,0.98, -4.53, -0.05, -3.88,
 0.05,0.16,0.96, -5.05, 2.11, -3.05,
 0.04,0.16,0.96, -4.70, 0.98, -1.10,
 0.07,0.15,0.92, -3.19, 6.72, -0.41,
 0.05,0.16,0.92, -4.87, 4.29, -1.42,
 0.04,0.15,0.93, -3.60, 5.51, -1.60,
 0.04,0.15,0.93, -3.69, 3.56, -1.30,
 0.04,0.14,0.92, -3.36, 3.77, -1.77,
 0.03,0.13,0.93, -2.90, 2.96, -2.69,
 0.05,0.14,0.93, -4.24, 2.40, -3.10,
 0.07,0.15,0.94, -5.63, 2.11, -2.09,
 0.07,0.15,0.94, -7.83, 2.00, -1.39,
 0.09,0.16,0.94, -8.90, 4.55, -0.08,
 0.08,0.14,0.94, -8.24, 6.38, 0.18,
 0.07,0.15,0.94, -7.39, 7.01, -0.43,
 0.07,0.13,0.95, -6.18, 8.20, -2.27,
 0.06,0.16,0.93, -6.06, 10.98, -1.80,
 0.07,0.12,0.93, -5.57, 9.42, -1.65,
 0.07,0.14,0.92, -5.71, 9.40, -3.13,
 0.07,0.13,0.91, -6.02, 9.57, -5.05,
 0.07,0.12,0.93, -5.92, 7.97, -5.59,
 0.07,0.13,0.92, -5.30, 5.34, -5.92,
 0.08,0.13,0.91, -4.98, 1.68, -5.86,
 0.10,0.12,0.91, -2.12, 2.40, -5.79,
 0.10,0.13,0.92, -1.89, 0.44, -4.56,
 0.11,0.13,0.94, -1.37, -0.69, -2.78,
 0.11,0.14,0.92, -2.96, -4.67, -1.40,
 0.12,0.13,0.94, -3.40, -7.31, -0.95,
 0.11,0.14,0.95, -3.82, -8.52, -0.70,
 0.12,0.12,0.93, -3.08, -7.34, -1.33,
 0.12,0.14,0.93, -1.65, -6.70, -2.31,
 0.12,0.15,0.93, -0.76, -5.02, -4.32,
 0.14,0.16,0.95, -0.96, -2.92, -5.68,
 0.15,0.17,0.96, -2.93, 0.81, -6.34,
 0.16,0.16,0.95, -3.65, 3.73, -6.98,
 0.17,0.16,0.96, -4.24, 5.01, -6.26,
 0.18,0.16,0.96, -5.63, 5.56, -5.30,
 0.18,0.15,0.96, -6.29, 6.35, -3.45,
 0.17,0.14,0.95, -6.32, 8.14, -1.28,
 0.16,0.13,0.94, -5.30, 8.84, 0.96,
 0.14,0.13,0.95, -5.08, 8.32, 3.31,
 0.12,0.13,0.95, -5.80, 6.40, 5.19,
 0.12,0.13,0.93, -5.60, 7.16, 6.02,
 0.11,0.15,0.92, -8.70, 4.27, 8.95,
 0.09,0.14,1.00, 0.31, 2.76, 10.09,
 0.13,0.17,0.89, -6.75, 5.98, 10.69,
 0.11,0.15,0.95, -13.85, 8.61, 11.71,
 0.09,0.13,1.00, -3.51, 4.02, 8.85,
 0.10,0.13,0.92, -3.63, -0.20, 6.37,
 0.12,0.09,0.94, -3.51, 3.19, 4.70,
 0.12,0.07,0.96, 0.17, 4.98, 2.38,
 0.12,0.06,0.97, 3.91, 6.31, 0.52,
 0.11,0.05,0.97, 6.79, 2.11, -0.55,
 0.12,0.06,0.96, 6.66, 1.22, 0.21,
 0.13,0.07,0.98, 5.66, -1.33, 0.72,
 0.12,0.09,0.99, 4.76, -5.25, 0.98,
 0.14,0.11,1.00, 2.93, -10.23, 1.82,
 0.15,0.13,0.99, 0.70, -14.44, 3.85,
 0.17,0.15,0.99, -2.18, -15.51, 5.85,
 0.20,0.15,1.00, -3.66, -16.11, 7.24,
 0.21,0.17,1.01, -4.38, -15.16, 8.40,
 0.22,0.17,0.99, -5.44, -12.66, 9.30,
 0.22,0.16,0.98, -5.37, -10.52, 10.66,
 0.21,0.14,0.97, -4.11, -6.70, 12.89,
 0.19,0.13,0.94, -1.39, -0.32, 15.54,
 0.14,0.12,0.94, 0.03, 2.50, 18.37,
 0.06,0.11,0.96, -0.81, -0.63, 20.60,
 0.04,0.12,0.93, 0.63, 1.68, 21.95,
 -0.03,0.15,0.92, -1.24, -2.32, 20.03,
 -0.06,0.16,0.91, 0.99, -3.27, 17.60,
 -0.08,0.18,0.89, 1.45, -7.45, 14.20,
 -0.08,0.19,0.88, 4.18, -10.14, 10.00,
 -0.03,0.19,0.86, 7.79, -10.70, 6.14,
 -0.01,0.20,0.89, 7.19, -13.02, 4.85,
 -0.01,0.25,0.97, 3.24, -25.28, 5.21,
 0.00,0.25,0.99, 1.31, -38.60, 2.84,
 0.03,0.23,0.93, 1.02, -41.77, -0.98,
 0.05,0.22,0.90, 0.53, -37.48, -4.63,
 0.07,0.21,0.91, 0.38, -32.87, -8.37,
 0.21,0.18,0.83, -0.05, -21.62, -6.58,
 0.12,0.18,0.93, 1.39, -19.28, -5.25,
 0.14,0.20,0.90, 1.05, -17.83, -3.34,
 0.08,0.21,0.91, 1.19, -17.50, -4.76,
 0.09,0.19,0.88, 0.02, -12.92, -8.58,
 0.16,0.16,0.85, -1.22, -6.96, -9.53,
 0.07,0.18,0.93, -0.44, -9.92, -13.91,
 0.09,0.20,0.89, -0.27, -10.85, -16.02,
 0.07,0.20,0.91, -1.05, -15.13, -18.14,
 0.10,0.21,0.89, -3.48, -16.20, -18.29,
 0.10,0.22,0.91, -5.21, -19.04, -18.72,
 0.10,0.20,0.91, -6.46, -22.34, -21.05,
 0.17,0.17,0.86, -5.92, -20.40, -21.05,
 0.21,0.15,0.83, -3.34, -12.34, -18.11,
 0.22,0.14,0.82, 0.85, -4.26, -13.73,
 0.21,0.14,0.84, 4.55, -0.26, -9.98,
 0.18,0.13,0.85, 6.95, 1.27, -7.82,
 0.17,0.14,0.85, 8.43, 2.58, -7.15,
 0.16,0.15,0.86, 9.92, 3.95, -6.96,
 0.13,0.16,0.87, 12.24, 4.70, -6.87,
 0.11,0.18,0.91, 13.33, 3.82, -7.98,
 0.08,0.21,0.96, 11.57, 1.47, -9.13,
 0.07,0.23,1.00, 7.51, -0.96, -10.35,
 0.07,0.25,1.03, 2.72, -3.36, -12.81,
 0.07,0.26,1.05, -1.39, -6.85, -14.47,
 0.08,0.25,1.05, -4.61, -9.86, -15.04,
 0.09,0.24,1.05, -6.60, -11.50, -14.90,
