accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.29,0.26,0.87, -4.27, 2.52, -0.75,
 0.29,0.26,0.86, -4.27, 2.76, -0.66,
 0.29,0.26,0.87, -4.26, 3.13, -0.78,
 0.28,0.26,0.87, -3.68, 3.59, -0.72,
 0.27,0.26,0.86, -3.34, 3.33, -0.79,
 0.26,0.26,0.87, -3.30, 2.27, -0.95,
 0.26,0.27,0.88, -3.71, 0.43, -0.89,
 0.25,0.27,0.89, -4.21, -1.71, -1.15,
 0.25,0.28,0.88, -4.43, -3.76, -1.30,
 0.25,0.27,0.89, -4.55, -5.10, -2.11,
 0.26,0.27,0.88, -4.69, -5.95, -2.53,
 0.26,0.27,0.88, -4.82, -6.14, -2.98,
 0.28,0.28,0.88, -4.93, -5.53, -3.22,
 0.28,0.27,0.88, -4.76, -4.85, -3.07,
 0.29,0.27,0.88, -5.07, -3.69, -3.15,
 0.29,0.27,0.88, -5.21, -1.92, -3.13,
 0.30,0.27,0.87, -5.44, -0.24, -2.99,
 0.30,0.27,0.87, -5.50, 0.98, -2.47,
 0.30,0.26,0.87, -5.54, 2.20, -2.35,
 0.29,0.27,0.87, -5.97, 3.57, -2.66,
 0.29,0.27,0.86, -6.27, 4.75, -3.11,
 0.30,0.26,0.87, -6.09, 6.06, -2.99,
 0.31,0.25,0.86, -6.06, 6.46, -1.97,
 0.30,0.25,0.86, -5.82, 6.50, -0.70,
 0.30,0.25,0.86, -5.71, 5.91, 0.03,
 0.30,0.24,0.85, -5.39, 5.08, 0.56,
 0.28,0.24,0.85, -4.79, 4.18, 1.37,
 0.26,0.24,0.85, -4.32, 3.15, 1.69,
 0.26,0.25,0.86, -4.34, 1.98, 1.54,
 0.25,0.25,0.85, -4.09, 0.79, 0.93,
 0.25,0.25,0.85, -3.68, -0.31, 0.31,
 0.24,0.25,0.85, -3.47, -1.36, -0.27,
 0.25,0.25,0.85, -3.56, -2.27, -1.34,
 0.25,0.25,0.86, -3.66, -3.07, -2.20,
 0.25,0.25,0.86, -3.77, -2.92, -3.04,
 0.27,0.25,0.86, -3.59, -3.02, -3.45,
 0.28,0.26,0.87, -3.04, -2.76, -3.74,
 0.28,0.26,0.88, -2.89, -2.27, -3.45,
 0.29,0.26,0.88, -3.10, -1.76, -3.10,
 0.29,0.27,0.89, -3.42, -1.69, -3.10,
 0.29,0.26,0.90, -4.05, -2.00, -3.45,
 0.30,0.26,0.89, -4.52, -1.54, -3.57,
 0.29,0.28,0.90, -4.73, -0.90, -3.48,
 0.30,0.27,0.90, -4.95, -0.35, -3.30,
 0.30,0.27,0.90, -5.21, -0.06, -3.01,
 0.30,0.27,0.90, -5.65, -0.32, -2.41,
 0.30,0.28,0.90, -5.68, -0.90, -1.83,
 0.30,0.27,0.90, -5.57, -1.71, -0.93,
 0.29,0.27,0.89, -5.36, -2.64, -0.03,
 0.28,0.27,0.89, -5.51, -2.98, 0.63,
 0.28,0.27,0.88, -5.45, -3.15, 1.18,
 0.27,0.27,0.88, -5.57, -3.13, 1.60,
 0.25,0.27,0.88, -5.68, -2.96, 1.22,
 0.25,0.27,0.87, -5.59, -2.63, -0.21,
 0.24,0.27,0.87, -5.73, -2.09, -1.39,
 0.24,0.26,0.88, -5.86, -1.33, -3.04,
 0.24,0.27,0.89, -6.14, -0.81, -4.21,
 0.25,0.28,0.89, -6.58, -0.67, -4.69,
 0.25,0.28,0.88, -6.79, -0.99, -4.87,
 0.26,0.27,0.90, -7.48, -1.51, -4.92,
 0.25,0.28,0.89, -7.94, -1.66, -4.67,
 0.26,0.27,0.89, -8.29, -1.89, -4.53,
 0.27,0.27,0.89, -8.64, -2.29, -4.73,
 0.26,0.27,0.88, -8.81, -2.05, -5.05,
 0.26,0.27,0.87, -9.07, -1.13, -5.42,
 0.27,0.26,0.87, -9.21, -0.53, -5.69,
 0.27,0.26,0.87, -8.93, -0.32, -6.05,
 0.27,0.26,0.87, -8.96, -0.49, -6.72,
 0.28,0.27,0.87, -8.81, -1.02, -6.84,
 0.29,0.27,0.88, -8.90, -1.37, -6.53,
 0.28,0.26,0.87, -9.19, -1.73, -6.47,
 0.28,0.27,0.87, -9.31, -2.08, -6.31,
 0.29,0.26,0.88, -8.99, -2.73, -6.03,
 0.30,0.27,0.87, -9.05, -2.47, -5.69,
 0.29,0.26,0.87, -9.13, -2.09, -5.27,
 0.30,0.27,0.87, -9.10, -1.47, -4.81,
 0.30,0.27,0.87, -9.16, -0.79, -4.34,
 0.31,0.25,0.91, -11.65, 1.15, -6.37,
 0.25,0.27,0.89, -11.48, -1.24, -5.56,
 0.31,0.25,0.87, -7.28, 3.18, -3.68,
 0.29,0.25,0.86, -11.30, 1.31, -3.42,
 0.29,0.26,0.86, -11.59, 2.31, -4.70,
 0.27,0.25,0.87, -11.22, 0.73, -5.63,
 0.27,0.24,0.86, -11.98, 0.29, -6.49,
 0.28,0.24,0.85, -10.75, 1.56, -8.15,
 0.28,0.25,0.86, -10.11, 1.57, -9.04,
 0.29,0.24,0.85, -9.50, 0.95, -8.84,
 0.30,0.25,0.86, -9.54, -0.40, -8.98,
 0.29,0.25,0.85, -9.33, -1.92, -7.82,
 0.30,0.24,0.85, -7.88, -1.56, -6.55,
 0.30,0.25,0.84, -7.50, -2.24, -5.76,
 0.30,0.24,0.83, -6.20, -1.77, -5.05,
 0.28,0.24,0.85, -6.29, -2.55, -4.46,
 0.28,0.23,0.85, -5.45, -2.98, -3.94,
 0.27,0.24,0.84, -5.37, -3.28, -4.08,
 0.27,0.24,0.85, -5.25, -4.26, -4.84,
 0.26,0.25,0.85, -5.15, -4.92, -6.03,
 0.26,0.25,0.86, -5.24, -6.26, -6.81,
 0.27,0.26,0.86, -5.31, -7.25, -7.80,
 0.28,0.26,0.87, -5.57, -8.08, -9.16,
 0.30,0.26,0.88, -5.39, -8.49, -9.98,
 0.30,0.27,0.89, -6.00, -8.75, -10.26,
 0.32,0.26,0.89, -5.98, -9.07, -10.12,
 0.34,0.27,0.89, -7.56, -9.62, -9.54,
 0.34,0.27,0.89, -8.35, -8.63, -9.02,
 0.35,0.27,0.89, -8.87, -7.77, -8.40,
 0.35,0.27,0.88, -9.19, -6.37, -7.62,
 0.33,0.26,0.88, -9.04, -5.28, -7.02,
 0.33,0.26,0.87, -8.72, -4.73, -6.52,
 0.33,0.25,0.85, -8.41, -3.73, -5.98,
 0.32,0.26,0.86, -8.32, -2.72, -4.84,
 0.32,0.26,0.86, -7.92, -2.18, -4.26,
 0.32,0.26,0.86, -7.97, -2.38, -4.35,
 0.30,0.26,0.86, -7.91, -2.64, -4.69,
