accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.11,0.02,0.93, -0.12, 1.44, 6.00,
 0.11,0.02,0.93, 0.14, 1.68, 6.50,
 0.10,0.01,0.93, 0.34, 2.20, 6.98,
 0.09,0.01,0.94, 0.66, 4.24, 7.56,
 0.07,0.03,0.97, 1.25, 3.60, 7.63,
 0.06,0.05,0.96, -1.18, 1.34, 7.76,
 0.07,0.07,0.96, -2.34, 1.94, 6.38,
 0.07,0.09,0.93, -3.22, -0.20, 5.56,
 0.08,0.10,0.95, -0.06, -0.58, 4.60,
 0.10,0.14,0.95, -1.53, 0.90, 3.33,
 0.11,0.15,0.95, -1.89, -1.11, 3.92,
 0.13,0.15,0.95, 0.44, -3.59, 5.02,
 0.15,0.15,0.96, 1.10, -4.09, 6.26,
 0.16,0.12,0.95, 2.52, -4.26, 9.53,
 0.14,0.09,0.95, 3.94, -3.05, 13.25,
 0.11,0.05,0.93, 4.40, -1.92, 15.51,
 0.08,0.02,0.93, 3.98, -3.02, 16.64,
 0.07,0.02,0.93, 1.85, -3.24, 16.95,
 0.07,0.03,0.95, -3.10, 2.89, 19.53,
 0.05,0.01,0.92, -2.82, 4.66, 16.15,
 0.04,0.02,0.90, 0.06, 3.48, 13.22,
 0.06,0.02,0.88, 3.51, 4.44, 8.75,
 0.08,0.05,0.87, 4.53, 6.17, 6.89,
 0.10,0.06,0.87, 4.31, 7.45, 6.17,
 0.10,0.09,0.89, 4.05, 7.69, 6.12,
 0.08,0.12,0.89, 3.80, 4.31, 7.42,
 0.07,0.14,0.91, 2.85, -1.16, 9.21,
 0.07,0.13,0.91, 2.76, -5.88, 9.40,
 0.06,0.13,0.90, 3.25, -8.82, 8.31,
 0.06,0.11,0.87, 3.85, -9.37, 6.47,
 0.04,0.10,0.85, 2.55, -11.28, 2.95,
 0.04,0.08,0.87, 3.47, -16.82, -1.77,
 0.06,0.09,0.87, 5.11, -21.53, -4.40,
 0.10,0.07,0.85, 7.51, -22.81, -6.67,
 0.11,0.07,0.86, 8.85, -23.85, -8.89,
 0.15,0.07,0.88, 8.99, -23.39, -9.16,
 0.17,0.08,0.89, 9.48, -24.44, -10.32,
 0.19,0.08,0.90, 10.41, -24.40, -8.79,
 0.21,0.08,0.90, 7.88, -20.38, -7.01,
 0.24,0.10,0.94, 4.50, -15.27, -4.82,
 0.26,0.10,0.93, 1.02, -11.33, -0.95,
 0.25,0.10,0.92, -1.22, -5.83, 2.50,
 0.21,0.07,0.89, -1.86, -1.15, 4.46,
 0.18,0.08,0.90, -3.21, -0.98, 6.82,
 0.15,0.08,0.86, -2.78, -0.56, 7.40,
 0.14,0.08,0.86, -2.14, -2.40, 9.19,
 0.13,0.08,0.87, 0.24, -10.73, 10.50,
 0.11,0.12,0.87, 0.99, -7.56, 10.49,
 0.11,0.13,0.91, 4.82, -12.05, 8.47,
 0.12,0.17,0.98, 2.44, -15.85, 7.91,
 0.15,0.16,0.99, 0.29, -17.16, 7.19,
 0.15,0.18,1.03, -0.79, -18.53, 6.34,
 0.15,0.19,1.04, -2.09, -19.71, 5.30,
 0.15,0.20,1.09, -3.33, -24.72, 3.94,
 0.16,0.19,1.08, -4.56, -22.96, 3.77,
 0.17,0.18,1.08, -3.91, -19.19, 3.66,
 0.18,0.17,1.10, -1.94, -13.94, 3.51,
 0.16,0.17,1.10, -2.37, -11.05, 3.60,
 0.17,0.15,1.10, -2.55, -6.21, 4.43,
 0.14,0.17,1.09, -6.82, -5.97, 2.27,
 0.13,0.15,1.04, -7.89, -3.54, 1.07,
 0.12,0.14,1.03, -6.17, -4.89, 0.47,
 0.11,0.13,1.01, -3.21, -5.30, -0.11,
 0.12,0.11,0.99, -3.40, -3.44, -1.19,
 0.11,0.11,1.00, -2.12, -2.60, -1.77,
 0.11,0.10,0.99, -2.03, -4.73, -2.17,
 0.11,0.09,0.97, -3.05, -9.40, -1.33,
 0.10,0.09,0.96, -2.14, -12.64, -0.66,
 0.10,0.10,0.94, -0.81, -13.77, -0.98,
 0.09,0.11,0.94, -0.08, -14.70, -1.80,
 0.08,0.11,0.94, 1.21, -16.12, -3.54,
 0.07,0.12,0.95, 2.40, -18.21, -5.02,
 0.07,0.14,0.96, 3.39, -20.58, -7.37,
 0.09,0.14,0.97, 3.51, -22.21, -10.37,
 0.11,0.15,0.97, 1.25, -18.72, -12.15,
 0.15,0.15,0.99, 1.57, -21.01, -12.56,
 0.17,0.15,0.98, -0.50, -19.62, -12.35,
 0.17,0.13,0.97, -1.40, -21.56, -12.11,
 0.19,0.12,0.97, -1.89, -22.09, -10.99,
 0.22,0.13,0.95, -7.04, -16.87, -9.48,
 0.24,0.12,0.95, -10.82, -9.25, -7.02,
 0.23,0.11,0.91, -13.48, -1.80, -4.92,
 0.21,0.09,0.88, -13.82, 2.85, -4.00,
 0.20,0.09,0.86, -12.12, 5.73, -4.20,
 0.18,0.09,0.84, -10.73, 8.38, -4.17,
 0.18,0.10,0.82, -9.19, 10.34, -3.97,
 0.17,0.10,0.81, -7.91, 10.14, -3.44,
 0.18,0.11,0.81, -5.68, 9.95, -0.81,
 0.17,0.12,0.81, -4.76, 7.71, -0.63,
 0.16,0.12,0.84, -3.89, 3.56, -1.11,
 0.15,0.13,0.84, -3.68, -0.72, -1.05,
 0.18,0.14,0.84, -3.53, -0.70, -0.56,
 0.18,0.13,0.85, -3.51, -3.68, 0.15,
 0.19,0.13,0.86, -2.63, -4.06, 2.11,
 0.18,0.11,0.85, -3.28, -3.73, 2.95,
 0.18,0.12,0.84, -2.32, -1.73, 3.65,
 0.18,0.11,0.84, -1.62, 0.44, 3.54,
 0.19,0.11,0.84, -0.69, 3.63, 2.73,
 0.19,0.11,0.84, 0.73, 7.39, 2.56,
 0.18,0.12,0.84, 0.67, 11.76, 2.38,
 0.18,0.13,0.86, 0.64, 15.16, 1.71,
 0.17,0.13,0.85, 0.98, 15.51, 0.58,
 0.17,0.13,0.85, 0.95, 14.09, 0.34,
 0.16,0.13,0.85, 0.18, 11.80, 0.61,
 0.16,0.12,0.84, 0.11, 9.60, 0.70,
 0.17,0.12,0.85, 0.43, 7.57, 0.24,
 0.18,0.12,0.85, 0.81, 7.05, 0.20,
 0.18,0.11,0.85, 1.18, 6.67, -0.06,
 0.19,0.11,0.85, 1.85, 6.72, -0.18,
 0.20,0.11,0.84, 2.73, 6.56, -0.27,
 0.20,0.11,0.85, 3.89, 6.17, -0.20,
 0.21,0.11,0.85, 4.84, 5.62, 0.23,
 0.22,0.12,0.87, 6.20, 5.31, 1.59,
 0.20,0.13,0.88, 7.18, 3.92, 3.44,
 0.19,0.13,0.89, 8.02, 2.41, 4.55,
 0.18,0.14,0.91, 7.59, 1.42, 4.12,
 0.16,0.14,0.91, 6.98, 2.23, 3.44,
 0.16,0.15,0.92, 6.53, 3.53, 2.27,
 0.15,0.15,0.92, 5.86, 5.16, 0.40,
 0.14,0.14,0.92, 5.50, 7.47, -2.69,
 0.14,0.15,0.93, 5.30, 9.18, -5.54,
 0.16,0.15,0.93, 4.92, 10.24, -7.80,
 0.16,0.15,0.94, 4.32, 10.78, -9.01,
 0.18,0.15,0.92, 3.76, 10.66, -9.83,
 0.19,0.14,0.92, 2.98, 10.15, -9.25,
 0.20,0.15,0.93, 2.11, 8.60, -7.83,
 0.20,0.14,0.96, 1.74, 4.37, -6.60,
 0.22,0.14,0.93, 2.50, 5.91, -5.13,
 0.21,0.13,0.93, 0.92, 4.99, -4.79,
 0.21,0.14,0.95, 0.75, 4.23, -4.73,
 0.21,0.14,0.96, -0.89, 4.29, -5.16,
 0.20,0.15,0.98, -1.15, 4.40, -5.47,
 0.20,0.15,0.99, -3.02, 4.23, -6.08,
 0.20,0.16,1.00, -5.60, 4.49, -6.75,
