accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.3,0.56,0.88,28.38,10.26,7.11
0.18,0.6,0.99,22.55,8.47,6.02
0.2,0.56,1.1,20.64,6.38,4.6
0.18,0.61,1.14,16.79,1.37,4.95
0.22,0.6,1.17,12.18,-5.16,5.25
0.2,0.59,1.22,6.64,-16.29,7.1
0.3,0.58,1.12,1.44,-13.77,6.53
0.33,0.55,1.01,1.85,-7.07,6.4
0.32,0.51,0.92,1.15,-5.48,9.01
0.32,0.51,0.86,-1.42,-2.32,11.8
0.3,0.5,0.81,-6.76,5.97,8.66
0.27,0.45,0.72,-5.54,10.09,9.65
0.16,0.44,0.73,-4.92,-0.35,7.79
0.18,0.43,0.68,-8.67,3.74,-0.95
0.2,0.42,0.65,-1.92,0.85,-0.47
0.19,0.42,0.65,2.95,3.89,-2.98
0.18,0.44,0.66,5.69,1.47,-6.18
0.2,0.45,0.72,8.23,-1.39,-6.96
0.2,0.47,0.76,11.33,-5.44,-7.18
0.28,0.51,0.81,10.41,-5.63,-6.93
0.24,0.54,0.9,10.26,-12.47,-2.75
0.33,0.55,0.85,10.89,-6.15,-5.85
0.31,0.55,0.92,7.24,-3.24,-6.87
0.35,0.55,0.9,4.44,3.59,-9.24
0.29,0.55,0.95,1.51,-5.97,-3.83
0.31,0.54,0.9,-0.15,-5.18,-2.75
0.33,0.53,0.84,-0.46,0.2,-4.79
0.3,0.51,0.84,-0.61,-0.76,-2.89
0.34,0.51,0.79,-0.12,2.43,-2.81
0.29,0.52,0.81,3.02,-3.6,-6.41
0.3,0.51,0.77,2.37,1.85,-2.06
0.28,0.52,0.79,2.17,2.0,-3.07
0.3,0.53,0.78,2.89,0.37,-1.8
0.28,0.54,0.8,3.4,5.71,-4.02
0.27,0.56,0.84,5.53,-4.06,2.09
0.23,0.57,0.85,5.71,-4.05,-0.35
0.29,0.59,0.86,3.8,-2.34,-1.79
0.28,0.59,0.85,3.25,-4.11,-1.71
0.29,0.59,0.86,2.02,-2.4,-2.2
0.32,0.59,0.86,-0.72,2.95,-2.17
0.32,0.59,0.84,-0.18,1.13,-0.23
0.28,0.58,0.85,-4.32,3.42,-2.05
0.27,0.55,0.86,-3.74,1.59,-1.22
0.26,0.56,0.87,-2.26,-0.64,1.98
0.28,0.54,0.82,-2.73,3.57,-0.06
0.27,0.54,0.82,-2.26,4.44,-0.32
0.29,0.55,0.83,-2.43,5.27,0.92
0.27,0.53,0.81,-1.71,4.26,2.05
0.27,0.53,0.82,-3.74,1.79,2.55
0.25,0.53,0.83,-6.79,6.15,2.9
0.25,0.52,0.82,-4.95,1.57,1.73
0.25,0.51,0.83,-4.09,-3.27,1.57
0.26,0.51,0.8,-3.47,1.22,-0.32
0.26,0.53,0.84,-4.02,1.6,-1.54
0.28,0.54,0.84,-5.18,0.93,-1.48
0.26,0.54,0.9,-6.9,-3.83,0.12
0.28,0.56,0.9,-7.22,-11.79,3.56
0.3,0.57,0.96,-12.44,-12.84,3.18
0.34,0.58,0.96,-15.05,-11.73,1.28
0.34,0.6,1.04,-20.15,-17.63,5.45
0.41,0.63,1.08,-26.85,-20.29,12.06
0.38,0.65,1.08,-34.81,-21.77,16.99
0.38,0.65,1.06,-43.89,-19.98,19.82
0.36,0.65,1.0,-49.91,-10.89,19.91
0.28,0.64,0.98,-53.42,-6.27,19.74
0.22,0.62,0.94,-54.99,-5.42,15.82
0.25,0.61,0.86,-52.34,-4.21,14.09
0.26,0.58,0.83,-50.24,-5.45,13.88
0.27,0.53,0.8,-46.26,-2.63,14.9
0.24,0.47,0.81,-43.37,-1.22,11.86
0.26,0.42,0.76,-40.55,4.23,8.15
0.27,0.35,0.72,-35.1,12.69,1.13
0.29,0.31,0.69,-29.5,20.34,-0.98
0.29,0.29,0.73,-22.4,24.05,-1.15
0.27,0.29,0.75,-16.31,26.35,-1.37
0.21,0.26,0.8,-10.26,16.44,-0.27
0.2,0.27,0.84,-6.56,8.72,-1.94
0.23,0.28,0.79,0.35,0.21,-1.6
0.23,0.29,0.83,3.27,-7.71,-1.56
0.22,0.32,0.89,2.23,-11.82,-5.04
0.32,0.36,0.84,0.69,-9.63,-7.79
0.34,0.39,0.85,1.56,-6.32,-7.68
0.33,0.41,0.89,0.87,-10.35,-5.54
0.35,0.43,0.89,-1.71,-7.36,-6.56
0.38,0.43,0.92,-2.06,-8.75,-3.71
0.33,0.44,0.95,-4.9,-11.59,-2.63
0.37,0.44,0.93,-7.02,-9.51,-2.32
0.4,0.44,0.94,-10.03,-4.6,-1.53
0.37,0.43,0.94,-13.3,-4.63,0.29
0.37,0.43,0.92,-13.95,-4.09,1.97
0.35,0.41,0.93,-15.25,-8.95,4.98
0.35,0.39,0.89,-15.6,-8.47,6.12
0.35,0.38,0.88,-14.78,-6.55,6.53
0.35,0.37,0.89,-13.76,-5.62,8.24
0.35,0.37,0.88,-13.53,-4.93,9.66
0.36,0.36,0.88,-13.13,-0.08,8.6
0.34,0.36,0.9,-13.57,2.87,7.89
0.32,0.35,0.92,-13.54,3.15,8.08
0.35,0.34,0.91,-12.47,6.09,8.23
0.32,0.33,0.93,-12.64,4.21,9.18
0.31,0.31,0.91,-10.96,2.21,9.28
0.33,0.31,0.87,-8.21,3.73,7.68
0.33,0.31,0.89,-6.66,2.11,8.43
0.33,0.32,0.87,-2.24,3.94,8.87
0.33,0.33,0.92,-1.83,-4.79,13.02
0.33,0.35,0.97,-1.47,-14.84,16.55
0.29,0.34,0.98,-1.45,-26.37,18.14
0.31,0.33,0.97,-2.69,-29.36,16.06
0.39,0.34,0.94,-3.94,-17.56,11.56
0.43,0.35,0.95,-6.23,-3.79,7.79
0.44,0.35,0.98,-9.5,5.19,5.24
0.43,0.36,1.01,-13.98,9.8,5.25
0.4,0.35,1.01,-15.83,11.44,6.32
0.37,0.34,1.02,-18.76,8.73,6.66
0.35,0.31,1.01,-20.09,6.53,6.41
0.35,0.32,1.03,-23.39,3.3,7.45
0.35,0.3,1.01,-24.75,-0.66,7.66
0.37,0.29,0.98,-25.54,-2.46,8.85
0.39,0.28,0.95,-24.67,-1.44,10.12
0.36,0.28,0.99,-26.02,-4.85,11.73
0.35,0.29,0.99,-28.89,-8.29,12.43
0.34,0.3,1.01,-31.33,-10.15,12.06
0.35,0.29,0.97,-33.42,-10.66,11.77
0.34,0.27,0.92,-35.24,-9.83,9.01
0.37,0.25,0.87,-34.53,-6.09,6.89
