accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.05,0.14,1.03,3.91,-10.2,0.85
0.03,0.14,1.04,5.01,-18.84,0.98
0.04,0.13,1.02,9.19,-24.58,1.92
0.07,0.1,0.97,16.47,-21.39,1.33
0.13,0.2,0.96,15.59,-16.08,-0.52
0.17,0.22,1.01,9.44,-9.51,1.16
0.16,0.16,0.99,7.47,-0.27,0.03
0.14,0.17,1.05,1.66,8.79,-0.89
0.1,0.17,1.06,-2.2,3.56,0.85
0.07,0.16,1.03,-3.54,0.21,0.24
0.11,0.15,1.0,-2.08,1.05,0.52
0.12,0.16,1.0,-3.18,2.82,0.89
0.12,0.14,0.99,-4.24,9.57,-0.69
0.1,0.14,0.99,-3.59,8.23,-0.6
0.08,0.12,0.97,-0.73,4.92,-0.21
0.08,0.13,0.95,1.1,6.0,-1.85
0.1,0.16,1.03,-5.07,11.22,-3.89
0.11,0.15,1.0,-6.31,14.75,-4.02
0.11,0.13,0.97,-2.73,15.94,-3.94
0.11,0.13,1.03,-2.61,12.31,-0.64
0.06,0.13,1.05,-3.59,14.2,-2.69
0.01,0.14,1.14,-7.07,1.02,0.29
0.05,0.13,1.08,-5.95,-3.54,0.67
0.02,0.13,1.09,-6.73,-5.76,-0.53
0.01,0.14,1.09,-9.01,-4.69,-4.61
0.03,0.14,1.1,-11.42,-4.73,-6.95
0.06,0.14,1.06,-12.02,0.7,-8.95
0.08,0.14,1.1,-12.76,0.73,-7.04
0.17,0.1,1.05,-10.02,4.53,-1.08
0.15,0.1,1.06,-9.05,13.51,1.83
0.11,0.11,1.13,-13.27,19.37,3.63
0.1,0.12,1.15,-17.56,24.14,4.89
0.12,0.11,1.12,-17.82,33.74,6.23
0.1,0.11,1.16,-18.44,38.5,9.22
0.05,0.1,1.15,-18.61,38.89,10.84
-0.02,0.09,1.13,-16.18,32.98,12.44
-0.06,0.07,1.09,-10.31,24.72,10.55
-0.09,0.05,1.04,0.78,15.4,7.86
-0.1,0.03,0.98,7.54,17.79,-5.6
-0.11,0.05,0.96,29.51,14.02,-18.76
-0.05,0.13,0.96,32.06,10.44,-22.85
-0.05,0.09,1.12,23.85,5.47,-24.87
-0.03,0.16,1.14,14.29,-7.04,-21.97
0.06,0.15,1.03,14.5,-0.58,-23.37
0.08,0.15,0.99,8.6,-6.0,-23.15
0.18,0.21,1.03,5.85,8.02,-20.76
0.18,0.23,1.13,-12.27,3.15,-9.62
0.13,0.2,1.1,-18.11,11.19,-6.44
0.03,0.15,1.06,-17.6,1.21,-1.82
0.08,0.16,1.03,-17.15,-4.61,2.82
0.06,0.15,1.07,-23.3,-6.11,4.23
0.05,0.14,1.04,-24.14,-3.92,5.07
0.05,0.11,1.0,-22.6,-4.49,6.37
0.01,0.09,0.99,-21.59,0.52,2.79
-0.04,0.09,1.04,-23.04,-0.14,-0.98
-0.05,0.11,1.08,-25.3,-6.03,-1.77
0.01,0.09,1.05,-24.76,-8.21,0.52
0.04,0.06,0.99,-19.4,-10.09,3.88
0.0,0.07,1.02,-17.74,-10.87,4.46
0.03,0.06,0.99,-15.19,-9.19,3.39
0.03,0.05,0.99,-12.73,-9.86,3.28
0.02,0.07,1.05,-16.24,-11.82,3.5
0.01,0.07,1.04,-16.2,-12.32,2.82
0.01,0.06,0.99,-12.99,-13.16,1.79
0.02,0.05,1.01,-13.28,-11.95,0.58
0.03,0.07,1.04,-15.33,-10.66,-1.33
0.03,0.05,0.97,-14.0,-6.43,-4.53
0.06,0.03,0.95,-7.65,-9.27,-3.68
0.06,0.05,0.94,-6.69,-10.87,-5.16
0.04,0.05,1.0,-8.24,-9.15,-5.36
0.07,0.05,1.02,-12.43,-4.6,-6.6
0.06,0.03,0.98,-13.48,-4.34,-5.65
0.08,0.02,0.93,-9.83,-0.08,-5.4
0.07,0.01,0.92,-7.19,2.6,-6.08
0.05,0.03,0.98,-11.08,5.85,-7.85
0.03,0.03,1.0,-14.21,5.1,-8.75
0.03,0.01,0.93,-9.13,3.45,-9.77
0.02,-0.0,0.96,-6.17,-1.21,-9.74
0.01,0.01,0.98,-6.23,-3.79,-11.02
0.04,0.01,0.98,-4.0,-7.65,-10.47
0.07,0.02,0.98,-3.91,-5.77,-11.15
0.11,0.04,1.0,-2.96,-4.17,-8.02
0.07,0.02,0.97,-1.85,2.12,-10.21
0.06,0.01,0.97,0.47,2.81,-10.87
0.05,-0.01,0.94,4.69,7.18,-12.89
0.0,-0.0,0.99,2.23,3.24,-14.96
-0.04,0.03,1.1,-4.96,-7.24,-14.47
0.03,0.01,1.01,-3.63,-7.77,-13.42
0.07,0.01,0.98,-2.18,-5.28,-11.24
0.08,0.01,1.0,-4.32,1.34,-11.44
0.05,-0.01,0.97,-4.72,10.87,-14.55
0.02,-0.03,0.96,-1.54,20.15,-17.89
-0.01,-0.05,0.89,7.59,22.29,-19.71
-0.03,-0.05,0.88,14.37,22.52,-21.88
-0.06,-0.03,0.99,12.93,12.43,-23.56
-0.07,0.03,1.07,4.92,0.75,-24.24
0.03,0.06,1.05,1.05,-1.71,-21.82
0.07,0.07,1.02,0.9,-0.11,-18.95
0.11,0.09,1.07,-2.44,7.21,-17.77
0.07,0.09,1.11,-7.25,9.69,-17.04
0.05,0.08,1.06,-6.78,11.16,-16.02
0.04,0.06,1.03,-2.38,7.16,-13.76
0.02,0.06,1.09,-2.81,3.88,-12.14
0.04,0.07,1.04,-1.01,2.24,-11.15
0.01,0.06,1.05,-0.2,-1.59,-9.47
0.04,0.08,1.09,-3.19,-0.72,-9.47
0.06,0.09,1.09,-7.54,0.81,-8.15
0.08,0.08,1.09,-10.99,5.15,-6.87
0.09,0.06,1.04,-10.99,7.13,-4.14
0.09,0.04,1.0,-9.94,7.18,-0.64
0.06,0.02,1.0,-7.19,5.97,2.37
0.02,0.01,1.01,-5.02,5.07,2.72
-0.03,0.01,1.04,-5.82,-1.31,2.02
-0.0,0.04,1.06,-10.24,-1.71,1.07
0.04,0.03,1.03,-12.92,2.76,0.78
0.06,0.01,0.99,-12.35,6.87,1.69
0.04,-0.02,0.98,-10.23,7.39,4.0
-0.03,-0.0,1.0,-9.88,2.12,4.95
-0.05,-0.05,0.96,-5.05,-5.39,4.23
-0.06,-0.06,0.96,1.07,-14.78,3.56
-0.04,-0.07,0.94,4.41,-17.92,0.66
-0.04,-0.03,1.02,1.44,-16.63,-5.27
-0.02,0.0,1.0,-0.76,-15.4,-10.21
0.03,0.02,1.01,-1.53,-12.89,-12.87
