accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.19,0.36,0.93,1.54,-1.6,-2.82
0.17,0.35,0.92,4.72,0.98,-1.83
0.13,0.35,0.96,5.3,-1.31,-0.87
0.17,0.38,0.94,5.3,3.33,-0.82
0.17,0.37,0.93,7.13,8.53,-0.32
0.14,0.37,0.92,8.76,9.42,0.2
0.12,0.37,0.98,6.12,9.68,-1.04
0.12,0.38,1.01,2.26,7.83,-0.23
0.13,0.37,0.98,2.43,4.58,-0.4
0.11,0.37,0.95,3.25,2.69,-0.63
0.12,0.38,0.99,-0.06,2.69,0.67
0.11,0.38,1.0,-3.3,0.24,-0.02
0.15,0.37,0.96,-2.82,0.92,1.6
0.14,0.37,0.97,-3.22,1.94,0.61
0.1,0.37,1.01,-6.23,-4.05,1.77
0.12,0.38,1.0,-8.63,-3.53,1.36
0.12,0.37,0.96,-8.09,-6.78,2.05
0.14,0.37,0.96,-6.14,-4.2,3.05
0.15,0.37,0.96,-5.05,-2.55,3.51
0.15,0.37,1.01,-8.44,-0.08,3.45
0.15,0.37,1.0,-10.67,0.76,3.95
0.13,0.36,0.99,-10.84,-2.15,6.08
0.14,0.35,0.93,-7.79,-0.84,6.79
0.13,0.35,0.92,-1.4,0.41,8.09
0.15,0.32,0.91,2.4,4.29,9.27
0.17,0.35,0.92,5.89,9.02,10.7
0.14,0.35,0.96,4.89,11.77,11.08
0.11,0.36,0.96,3.88,16.08,10.21
0.09,0.35,0.93,7.34,19.71,4.7
-0.03,0.45,1.02,7.69,13.36,4.84
0.08,0.37,0.96,5.05,0.99,5.59
0.14,0.38,0.95,2.85,2.96,6.14
0.15,0.37,0.95,0.64,2.63,8.44
0.12,0.35,0.93,-0.31,1.88,9.08
0.12,0.34,0.91,-0.08,3.31,9.36
0.1,0.33,0.89,1.53,-0.12,10.21
0.09,0.33,0.91,1.39,-3.16,9.4
0.06,0.33,0.92,2.0,-9.68,8.26
0.1,0.34,0.96,1.92,-11.56,5.21
0.16,0.36,0.94,1.6,-9.54,7.36
0.21,0.22,0.85,1.92,-8.79,9.63
0.12,0.35,0.95,3.74,-6.79,8.66
0.13,0.37,0.97,0.61,-1.44,7.54
0.1,0.34,0.97,-0.76,0.41,4.12
0.1,0.34,0.97,1.82,-2.29,3.02
0.11,0.36,0.97,1.57,-6.31,5.95
0.1,0.37,0.99,-0.11,-8.35,7.16
0.13,0.38,1.0,-2.23,-7.89,5.53
0.14,0.38,1.0,-2.11,-11.57,6.32
0.19,0.37,0.96,-1.31,-0.06,7.04
0.14,0.37,0.97,-0.53,-6.02,9.4
0.11,0.37,0.95,2.06,-10.79,9.53
0.11,0.36,0.96,3.85,-11.65,8.09
0.2,0.32,0.94,5.57,-10.08,5.83
0.19,0.39,0.97,2.6,-1.19,6.95
0.14,0.38,0.99,5.83,-3.24,3.48
0.15,0.37,0.99,-3.76,-0.64,6.75
0.14,0.38,0.95,-3.53,-3.04,6.66
0.14,0.34,0.9,0.18,-7.59,7.92
0.2,0.34,0.83,5.5,-1.37,9.51
0.21,0.33,0.81,10.53,4.84,9.79
0.14,0.33,0.78,19.36,0.11,8.44
0.17,0.32,0.79,23.56,1.66,8.24
0.15,0.37,0.98,13.59,-6.47,9.19
0.18,0.4,1.05,-2.18,-7.57,10.38
0.21,0.37,0.94,-9.5,-4.17,9.56
0.19,0.34,0.88,-7.94,-0.96,9.39
0.16,0.33,0.89,-6.41,-2.18,8.41
0.14,0.36,0.94,-6.17,-4.78,7.48
0.19,0.36,0.93,-6.72,0.99,4.69
0.21,0.36,0.91,-3.19,3.63,4.95
0.21,0.35,0.95,-2.34,4.35,6.72
0.18,0.36,0.96,-2.18,3.54,7.73
0.17,0.36,0.99,-3.59,0.47,7.57
0.15,0.37,0.97,-5.8,-3.05,4.46
0.16,0.36,0.98,-5.66,-4.6,2.7
0.18,0.36,0.99,-4.72,-10.06,3.6
0.19,0.36,0.94,-5.21,-10.6,6.58
0.2,0.35,0.92,-2.76,-5.56,9.33
0.2,0.35,0.94,-2.98,-2.14,8.78
0.16,0.35,0.98,-6.9,-5.31,7.62
0.18,0.34,0.92,-7.42,1.65,5.04
0.18,0.33,0.91,-4.08,-2.98,7.5
0.17,0.35,0.95,-5.57,-6.95,8.15
0.14,0.33,0.97,-6.92,-13.82,9.07
0.18,0.32,0.9,-5.48,-10.47,6.24
0.2,0.32,0.88,-1.86,-8.56,7.88
0.23,0.33,0.92,-5.07,1.86,7.21
0.19,0.34,0.91,-6.0,11.98,1.27
0.16,0.32,0.92,-4.87,7.6,0.58
0.18,0.33,0.95,-5.19,-2.06,0.9
0.17,0.32,0.96,-5.62,-1.59,1.98
0.17,0.32,0.95,-4.0,-4.14,1.47
0.2,0.35,0.95,-4.78,-5.71,0.49
0.24,0.34,0.94,-4.95,6.81,1.1
0.2,0.34,0.94,-4.08,8.58,0.2
0.2,0.34,0.97,-5.21,13.15,-0.46
0.14,0.35,1.02,-7.97,8.27,-1.66
0.17,0.35,1.01,-8.96,0.55,0.81
0.18,0.35,1.01,-7.89,-2.29,1.74
0.19,0.35,1.01,-10.34,-0.44,1.44
0.2,0.35,0.98,-11.24,2.24,0.35
0.23,0.34,0.95,-9.11,4.49,3.53
0.21,0.34,0.93,-6.89,3.01,4.93
0.19,0.35,0.93,-1.5,-2.56,6.17
0.2,0.37,0.94,2.96,-8.96,8.02
0.23,0.41,1.0,1.83,-16.32,8.99
