accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.18,0.27,1.01,-12.58,-2.82,5.07
0.21,0.27,1.0,-12.37,1.77,6.73
0.15,0.29,1.08,-17.08,-0.66,8.23
0.15,0.28,1.05,-20.12,0.02,7.05
0.16,0.25,0.97,-18.21,4.43,5.73
0.15,0.22,0.92,-13.04,3.42,6.29
0.19,0.23,0.97,-13.33,9.56,8.84
0.11,0.24,1.0,-12.67,2.08,11.19
0.15,0.25,0.97,-12.4,2.92,13.74
0.13,0.24,0.95,-11.08,2.29,13.8
0.09,0.23,0.97,-9.51,-0.14,13.34
0.1,0.22,0.96,-8.87,3.21,10.73
0.11,0.21,0.93,-4.27,3.07,9.25
0.13,0.2,0.92,0.61,2.5,11.36
0.11,0.2,0.93,4.92,1.34,11.62
0.03,0.21,1.0,7.95,-10.69,9.33
0.07,0.22,1.0,7.88,-16.9,8.7
0.14,0.21,0.98,4.0,-12.21,7.66
0.11,0.22,1.0,0.78,-17.19,8.08
0.17,0.23,0.98,1.36,-15.37,8.99
0.2,0.22,0.96,3.53,-11.6,10.17
0.19,0.21,0.99,-0.5,-0.56,7.42
0.2,0.23,1.09,-9.47,4.03,8.26
0.13,0.22,1.05,-13.31,1.45,7.51
0.11,0.19,1.0,-11.59,-6.43,7.71
0.14,0.19,0.96,-7.79,-9.57,7.56
0.15,0.2,1.0,-8.63,-6.75,5.68
0.15,0.21,1.0,-10.43,-9.31,5.98
0.2,0.22,0.97,-10.21,-4.11,7.07
0.17,0.21,0.99,-8.7,-5.76,9.13
0.15,0.19,0.98,-7.18,-8.84,9.31
0.13,0.2,0.97,-7.56,-11.44,8.35
0.11,0.2,0.95,-3.28,-16.89,7.31
0.13,0.18,0.9,1.47,-18.99,5.86
0.15,0.2,0.91,3.22,-18.76,4.27
0.18,0.22,0.96,0.21,-20.18,4.56
0.23,0.23,0.94,-0.92,-16.09,7.31
0.24,0.22,0.97,-3.63,-8.69,8.0
0.22,0.22,1.01,-6.35,-4.05,8.32
0.2,0.2,0.99,-6.95,-2.9,8.47
0.18,0.19,1.0,-6.7,-2.27,6.7
0.18,0.18,1.01,-6.11,-1.98,5.73
0.17,0.19,1.04,-6.89,-3.68,5.51
0.17,0.18,1.05,-7.39,-5.25,4.9
