accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.43,0.39,0.89,-12.93,-2.44,-0.35
0.42,0.39,0.91,-14.76,-0.7,0.82
0.42,0.38,0.89,-15.57,-1.89,2.53
0.43,0.37,0.87,-15.48,2.53,1.74
0.42,0.36,0.86,-14.32,5.74,1.51
0.41,0.37,0.9,-15.51,4.75,3.85
0.4,0.37,0.9,-16.72,3.83,5.6
0.38,0.35,0.89,-17.8,2.96,5.39
0.37,0.34,0.88,-16.46,1.62,6.18
0.36,0.32,0.85,-12.12,1.76,5.36
0.37,0.3,0.84,-8.18,5.28,4.14
0.36,0.28,0.81,-2.18,7.21,2.43
0.31,0.27,0.83,5.51,4.46,1.44
0.29,0.26,0.82,25.95,-2.26,0.67
0.28,0.35,0.93,14.58,-9.21,-1.22
0.36,0.36,0.94,11.71,-17.4,2.82
0.49,0.36,0.87,6.15,-7.25,6.14
0.45,0.33,0.83,10.03,5.33,4.58
0.46,0.32,0.81,12.12,14.47,-0.82
0.48,0.35,0.85,10.56,28.31,0.55
0.47,0.4,0.98,1.94,34.84,4.26
0.34,0.38,1.02,-0.7,12.95,9.05
0.32,0.37,0.96,0.55,3.19,8.96
0.34,0.37,1.0,-5.05,5.42,6.32
0.33,0.36,1.02,-10.84,2.72,4.55
0.33,0.35,0.98,-13.27,3.27,4.0
0.34,0.33,0.97,-13.53,7.86,2.09
0.33,0.33,0.96,-13.27,6.11,2.66
0.35,0.32,0.98,-15.11,6.18,1.91
0.36,0.33,0.97,-17.16,7.42,1.18
0.35,0.32,0.92,-15.8,7.33,0.76
0.35,0.32,0.92,-15.95,10.43,1.24
0.34,0.33,0.95,-17.8,10.15,1.3
0.33,0.32,0.94,-18.15,7.98,0.84
0.36,0.3,0.89,-15.25,10.24,-0.06
0.33,0.3,0.95,-16.5,4.02,1.28
0.36,0.31,0.93,-18.0,11.01,-1.42
0.37,0.31,0.92,-17.86,12.63,-0.12
0.36,0.31,0.92,-16.53,8.4,2.64
0.35,0.31,0.96,-16.79,5.86,5.21
0.32,0.29,0.93,-15.15,0.17,6.84
0.3,0.27,0.91,-13.05,-2.99,6.05
0.31,0.29,0.95,-16.12,-1.69,5.88
0.31,0.28,0.92,-16.63,-3.18,4.66
0.32,0.24,0.86,-13.98,-2.5,0.95
0.36,0.25,0.85,-11.22,5.88,0.69
0.33,0.2,0.87,-8.73,4.76,1.33
0.32,0.25,0.92,-8.52,1.79,0.5
0.26,0.25,0.93,-5.83,-6.11,2.52
0.31,0.26,0.89,-2.17,-10.99,5.16
0.33,0.25,0.9,6.37,-11.6,7.76
0.3,0.36,0.96,-5.31,-8.41,3.57
0.29,0.26,0.95,-6.46,-14.75,2.11
0.35,0.25,0.9,-7.4,-10.87,1.16
0.34,0.23,0.84,-1.45,-11.92,1.1
0.32,0.22,0.81,12.73,-21.88,4.18
0.33,0.25,0.82,25.6,-23.54,1.63
0.42,0.13,0.76,39.05,-24.69,12.96
0.39,0.27,0.8,44.21,-29.59,17.83
0.43,0.31,0.87,48.0,-16.14,28.56
0.36,0.43,1.0,25.91,-5.05,18.53
0.42,0.34,0.95,15.6,8.23,11.5
0.45,0.33,0.93,6.12,25.74,6.23
0.42,0.37,0.99,-4.38,46.82,-4.26
0.32,0.37,1.11,-20.08,28.92,0.41
0.38,0.33,1.03,-22.09,28.95,1.66
0.34,0.3,0.95,-15.62,16.7,2.64
0.37,0.29,0.94,-13.88,12.47,1.57
0.43,0.29,0.96,-14.5,12.75,1.89
0.39,0.27,0.98,-15.83,12.79,2.37
0.37,0.29,0.98,-17.28,9.89,1.27
0.35,0.29,0.95,-18.08,7.68,1.8
0.34,0.26,0.94,-15.33,4.58,0.26
0.34,0.27,0.95,-14.31,-1.36,0.02
0.35,0.26,0.94,-14.21,-7.15,2.75
0.38,0.26,0.91,-14.2,1.34,1.16
0.37,0.24,0.91,-15.02,4.96,-0.14
0.38,0.24,0.92,-14.18,11.11,-1.65
0.37,0.24,0.93,-13.01,11.33,-1.94
0.33,0.23,0.94,-13.1,4.17,1.47
0.35,0.24,0.94,-12.85,-0.96,4.69
0.34,0.23,0.92,-10.6,-3.68,6.84
0.36,0.21,0.88,-8.82,0.66,5.37
0.37,0.2,0.89,-7.1,5.97,3.07
0.37,0.2,0.87,-3.56,9.71,3.51
0.43,0.21,0.86,-0.84,21.27,6.27
0.35,0.19,0.87,8.27,15.11,10.69
0.28,0.18,0.89,13.45,9.4,9.3
0.28,0.17,0.95,15.16,2.08,6.61
0.34,0.2,0.96,11.1,5.68,1.24
0.35,0.23,1.01,5.01,9.6,-3.88
0.33,0.24,0.99,3.47,8.61,-4.43
0.36,0.25,0.99,2.64,9.47,-2.31
