accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
-0.0,0.2,1.06,-13.83,35.21,12.34
-0.02,0.18,1.01,-10.92,28.84,9.66
-0.04,0.15,1.01,-7.24,18.67,6.03
-0.05,0.14,1.03,-5.02,7.01,3.98
-0.05,0.13,1.05,-4.64,-5.73,3.05
0.01,0.15,1.07,-5.28,-10.6,2.99
0.01,0.13,1.02,-2.75,-13.51,2.31
0.0,0.15,1.06,-3.48,-17.05,1.01
0.03,0.15,1.06,-3.44,-17.11,0.41
0.06,0.15,1.03,-2.96,-14.24,-0.44
0.05,0.14,1.02,-0.9,-11.94,-1.22
0.05,0.15,1.03,-2.38,-13.65,0.2
0.03,0.16,1.05,-5.47,-17.34,-0.15
0.06,0.17,1.05,-7.59,-16.63,-1.16
0.11,0.16,0.98,-6.06,-11.08,-1.56
0.13,0.16,0.99,-5.07,-5.28,-1.6
0.1,0.19,1.04,-6.58,-3.91,-0.84
0.1,0.17,1.02,-7.34,-4.4,-0.24
0.09,0.18,1.05,-10.49,-5.53,1.04
0.1,0.16,1.02,-8.81,-3.16,1.66
0.1,0.15,0.98,-5.74,-1.59,1.21
0.07,0.15,1.0,-5.21,-1.22,0.05
0.05,0.16,1.0,-7.34,-0.99,-2.24
0.09,0.14,0.98,-5.63,-2.53,-1.22
0.09,0.14,0.97,-4.24,-5.69,0.0
0.09,0.18,1.05,-11.33,-2.38,-0.49
0.09,0.17,1.02,-11.66,0.24,-1.33
0.1,0.14,0.97,-8.09,1.24,-0.38
0.09,0.15,1.02,-9.45,1.8,-0.56
0.09,0.15,1.0,-9.34,4.02,-0.98
0.11,0.12,0.94,-5.83,8.55,-2.27
0.09,0.13,1.0,-5.05,8.52,-1.79
0.07,0.13,1.02,-5.68,5.71,-1.25
0.05,0.13,1.0,-4.06,2.92,-2.24
0.06,0.13,1.0,-3.07,0.96,-2.37
0.06,0.14,1.02,-4.24,-0.46,-3.21
0.06,0.14,1.03,-6.23,-1.83,-3.5
0.08,0.15,1.04,-6.95,-2.61,-2.49
0.1,0.14,1.01,-7.1,-0.27,-3.13
0.09,0.12,0.99,-5.91,-0.14,-2.66
0.12,0.12,1.01,-6.44,2.24,-2.46
0.09,0.11,0.98,-5.92,3.19,-2.32
0.09,0.13,1.01,-6.87,3.95,-2.11
0.1,0.13,1.02,-7.02,4.76,-1.88
0.06,0.12,1.01,-6.49,-0.12,-0.52
0.07,0.11,1.0,-4.49,0.7,-1.63
0.08,0.11,1.01,-4.87,1.25,-1.92
0.08,0.08,0.95,-0.15,2.92,-2.63
0.1,0.08,0.96,-0.03,8.82,-5.92
0.06,0.11,1.01,-1.21,4.73,-5.71
0.07,0.13,1.03,-3.66,2.02,-4.47
0.09,0.13,1.0,-3.59,3.22,-3.77
0.11,0.12,1.0,-5.39,6.75,-4.69
0.11,0.15,1.05,-10.47,8.15,-3.19
