accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.02,0.52,0.98,-45.01,-20.34,-10.14
0.08,0.52,0.91,-41.8,-9.21,-13.24
0.05,0.47,0.85,-34.53,-21.53,-6.81
0.1,0.45,0.76,-20.52,-21.08,-3.27
0.12,0.43,0.78,-9.01,-16.17,1.18
0.11,0.41,0.76,-2.5,-7.36,0.12
0.11,0.42,0.79,3.97,-1.36,-0.73
0.06,0.49,0.94,-10.02,-5.6,-3.45
-0.03,0.6,1.2,-36.47,-7.6,-12.78
0.15,0.51,0.92,-31.19,-4.84,-6.72
0.07,0.53,0.87,-20.5,-9.69,-2.23
0.11,0.42,0.88,-15.88,-9.1,0.08
0.06,0.48,0.98,-22.31,-14.12,1.08
0.09,0.41,0.84,-16.82,-9.62,0.81
0.11,0.38,0.79,-5.11,-4.2,1.74
0.11,0.38,0.78,2.58,0.29,1.22
0.03,0.45,0.95,-3.39,-3.79,-1.18
0.11,0.44,0.92,-5.91,1.82,-3.65
0.06,0.51,1.11,-22.21,-4.18,-3.44
0.11,0.47,1.01,-26.66,0.06,-3.25
0.08,0.45,0.98,-27.44,0.37,-3.36
0.09,0.44,0.97,-29.63,-0.06,-3.89
0.07,0.41,0.96,-30.64,-4.08,-1.62
0.01,0.48,1.03,-35.98,-8.96,-2.93
0.07,0.4,0.92,-35.21,-7.39,-3.92
0.09,0.36,0.87,-26.89,-6.63,-1.62
0.1,0.34,0.77,-12.0,-3.28,-0.02
0.11,0.31,0.77,-2.56,2.56,-1.05
0.06,0.35,0.9,-6.17,-2.7,-2.18
0.08,0.39,1.03,-19.08,-3.92,-3.53
0.09,0.41,1.01,-23.3,-1.83,-6.37
0.06,0.43,1.09,-36.79,0.35,-11.1
0.08,0.42,1.06,-36.31,-6.29,-4.81
0.12,0.36,0.93,-28.95,-4.38,-2.4
0.1,0.31,0.84,-15.89,-10.53,0.96
0.1,0.3,0.86,-8.78,-8.23,0.92
0.04,0.37,1.01,-15.48,-11.86,-4.02
0.09,0.35,0.96,-19.82,-6.2,-7.04
0.07,0.35,0.97,-19.39,-13.83,-5.48
0.09,0.34,0.92,-14.73,-14.49,-7.08
0.11,0.34,0.98,-11.92,-15.66,-6.56
