accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.07,0.23,1.04,-4.32,19.79,5.15
0.06,0.23,1.06,-6.27,17.44,6.2
0.01,0.22,1.06,-10.63,8.79,6.37
0.01,0.22,1.06,-12.98,6.6,4.29
0.02,0.18,0.99,-9.62,3.56,4.08
0.06,0.17,1.0,-6.93,3.3,5.47
0.05,0.18,1.01,-6.93,4.78,3.88
0.06,0.2,1.03,-4.89,7.8,3.21
0.01,0.2,1.05,-4.09,3.19,4.05
0.0,0.2,1.06,-4.53,-1.15,3.82
0.03,0.19,1.04,-6.11,-1.36,2.15
0.04,0.19,1.0,-4.92,-0.41,1.05
0.04,0.2,1.01,-4.93,-3.57,2.58
0.05,0.22,1.04,-4.9,-2.58,2.96
0.04,0.2,1.01,-5.25,-6.08,4.44
0.07,0.2,1.01,-4.92,-2.56,3.04
0.03,0.18,1.0,-5.97,-5.19,2.87
0.07,0.16,0.95,-3.07,-2.37,3.19
0.04,0.18,0.97,-0.85,-3.34,3.37
0.07,0.19,1.0,-5.28,-0.02,2.69
0.05,0.21,1.04,-9.82,1.05,1.48
0.06,0.19,1.01,-9.08,3.07,1.63
0.07,0.18,0.99,-7.82,4.72,2.21
0.06,0.17,1.01,-7.07,6.47,2.53
0.04,0.17,1.02,-7.1,4.56,3.37
0.04,0.16,1.01,-5.22,4.64,3.24
-0.01,0.17,1.06,-7.15,-0.02,1.24
-0.01,0.17,1.04,-7.08,-4.27,-0.41
0.01,0.16,1.03,-6.02,-8.41,0.03
0.02,0.16,1.04,-5.45,-9.13,0.41
0.04,0.16,1.03,-3.66,-7.95,-0.17
0.02,0.16,1.02,-0.02,-6.14,-2.7
0.0,0.16,1.04,4.76,-3.79,-5.95
-0.01,0.14,1.04,10.93,-1.16,-10.4
0.01,0.12,0.96,22.21,3.27,-14.89
-0.02,0.14,1.01,17.39,-9.57,-16.98
-0.03,0.17,1.11,11.53,-19.68,-19.22
0.0,0.26,1.15,-4.73,-30.92,-19.04
0.05,0.22,1.04,-8.14,-35.59,-16.72
0.04,0.21,1.02,-8.79,-41.68,-14.69
0.09,0.19,0.99,-9.66,-42.84,-12.08
0.12,0.18,0.95,-10.02,-38.41,-12.2
0.13,0.16,0.94,-7.91,-31.66,-11.98
0.14,0.19,0.95,-9.22,-25.1,-11.74
0.16,0.18,0.97,-9.56,-19.3,-9.05
0.13,0.2,0.98,-12.31,-18.31,-6.49
0.12,0.19,1.0,-13.25,-15.69,-6.5
0.14,0.15,0.93,-8.84,-11.8,-6.79
0.12,0.16,0.93,-7.47,-9.48,-7.8
0.14,0.16,0.93,-3.74,-5.68,-8.6
0.13,0.15,0.94,-1.42,-7.47,-7.16
0.15,0.16,0.96,-1.16,-8.14,-5.3
0.17,0.17,0.97,-0.96,-5.51,-3.65
0.15,0.18,0.97,-1.36,-7.24,-2.17
0.17,0.17,0.96,-0.12,-2.35,-2.24
0.17,0.19,0.99,-2.52,-2.89,-0.67
0.17,0.22,1.05,-9.1,0.63,-0.38
0.2,0.18,0.97,-7.36,7.08,1.13
0.2,0.17,0.93,-4.17,13.85,2.46
0.14,0.18,0.99,-5.65,16.11,0.52
0.16,0.14,0.96,-4.64,17.34,1.79
0.1,0.16,1.02,-7.08,11.92,2.29
0.09,0.16,1.01,-7.39,8.96,2.17
0.12,0.15,0.96,-4.14,10.43,1.76
0.15,0.14,0.94,-1.13,16.72,1.51
0.11,0.16,1.0,-3.37,18.82,-0.12
0.1,0.18,1.0,-3.91,18.49,-0.61
0.09,0.14,0.96,-3.95,17.08,-0.61
0.13,0.15,0.98,-2.47,17.16,1.36
0.11,0.15,1.0,-3.71,13.42,3.62
0.09,0.15,1.01,-4.95,9.69,3.6
0.09,0.14,0.95,-1.97,6.79,3.71
0.07,0.16,0.99,-1.6,3.04,3.89
0.05,0.17,1.02,-3.8,-0.5,2.75
0.06,0.19,1.03,-6.61,-3.18,1.44
0.05,0.19,1.03,-7.66,-7.82,-2.15
0.02,0.18,1.05,-10.38,-18.02,-5.3
0.03,0.08,1.06,-9.39,-18.84,-6.95
0.29,0.15,0.9,-7.85,3.24,-0.12
0.13,0.13,0.96,-6.24,-2.0,4.26
0.06,0.12,0.99,-6.67,-4.72,0.9
0.15,0.13,0.97,-6.44,0.15,1.71
0.11,0.13,0.98,-4.53,1.85,2.75
0.09,0.14,1.01,-6.78,2.52,0.2
0.08,0.14,1.02,-8.9,1.79,-0.08
0.07,0.13,1.04,-10.67,-1.34,0.52
0.1,0.1,0.99,-7.45,-1.36,0.7
0.12,0.09,0.98,-4.89,3.73,-0.02
0.13,0.1,0.96,-1.31,10.31,-1.5
0.11,0.1,0.98,0.72,11.68,-1.54
0.08,0.13,1.04,-1.54,11.51,-2.06
0.1,0.12,1.01,-1.27,8.87,-1.59
0.11,0.12,1.05,-3.48,7.82,0.15
0.09,0.14,1.07,-4.63,5.69,0.82
0.15,0.13,1.05,-4.92,16.67,0.37
0.21,0.14,1.01,-3.68,40.12,7.8
0.06,0.14,1.06,-4.14,31.18,7.74
-0.03,0.13,1.1,-8.66,22.34,2.47
0.04,0.12,1.03,-8.15,14.12,1.8
0.0,0.1,0.99,-4.21,5.79,0.12
0.05,0.11,1.03,-4.55,6.26,-1.53
0.05,0.11,1.03,-5.02,-1.34,0.81
0.04,0.11,1.03,-5.92,-4.79,0.58
0.05,0.13,1.02,-8.58,-7.97,1.4
0.14,0.12,1.0,-8.85,-1.56,3.69
0.11,0.11,0.99,-10.44,4.7,4.67
0.13,0.1,0.95,-7.48,15.42,5.88
0.08,0.1,0.99,-7.37,19.31,4.43
0.04,0.11,1.03,-8.06,16.63,4.11
0.0,0.09,1.01,-6.99,14.26,1.94
0.03,0.09,0.99,-4.79,9.62,1.85
0.02,0.11,1.05,-8.49,3.24,1.05
-0.01,0.11,1.01,-7.71,1.51,-2.35
0.04,0.09,1.01,-7.21,4.85,-5.3
0.06,0.09,1.02,-5.69,6.26,-3.01
0.04,0.09,1.04,-8.08,5.47,-2.56
-0.04,0.1,1.07,-8.47,1.62,-6.05
-0.0,0.09,1.05,-7.28,-3.63,-4.2
0.03,0.08,1.04,-7.16,-5.15,-1.95
0.08,0.06,0.99,-4.56,-2.87,1.11
0.05,0.06,0.99,-2.27,-1.48,1.62
0.05,0.08,1.0,-3.3,1.85,1.08
0.02,0.08,1.02,-3.36,1.62,1.02
-0.01,0.09,1.03,-5.88,-1.33,-1.19
0.03,0.08,1.02,-5.73,-2.49,-0.21
0.06,0.07,0.98,-4.15,-2.96,2.21
0.07,0.08,0.98,-2.89,0.89,1.85
0.06,0.07,0.98,-0.49,3.48,1.44
0.05,0.1,1.02,-2.12,1.97,3.15
0.02,0.11,1.06,-8.03,-2.29,4.0
-0.0,0.12,1.09,-14.87,-8.49,5.77
0.07,0.1,1.01,-15.33,-6.44,7.44
0.04,0.1,1.0,-14.52,-3.28,4.81
0.03,0.07,0.94,-8.0,0.75,1.36
0.05,0.05,0.95,-2.84,4.02,0.61
0.03,0.06,0.98,-4.43,1.42,0.61
0.05,0.05,0.97,-3.54,2.21,1.13
0.04,0.05,0.97,-2.5,4.38,0.38
0.01,0.04,0.97,0.0,5.68,-2.7
0.03,0.07,1.03,-2.66,3.59,-1.98
0.06,0.05,1.02,-3.39,4.08,0.56
0.05,0.04,0.96,-0.82,4.98,2.02
0.04,0.03,0.98,0.5,5.54,2.63
0.03,0.04,1.03,1.24,5.15,3.07
0.0,0.06,1.04,0.69,4.81,0.49
0.01,0.05,1.03,1.25,3.91,0.0
0.01,0.07,1.08,-2.14,3.47,-0.05
0.07,0.04,1.03,-0.4,9.48,-0.05
0.01,0.03,1.04,1.3,8.0,0.76
0.01,0.04,1.05,1.02,6.99,0.05
0.0,0.05,1.05,2.03,4.5,0.35
-0.01,0.05,1.04,2.95,6.0,-3.22
-0.03,0.06,1.08,-2.92,-2.12,-3.97
0.01,0.08,1.06,-5.91,-4.43,-4.31
0.04,0.04,0.97,-1.97,-3.54,-4.29
0.1,0.05,1.0,-0.7,0.05,-1.98
0.06,0.07,1.05,-3.94,0.26,-1.24
0.07,0.07,1.01,-1.08,4.0,-1.16
0.07,0.06,1.04,-1.3,3.89,1.08
0.05,0.08,1.07,-4.85,5.65,0.7
0.02,0.07,1.05,-4.12,3.1,0.98
0.01,0.06,1.03,-4.44,2.43,-0.41
0.01,0.05,1.04,-3.86,0.52,-0.49
0.04,0.05,1.0,-0.96,2.08,-0.47
0.04,0.05,1.01,-2.12,0.69,1.22
0.0,0.08,1.08,-7.62,-1.68,0.46
0.04,0.05,1.01,-5.65,-1.82,1.56
0.02,0.06,0.98,-4.73,-3.91,-0.09
0.03,0.03,0.98,-3.08,-1.22,-0.92
0.11,0.03,0.96,0.24,1.6,3.28
0.06,0.03,0.99,-1.98,6.37,2.31
0.01,0.06,1.05,-5.89,3.34,1.95
0.05,0.05,1.0,-5.54,4.93,2.27
0.04,0.03,0.99,-4.26,6.89,2.26
0.08,0.03,0.96,-2.7,13.36,2.53
0.07,0.03,0.99,-2.92,17.91,3.86
0.04,0.05,1.04,-3.65,19.15,6.15
-0.04,0.06,1.08,-5.27,13.48,4.26
-0.08,0.06,1.08,-5.88,5.22,1.47
-0.07,0.08,1.13,-11.45,-2.24,2.18
-0.02,0.03,1.06,-8.38,-1.39,1.8
0.01,0.02,1.0,-4.06,-0.76,3.22
-0.03,0.01,1.01,-3.65,-2.38,2.81
0.01,0.01,0.97,-1.33,-2.26,3.85
-0.01,0.02,0.98,-2.24,-1.63,0.98
-0.03,0.04,1.02,-4.96,-5.02,0.24
0.01,0.02,0.99,-3.97,-4.67,1.18
0.02,0.02,0.99,-3.37,-2.18,1.04
0.03,0.02,1.0,-2.4,2.5,0.58
0.03,0.01,1.0,-0.93,5.4,-0.12
0.04,0.03,1.02,-2.47,8.99,1.04
0.0,0.04,1.03,-2.37,8.14,1.08
0.02,0.02,1.03,-2.55,7.98,2.02
-0.02,0.04,1.07,-3.25,7.68,1.95
-0.06,0.05,1.09,-4.18,3.86,0.9
-0.04,0.03,1.06,-3.07,0.4,1.66
-0.01,0.03,1.04,-5.04,3.6,-0.96
-0.03,0.04,1.05,-6.21,1.4,-1.42
-0.01,0.02,1.03,-5.36,2.55,-1.88
-0.0,0.01,0.99,-4.11,1.68,-1.85
-0.0,0.03,1.02,-3.89,1.44,-1.86
0.0,0.02,0.99,-1.4,-0.18,-0.47
-0.0,0.03,1.02,-3.19,-0.14,-1.33
0.0,0.03,1.02,-4.47,2.7,-2.26
0.01,0.02,1.0,-2.61,1.98,-0.76
0.01,0.02,1.01,-2.18,1.91,0.08
0.01,0.02,1.02,-2.14,0.69,0.99
0.0,0.03,1.01,-2.84,2.27,0.38
-0.01,0.04,1.02,-3.42,2.5,-0.35
-0.03,0.03,1.05,-4.95,-1.07,0.09
-0.01,0.03,1.02,-6.64,0.43,-0.73
0.04,0.02,1.0,-6.52,2.93,1.5
0.02,0.01,0.98,-5.13,5.33,1.68
0.03,0.01,1.0,-5.08,10.53,1.34
-0.02,0.04,1.05,-8.37,8.79,2.23
-0.03,0.01,1.02,-7.92,10.08,1.28
-0.02,-0.0,1.0,-6.53,9.92,2.63
-0.04,0.01,1.05,-8.17,8.78,2.17
-0.06,0.01,1.05,-10.11,6.29,0.96
-0.06,-0.01,1.02,-8.12,4.72,-0.06
-0.03,-0.02,1.0,-5.18,5.53,0.09
-0.03,-0.01,1.03,-5.16,5.11,-0.32
-0.08,0.0,1.06,-6.44,3.83,-3.04
-0.06,0.0,1.05,-6.66,-0.2,-2.52
-0.02,0.0,1.05,-6.35,-0.14,-2.18
-0.04,-0.01,1.0,-4.9,-3.88,-1.62
-0.02,-0.02,1.0,-3.63,-3.91,-2.15
-0.0,-0.01,1.0,-3.45,-3.76,-1.77
-0.01,-0.01,1.01,-2.95,-6.46,0.05
0.02,-0.0,1.02,-4.32,-7.4,-6.27
-0.0,0.0,1.02,-4.37,-1.74,-0.37
-0.02,0.02,1.04,-5.62,-2.52,-0.4
0.01,-0.01,1.0,-4.93,0.06,0.14
-0.0,-0.02,0.99,-3.51,1.01,-0.06
0.02,-0.02,0.99,-3.47,3.27,-0.17
0.01,-0.02,0.99,-4.49,5.05,-0.7
-0.01,-0.01,1.03,-4.96,6.34,-0.75
-0.04,0.0,1.05,-5.18,2.98,-0.38
-0.03,-0.01,1.05,-6.84,-0.02,0.38
-0.02,-0.02,1.03,-6.27,-1.28,0.7
-0.01,-0.03,1.01,-5.24,-1.94,1.51
-0.01,-0.03,0.99,-4.05,0.12,0.24
-0.03,-0.03,0.99,-3.36,0.49,-1.04
-0.04,-0.05,0.98,1.13,-1.85,-4.37
-0.04,-0.03,0.94,8.11,1.3,-5.74
-0.01,-0.04,0.97,10.14,1.8,-6.79
0.06,-0.02,0.97,10.75,13.21,-6.0
-0.04,-0.02,1.01,11.25,9.92,-3.18
0.03,0.01,1.08,1.11,12.34,-2.32
-0.0,0.02,1.05,-11.02,3.62,0.27
0.01,0.01,1.01,-5.6,11.27,-0.47
0.02,-0.01,1.02,-7.3,12.09,2.37
-0.02,-0.03,1.02,-5.28,13.18,2.99
-0.07,-0.01,1.04,-3.56,6.52,5.54
-0.13,-0.01,1.09,-6.14,1.79,2.76
-0.13,0.0,1.09,-6.44,-0.95,0.63
-0.1,-0.02,1.08,-7.57,-5.66,0.63
-0.1,-0.02,1.06,-7.69,-6.9,-1.25
-0.07,-0.03,1.06,-9.01,-10.69,-1.44
-0.04,-0.03,1.01,-5.74,-8.5,-1.19
-0.02,-0.03,1.01,-4.49,-7.77,0.58
