accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.4,0.35,0.87,-3.86,6.15,2.85
0.4,0.35,0.89,-4.15,5.94,4.41
0.4,0.34,0.89,-5.28,6.38,5.39
0.4,0.32,0.88,-6.44,8.69,4.03
0.42,0.31,0.85,-5.07,14.85,3.25
0.4,0.3,0.86,-3.07,16.31,2.67
0.39,0.32,0.88,-2.78,18.93,3.05
0.37,0.33,0.89,-2.99,18.78,2.96
0.34,0.34,0.91,-2.87,11.98,4.6
0.35,0.32,0.91,-2.43,7.4,5.47
0.37,0.31,0.9,-1.1,6.08,6.53
0.36,0.32,0.91,-1.45,6.7,6.63
0.33,0.34,0.94,-2.92,5.88,5.73
0.34,0.32,0.92,-2.79,4.75,4.75
0.35,0.33,0.91,-3.83,5.94,3.48
0.35,0.31,0.94,-4.95,5.05,4.34
0.36,0.31,0.92,-4.41,3.01,4.82
0.35,0.31,0.9,-4.03,5.82,4.03
0.35,0.32,0.94,-4.87,5.59,5.3
0.34,0.32,0.92,-4.05,1.94,6.32
0.34,0.32,0.92,-4.18,1.28,5.95
0.34,0.33,0.94,-7.02,3.01,5.05
0.36,0.33,0.94,-7.74,3.34,7.25
0.36,0.3,0.92,-7.95,7.68,6.47
0.35,0.31,0.94,-7.77,6.63,6.47
0.35,0.32,0.94,-7.74,6.4,6.81
0.35,0.3,0.93,-7.07,8.03,7.4
0.33,0.31,0.95,-6.99,6.52,8.05
0.32,0.31,0.97,-9.68,4.05,7.88
0.3,0.3,0.95,-8.72,-1.08,7.31
0.33,0.29,0.93,-9.01,4.32,5.5
0.33,0.29,0.95,-8.27,5.42,5.88
0.32,0.29,0.95,-8.21,5.65,6.0
0.32,0.29,0.97,-10.11,5.33,5.91
0.31,0.28,0.96,-10.67,2.52,6.61
0.32,0.27,0.95,-9.77,3.79,6.05
0.32,0.26,0.94,-9.3,5.02,4.4
0.3,0.27,0.97,-9.15,4.61,2.24
0.32,0.28,0.98,-8.79,3.19,2.4
0.32,0.28,0.99,-10.26,2.34,2.92
0.33,0.29,0.99,-11.31,3.91,3.34
0.33,0.28,0.98,-11.42,2.69,3.39
0.34,0.28,0.97,-11.98,3.59,4.15
0.31,0.28,0.98,-12.76,1.37,4.17
0.31,0.27,0.96,-13.07,-0.92,3.97
0.31,0.24,0.93,-12.69,-0.05,2.67
0.32,0.24,0.9,-11.15,0.5,2.03
0.33,0.21,0.86,-7.97,4.15,1.05
0.33,0.21,0.87,-5.71,4.56,0.72
0.33,0.22,0.89,-4.41,0.73,1.33
0.34,0.22,0.87,-3.15,1.05,1.33
0.35,0.22,0.89,-1.95,3.16,1.01
0.35,0.24,0.9,-3.34,6.06,0.92
0.33,0.24,0.92,-5.48,9.4,-1.28
0.36,0.26,0.93,-7.71,12.93,-0.67
0.35,0.27,0.95,-9.21,12.72,0.02
0.35,0.28,0.93,-10.72,17.15,-1.15
0.33,0.27,0.97,-12.56,16.31,-1.15
0.33,0.25,0.95,-12.09,12.61,1.18
0.32,0.22,0.93,-10.6,12.18,1.1
