accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
-0.11,-0.05,1.04,-2.14,-13.28,3.31
-0.06,-0.02,1.05,-5.83,-6.29,-0.02
-0.1,-0.04,1.01,-5.08,-14.61,1.15
-0.08,-0.06,0.93,0.44,-14.73,-0.53
-0.05,-0.08,0.94,7.89,-13.19,0.82
-0.06,-0.09,0.96,7.45,-14.75,0.43
-0.1,-0.03,0.96,13.28,-19.45,0.44
-0.03,-0.03,1.0,15.24,-12.73,-2.63
-0.05,-0.05,0.96,17.68,-14.84,1.86
-0.15,-0.01,1.01,11.5,-19.54,-5.01
-0.1,0.22,1.09,8.43,-14.95,-8.26
0.01,-0.04,1.0,9.02,-12.7,-5.94
-0.03,-0.04,0.97,14.89,-20.38,-2.34
0.04,-0.03,0.98,17.33,-11.71,-4.85
-0.06,0.04,1.09,7.53,-15.04,-4.89
-0.0,0.01,1.06,3.45,-11.59,-5.54
0.02,-0.01,1.03,3.51,-10.38,-4.84
-0.02,0.04,1.0,3.94,-12.18,-3.79
0.05,0.02,1.03,1.51,-4.63,-3.77
0.02,-0.01,0.98,6.56,-4.18,-1.92
0.07,-0.01,0.94,9.56,-4.73,0.55
0.03,0.01,1.04,6.09,-2.85,-0.73
0.01,0.03,1.07,-0.58,0.18,-3.57
0.02,0.01,1.03,-2.76,-4.35,-0.38
0.05,-0.02,0.96,0.93,-1.79,0.87
0.06,-0.01,0.97,2.55,0.14,3.5
0.03,-0.02,0.96,3.54,3.69,2.31
0.04,0.01,1.0,3.5,4.72,4.6
0.03,-0.02,0.96,5.28,9.76,4.38
0.03,-0.0,0.97,7.02,12.02,5.02
0.02,0.01,1.02,3.51,15.01,4.6
-0.04,0.02,1.07,-1.97,10.18,3.01
-0.02,0.01,1.06,-4.08,5.07,2.92
-0.01,0.01,1.04,-2.32,1.27,3.36
-0.0,0.0,1.04,-0.23,1.13,3.54
0.01,0.03,1.07,0.2,0.06,5.33
0.0,0.04,1.13,-6.5,4.14,2.96
-0.02,0.05,1.12,-8.53,-0.79,5.11
0.01,0.0,1.06,-8.75,3.19,5.62
-0.04,0.05,1.11,-12.18,1.02,6.18
-0.01,0.0,1.06,-13.3,3.8,4.46
-0.03,0.0,0.98,-6.44,4.82,5.69
-0.05,-0.06,1.01,-6.2,0.26,4.55
-0.03,0.01,1.05,-5.21,1.04,3.89
-0.06,-0.02,1.1,-10.38,-3.04,2.82
-0.06,-0.0,1.06,-9.56,-10.49,3.92
-0.02,-0.01,1.06,-12.38,-7.28,1.21
-0.04,-0.01,1.04,-11.47,-13.54,2.72
-0.02,-0.03,1.0,-8.27,-14.63,2.56
-0.02,-0.07,0.95,-3.1,-15.16,2.55
0.01,-0.09,0.92,-0.64,-14.7,1.82
0.05,-0.07,0.93,0.02,0.84,-4.23
0.0,-0.04,0.93,2.93,4.06,-4.69
0.05,-0.04,0.9,10.41,8.05,-3.25
0.03,-0.01,1.01,10.79,5.53,0.92
0.02,0.0,1.05,9.33,4.9,2.43
-0.02,0.01,1.12,4.63,-1.05,4.37
-0.04,0.01,1.14,2.03,-2.64,2.14
-0.0,0.01,1.1,2.05,-4.56,4.37
0.0,0.0,1.14,-2.41,-1.8,3.04
-0.03,-0.03,1.15,-9.08,-2.18,2.76
0.0,-0.02,1.12,-9.05,-4.41,3.88
-0.02,-0.02,1.05,-0.64,-12.37,6.08
-0.02,-0.06,0.99,12.73,-22.58,7.45
0.02,-0.11,0.88,39.85,-28.6,10.76
0.11,-0.15,0.73,88.55,-35.69,25.19
0.09,-0.09,0.73,129.59,-4.27,22.21
-0.15,0.18,1.27,83.56,-16.02,18.81
-0.1,0.22,1.52,9.89,-5.82,8.14
-0.07,0.09,1.27,-25.1,-5.1,-3.21
-0.05,0.03,0.96,-27.76,-12.0,-9.21
0.06,0.01,0.85,-14.92,-7.63,-8.9
0.1,0.0,0.92,-8.49,1.1,-6.06
0.06,0.08,1.0,-10.61,-0.35,-5.95
0.03,0.06,0.97,-7.31,-11.8,-5.3
0.04,0.04,0.93,-0.27,-20.63,-3.54
0.05,0.05,1.0,-2.2,-29.88,-2.11
0.12,0.07,1.04,-10.17,-26.2,-0.6
0.18,0.06,0.94,-9.65,-15.56,-2.41
0.17,0.04,0.91,0.32,-13.74,2.11
0.09,0.08,1.01,3.15,-15.15,4.79
0.13,0.08,1.02,4.98,-9.02,4.89
0.09,0.09,1.08,1.66,-14.41,8.63
0.17,0.08,1.03,3.01,-5.86,9.27
0.16,0.08,1.05,0.73,-1.51,11.5
0.11,0.07,1.1,-6.69,1.05,10.09
0.11,0.09,1.12,-17.47,12.43,5.34
0.06,0.08,1.09,-21.73,8.03,7.71
0.03,0.03,1.02,-18.93,0.75,8.43
0.05,0.02,0.98,-10.43,-4.44,9.69
0.06,-0.01,0.99,-9.66,0.27,7.11
0.08,0.03,1.02,-11.24,-2.0,9.07
0.03,0.01,1.02,-12.4,-2.09,5.56
0.05,-0.01,0.97,-11.73,1.27,3.45
0.09,-0.04,0.91,-5.86,5.33,4.12
0.14,-0.03,0.88,3.3,8.34,5.37
0.09,-0.06,0.92,6.9,7.89,0.87
-0.08,0.1,1.08,-1.51,1.6,-7.34
0.02,0.1,1.04,-4.47,-11.37,-6.15
0.02,0.13,1.07,1.42,-27.34,3.25
0.1,0.08,1.06,-1.45,-30.2,7.4
0.18,0.04,0.99,-2.58,-21.71,7.98
0.19,-0.0,0.94,1.69,-11.25,8.95
0.14,-0.01,0.93,9.1,-9.08,8.56
0.12,-0.02,0.96,15.24,-4.95,6.5
0.15,0.03,1.01,12.92,-1.34,6.9
0.09,0.04,1.08,10.44,-4.27,7.79
0.07,0.05,1.04,10.46,-8.93,10.12
0.06,0.04,0.99,12.24,-8.2,8.06
0.14,0.0,1.03,9.71,-1.8,5.69
0.18,0.02,1.01,11.22,13.65,3.19
0.1,-0.02,0.93,19.08,13.07,1.34
0.07,0.01,0.97,22.17,6.89,1.11
0.06,0.06,1.09,14.4,9.02,-2.26
0.08,0.09,1.14,4.78,8.03,-1.45
0.07,0.05,1.06,-0.56,3.37,-1.18
0.07,0.04,1.02,-1.79,3.44,-2.34
0.11,0.04,1.04,-5.47,11.04,-3.68
0.12,0.06,1.06,-17.62,18.73,-2.76
0.33,0.01,0.96,-25.5,57.39,-3.94
0.1,0.04,0.97,-31.21,55.74,-13.28
-0.03,-0.1,1.04,-30.21,34.29,-11.8
0.02,0.03,1.08,-27.56,24.23,-6.32
0.01,-0.01,1.02,-25.13,15.15,-4.5
-0.02,-0.06,0.96,-14.64,-9.28,0.21
0.03,0.05,1.05,-7.33,-13.31,7.08
0.06,0.06,1.06,-6.24,-6.92,6.96
