accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.09,0.08,0.97,-0.47,-14.56,7.6
0.06,0.07,0.98,-2.21,-14.18,5.1
0.06,0.08,1.03,-5.16,-22.0,6.69
0.08,0.06,1.01,-3.15,-24.02,4.98
0.18,-0.03,0.87,6.06,-22.92,6.7
0.12,0.05,0.89,13.89,-10.98,1.86
0.13,0.06,0.92,20.2,-7.51,1.28
0.21,0.08,0.94,17.65,2.52,7.25
0.13,0.08,1.05,8.21,-6.44,12.81
0.1,0.07,1.0,3.31,-17.24,11.18
-0.0,0.07,1.03,-0.67,-21.28,7.45
0.09,0.09,1.0,2.34,-30.09,-0.06
0.15,0.09,1.01,3.91,-26.92,-6.17
0.12,0.06,1.09,1.62,-27.02,3.25
0.17,0.14,1.07,0.11,-32.15,2.9
0.18,0.11,1.06,-2.66,-21.39,0.85
0.11,0.12,1.11,-5.54,-32.89,1.39
0.12,0.11,1.08,-4.14,-44.23,4.15
0.14,0.1,1.03,-3.79,-53.68,0.84
0.24,0.11,0.98,-5.08,-47.76,0.53
0.29,0.12,0.99,-5.02,-34.79,0.53
0.28,0.13,1.01,-6.6,-24.69,-0.61
0.3,0.11,0.98,0.47,-4.96,-11.82
0.35,0.12,1.0,-5.16,-4.53,-0.63
0.27,0.11,1.0,-3.28,-4.78,2.38
0.27,0.09,0.95,1.02,-8.32,6.92
0.25,0.1,1.0,2.03,-14.02,11.1
0.23,0.11,1.01,1.98,-12.05,10.43
0.24,0.1,1.0,0.9,-4.34,5.73
0.21,0.08,0.97,6.0,-6.69,6.29
0.23,0.08,0.96,11.74,-14.69,9.53
0.2,0.08,0.95,22.12,-28.99,15.04
0.15,0.18,0.97,32.98,-40.38,22.32
0.26,0.09,0.84,48.21,-46.6,28.18
0.27,0.1,0.93,45.68,-32.89,16.56
0.29,0.18,1.12,20.44,-19.48,15.57
0.35,0.17,1.11,0.63,-4.58,14.46
0.32,0.14,1.03,-10.47,8.63,10.81
0.25,0.12,1.03,-15.47,12.43,8.56
0.2,0.11,1.01,-14.79,7.24,8.06
0.22,0.09,1.01,-12.53,0.21,9.33
0.23,0.08,1.0,-12.21,-5.15,8.41
0.21,0.08,1.0,-12.31,-9.89,6.32
0.19,0.07,1.05,-16.46,-14.53,2.41
0.26,0.07,1.03,-20.75,-14.66,0.95
0.29,0.05,0.96,-18.46,-13.94,1.92
0.25,0.05,0.95,-14.66,-20.4,3.19
0.2,0.07,1.02,-14.08,-30.34,3.45
0.18,0.06,1.06,-14.52,-43.57,0.24
0.34,0.12,0.97,-9.68,-43.92,-1.28
0.44,-0.0,0.88,-0.58,-42.47,4.14
0.46,0.02,0.9,4.12,-30.75,3.15
0.48,0.05,0.9,-6.34,-13.39,4.02
0.45,0.04,0.96,-10.55,-1.31,-3.3
0.39,0.03,0.97,-11.95,1.53,-4.53
0.34,0.02,0.93,-6.21,-1.42,-7.15
0.34,0.04,0.94,-1.63,-9.33,-7.47
0.37,0.06,0.97,-3.25,-11.95,-6.17
0.36,0.1,1.0,-9.21,-12.09,-6.85
0.35,0.1,1.02,-14.21,-15.63,-3.92
0.37,0.08,0.95,-10.52,-13.34,-1.79
0.3,0.08,0.91,-2.27,-20.4,1.01
0.28,0.06,0.96,1.95,-37.68,5.91
0.3,0.07,0.96,4.27,-46.09,7.63
0.38,0.02,0.89,9.85,-46.89,10.17
0.34,-0.0,0.91,13.15,-53.63,8.52
0.26,0.17,0.94,8.73,-69.68,0.58
0.27,0.15,1.0,6.23,-88.35,-10.4
0.36,0.16,0.92,6.52,-82.58,-0.93
0.47,0.05,0.97,5.02,-69.15,-0.15
0.53,0.07,0.92,0.56,-43.05,-7.83
0.59,0.11,0.89,3.5,-19.1,-8.24
0.6,0.1,0.83,7.15,-1.18,-7.98
0.58,0.07,0.83,11.85,13.95,-8.92
0.51,0.1,0.9,10.4,9.07,-5.3
0.51,0.1,0.98,2.95,3.28,-0.7
0.6,0.11,0.92,-2.95,12.82,0.75
0.56,0.08,0.84,-0.44,17.65,1.51
0.53,0.05,0.79,9.59,10.55,1.07
0.58,0.07,0.83,17.89,11.27,4.95
0.63,0.1,0.86,21.37,21.28,9.57
0.59,0.15,0.91,19.1,27.33,8.17
0.52,0.15,0.93,17.45,25.01,9.05
0.54,0.15,0.92,16.23,22.27,11.68
0.53,0.16,0.95,14.46,23.01,14.49
0.56,0.17,0.92,14.84,27.97,19.6
0.55,0.16,0.92,16.9,31.92,24.76
0.49,0.15,0.9,18.52,30.11,26.53
0.44,0.13,0.94,22.06,27.82,27.13
0.39,0.14,0.97,21.25,17.36,24.0
0.4,0.03,0.96,30.72,3.82,24.44
0.34,0.17,1.03,20.11,-6.7,21.85
0.37,0.15,1.07,13.47,-13.37,26.84
0.44,0.12,0.99,9.85,-2.96,27.11
0.43,0.07,0.93,17.22,13.92,19.13
0.41,0.14,0.97,7.08,11.13,23.11
0.37,0.11,1.01,3.54,10.08,21.82
0.37,0.13,1.05,-5.01,9.54,23.11
0.38,0.13,1.01,-12.52,11.53,24.11
0.32,0.06,0.95,-12.35,8.73,20.17
0.26,0.03,0.94,-10.12,-0.61,13.62
0.26,0.01,0.95,-12.17,-5.73,2.52
0.27,0.04,1.02,-18.55,-20.26,-5.16
0.3,0.08,1.02,-19.47,-38.49,-7.77
0.57,0.13,0.94,-16.99,-23.01,3.86
0.64,0.15,0.94,-20.23,-4.17,17.82
0.51,0.12,1.0,-25.15,-3.07,20.29
0.45,0.08,0.92,-27.77,3.27,18.73
0.44,0.06,0.85,-23.8,11.94,17.28
0.4,0.05,0.86,-18.92,13.13,18.05
0.35,0.02,0.86,-13.68,9.53,14.15
0.33,0.0,0.84,-8.24,5.68,8.78
0.34,0.07,0.86,-6.7,6.37,6.41
0.4,0.1,0.93,-6.56,1.44,10.43
0.39,0.11,0.92,-10.29,-3.95,17.25
0.37,0.07,0.92,-9.85,-4.58,18.17
0.36,0.05,0.85,-7.82,-4.82,16.89
0.4,0.02,0.81,-4.47,0.6,17.5
0.42,0.01,0.79,0.23,5.74,17.51
0.33,0.01,0.9,-0.93,-7.51,19.37
0.3,0.05,1.04,-9.6,-24.44,20.56
0.38,0.09,1.0,-18.9,-31.05,21.15
0.39,0.06,0.93,-21.53,-27.13,19.62
0.39,0.03,0.86,-24.96,-31.95,26.56
0.36,0.01,0.85,-17.5,-23.97,12.92
0.44,-0.04,0.84,-7.48,-8.49,6.79
0.49,0.01,0.86,-1.34,7.42,0.34
0.47,0.04,0.92,2.0,11.77,1.63
0.44,0.04,0.9,5.45,6.79,4.03
0.39,0.04,0.9,7.44,-2.49,2.27
0.36,0.03,0.89,7.92,-8.72,-0.93
0.4,0.05,0.91,7.62,-13.15,-2.21
0.42,0.04,0.91,7.11,-16.18,-0.35
0.4,0.03,0.89,7.94,-17.89,0.58
0.43,0.03,0.85,10.15,-21.47,0.75
0.43,-0.0,0.8,15.3,-19.15,-1.83
0.44,-0.01,0.78,17.68,-14.64,-7.39
0.39,0.0,0.81,22.0,-12.89,-11.68
0.45,0.01,0.78,29.95,-9.79,-11.37
0.44,0.03,0.84,33.79,-13.66,-11.74
0.43,0.07,0.9,32.41,-18.29,-6.23
0.45,0.1,0.97,27.15,-26.66,-2.81
0.42,0.09,1.0,21.97,-40.2,-0.78
0.46,0.09,0.98,17.04,-38.31,-6.32
0.51,0.07,0.97,12.44,-34.66,-11.69
0.53,0.1,0.99,6.73,-36.76,-13.37
