accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.32,0.19,0.88, -4.17, -2.24, -0.34,
 0.32,0.19,0.88, -4.29, -2.24, -0.35,
 0.32,0.19,0.89, -4.26, -2.18, -0.20,
 0.32,0.20,0.87, -4.06, -2.72, -0.11,
 0.32,0.19,0.88, -3.22, -2.82, 0.09,
 0.33,0.19,0.88, -3.19, -2.43, -0.37,
 0.33,0.19,0.89, -3.74, -1.73, -0.69,
 0.33,0.19,0.88, -4.03, -1.08, -1.10,
 0.33,0.20,0.88, -4.98, 0.41, -1.36,
 0.34,0.19,0.88, -5.69, 1.74, -1.71,
 0.33,0.19,0.88, -6.46, 2.84, -2.21,
 0.33,0.19,0.89, -6.75, 3.59, -2.66,
 0.33,0.19,0.88, -6.89, 3.50, -3.01,
 0.33,0.19,0.87, -6.66, 3.22, -2.70,
 0.33,0.19,0.88, -6.34, 2.82, -2.53,
 0.32,0.19,0.88, -6.08, 1.79, -2.05,
 0.33,0.19,0.86, -5.68, 0.47, -1.47,
 0.33,0.19,0.87, -4.92, -0.53, -0.56,
 0.32,0.18,0.87, -4.08, -0.95, -0.47,
 0.33,0.19,0.88, -4.05, -0.90, -0.47,
 0.33,0.19,0.88, -4.35, -0.73, -0.63,
 0.34,0.20,0.89, -4.99, 0.26, -0.61,
 0.33,0.20,0.88, -5.40, 1.02, -0.76,
 0.34,0.20,0.88, -5.73, 1.30, -1.21,
 0.33,0.20,0.89, -6.15, 1.51, -1.56,
 0.33,0.20,0.89, -6.56, 1.36, -1.59,
 0.33,0.19,0.87, -6.50, 1.02, -1.77,
 0.33,0.20,0.88, -5.80, 0.40, -1.56,
 0.33,0.19,0.87, -5.68, 0.20, -1.19,
 0.33,0.18,0.87, -5.37, 0.24, -0.89,
 0.32,0.18,0.87, -4.96, 0.26, -1.57,
 0.33,0.18,0.87, -4.81, 0.35, -2.02,
 0.33,0.19,0.87, -4.49, 1.21, -2.34,
 0.34,0.18,0.86, -4.06, 1.68, -2.58,
 0.34,0.19,0.88, -4.46, 2.27, -2.50,
 0.34,0.19,0.88, -4.79, 2.85, -2.24,
 0.33,0.20,0.87, -4.92, 2.47, -2.18,
 0.33,0.20,0.88, -4.96, 2.11, -1.82,
 0.34,0.20,0.87, -5.53, 1.83, -1.63,
 0.34,0.19,0.86, -5.50, 1.30, -1.40,
 0.34,0.19,0.87, -4.98, 1.08, -1.60,
 0.35,0.19,0.87, -5.16, 1.25, -1.31,
 0.35,0.19,0.86, -5.45, 2.18, -1.02,
 0.34,0.18,0.86, -5.42, 3.15, -1.10,
 0.36,0.19,0.87, -5.73, 4.40, -1.28,
 0.37,0.20,0.87, -6.23, 6.15, -0.67,
 0.38,0.20,0.86, -6.84, 8.55, -0.12,
