accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.28,0.24,0.89, -4.67, 2.50, -1.24,
 0.29,0.24,0.87, -4.89, 2.56, -1.01,
 0.29,0.24,0.88, -4.89, 2.50, -1.15,
 0.29,0.24,0.89, -4.90, 2.08, -0.61,
 0.29,0.24,0.89, -5.27, 1.82, -0.21,
 0.29,0.24,0.89, -5.54, 1.22, 0.32,
 0.28,0.24,0.89, -5.88, 0.82, 0.69,
 0.28,0.24,0.88, -5.85, 0.29, 0.69,
 0.28,0.24,0.88, -5.63, 0.35, 0.31,
 0.28,0.23,0.88, -5.59, 0.21, 0.35,
 0.27,0.24,0.86, -4.89, 0.02, -0.12,
 0.28,0.23,0.88, -4.49, 0.29, -0.82,
 0.28,0.23,0.87, -4.44, 0.44, -1.19,
 0.28,0.24,0.87, -4.32, 0.99, -1.79,
 0.28,0.23,0.87, -4.29, 1.36, -1.56,
 0.29,0.24,0.88, -4.38, 1.98, -1.42,
 0.29,0.24,0.88, -4.87, 2.76, -1.31,
 0.29,0.24,0.88, -5.51, 3.21, -1.07,
 0.29,0.24,0.89, -5.50, 2.55, -0.92,
 0.28,0.24,0.88, -5.80, 2.26, -0.79,
 0.28,0.23,0.88, -5.95, 1.91, -0.23,
 0.29,0.23,0.88, -5.82, 0.84, 0.40,
 0.29,0.23,0.87, -5.54, 0.24, 0.24,
 0.28,0.23,0.87, -5.62, -0.12, 0.29,
 0.28,0.24,0.87, -5.13, -0.37, 0.17,
 0.29,0.23,0.87, -4.69, 0.46, -0.50,
 0.29,0.23,0.88, -4.70, 1.74, -1.08,
 0.28,0.23,0.88, -4.85, 2.72, -1.68,
 0.30,0.23,0.88, -5.01, 4.00, -1.83,
 0.29,0.24,0.88, -5.47, 5.73, -1.98,
 0.29,0.23,0.88, -5.86, 6.44, -1.91,
 0.29,0.22,0.88, -6.41, 7.13, -2.12,
 0.29,0.22,0.87, -6.23, 7.62, -1.94,
 0.28,0.22,0.87, -6.50, 7.04, -1.37,
 0.28,0.22,0.87, -5.57, 5.91, -1.39,
 0.28,0.22,0.87, -4.66, 4.96, -1.51,
 0.28,0.23,0.88, -4.32, 4.20, -1.13,
 0.28,0.23,0.87, -4.18, 3.94, -0.79,
 0.27,0.23,0.89, -4.12, 3.69, -1.05,
 0.27,0.23,0.88, -4.15, 3.69, -1.56,
 0.27,0.23,0.89, -4.26, 4.31, -1.83,
 0.28,0.24,0.89, -4.96, 5.94, -2.06,
 0.28,0.24,0.89, -5.74, 7.45, -2.24,
 0.28,0.24,0.90, -6.73, 9.37, -2.49,
 0.28,0.24,0.89, -7.27, 12.55, -3.44,
 0.30,0.23,0.88, -8.41, 17.39, -4.90,
 0.31,0.23,0.90, -9.56, 23.89, -5.16,
 0.34,0.22,0.88, -12.12, 34.73, -6.95,
 0.33,0.23,0.88, -13.86, 46.21, -9.42,
 0.32,0.22,0.88, -15.57, 61.28, -14.14,
 0.34,0.23,0.88, -19.68, 82.03, -18.89,
 0.32,0.23,0.87, -22.26, 105.28, -20.18,
 0.31,0.23,0.88, -24.47, 124.63, -25.05,
 0.35,0.26,0.91, -30.81, 148.23, -24.15,
 0.34,0.25,0.94, -38.61, 170.02, -18.61,
 0.31,0.18,0.86, -42.98, 195.71, -16.79,
 0.25,0.24,0.89, -45.62, 197.62, -12.27,
 0.15,0.21,0.84, -42.60, 195.59, -12.60,
 0.15,0.19,0.86, -40.03, 198.78, -11.08,
 0.18,0.17,0.88, -39.83, 214.55, -4.96,
 0.05,0.13,0.86, -31.98, 224.15, -16.32,
 0.04,0.14,0.82, -30.12, 215.24, -24.00,
 0.06,0.13,0.85, -27.18, 215.47, -30.32,
 0.10,0.13,0.85, -25.51, 232.31, -38.49,
 0.07,0.15,0.89, -26.05, 232.05, -39.16,
 0.06,0.13,0.87, -20.93, 249.69, -40.35,
 0.02,0.14,0.85, -20.41, 260.69, -39.47,
 0.00,0.10,0.79, -31.31, 294.17, -45.82,
 -0.09,0.15,0.85, -18.11, 265.74, -37.56,
 -0.14,0.13,0.83, -15.77, 256.31, -33.65,
 -0.15,0.17,0.80, -13.66, 246.70, -27.48,
 -0.23,0.17,0.83, -12.58, 227.68, -20.12,
 -0.24,0.18,0.85, -11.79, 218.47, -14.24,
 -0.29,0.21,0.87, -12.64, 206.49, -7.63,
 -0.32,0.21,0.88, -14.56, 196.18, -3.04,
 -0.37,0.21,0.86, -14.73, 187.47, 1.59,
 -0.39,0.21,0.87, -16.24, 179.47, 5.07,
 -0.42,0.20,0.85, -17.18, 173.92, 6.26,
 -0.45,0.19,0.85, -18.15, 168.47, 5.01,
 -0.47,0.20,0.87, -18.78, 166.89, 1.10,
 -0.47,0.18,0.85, -18.49, 170.67, -4.24,
 -0.47,0.16,0.84, -17.62, 176.53, -10.29,
 -0.50,0.16,0.81, -16.72, 181.97, -15.37,
 -0.49,0.13,0.77, -14.58, 185.80, -21.28,
 -0.47,0.14,0.73, -13.01, 191.86, -25.98,
 -0.48,0.12,0.74, -11.88, 188.34, -25.83,
 -0.47,0.12,0.70, -9.71, 186.93, -24.20,
 -0.48,0.16,0.72, -9.76, 182.81, -17.73,
 -0.48,0.14,0.72, -10.32, 178.46, -12.27,
 -0.53,0.17,0.72, -9.74, 173.40, -8.12,
 -0.55,0.17,0.70, -10.50, 167.21, -2.31,
 -0.59,0.15,0.69, -10.24, 161.74, 0.50,
 -0.60,0.17,0.68, -11.33, 159.68, 0.66,
 -0.64,0.16,0.69, -13.25, 158.90, -0.73,
 -0.65,0.15,0.67, -14.09, 159.89, -1.89,
 -0.66,0.16,0.67, -14.37, 161.59, -3.95,
 -0.69,0.14,0.63, -15.40, 160.55, -4.67,
 -0.69,0.11,0.60, -14.66, 158.79, -6.87,
 -0.70,0.13,0.59, -12.61, 158.29, -9.21,
 -0.69,0.10,0.53, -10.02, 161.77, -10.41,
 -0.68,0.09,0.52, -5.69, 166.67, -12.95,
 -0.68,0.10,0.50, -3.86, 169.13, -13.04,
 -0.66,0.09,0.49, -1.94, 177.34, -11.04,
 -0.68,0.12,0.48, -1.47, 181.91, -8.76,
 -0.71,0.11,0.44, -1.15, 181.45, -4.61,
 -0.74,0.13,0.43, -0.82, 179.24, -0.52,
 -0.75,0.12,0.43, 0.93, 178.18, 3.22,
 -0.80,0.13,0.40, 1.04, 172.17, 7.68,
 -0.83,0.15,0.41, -0.63, 164.23, 10.76,
 -0.87,0.15,0.38, -0.75, 156.02, 11.92,
 -0.89,0.13,0.36, -2.63, 147.48, 12.08,
 -0.90,0.15,0.35, -2.11, 141.98, 10.26,
 -0.91,0.14,0.33, -2.26, 138.52, 7.57,
 -0.91,0.14,0.34, -2.93, 136.29, 5.71,
 -0.91,0.14,0.32, -2.90, 136.95, 3.66,
 -0.92,0.15,0.33, -4.44, 131.65, 1.08,
 -0.94,0.13,0.32, -6.02, 126.53, -1.11,
 -0.95,0.13,0.28, -8.26, 120.08, -2.49,
 -0.93,0.12,0.27, -7.76, 115.02, -3.18,
 -0.91,0.12,0.26, -6.85, 109.91, -2.89,
 -0.90,0.10,0.24, -5.18, 105.31, -1.30,
 -0.88,0.12,0.23, -4.17, 100.66, -0.23,
 -0.87,0.11,0.22, -3.50, 94.41, 2.20,
 -0.86,0.11,0.21, -5.42, 87.19, 4.72,
 -0.84,0.12,0.22, -8.18, 83.95, 8.23,
 -0.84,0.14,0.20, -11.21, 83.68, 11.07,
 -0.86,0.14,0.19, -12.08, 83.10, 11.95,
 -0.84,0.13,0.18, -13.39, 74.44, 15.59,
 -0.83,0.15,0.15, -13.08, 79.45, 21.11,
 -0.89,0.15,0.11, -12.32, 81.10, 23.66,
 -0.93,0.14,0.07, -9.37, 78.14, 24.29,
 -0.95,0.15,0.04, -4.84, 75.77, 24.03,
 -0.96,0.15,0.04, -1.56, 74.89, 23.69,
 -0.96,0.15,0.04, 1.44, 75.27, 23.30,
 -0.97,0.16,0.04, 4.15, 76.34, 22.55,
 -0.97,0.17,0.05, 6.37, 76.24, 22.55,
 -0.97,0.17,0.04, 7.39, 74.63, 21.79,
 -0.98,0.18,0.05, 9.44, 74.92, 19.40,
 -0.98,0.18,0.01, 11.56, 77.83, 16.34,
 -0.98,0.20,0.06, 10.03, 78.03, 14.61,
 -0.99,0.22,0.10, 7.79, 79.01, 11.88,
 -1.01,0.22,0.09, 5.94, 78.09, 8.87,
 -1.02,0.21,0.07, 5.04, 76.60, 6.14,
 -1.03,0.21,0.08, 3.91, 70.43, 4.12,
 -1.00,0.21,0.09, 0.17, 62.81, 4.37,
 -0.96,0.20,0.10, -3.13, 55.28, 5.44,
 -0.94,0.22,0.11, -7.53, 49.40, 8.00,
 -0.94,0.21,0.08, -8.66, 44.34, 10.72,
 -0.95,0.20,0.07, -10.05, 40.85, 12.21,
 -0.97,0.19,0.03, -9.80, 37.56, 11.83,
 -0.98,0.20,0.02, -8.89, 33.97, 11.95,
 -0.99,0.20,-0.01, -8.21, 32.96, 11.92,
 -1.05,0.25,0.01, -3.69, 35.05, 10.50,
 -1.17,0.22,-0.01, 0.85, 41.07, 0.96,
 -1.16,0.23,0.00, -0.87, 37.92, -8.35,
 -1.06,0.23,-0.01, -2.21, 36.73, -8.95,
 -1.00,0.22,-0.01, -0.64, 39.77, -9.71,
 -0.97,0.22,-0.03, -0.60, 43.37, -8.99,
 -0.98,0.22,-0.01, -4.06, 43.47, -5.73,
 -1.00,0.20,-0.01, -4.38, 41.24, -4.96,
 -1.00,0.19,-0.03, -3.40, 38.73, -5.19,
 -0.99,0.17,-0.06, -2.82, 37.19, -4.72,
 -0.98,0.17,-0.06, -0.53, 35.89, -3.66,
 -0.99,0.18,-0.05, 0.92, 30.02, -4.06,
 -0.96,0.18,-0.05, 2.06, 26.85, -3.10,
 -0.96,0.17,-0.05, 2.46, 21.66, -2.56,
 -0.95,0.19,-0.05, 2.98, 17.44, -0.82,
