accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.46,0.13,0.83, -5.59, 3.82, -2.92,
 0.46,0.13,0.83, -5.65, 3.79, -2.81,
 0.46,0.13,0.83, -5.59, 3.80, -2.82,
 0.46,0.12,0.84, -4.72, 3.71, -2.69,
 0.46,0.13,0.84, -4.35, 3.39, -2.67,
 0.47,0.12,0.83, -4.73, 3.47, -2.49,
 0.47,0.14,0.83, -5.15, 2.49, -1.39,
 0.48,0.13,0.83, -5.73, 2.58, -0.47,
 0.48,0.13,0.82, -5.15, 3.36, -0.64,
 0.47,0.13,0.84, -4.14, 3.44, -0.66,
 0.46,0.13,0.84, -3.83, 3.37, -0.09,
 0.47,0.13,0.83, -3.04, 3.01, -0.05,
 0.46,0.13,0.84, -3.07, 3.15, 0.14,
 0.45,0.13,0.85, -3.57, 3.27, 0.02,
 0.45,0.13,0.86, -4.99, 0.81, -0.24,
 0.45,0.15,0.86, -3.48, 1.86, -0.37,
 0.45,0.14,0.85, -3.56, 1.69, -0.38,
 0.45,0.14,0.86, -4.24, 0.70, -0.53,
 0.46,0.14,0.87, -4.32, 0.12, -0.93,
 0.47,0.15,0.86, -6.23, -0.35, -0.60,
 0.47,0.15,0.85, -6.75, -0.75, 0.11,
 0.46,0.14,0.85, -6.56, -0.82, 0.52,
 0.46,0.13,0.85, -7.11, -0.44, 0.31,
 0.46,0.12,0.84, -7.21, -0.35, -0.06,
 0.46,0.12,0.83, -7.02, 0.34, 0.24,
 0.47,0.12,0.83, -7.07, 0.93, 0.38,
 0.46,0.12,0.82, -7.02, 1.28, 0.49,
 0.45,0.12,0.82, -6.95, 1.83, 0.79,
 0.45,0.11,0.84, -6.29, 2.12, 0.69,
 0.44,0.11,0.82, -5.57, 2.12, 0.32,
 0.44,0.11,0.84, -5.27, 2.06, -0.12,
 0.44,0.12,0.83, -4.90, 1.92, -0.35,
 0.44,0.12,0.83, -4.23, 1.65, -1.05,
 0.44,0.12,0.83, -3.86, 1.65, -1.56,
 0.44,0.12,0.85, -4.61, 1.34, -1.48,
 0.44,0.13,0.83, -4.90, 0.73, -1.56,
 0.44,0.13,0.84, -4.76, -0.49, -1.40,
 0.44,0.13,0.84, -4.43, -0.90, -1.28,
 0.45,0.12,0.85, -4.43, -0.79, -1.18,
 0.45,0.12,0.84, -4.66, -0.49, -1.01,
 0.44,0.13,0.83, -4.99, -0.15, -1.77,
 0.45,0.12,0.84, -5.19, 0.05, -1.91,
 0.45,0.12,0.83, -5.10, 0.84, -2.09,
 0.45,0.12,0.83, -4.92, 1.42, -2.47,
 0.44,0.13,0.83, -4.81, 1.92, -2.47,
 0.45,0.12,0.83, -4.70, 2.15, -2.58,
 0.45,0.13,0.83, -4.37, 2.02, -2.29,
 0.45,0.13,0.83, -4.24, 1.98, -2.05,
 0.45,0.13,0.83, -4.93, 1.51, -1.77,
 0.45,0.14,0.83, -4.81, 0.99, -1.77,
 0.45,0.13,0.83, -4.87, 1.05, -1.79,
 0.45,0.13,0.83, -4.66, 0.89, -1.68,
 0.46,0.13,0.84, -4.85, 0.61, -1.89,
 0.46,0.13,0.84, -4.89, 0.75, -1.56,
 0.46,0.13,0.84, -4.60, 1.02, -1.48,
 0.47,0.13,0.83, -4.69, 1.19, -1.18,
 0.46,0.13,0.83, -4.37, 1.48, -1.19,
 0.46,0.13,0.83, -4.09, 1.53, -1.16,
 0.46,0.13,0.85, -3.91, 1.77, -1.31,
 0.46,0.13,0.83, -4.15, 2.02, -1.48,
 0.47,0.14,0.84, -4.98, 1.89, -1.40,
 0.46,0.14,0.84, -5.19, 1.76, -0.78,
 0.46,0.14,0.84, -5.22, 1.39, -0.43,
 0.46,0.13,0.83, -5.30, 0.70, -0.08,
 0.46,0.14,0.83, -5.51, 0.35, -0.18,
 0.46,0.13,0.83, -5.48, 0.00, -0.03,
 0.45,0.13,0.83, -5.13, -0.37, -0.03,
 0.46,0.12,0.84, -4.82, -0.34, -0.47,
 0.46,0.12,0.83, -4.32, 0.41, -0.81,
 0.47,0.13,0.84, -4.55, 1.07, -0.75,
 0.47,0.12,0.83, -4.12, 2.24, -0.93,
 0.47,0.13,0.83, -4.46, 3.63, -0.96,
 0.47,0.13,0.84, -4.29, 4.98, -1.08,
 0.48,0.13,0.83, -4.56, 5.88, -1.40,
 0.47,0.13,0.82, -4.73, 6.64, -1.33,
 0.45,0.13,0.82, -3.95, 4.89, -2.31,
 0.46,0.13,0.86, -2.08, 1.95, -6.50,
 0.51,0.14,0.84, -2.23, 5.28, -2.40,
 0.50,0.14,0.85, -6.56, 11.83, -0.18,
 0.47,0.13,0.84, -5.56, 11.04, 0.93,
 0.45,0.13,0.84, -4.79, 10.92, 0.63,
 0.46,0.14,0.84, -5.33, 12.03, 0.27,
 0.47,0.13,0.85, -6.43, 14.64, 0.63,
 0.46,0.14,0.84, -6.92, 15.42, 0.52,
 0.45,0.13,0.85, -6.64, 15.54, 0.03,
 0.46,0.13,0.84, -6.26, 18.56, -1.18,
 0.44,0.13,0.86, -7.34, 17.27, -2.17,
 0.45,0.14,0.85, -7.65, 18.67, -3.19,
 0.45,0.13,0.86, -9.10, 20.08, -3.39,
 0.45,0.12,0.85, -9.91, 21.97, -4.14,
 0.45,0.13,0.85, -10.26, 23.83, -4.56,
 0.46,0.12,0.84, -11.48, 28.32, -5.22,
 0.46,0.11,0.84, -12.60, 32.66, -7.25,
 0.45,0.12,0.83, -13.13, 36.03, -9.73,
 0.46,0.10,0.82, -8.75, 45.15, -13.95,
 0.50,0.11,0.81, -15.44, 53.01, -18.00,
 0.50,0.12,0.82, -18.52, 62.09, -19.89,
 0.52,0.11,0.83, -18.72, 72.66, -20.99,
 0.50,0.12,0.81, -20.23, 80.81, -21.04,
 0.51,0.10,0.82, -19.33, 89.91, -21.79,
 0.52,0.11,0.80, -17.83, 99.04, -20.70,
 0.50,0.11,0.81, -18.78, 104.67, -18.03,
 0.49,0.10,0.81, -18.23, 110.32, -13.88,
 0.46,0.10,0.81, -16.24, 113.68, -12.12,
 0.43,0.09,0.80, -13.30, 116.08, -10.63,
 0.40,0.08,0.80, -10.32, 116.03, -9.65,
 0.39,0.09,0.81, -8.44, 121.98, -10.60,
 0.39,0.09,0.81, -7.24, 128.05, -10.05,
 0.34,0.10,0.84, -5.53, 133.31, -10.40,
 0.29,0.12,0.85, -4.90, 136.40, -12.11,
