accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.33,0.16,0.88, -4.82, -1.28, 1.25,
 0.33,0.16,0.88, -4.70, -1.18, 0.96,
 0.32,0.15,0.89, -4.72, -0.70, 0.67,
 0.32,0.16,0.90, -5.13, 1.16, -0.70,
 0.32,0.16,0.89, -5.86, 3.39, -1.76,
 0.31,0.16,0.89, -6.23, 5.19, -2.92,
 0.32,0.16,0.90, -7.44, 7.05, -3.48,
 0.32,0.15,0.89, -8.35, 8.75, -3.85,
 0.33,0.15,0.89, -8.12, 9.27, -4.17,
 0.32,0.14,0.89, -8.06, 9.13, -4.02,
 0.32,0.14,0.87, -7.69, 8.85, -3.97,
 0.33,0.14,0.87, -6.66, 8.32, -3.37,
 0.33,0.13,0.86, -5.59, 8.47, -3.47,
 0.33,0.13,0.86, -4.76, 9.11, -3.28,
 0.34,0.14,0.86, -3.89, 9.76, -2.90,
 0.33,0.13,0.86, -2.72, 10.09, -2.79,
 0.33,0.13,0.86, -1.25, 10.49, -2.87,
 0.32,0.14,0.86, 0.15, 11.54, -3.36,
 0.32,0.13,0.86, 0.85, 14.09, -4.47,
 0.33,0.14,0.87, 1.28, 17.24, -6.12,
 0.33,0.14,0.87, 1.73, 20.99, -7.92,
 0.32,0.15,0.87, 1.13, 25.66, -10.84,
 0.33,0.15,0.87, 0.76, 30.99, -13.88,
 0.33,0.15,0.87, 1.28, 36.17, -16.34,
 0.31,0.16,0.89, 1.21, 42.11, -17.63,
 0.32,0.15,0.87, 1.44, 42.18, -17.39,
 0.31,0.16,0.88, 1.11, 41.34, -16.18,
 0.30,0.18,0.89, 1.66, 38.87, -13.80,
 0.28,0.19,0.92, 1.40, 36.76, -9.76,
 0.29,0.18,0.90, 0.87, 31.83, -5.92,
 0.28,0.18,0.92, 0.05, 26.75, -2.52,
 0.26,0.18,0.91, 0.61, 22.29, -0.24,
 0.25,0.18,0.90, 0.00, 18.64, 1.42,
 0.25,0.18,0.91, 0.44, 16.70, 2.15,
 0.25,0.18,0.91, 0.18, 16.61, 2.08,
 0.27,0.18,0.91, -1.13, 18.63, 0.85,
 0.27,0.19,0.92, -0.81, 21.53, -0.60,
 0.29,0.19,0.92, -2.46, 27.71, -2.64,
 0.29,0.18,0.91, -4.58, 36.84, -6.08,
 0.32,0.19,0.90, -5.45, 51.74, -12.69,
 0.32,0.20,0.91, -7.82, 69.60, -20.00,
 0.32,0.22,0.94, -11.10, 87.97, -25.16,
 0.32,0.21,0.93, -13.94, 110.23, -31.07,
 0.33,0.21,0.93, -19.18, 133.44, -37.37,
 0.27,0.19,0.91, -32.93, 147.63, -39.60,
 0.23,0.12,1.01, -24.20, 154.63, -48.08,
 0.13,0.20,0.83, -17.85, 164.15, -51.44,
 0.15,0.12,0.90, -20.17, 164.63, -49.94,
 0.14,0.12,0.87, -15.57, 180.23, -52.06,
 0.08,0.13,0.91, -19.18, 163.94, -48.46,
 0.08,0.11,0.91, -15.04, 165.68, -49.10,
 0.04,0.14,0.88, -20.53, 154.34, -48.92,
 0.07,0.10,0.91, -15.40, 158.82, -49.62,
 0.02,0.13,0.87, -14.89, 153.51, -48.32,
 0.05,0.11,0.87, -14.00, 155.34, -47.42,
 0.04,0.09,0.84, -12.78, 164.15, -47.21,
 -0.00,0.13,0.90, -13.83, 160.40, -44.81,
 0.03,0.09,0.87, -10.82, 166.99, -47.94,
 -0.00,0.13,0.85, -10.64, 175.85, -49.44,
 -0.01,0.11,0.85, -11.42, 191.59, -50.76,
 -0.04,0.11,0.84, -12.60, 204.09, -51.63,
 -0.09,0.11,0.85, -11.28, 206.72, -49.05,
 -0.12,0.11,0.82, -10.15, 208.72, -46.49,
 -0.16,0.11,0.83, -9.16, 205.45, -41.68,
 -0.23,0.10,0.84, -7.89, 198.56, -36.69,
 -0.23,0.11,0.82, -5.65, 193.50, -34.17,
 -0.26,0.14,0.84, -4.75, 191.94, -32.84,
 -0.29,0.15,0.86, -6.18, 185.92, -29.24,
 -0.31,0.14,0.86, -7.19, 180.73, -26.72,
 -0.35,0.15,0.86, -8.46, 170.46, -23.13,
 -0.36,0.14,0.84, -8.89, 163.02, -20.75,
 -0.40,0.14,0.83, -8.29, 154.12, -17.50,
 -0.43,0.12,0.82, -8.41, 142.76, -16.06,
 -0.44,0.11,0.79, -8.21, 134.09, -17.02,
