accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.28,0.17,0.89, -2.85, 0.66, -2.34,
 0.28,0.16,0.89, -2.72, 0.85, -2.37,
 0.28,0.17,0.89, -2.70, 0.84, -2.37,
 0.29,0.17,0.89, -2.58, 0.87, -2.20,
 0.29,0.18,0.89, -2.31, 1.15, -2.40,
 0.29,0.19,0.89, -2.82, 0.81, -2.00,
 0.29,0.19,0.89, -2.61, 0.93, -2.00,
 0.30,0.19,0.91, -3.28, 1.19, -1.68,
 0.29,0.20,0.91, -3.54, 1.53, -1.31,
 0.30,0.19,0.90, -4.12, 1.65, -1.16,
 0.30,0.20,0.91, -4.40, 1.74, -1.40,
 0.30,0.20,0.91, -4.56, 2.17, -1.66,
 0.30,0.20,0.92, -5.31, 2.46, -1.11,
 0.29,0.20,0.91, -5.68, 2.93, -0.82,
 0.29,0.20,0.92, -5.53, 2.96, -0.67,
 0.29,0.20,0.91, -5.73, 3.39, -0.58,
 0.30,0.19,0.91, -5.91, 3.63, -0.26,
 0.28,0.19,0.91, -5.92, 3.79, -0.18,
 0.28,0.19,0.90, -6.58, 3.34, 0.20,
 0.28,0.19,0.91, -6.95, 2.69, 0.08,
 0.28,0.19,0.90, -6.53, 2.41, -0.12,
 0.28,0.18,0.90, -6.29, 2.29, -0.27,
 0.28,0.18,0.89, -6.27, 2.11, 0.03,
 0.28,0.17,0.89, -6.29, 1.92, -0.31,
 0.27,0.18,0.89, -6.46, 1.83, -0.56,
 0.27,0.17,0.89, -6.14, 1.50, -0.67,
 0.28,0.17,0.88, -5.98, 1.97, -0.79,
 0.28,0.17,0.88, -5.66, 1.76, -0.76,
 0.28,0.16,0.87, -5.21, 1.68, -0.69,
 0.28,0.17,0.88, -4.95, 1.04, -0.66,
 0.28,0.17,0.89, -4.72, 0.49, -0.73,
 0.28,0.16,0.89, -4.72, 0.37, -0.95,
 0.28,0.17,0.89, -4.87, 0.41, -0.72,
 0.28,0.17,0.89, -5.16, 0.32, -0.72,
 0.29,0.17,0.90, -4.96, 0.46, -0.60,
 0.29,0.17,0.89, -4.47, 0.49, -0.53,
 0.28,0.17,0.90, -4.12, 0.67, -0.55,
 0.28,0.17,0.90, -3.94, 0.85, -0.81,
 0.27,0.17,0.90, -3.50, 0.82, -1.40,
 0.26,0.17,0.90, -3.53, 0.66, -1.60,
 0.27,0.17,0.90, -3.69, 0.58, -1.88,
 0.27,0.17,0.90, -4.06, 0.37, -2.08,
 0.27,0.17,0.90, -4.31, 0.55, -2.47,
 0.27,0.18,0.90, -4.69, 0.87, -2.58,
