accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.19,0.26,0.90, -9.63, 2.70, -2.81,
 0.19,0.25,0.89, -9.62, 2.66, -2.73,
 0.19,0.25,0.88, -9.76, 2.75, -2.85,
 0.18,0.25,0.88, -9.54, 2.40, -3.02,
 0.18,0.24,0.87, -9.50, 2.46, -3.47,
 0.18,0.24,0.88, -9.60, 2.23, -3.79,
 0.19,0.24,0.87, -9.50, 1.98, -4.40,
 0.18,0.24,0.86, -9.24, 1.95, -5.16,
 0.19,0.24,0.85, -8.79, 1.89, -5.37,
 0.19,0.23,0.86, -8.27, 1.69, -5.36,
 0.19,0.22,0.85, -7.48, 1.28, -5.01,
 0.19,0.23,0.85, -6.60, 1.02, -5.34,
 0.20,0.22,0.83, -5.40, 0.56, -5.50,
 0.20,0.23,0.84, -4.32, 0.64, -5.18,
 0.20,0.23,0.85, -3.68, 0.40, -5.16,
 0.21,0.23,0.85, -2.75, -0.24, -5.02,
 0.20,0.23,0.85, -2.34, -0.29, -5.08,
 0.20,0.23,0.86, -1.88, -0.53, -4.93,
 0.22,0.23,0.87, -1.37, -0.58, -4.92,
 0.21,0.24,0.87, -1.15, -0.96, -4.92,
 0.22,0.24,0.89, -1.01, -0.87, -5.11,
 0.22,0.23,0.88, -0.96, -0.34, -5.42,
 0.23,0.24,0.89, -1.05, -0.05, -5.56,
 0.23,0.23,0.88, -0.95, 0.34, -5.34,
 0.23,0.22,0.89, -0.81, 0.70, -5.11,
 0.23,0.22,0.89, -0.64, 0.75, -5.21,
 0.23,0.22,0.89, 0.09, 0.47, -4.98,
 0.23,0.22,0.88, 0.44, 0.73, -4.67,
 0.23,0.22,0.88, 0.47, 0.46, -4.55,
 0.23,0.22,0.88, 0.82, 0.32, -4.37,
 0.23,0.22,0.89, 1.02, 0.38, -3.89,
 0.23,0.22,0.89, 1.33, 0.50, -3.69,
 0.24,0.22,0.89, 1.63, 0.24, -3.63,
 0.24,0.23,0.89, 2.05, 0.50, -3.44,
 0.24,0.23,0.90, 1.77, 0.64, -3.15,
 0.24,0.24,0.91, 1.56, 1.59, -2.92,
 0.24,0.24,0.92, 0.78, 1.94, -2.29,
 0.24,0.24,0.91, -0.24, 1.37, -2.08,
 0.23,0.24,0.92, -1.71, 1.22, -1.86,
 0.23,0.24,0.91, -2.18, 1.51, -1.62,
 0.23,0.25,0.91, -1.73, 1.04, -0.84,
