accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.28,0.17,0.89, 6.67, -9.04, 7.22,
 0.29,0.15,0.88, 7.59, -8.50, 7.22,
 0.29,0.17,0.86, 8.89, -7.73, 6.72,
 0.27,0.17,0.88, 6.84, -8.55, 7.57,
 0.29,0.18,0.89, 7.13, -8.70, 7.13,
 0.29,0.18,0.87, 6.96, -7.25, 6.67,
 0.28,0.20,0.87, 5.86, -7.18, 5.74,
 0.29,0.20,0.88, 5.33, -6.32, 4.06,
 0.33,0.21,0.91, 4.78, -2.66, 1.80,
 0.29,0.23,0.86, 6.31, -3.07, 2.44,
 0.29,0.21,0.87, 3.22, -3.88, 2.96,
 0.29,0.22,0.80, 0.69, -1.02, 0.76,
 0.29,0.21,0.89, 2.72, -5.08, 1.31,
 0.29,0.20,0.85, 1.54, -2.95, -0.93,
 0.30,0.19,0.87, 2.63, -4.46, -1.89,
 0.31,0.21,0.83, 0.29, -0.03, -2.56,
 0.31,0.19,0.86, -2.53, 0.76, -5.18,
 0.33,0.18,0.88, -5.83, 0.90, -7.22,
 0.35,0.17,0.83, -5.10, 4.76, -9.77,
 0.36,0.16,0.85, -6.89, 6.02, -10.11,
 0.37,0.14,0.81, -4.61, 5.27, -11.19,
 0.37,0.12,0.79, -1.34, 6.26, -11.88,
 0.37,0.12,0.79, 1.98, 6.47, -10.72,
 0.36,0.10,0.78, 6.92, 6.84, -11.27,
 0.35,0.11,0.80, 9.39, 5.97, -11.34,
 0.34,0.14,0.80, 12.34, 3.08, -12.09,
 0.34,0.13,0.81, 14.18, 0.55, -12.76,
 0.36,0.13,0.83, 15.53, -2.18, -12.92,
 0.36,0.15,0.86, 14.92, -5.39, -12.82,
 0.38,0.15,0.87, 14.55, -5.10, -12.23,
 0.40,0.16,0.92, 11.73, -6.64, -11.62,
 0.39,0.18,0.92, 9.73, -5.77, -12.87,
 0.41,0.18,0.91, 8.40, -3.44, -15.65,
 0.37,0.19,0.93, 7.79, -4.90, -18.99,
 0.40,0.19,0.94, 9.13, -5.28, -27.37,
 0.46,0.18,0.91, 11.92, -2.66, -27.30,
 0.46,0.18,0.94, 10.61, 3.57, -24.78,
 0.45,0.17,0.97, 7.40, -0.17, -22.66,
 0.44,0.19,0.96, 11.28, -0.34, -21.56,
 0.44,0.19,0.97, 13.16, -0.70, -19.68,
 0.43,0.20,1.00, 12.79, -4.09, -16.93,
 0.47,0.26,1.00, 11.02, -6.34, -12.60,
 0.43,0.21,1.01, 10.44, -7.21, -7.88,
 0.41,0.22,1.04, 6.76, -11.54, -5.07,
 0.42,0.23,1.05, 4.95, -15.24, -2.70,
 0.41,0.21,1.03, 5.01, -15.53, -0.49,
 0.39,0.20,1.02, 4.41, -13.79, 1.08,
 0.35,0.20,1.01, 4.17, -13.57, -0.52,
 0.34,0.20,1.00, 3.13, -14.02, -3.73,
 0.34,0.21,0.99, 1.48, -15.82, -6.99,
 0.35,0.23,0.97, -0.90, -15.51, -9.05,
 0.37,0.23,0.96, -3.33, -15.08, -9.18,
 0.36,0.24,0.94, -5.69, -15.54, -7.62,
 0.38,0.24,0.93, -6.58, -14.46, -4.69,
 0.37,0.24,0.91, -7.15, -15.91, 0.21,
 0.35,0.25,0.87, -5.05, -18.24, 4.46,
 0.33,0.26,0.88, -3.44, -23.40, 7.36,
 0.34,0.25,0.85, 3.04, -24.02, 6.56,
 0.33,0.28,0.85, 5.39, -26.47, 7.51,
 0.36,0.30,0.90, 7.37, -24.24, 6.66,
 0.34,0.33,0.89, 9.33, -20.72, 7.54,
 0.36,0.37,0.93, 2.50, -18.38, 8.20,
 0.40,0.37,0.97, -4.35, -17.80, 8.24,
