accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.20,0.22,0.88, -3.51, 1.94, -1.62,
 0.20,0.23,0.89, -3.44, 1.91, -1.45,
 0.20,0.23,0.89, -3.28, 2.06, -1.54,
 0.21,0.23,0.89, -3.18, 1.76, -1.48,
 0.20,0.23,0.88, -3.01, 1.68, -1.22,
 0.20,0.23,0.89, -2.87, 1.34, -1.19,
 0.20,0.24,0.89, -2.85, 1.24, -0.87,
 0.21,0.24,0.90, -2.67, 0.95, -0.63,
 0.20,0.23,0.90, -2.81, 0.58, -0.35,
 0.20,0.24,0.90, -3.07, 0.67, -0.29,
 0.20,0.24,0.90, -3.31, 0.89, -0.47,
 0.19,0.24,0.90, -3.48, 1.02, -0.64,
 0.19,0.24,0.90, -3.16, 1.01, -0.66,
 0.20,0.24,0.91, -3.08, 1.33, -0.70,
 0.20,0.23,0.91, -3.19, 1.28, -0.60,
 0.20,0.24,0.90, -3.16, 0.90, -0.26,
 0.19,0.24,0.91, -3.34, 0.66, -0.63,
 0.19,0.24,0.90, -3.79, 0.50, -0.76,
 0.20,0.25,0.91, -4.31, 1.18, -0.93,
 0.19,0.24,0.91, -4.64, 2.38, -0.66,
 0.19,0.24,0.91, -5.04, 2.31, -1.13,
 0.19,0.24,0.91, -5.80, 2.24, -1.22,
 0.19,0.24,0.90, -6.40, 2.46, -1.63,
 0.19,0.24,0.91, -6.58, 2.49, -1.68,
 0.19,0.24,0.91, -6.50, 2.75, -1.57,
 0.20,0.24,0.90, -6.27, 2.79, -1.80,
 0.19,0.24,0.89, -5.80, 2.92, -1.19,
 0.20,0.23,0.89, -5.34, 2.58, -0.79,
 0.20,0.24,0.90, -5.33, 2.38, -0.38,
 0.19,0.24,0.89, -4.98, 1.47, -0.44,
 0.20,0.25,0.90, -5.07, 0.82, -0.53,
 0.19,0.25,0.91, -5.04, 0.79, -0.79,
 0.19,0.25,0.91, -5.22, 1.51, -1.13,
 0.19,0.25,0.91, -5.66, 1.94, -1.13,
 0.20,0.25,0.91, -5.82, 2.41, -1.30,
 0.19,0.25,0.90, -6.06, 2.49, -1.40,
 0.19,0.24,0.90, -6.14, 2.63, -1.54,
 0.19,0.25,0.90, -6.35, 2.78, -1.69,
 0.20,0.24,0.90, -6.64, 2.98, -2.00,
 0.19,0.23,0.89, -6.69, 2.81, -1.76,
 0.20,0.24,0.90, -6.75, 2.31, -1.76,
 0.19,0.23,0.88, -6.47, 1.97, -1.47,
 0.20,0.24,0.88, -6.32, 1.60, -1.36,
 0.19,0.23,0.89, -6.03, 1.21, -1.69,
 0.20,0.24,0.88, -5.76, 1.18, -1.73,
 0.20,0.23,0.89, -5.39, 1.47, -1.98,
 0.21,0.24,0.88, -4.93, 1.63, -2.06,
 0.20,0.23,0.87, -4.50, 2.09, -1.51,
 0.20,0.23,0.89, -4.56, 2.69, -1.19,
 0.20,0.23,0.89, -4.60, 2.82, -1.40,
 0.20,0.24,0.89, -4.47, 2.56, -1.10,
 0.20,0.23,0.87, -3.95, 2.18, -0.93,
 0.20,0.23,0.88, -3.60, 2.24, -0.60,
 0.20,0.24,0.88, -3.16, 2.29, -0.03,
 0.20,0.23,0.88, -2.63, 2.31, 0.05,
 0.20,0.23,0.89, -2.40, 1.80, 0.44,
 0.20,0.23,0.88, -2.20, 1.47, 0.72,
 0.20,0.23,0.90, -2.23, 1.05, 0.92,
 0.20,0.24,0.89, -1.91, 0.85, 0.63,
 0.19,0.24,0.91, -2.20, 1.27, 0.50,
 0.19,0.24,0.89, -2.52, 1.54, -0.32,
 0.19,0.24,0.90, -3.05, 1.68, -0.41,
 0.19,0.24,0.90, -3.18, 1.63, -0.81,
 0.19,0.24,0.91, -3.34, 1.79, -0.55,
 0.20,0.24,0.89, -3.39, 1.77, -0.12,
 0.19,0.24,0.90, -3.28, 1.59, 0.06,
 0.19,0.24,0.91, -2.93, 1.44, -0.12,
 0.19,0.25,0.90, -3.22, 1.18, -0.23,
 0.19,0.24,0.90, -3.60, 1.50, -0.50,
 0.19,0.24,0.90, -3.82, 1.42, -0.60,
 0.19,0.24,0.91, -4.09, 1.68, -0.60,
 0.19,0.24,0.90, -4.15, 2.02, -0.56,
 0.18,0.24,0.91, -4.06, 2.31, -0.38,
 0.18,0.24,0.89, -4.17, 2.56, -0.67,
 0.19,0.24,0.91, -4.32, 2.56, -0.56,
 0.19,0.24,0.90, -4.40, 2.27, -0.29,
 0.19,0.24,0.90, -4.24, 2.29, -0.02,
 0.19,0.24,0.91, -4.31, 2.24, 0.02,
 0.17,0.24,0.90, -4.23, 2.14, 0.09,
 0.17,0.24,0.91, -3.31, 0.63, 0.08,
 0.17,0.23,0.89, -4.49, 1.40, -0.82,
 0.19,0.24,0.90, -3.85, 1.76, -1.07,
 0.19,0.24,0.89, -3.24, 0.70, -0.52,
 0.17,0.24,0.90, -3.48, 0.92, -0.81,
 0.16,0.25,0.92, -4.23, 1.04, -1.88,
 0.17,0.25,0.91, -4.92, 1.05, -2.95,
 0.19,0.25,0.90, -5.16, 1.28, -3.08,
 0.20,0.24,0.91, -5.07, 1.44, -2.49,
 0.18,0.24,0.92, -4.99, 1.21, -2.18,
 0.18,0.24,0.90, -5.86, 1.63, -2.75,
 0.20,0.24,0.89, -5.57, 1.89, -3.01,
 0.20,0.24,0.90, -4.99, 1.42, -2.58,
 0.20,0.23,0.89, -5.13, 2.11, -2.40,
 0.19,0.24,0.89, -5.42, 1.28, -2.98,
 0.21,0.25,0.88, -4.81, 1.60, -2.46,
 0.21,0.22,0.88, -4.44, 4.63, -2.70,
 0.19,0.24,0.89, -3.77, 1.62, -2.38,
 0.21,0.24,0.91, -4.18, -1.73, -2.20,
 0.22,0.25,0.91, -5.05, -0.55, -1.08,
 0.21,0.25,0.90, -5.57, 1.89, -0.73,
 0.19,0.24,0.89, -5.10, 2.84, -1.18,
 0.19,0.24,0.89, -4.12, 1.22, -1.85,
 0.20,0.24,0.90, -4.44, 0.15, -1.95,
 0.20,0.25,0.90, -4.96, 0.40, -1.50,
 0.21,0.24,0.90, -5.39, 1.01, -1.21,
 0.20,0.24,0.89, -5.62, 1.54, -1.05,
 0.20,0.24,0.89, -5.59, 1.86, -0.93,
 0.20,0.24,0.89, -5.56, 2.69, -0.55,
 0.20,0.24,0.89, -5.44, 3.82, -0.37,
 0.20,0.25,0.89, -5.42, 4.08, -0.15,
 0.20,0.25,0.91, -5.51, 3.97, -0.40,
 0.20,0.24,0.90, -5.86, 4.23, -0.52,
 0.20,0.25,0.91, -6.23, 4.93, -0.34,
 0.21,0.24,0.89, -5.97, 5.25, 0.21,
 0.20,0.24,0.89, -5.57, 5.16, 0.81,
 0.20,0.23,0.89, -5.79, 5.28, 0.93,
 0.19,0.23,0.90, -5.54, 5.48, 0.79,
 0.18,0.24,0.89, -5.69, 4.82, 0.20,
 0.18,0.24,0.90, -5.85, 4.60, -0.70,
 0.18,0.24,0.90, -5.79, 3.50, -0.43,
 0.19,0.24,0.90, -5.53, 3.25, -0.43,
 0.19,0.24,0.91, -5.69, 3.33, -0.32,
 0.20,0.24,0.89, -5.83, 3.82, -0.29,
 0.19,0.24,0.90, -5.60, 4.11, -0.02,
 0.19,0.25,0.89, -5.08, 3.54, -0.09,
 0.18,0.24,0.90, -5.22, 3.19, -0.34,
 0.19,0.24,0.90, -5.16, 2.87, -0.26,
 0.19,0.24,0.91, -5.24, 2.34, 0.09,
 0.19,0.24,0.90, -5.40, 2.41, 0.21,
 0.18,0.24,0.91, -5.47, 1.92, -0.05,
 0.19,0.24,0.90, -5.74, 1.97, -0.11,
 0.18,0.23,0.89, -5.59, 1.92, -0.26,
 0.19,0.24,0.90, -5.36, 1.95, -0.24,
 0.19,0.24,0.90, -5.24, 2.18, -0.02,
 0.19,0.24,0.89, -4.69, 2.34, -0.02,
