accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.28,0.14,0.84, -11.21, -22.58, -13.10,
 0.29,0.14,0.84, -11.21, -21.71, -14.08,
 0.31,0.13,0.85, -9.30, -19.95, -14.21,
 0.33,0.12,0.81, -4.41, -11.92, -15.13,
 0.35,0.14,0.89, 0.20, -13.25, -17.88,
 0.26,0.10,0.71, 12.61, -3.92, -27.54,
 0.30,0.12,0.78, 12.32, -8.24, -24.38,
 0.29,0.12,0.76, 12.09, -7.08, -23.18,
 0.27,0.09,0.76, 11.74, -12.85, -21.13,
 0.30,0.11,0.81, 17.44, -18.06, -17.44,
 0.31,0.16,0.80, 17.08, -19.95, -17.66,
 0.29,0.15,0.81, 8.81, -21.24, -20.29,
 0.28,0.15,0.84, 6.29, -25.82, -22.00,
 0.28,0.16,0.84, 6.66, -26.76, -22.55,
 0.29,0.16,0.85, 3.28, -26.11, -23.48,
 0.29,0.14,0.85, 3.98, -24.44, -23.97,
 0.25,0.16,0.86, 0.61, -27.88, -26.43,
 0.29,0.16,0.83, -0.82, -28.96, -25.48,
 0.29,0.16,0.82, 0.72, -31.07, -25.79,
 0.30,0.16,0.81, 5.77, -33.95, -28.70,
 0.30,0.15,0.78, 9.95, -30.56, -27.79,
 0.31,0.13,0.73, 17.82, -19.85, -26.82,
 0.32,0.16,0.81, 19.30, -20.64, -25.68,
 0.34,0.18,0.82, 19.51, -9.01, -24.49,
 0.31,0.20,0.82, 22.89, -11.56, -23.82,
 0.31,0.23,0.83, 24.63, -10.17, -23.95,
 0.30,0.26,0.87, 23.11, -9.85, -21.66,
 0.30,0.32,0.98, 13.73, -17.73, -16.96,
 0.32,0.33,0.97, 7.33, -20.12, -14.98,
 0.32,0.36,1.01, 0.47, -17.86, -13.34,
 0.33,0.35,0.99, -5.34, -12.66, -12.50,
 0.33,0.34,0.97, -9.02, -5.97, -10.72,
 0.32,0.32,0.94, -11.92, -1.11, -9.24,
 0.32,0.29,0.90, -12.32, 1.80, -7.57,
 0.32,0.28,0.89, -10.63, 2.27, -6.52,
 0.32,0.28,0.86, -10.78, 5.39, -3.69,
 0.32,0.26,0.88, -11.51, 2.34, -2.58,
 0.33,0.27,0.88, -7.95, 1.19, -0.90,
 0.32,0.26,0.88, -10.09, -0.46, -1.63,
 0.33,0.24,0.88, -8.44, 0.60, -0.18,
 0.31,0.24,0.86, -9.30, -1.74, 1.86,
