accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.30,0.11,0.87, -5.18, 3.56, 1.79,
 0.30,0.11,0.88, -5.21, 3.73, 1.77,
 0.30,0.11,0.88, -5.22, 3.80, 1.77,
 0.30,0.11,0.88, -5.19, 3.80, 1.53,
 0.29,0.11,0.89, -5.44, 3.88, 0.92,
 0.29,0.11,0.88, -5.47, 3.68, 0.37,
 0.29,0.11,0.89, -5.60, 3.34, -0.11,
 0.29,0.11,0.89, -5.54, 2.40, -1.21,
 0.29,0.11,0.89, -4.92, 2.06, -2.18,
 0.30,0.11,0.89, -4.64, 1.71, -2.73,
 0.30,0.12,0.90, -4.60, 1.66, -3.28,
 0.32,0.10,0.88, -4.46, 2.43, -3.69,
 0.31,0.11,0.88, -3.28, 1.45, -4.14,
 0.32,0.10,0.88, -2.08, 0.53, -4.61,
 0.32,0.11,0.87, -0.70, 0.46, -5.18,
 0.34,0.11,0.89, 0.14, 0.43, -5.42,
 0.35,0.12,0.89, 0.66, 3.39, -4.67,
 0.41,0.13,0.91, 0.43, 9.37, -0.70,
 0.31,0.15,0.88, 0.87, 6.46, -2.96,
 0.36,0.12,0.90, -1.44, 6.75, -1.10,
 0.31,0.14,0.89, 1.05, 2.02, -3.01,
 0.37,0.12,0.89, 1.28, 5.05, -1.44,
 0.36,0.15,0.90, 0.75, 9.13, 0.46,
 0.34,0.13,0.94, -3.16, 8.02, 0.12,
 0.34,0.13,0.92, -6.05, 7.42, -0.87,
 0.35,0.14,0.91, -6.56, 7.47, -0.98,
 0.35,0.13,0.90, -7.08, 8.27, -0.20,
 0.34,0.14,0.90, -8.38, 8.24, 0.34,
 0.34,0.13,0.89, -8.98, 7.91, 0.29,
 0.33,0.13,0.88, -8.12, 6.76, 0.11,
 0.34,0.12,0.87, -7.36, 6.14, 0.47,
 0.34,0.12,0.87, -6.90, 5.42, 1.25,
 0.34,0.11,0.87, -6.67, 4.93, 1.68,
 0.34,0.12,0.86, -6.27, 4.96, 2.11,
 0.33,0.11,0.87, -5.88, 5.05, 1.86,
 0.32,0.12,0.86, -5.76, 4.96, 1.57,
 0.32,0.11,0.86, -5.48, 4.64, 1.63,
 0.31,0.12,0.86, -4.31, 4.40, 1.74,
 0.30,0.12,0.86, -3.50, 2.89, 1.83,
 0.31,0.12,0.88, -4.14, 1.13, 1.94,
 0.31,0.12,0.88, -4.31, -0.08, 2.26,
 0.31,0.13,0.89, -3.89, -0.72, 2.09,
 0.31,0.13,0.90, -4.24, -0.66, 2.32,
 0.31,0.13,0.90, -4.43, -0.14, 1.59,
 0.31,0.13,0.89, -4.98, 0.15, 0.96,
 0.32,0.13,0.89, -4.38, 0.58, 1.28,
 0.31,0.13,0.89, -4.11, 1.04, 0.73,
 0.31,0.13,0.90, -4.72, 0.43, 0.21,
 0.32,0.13,0.89, -4.78, 0.23, 0.06,
 0.33,0.13,0.90, -4.72, 0.41, -0.17,
 0.33,0.13,0.91, -4.31, 0.02, -0.11,
 0.34,0.14,0.89, -4.66, 0.20, 0.14,
 0.33,0.14,0.89, -5.25, -0.66, 0.75,
 0.33,0.13,0.90, -5.19, -1.36, 0.69,
 0.33,0.13,0.90, -4.85, -1.08, 0.95,
 0.34,0.13,0.90, -4.87, -0.24, 1.37,
 0.34,0.13,0.90, -4.90, 0.44, 1.66,
 0.35,0.14,0.91, -5.25, 1.02, 1.76,
 0.34,0.14,0.90, -5.62, 1.50, 2.14,
 0.35,0.13,0.90, -5.73, 1.89, 2.58,
 0.34,0.14,0.90, -5.74, 2.50, 3.45,
 0.33,0.13,0.89, -6.20, 2.44, 4.03,
 0.33,0.13,0.90, -6.82, 1.89, 4.20,
 0.31,0.13,0.89, -6.47, 1.42, 4.14,
 0.31,0.12,0.89, -6.63, 0.63, 3.42,
 0.31,0.13,0.88, -7.15, 0.15, 2.99,
 0.30,0.11,0.88, -7.47, -0.05, 2.58,
 0.30,0.11,0.87, -7.56, 0.44, 2.32,
 0.29,0.10,0.87, -7.37, 0.26, 1.98,
 0.29,0.10,0.86, -6.98, 0.52, 2.02,
 0.29,0.09,0.85, -6.53, 0.31, 1.65,
 0.30,0.10,0.85, -5.86, 0.15, 1.56,
 0.30,0.09,0.86, -5.66, 0.61, 1.86,
 0.31,0.10,0.86, -5.68, 1.40, 3.48,
 0.29,0.09,0.86, -5.16, 0.15, 2.55,
 0.29,0.10,0.86, -3.86, -1.31, 1.39,
 0.30,0.10,0.86, -4.06, -1.50, 1.16,
 0.30,0.11,0.88, -3.68, -0.96, 0.18,
 0.31,0.09,0.86, -3.95, -0.47, -0.06,
 0.30,0.10,0.87, -4.11, -0.64, -0.43,
 0.31,0.10,0.87, -4.35, -1.18, -0.67,
 0.31,0.11,0.86, -2.76, -0.02, -1.16,
 0.32,0.09,0.88, -2.41, -0.47, -1.57,
 0.32,0.11,0.86, -2.67, 1.76, -1.88,
 0.32,0.09,0.86, -1.92, 0.89, -1.63,
 0.32,0.10,0.86, -0.75, 1.22, -2.53,
 0.32,0.10,0.85, -0.11, -0.31, -2.06,
 0.33,0.10,0.86, 1.60, -0.64, -1.77,
 0.33,0.12,0.87, 1.79, -1.31, -1.39,
 0.34,0.12,0.88, 1.51, -1.91, -1.08,
 0.35,0.13,0.89, 0.96, -2.20, -0.75,
 0.35,0.13,0.90, 0.61, -1.97, -0.37,
 0.35,0.14,0.90, 0.05, -1.80, -0.18,
 0.35,0.14,0.90, 0.03, -1.54, 0.05,
 0.36,0.14,0.91, 0.18, -0.72, 0.40,
 0.35,0.15,0.92, -0.43, -0.92, 0.47,
 0.37,0.15,0.94, -1.18, -0.24, 0.87,
 0.36,0.16,0.92, -2.14, 0.21, 1.24,
 0.36,0.15,0.93, -2.82, 0.38, 1.83,
 0.36,0.15,0.92, -3.60, 0.79, 2.40,
 0.35,0.14,0.92, -4.67, 1.30, 2.60,
 0.34,0.14,0.92, -5.74, 1.79, 2.82,
 0.34,0.14,0.91, -6.58, 2.31, 2.87,
 0.34,0.13,0.90, -7.22, 2.67, 2.49,
 0.33,0.13,0.89, -7.31, 2.32, 2.41,
 0.33,0.12,0.88, -6.78, 2.35, 2.34,
 0.32,0.11,0.88, -6.05, 1.80, 2.32,
 0.32,0.11,0.87, -5.50, 1.27, 2.50,
 0.31,0.10,0.85, -5.04, 0.72, 2.50,
 0.30,0.11,0.86, -4.43, 0.11, 1.94,
 0.30,0.11,0.85, -3.98, -0.56, 1.91,
 0.30,0.12,0.87, -3.85, -1.01, 1.82,
 0.30,0.12,0.86, -3.79, -1.24, 1.48,
 0.30,0.11,0.88, -3.57, -1.42, 1.05,
 0.29,0.12,0.87, -3.92, -1.59, 0.64,
 0.30,0.12,0.89, -4.08, -1.73, 0.14,
 0.30,0.12,0.87, -2.93, -1.45, -0.84,
