accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.26,0.21,0.98,3.25,0.11,-2.47
0.25,0.22,1.0,2.46,-0.46,-1.86
0.26,0.22,0.98,2.78,1.05,-1.18
0.27,0.23,0.98,2.03,2.32,-0.55
0.24,0.22,1.0,2.63,-0.85,-0.29
0.25,0.22,1.0,0.96,0.58,-1.05
0.26,0.22,0.98,0.52,0.17,-0.63
0.25,0.22,0.99,0.4,-0.82,-0.29
0.26,0.22,1.0,-4.96,-0.11,-1.63
0.27,0.23,0.96,-1.8,5.76,0.55
0.28,0.23,0.96,-3.4,7.56,-0.4
0.25,0.22,0.95,0.69,7.24,0.69
0.25,0.23,0.99,-1.44,2.31,0.5
0.24,0.23,0.97,-0.67,1.48,1.57
0.23,0.22,0.98,-1.19,1.22,1.44
0.23,0.22,0.99,-1.92,-0.52,0.9
0.24,0.21,0.96,-1.6,-0.2,0.73
0.25,0.22,0.96,-1.54,1.22,0.47
0.24,0.21,0.96,-1.15,1.89,-0.02
0.22,0.2,0.96,-1.01,2.09,-0.02
0.22,0.2,0.96,0.17,2.98,0.6
0.23,0.2,0.96,0.35,2.92,-0.03
0.22,0.19,0.96,2.63,0.5,0.12
0.22,0.19,0.97,2.52,-2.63,-0.58
0.23,0.19,0.98,2.67,-4.89,-1.39
0.24,0.2,0.97,2.15,-1.88,-1.16
0.25,0.21,0.97,0.58,0.11,-0.79
0.25,0.21,0.97,0.55,2.09,0.09
0.26,0.21,0.99,-0.14,3.37,0.09
0.24,0.22,1.0,-1.18,1.16,0.24
0.25,0.22,1.01,-1.37,2.72,1.08
0.26,0.23,1.01,-3.54,3.08,2.08
0.23,0.24,1.02,-3.16,0.63,2.26
0.2,0.24,1.06,-5.33,-2.87,1.24
0.21,0.23,1.05,-7.89,-1.36,-0.81
0.25,0.23,1.04,-12.34,4.29,1.04
0.27,0.21,1.03,-12.05,6.27,3.74
0.23,0.19,1.1,-12.26,2.6,4.89
0.2,0.21,1.16,-13.4,0.81,2.23
0.14,0.23,1.25,-13.86,-4.73,-0.29
0.13,0.24,1.33,-14.95,-12.58,-1.74
0.23,0.25,1.35,-21.89,-14.15,-1.39
0.34,0.23,1.29,-29.53,-1.88,1.79
0.34,0.22,1.21,-35.66,12.12,4.67
0.31,0.2,1.14,-31.86,16.35,8.78
0.27,0.19,1.15,-34.38,15.83,7.92
