accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.28,-0.6,0.76,-22.24,0.87,-12.63
0.32,-0.6,0.73,-20.18,10.85,-7.5
0.34,-0.53,0.67,-9.39,16.73,-2.7
0.27,-0.52,0.7,1.6,7.54,-1.18
0.23,-0.49,0.79,10.69,-1.85,-4.27
0.2,-0.46,0.84,20.43,-11.83,-9.44
0.23,-0.45,0.94,17.74,-7.5,-14.63
0.28,-0.41,0.96,17.1,1.69,-16.61
0.39,-0.38,0.94,21.85,8.76,-10.17
0.36,-0.39,0.95,27.94,6.58,-5.53
0.3,-0.41,0.99,30.55,-1.56,-3.21
0.32,-0.41,1.01,29.77,-4.32,-2.03
0.33,-0.41,0.97,26.99,1.68,-2.56
0.36,-0.42,0.9,31.02,12.29,-4.29
0.32,-0.43,0.85,41.22,20.41,-1.21
0.27,-0.43,0.81,53.89,19.51,-1.86
0.26,-0.42,0.91,55.31,15.54,-0.38
0.28,-0.43,0.95,50.09,15.88,2.41
0.29,-0.43,0.95,42.78,23.85,4.31
0.2,-0.44,1.03,26.78,17.11,2.18
0.22,-0.42,1.01,14.7,7.15,1.48
0.2,-0.44,1.04,1.98,1.54,-0.79
0.21,-0.43,0.97,-6.69,-0.89,-2.5
0.25,-0.44,0.85,-3.24,-2.55,-1.1
0.23,-0.47,0.84,-4.26,-2.38,-2.15
0.23,-0.47,0.79,-1.94,2.34,-2.89
0.29,-0.48,0.73,3.47,13.04,-0.84
0.18,-0.5,0.85,1.37,1.15,-1.16
0.16,-0.5,0.85,2.87,-7.73,-2.78
0.21,-0.49,0.78,3.04,-5.82,-4.24
0.22,-0.49,0.8,6.26,-0.66,-5.59
0.26,-0.47,0.77,10.81,2.27,-3.76
0.24,-0.48,0.77,17.04,5.73,-2.5
0.2,-0.48,0.81,19.82,6.03,-2.67
0.19,-0.47,0.76,24.23,7.01,-5.22
0.18,-0.45,0.78,29.97,5.88,-8.06
0.19,-0.42,0.88,29.57,-0.73,-10.02
0.24,-0.39,0.88,31.51,1.69,-9.34
0.25,-0.37,0.93,29.4,2.95,-8.15
0.26,-0.32,0.96,31.19,1.47,-2.85
0.28,-0.31,0.9,32.84,5.76,5.04
0.26,-0.33,0.78,46.63,14.96,5.37
0.25,-0.29,0.8,61.71,19.25,6.87
0.25,-0.27,0.81,79.15,25.68,7.19
0.27,-0.26,0.96,82.24,36.56,8.2
0.25,-0.26,1.08,76.03,31.3,12.12
0.26,-0.22,1.0,75.73,36.24,16.53
0.28,-0.25,1.06,72.66,41.01,19.57
0.2,-0.26,1.13,55.56,31.82,16.09
0.15,-0.25,1.16,35.56,19.89,8.7
0.2,-0.21,1.03,31.21,22.79,8.05
0.2,-0.22,1.03,31.45,21.31,8.15
0.17,-0.23,1.08,27.01,8.41,8.93
0.09,-0.21,1.13,16.46,-6.52,3.04
0.13,-0.21,1.07,7.11,-3.28,-0.69
0.22,-0.2,0.95,9.76,13.68,-1.63
0.18,-0.2,0.96,11.97,9.88,0.09
0.1,-0.21,1.05,9.13,-8.18,-1.66
0.09,-0.19,1.05,4.64,-18.26,-4.98
0.11,-0.18,1.12,-7.36,-22.52,-8.96
0.17,-0.19,0.99,-9.18,-8.18,-12.78
0.17,-0.19,0.99,-7.31,-2.98,-14.55
0.18,-0.2,0.99,-6.73,-4.21,-12.96
0.23,-0.19,0.93,-1.48,2.7,-9.92
0.21,-0.2,0.89,5.74,6.17,-7.54
0.17,-0.2,0.95,6.89,2.31,-7.66
0.16,-0.2,0.98,8.29,-0.87,-8.27
0.2,-0.18,0.95,7.57,7.16,-9.22
0.22,-0.18,0.95,7.28,10.41,-8.35
0.18,-0.18,0.99,3.56,3.8,-8.7
0.2,-0.18,0.98,2.38,0.37,-7.97
0.23,-0.19,0.91,3.63,4.93,-6.53
0.25,-0.2,0.88,7.65,10.11,-1.54
0.21,-0.2,0.89,12.95,4.72,1.6
0.14,-0.2,0.91,17.34,-0.47,1.56
0.14,-0.2,0.92,20.2,-0.29,-1.02
0.15,-0.2,0.97,15.57,0.98,-3.8
0.18,-0.19,0.96,14.92,2.78,-3.69
0.14,-0.18,1.02,12.34,-7.21,-5.28
0.17,-0.18,1.02,7.77,-9.4,-5.4
0.2,-0.18,0.96,10.56,-4.21,-5.22
0.22,-0.19,0.98,9.16,-2.61,-5.24
0.25,-0.17,0.93,14.98,3.33,-2.5
0.17,-0.17,0.98,17.11,0.73,-3.95
0.2,-0.17,1.02,15.39,-2.37,-4.9
0.19,-0.14,1.08,7.8,-2.12,-4.24
0.2,-0.12,1.17,-4.93,-8.98,-4.41
0.24,-0.14,1.09,-7.69,-6.09,-1.85
0.23,-0.15,0.99,-7.53,-1.37,-0.18
0.22,-0.16,0.91,0.14,5.92,-0.52
0.19,-0.16,0.95,5.25,7.63,-0.67
0.17,-0.16,1.04,0.7,1.1,-1.83
0.18,-0.13,1.21,-14.44,-13.5,-4.61
0.2,-0.11,1.08,-18.92,-4.95,1.51
0.2,-0.12,0.98,-15.34,2.6,2.18
0.15,-0.15,0.99,-14.15,-0.56,-0.05
0.18,-0.17,0.95,-11.69,1.28,-1.71
0.22,-0.16,0.94,-9.59,4.67,-0.26
0.19,-0.17,0.91,-4.0,5.21,1.6
0.19,-0.19,0.9,4.17,6.5,3.13
0.17,-0.19,0.96,6.95,4.53,5.48
0.16,-0.19,0.95,8.55,1.28,6.4
0.13,-0.18,0.97,9.98,1.53,5.56
0.14,-0.19,0.94,13.28,6.0,5.65
0.15,-0.19,0.88,20.84,12.14,6.72
0.13,-0.19,0.92,28.0,11.69,6.29
0.08,-0.18,1.05,20.61,4.05,4.67
0.06,-0.15,1.14,6.82,-0.26,-0.56
