accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.06,-0.17,1.0,8.43,2.75,1.15
0.07,-0.16,1.01,8.82,-0.27,1.68
0.06,-0.16,1.0,8.99,-0.24,0.79
0.06,-0.15,1.05,5.68,-2.89,-0.53
0.07,-0.14,1.0,5.86,0.02,0.09
0.06,-0.15,0.99,7.39,2.47,-0.06
0.07,-0.15,1.02,4.34,-5.04,1.54
0.07,-0.14,1.02,3.18,-5.47,2.15
0.08,-0.15,0.96,5.3,0.75,1.8
0.08,-0.15,0.95,7.95,2.85,2.23
0.07,-0.14,1.01,6.84,-2.14,3.16
0.05,-0.14,1.02,4.85,-0.6,2.11
0.05,-0.14,0.96,6.44,9.22,0.27
0.06,-0.14,1.01,7.04,6.79,1.57
0.01,-0.15,1.05,4.99,-5.22,2.06
0.02,-0.16,1.01,5.97,-5.24,0.02
0.04,-0.14,0.99,6.26,-3.66,-0.6
0.02,-0.15,1.06,2.82,-10.44,-2.12
0.03,-0.14,1.06,-0.73,-13.71,-3.95
0.08,-0.13,0.98,2.0,-8.63,-3.3
0.07,-0.14,0.98,6.53,-3.94,-4.14
0.08,-0.14,1.05,3.94,-1.56,-0.79
0.08,-0.13,1.02,5.04,1.94,0.37
0.04,-0.14,1.04,4.58,2.02,-1.48
0.05,-0.14,1.03,3.92,-0.5,-1.85
0.05,-0.14,1.05,1.82,-2.31,-3.07
0.05,-0.13,1.02,2.75,0.49,-4.29
0.06,-0.13,1.02,2.58,0.52,-3.71
0.07,-0.14,1.03,1.5,-2.29,-3.19
0.08,-0.15,0.98,4.32,1.91,-3.85
0.08,-0.14,0.97,6.08,5.71,-3.66
0.08,-0.13,1.01,5.16,-0.52,-2.31
0.09,-0.12,1.01,5.04,-4.02,-1.8
0.09,-0.12,0.97,7.04,0.06,-2.08
0.06,-0.11,1.03,4.35,-0.69,-4.29
0.08,-0.1,1.05,-0.79,-6.21,-3.69
0.11,-0.11,0.96,1.85,-1.15,-2.75
0.12,-0.11,0.95,4.58,0.96,-1.54
0.09,-0.11,1.03,2.0,-5.08,-0.37
0.08,-0.11,1.01,0.81,-9.25,-0.41
0.07,-0.12,1.01,-1.05,-8.61,-1.47
0.1,-0.11,1.02,-3.59,-4.21,-0.98
0.09,-0.11,1.02,-4.61,-6.9,-0.31
0.09,-0.11,0.98,-3.79,-1.82,-0.99
0.09,-0.11,0.99,-5.54,-1.44,-2.46
0.11,-0.12,0.96,-4.02,2.84,-0.55
0.12,-0.13,0.95,-3.04,3.66,0.08
0.11,-0.13,0.95,-2.46,4.35,0.35
0.07,-0.13,0.99,-3.51,1.83,-0.55
0.09,-0.12,0.99,-2.44,2.34,2.27
0.06,-0.11,1.01,-4.06,-6.5,0.49
0.09,-0.12,0.98,0.06,-3.62,1.28
0.1,-0.12,0.99,2.98,1.04,2.06
0.1,-0.12,1.01,3.08,3.8,2.81
0.08,-0.12,1.0,3.91,6.49,2.75
0.05,-0.13,1.01,4.21,4.47,1.4
0.06,-0.13,1.03,4.2,1.19,0.92
0.02,-0.13,1.09,0.11,-7.94,0.61
0.06,-0.13,1.01,1.71,-6.61,0.87
0.05,-0.13,1.01,1.51,-5.82,0.2
0.07,-0.13,1.02,1.69,-5.31,0.93
0.09,-0.13,1.0,2.69,-5.18,2.06
0.06,-0.13,1.0,3.57,-7.15,1.16
0.08,-0.12,1.03,1.27,-5.66,0.11
0.07,-0.12,1.01,1.31,-5.02,0.0
0.09,-0.13,0.98,1.63,0.98,-1.85
0.11,-0.11,1.01,0.37,5.65,-0.23
0.14,-0.11,0.98,0.58,11.76,2.47
0.1,-0.1,0.98,2.92,10.49,3.82
0.12,-0.1,1.0,4.4,16.27,4.75
0.07,-0.11,1.01,5.45,13.22,4.34
0.07,-0.1,1.01,6.82,10.99,4.0
0.08,-0.1,1.04,5.07,9.47,3.53
0.05,-0.1,1.02,4.78,8.15,2.58
0.07,-0.11,0.99,6.43,12.61,0.56
0.05,-0.11,0.99,5.98,11.57,0.52
0.08,-0.11,0.99,5.71,6.79,2.75
0.05,-0.1,0.99,7.39,7.33,2.61
0.02,-0.11,1.01,7.1,5.51,1.22
0.05,-0.12,1.0,6.99,5.4,1.28
0.05,-0.1,1.03,5.28,2.82,1.04
0.06,-0.1,1.01,4.98,8.56,-0.61
0.05,-0.11,0.98,6.32,14.02,-1.59
0.04,-0.1,1.01,6.63,9.88,-0.06
0.04,-0.1,1.02,6.38,2.18,1.22
0.05,-0.09,1.01,5.83,5.31,1.85
0.05,-0.1,0.99,6.5,9.24,0.35
0.02,-0.1,1.01,5.71,12.44,-1.18
0.01,-0.09,1.07,2.55,7.24,-1.36
0.06,-0.08,1.04,1.74,8.5,3.73
0.05,-0.09,1.02,4.6,5.53,3.76
0.01,-0.1,1.02,4.98,-0.9,2.78
-0.0,-0.09,1.06,1.79,-7.25,1.34
