accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.07,-0.35,0.87,13.44,-9.16,-1.82
0.1,-0.35,0.86,15.71,1.42,2.49
-0.0,-0.36,0.92,16.76,-2.5,4.41
-0.02,-0.37,0.95,15.51,-5.31,5.66
-0.02,-0.36,0.91,17.97,-0.14,3.94
-0.03,-0.38,0.91,18.81,-1.89,2.21
-0.05,-0.36,1.01,12.98,-8.79,2.17
-0.0,-0.36,0.93,15.27,-4.32,2.72
-0.03,-0.37,0.94,16.95,-4.05,1.56
-0.05,-0.37,1.01,14.69,-7.05,0.87
-0.02,-0.38,0.96,14.67,-5.82,0.17
-0.05,-0.37,0.99,13.54,-8.63,-1.42
-0.0,-0.36,0.95,17.34,-5.4,-0.14
-0.04,-0.36,1.02,16.05,-4.26,-1.28
-0.07,-0.35,1.1,10.72,-10.66,-3.57
-0.0,-0.35,1.01,11.36,-8.7,-4.03
-0.02,-0.35,1.05,9.19,-14.93,-5.71
-0.01,-0.35,1.07,5.91,-15.71,-5.82
0.06,-0.33,0.96,9.85,-6.5,-5.37
0.03,-0.35,0.99,11.73,-3.05,-4.98
-0.03,-0.33,1.08,8.6,-12.23,-5.89
0.01,-0.31,1.07,5.71,-14.58,-5.76
-0.01,-0.31,1.04,2.64,-15.73,-7.85
0.05,-0.32,0.97,3.92,-15.73,-7.22
0.08,-0.32,0.93,6.58,-16.09,-5.25
0.07,-0.32,0.9,7.3,-15.68,-5.25
0.07,-0.32,0.89,7.89,-11.56,-5.69
0.1,-0.31,0.88,9.98,-8.2,-3.94
0.1,-0.31,0.9,12.08,-7.8,-2.26
0.11,-0.31,0.9,14.61,-7.04,0.18
0.09,-0.3,0.91,16.72,-4.05,0.66
0.07,-0.3,0.95,15.77,-0.44,-0.63
0.08,-0.29,0.99,13.86,1.77,-0.67
0.09,-0.28,0.99,12.92,3.83,0.9
0.09,-0.28,1.04,9.63,2.98,3.1
0.1,-0.28,1.07,4.78,4.43,4.82
0.04,-0.28,1.04,3.48,2.43,4.06
0.04,-0.28,1.03,3.73,3.6,3.95
0.04,-0.28,1.02,4.93,6.67,4.14
0.08,-0.27,1.0,6.4,13.89,5.82
0.01,-0.28,1.04,4.82,10.34,4.9
0.04,-0.29,0.99,6.6,9.16,5.95
0.05,-0.28,1.02,7.36,5.48,7.31
0.01,-0.29,1.03,6.4,5.71,6.55
-0.07,-0.3,1.03,2.72,2.5,8.56
-0.07,-0.3,1.08,-0.67,-1.01,4.05
-0.05,-0.27,1.07,-4.52,-7.15,1.91
0.0,-0.28,1.01,-5.07,-5.34,0.63
0.03,-0.29,1.01,-5.77,-2.56,-0.31
0.0,-0.28,0.96,-3.66,-0.2,-1.77
-0.01,-0.29,0.95,0.24,-6.72,-1.91
0.0,-0.3,0.91,0.14,-5.98,-2.98
0.0,-0.3,0.91,-0.85,-7.71,-4.89
0.05,-0.31,0.88,-0.43,-3.3,-6.4
0.02,-0.3,0.88,3.08,-5.74,-7.63
0.04,-0.29,0.92,4.37,-7.36,-7.97
0.08,-0.27,0.93,7.05,-7.85,-4.67
0.07,-0.26,0.94,8.82,-5.16,-3.66
0.07,-0.27,0.94,10.66,-6.03,-2.47
0.1,-0.26,0.93,16.18,-4.82,1.27
0.1,-0.25,0.95,18.5,-12.11,5.91
0.06,-0.26,0.94,24.27,-18.15,7.42
0.02,-0.24,0.94,28.75,-30.38,4.99
0.07,-0.27,1.0,30.37,-22.06,2.76
0.12,-0.24,1.08,24.67,-12.81,1.97
0.17,-0.24,1.03,22.37,-2.0,7.18
0.12,-0.23,1.09,11.4,6.72,9.57
0.1,-0.24,1.11,6.21,10.56,10.72
0.08,-0.23,1.06,4.43,14.2,10.29
0.06,-0.24,1.09,1.04,12.0,10.53
0.04,-0.24,1.07,-1.63,7.88,9.63
0.03,-0.24,0.98,1.37,10.27,7.08
0.04,-0.25,0.95,5.45,10.03,5.89
0.03,-0.25,0.97,6.09,2.89,4.37
0.05,-0.24,0.96,6.81,-0.61,3.86
0.07,-0.22,0.94,7.59,1.45,3.45
0.07,-0.22,0.97,8.12,5.18,3.04
0.07,-0.2,0.99,8.06,4.53,4.18
0.08,-0.2,1.02,7.11,6.81,5.04
0.06,-0.2,1.02,4.56,9.47,4.26
0.05,-0.2,0.97,4.21,4.05,4.49
0.05,-0.2,0.92,6.5,2.87,3.18
0.04,-0.2,0.91,9.3,-3.66,3.36
0.08,-0.21,0.9,14.5,-11.33,6.66
0.07,-0.21,0.82,25.11,-20.63,9.28
0.03,-0.2,0.86,30.14,-32.47,10.34
0.02,-0.21,0.83,47.1,-40.6,8.47
0.06,-0.16,1.0,34.23,-42.72,2.5
0.1,-0.16,1.05,29.04,-37.98,5.13
0.19,-0.12,1.11,16.85,-8.02,6.75
0.16,-0.13,1.11,8.15,12.92,7.68
0.11,-0.14,1.09,2.79,22.49,9.47
0.07,-0.15,1.07,0.12,21.76,12.24
-0.02,-0.18,1.07,-2.72,15.91,9.79
-0.03,-0.18,1.02,-2.75,17.65,6.23
-0.03,-0.17,1.05,-4.05,11.73,5.13
-0.07,-0.19,1.03,-4.76,-1.01,2.26
-0.03,-0.2,1.02,-5.54,-5.85,-0.61
0.03,-0.2,0.92,-0.56,0.09,-2.05
0.0,-0.2,0.95,1.95,1.16,-6.05
0.02,-0.19,0.96,4.64,-0.49,-6.79
0.05,-0.18,1.0,7.18,-2.72,-5.48
0.04,-0.16,1.04,8.66,-7.95,-4.95
0.02,-0.16,1.04,11.13,-15.28,-7.86
0.03,-0.16,1.06,8.53,-19.6,-7.66
0.03,-0.16,1.04,7.08,-21.91,-12.53
0.06,-0.17,0.99,5.5,-16.56,-15.54
0.2,-0.13,1.0,4.0,3.69,-9.62
0.11,-0.15,1.01,4.37,2.26,-7.48
0.09,-0.15,0.99,7.24,9.33,-10.47
0.12,-0.23,0.86,5.51,10.64,-9.37
0.1,-0.13,1.07,-2.6,14.05,-9.79
0.08,-0.12,1.04,-4.44,15.31,-9.13
0.09,-0.13,0.98,-1.34,18.92,-8.66
0.04,-0.14,1.08,-8.27,5.86,-8.18
0.03,-0.15,1.07,-14.37,1.24,-9.48
0.09,-0.15,0.95,-13.65,6.98,-9.86
0.13,-0.15,0.91,-8.05,9.95,-7.11
0.1,-0.16,0.88,-0.67,7.08,-3.76
0.04,-0.16,1.02,-1.56,-2.05,-2.5
0.03,-0.13,1.01,-5.05,-9.11,-2.75
0.04,-0.11,1.05,-10.46,-6.81,-6.2
0.19,-0.08,1.0,-15.53,13.62,-4.61
0.23,-0.07,1.01,-20.17,37.39,-0.24
0.16,-0.09,1.01,-19.47,35.16,7.65
0.01,-0.15,0.94,-10.92,15.79,7.79
-0.07,-0.25,0.95,-7.59,-1.69,3.57
-0.04,-0.21,0.92,1.86,-10.14,0.72
-0.03,-0.24,0.94,5.1,-13.86,-3.74
-0.02,-0.2,0.98,3.63,-30.38,-1.22
0.0,-0.18,1.0,13.39,-26.08,-4.26
0.07,-0.19,0.99,15.88,-17.59,-2.49
0.03,-0.21,1.07,10.69,-17.24,-3.82
0.07,-0.2,1.03,8.24,-13.25,-3.28
0.05,-0.21,0.98,11.07,-14.05,-3.74
0.05,-0.22,1.02,12.27,-13.97,-4.21
0.07,-0.19,1.01,14.27,-12.96,-2.56
0.08,-0.18,1.01,14.79,-9.13,-1.66
0.04,-0.17,1.05,14.18,-13.91,-0.79
0.08,-0.19,0.97,18.76,-11.4,0.4
0.06,-0.18,0.92,25.91,-10.89,0.24
0.03,-0.17,0.91,35.04,-12.43,-1.42
0.03,-0.11,0.91,48.67,-12.29,-0.92
-0.01,-0.09,1.12,41.39,-10.23,-5.42
0.04,-0.08,1.2,24.78,-9.68,-6.66
0.17,-0.07,1.03,19.57,7.33,-4.82
0.12,-0.14,0.91,19.54,3.37,-5.59
0.12,-0.14,1.01,17.89,6.06,-3.24
0.11,-0.06,1.05,8.82,6.6,-3.28
0.09,-0.05,1.03,4.29,9.71,-4.37
0.16,-0.06,0.96,7.65,15.18,-3.47
0.14,-0.08,0.99,10.06,10.29,1.98
0.08,-0.07,1.07,6.26,5.68,1.97
0.09,-0.06,1.01,4.72,13.77,0.82
0.09,-0.07,1.05,1.39,18.34,0.43
0.1,-0.08,1.01,1.39,19.82,1.79
0.1,-0.08,0.99,3.51,21.74,3.79
0.06,-0.08,1.04,4.24,17.71,4.96
0.07,-0.08,1.0,6.64,20.0,5.1
0.03,-0.07,1.11,1.45,13.19,4.63
0.03,-0.07,1.11,-3.36,10.31,4.24
0.07,-0.08,1.03,-2.17,13.11,4.7
0.03,-0.09,1.04,-0.95,10.24,3.77
0.03,-0.09,1.05,-0.02,8.93,1.86
0.04,-0.09,1.04,1.57,4.53,1.28
0.05,-0.09,1.06,2.11,0.38,2.18
0.05,-0.08,1.03,3.08,-1.11,2.03
0.02,-0.08,1.07,0.63,-3.16,-0.29
0.04,-0.06,1.09,-3.74,-1.39,-0.66
0.08,-0.06,1.04,-2.7,0.5,0.7
0.05,-0.07,1.0,0.31,-4.98,1.54
0.06,-0.08,0.96,4.37,-2.32,1.25
0.05,-0.06,0.98,4.56,0.34,0.47
0.02,-0.05,1.03,3.82,-4.87,-0.6
0.06,-0.05,0.98,6.05,-5.97,-0.37
0.06,-0.05,1.0,5.39,-6.06,-0.23
0.06,-0.06,1.01,4.35,-5.69,-0.02
0.08,-0.07,0.98,5.76,-0.98,0.92
0.07,-0.06,0.99,6.63,-0.81,0.53
0.08,-0.05,0.99,8.32,1.04,1.22
0.1,-0.04,1.0,8.32,3.01,3.19
0.05,-0.05,1.05,4.73,-1.15,3.73
0.06,-0.04,1.05,2.73,-2.63,4.43
0.07,-0.06,1.0,2.87,0.79,5.65
0.05,-0.05,0.99,2.93,4.66,5.02
0.02,-0.06,1.04,1.63,2.47,4.55
0.01,-0.05,1.03,0.7,0.99,3.53
0.02,-0.06,1.0,1.76,2.2,3.24
0.03,-0.07,0.99,1.33,2.34,4.4
0.02,-0.08,0.95,3.66,4.61,4.38
-0.01,-0.09,0.96,5.51,5.15,2.14
-0.03,-0.08,1.03,4.32,1.94,0.05
-0.0,-0.08,0.97,7.04,4.37,-1.69
0.0,-0.08,1.01,7.24,2.03,-2.43
0.02,-0.08,0.98,10.58,0.43,-2.11
0.01,-0.07,1.01,11.04,-2.02,-2.9
0.03,-0.05,1.01,11.53,-0.18,-2.43
0.04,-0.04,1.02,11.65,3.83,-1.82
0.02,-0.03,1.08,7.86,1.22,-2.37
0.04,-0.02,1.04,7.28,5.15,-1.82
0.04,-0.02,1.05,5.08,6.6,-1.92
0.03,-0.02,1.05,4.73,5.07,-1.91
0.06,-0.02,1.02,5.77,5.36,-0.93
0.04,-0.02,1.02,7.76,6.47,-0.43
0.04,-0.02,1.01,9.98,5.42,0.03
0.02,-0.02,1.03,10.32,5.56,-0.9
0.02,-0.01,1.08,6.37,3.08,-1.6
0.02,-0.01,1.06,5.44,2.44,-2.08
0.04,-0.02,1.01,6.29,2.05,-1.33
0.06,-0.02,1.06,4.95,-2.81,1.71
0.04,-0.01,0.99,6.69,-3.28,1.73
0.04,-0.01,1.01,4.52,1.15,0.82
0.04,0.01,1.01,3.44,4.12,0.96
0.06,0.01,0.98,5.53,7.68,2.18
0.02,0.01,1.0,4.67,4.7,2.55
0.02,0.01,1.01,3.68,5.08,2.78
0.03,-0.01,0.95,5.48,5.45,2.43
0.04,-0.03,0.94,7.31,7.63,2.37
0.06,-0.02,0.96,8.15,8.73,4.44
0.06,-0.01,1.03,6.44,14.27,5.8
-0.02,0.01,1.05,5.83,8.64,4.79
0.0,0.02,1.09,6.03,9.8,4.0
0.01,0.0,1.12,4.79,10.89,4.31
0.01,-0.01,1.09,3.3,13.07,3.97
-0.0,-0.01,1.08,1.95,9.89,2.47
-0.0,-0.0,1.07,1.3,6.73,2.21
0.02,-0.0,1.07,1.34,3.6,3.15
0.01,0.0,1.05,4.03,4.2,3.94
-0.01,-0.0,1.06,3.33,3.88,3.8
0.02,0.01,1.06,1.89,4.4,4.35
-0.01,0.01,1.03,1.56,2.84,3.66
0.01,0.01,1.01,2.58,1.34,4.18
-0.0,0.01,0.99,3.79,-2.47,5.21
-0.0,0.01,1.0,2.75,-1.8,5.31
-0.02,0.0,1.04,-0.08,-0.47,4.52
-0.03,0.01,1.02,-0.38,3.92,2.78
-0.08,-0.0,1.01,0.89,5.21,-0.99
-0.07,-0.0,1.04,-1.22,8.67,-4.98
-0.05,0.0,1.03,-1.82,7.74,-6.5
-0.04,0.01,1.05,-2.89,0.66,-7.1
-0.06,-0.0,1.03,-2.63,-8.09,-8.64
-0.06,0.0,1.03,-1.95,-16.69,-10.26
-0.02,0.01,1.01,-1.39,-20.21,-11.65
0.02,0.01,0.97,2.03,-16.43,-11.94
0.02,0.01,0.99,4.24,-15.62,-11.28
0.01,0.02,1.03,3.47,-16.23,-11.94
0.02,0.02,1.0,4.5,-14.15,-11.31
0.04,0.02,1.04,3.57,-15.39,-9.63
0.04,0.02,1.04,1.11,-15.92,-8.23
0.05,0.03,1.01,1.16,-14.34,-6.93
0.07,0.02,0.96,1.86,-7.63,-5.86
0.1,0.01,0.93,2.76,0.06,-3.11
0.07,0.02,0.94,3.25,3.6,-1.15
0.04,0.03,0.94,3.73,4.67,-0.58
0.03,0.03,0.95,5.5,4.26,0.15
0.01,0.02,0.93,6.9,3.98,-1.04
0.02,0.0,0.98,5.31,2.21,-1.24
-0.02,0.0,1.0,2.15,-4.09,-4.06
0.01,0.03,1.06,-4.55,-3.92,-6.58
-0.04,0.07,1.1,-9.27,-5.68,-13.69
0.0,0.06,1.06,-3.22,-6.02,-12.2
0.03,0.06,1.04,-1.21,-7.4,-12.82
0.13,0.04,1.0,0.79,-6.41,-8.66
0.19,0.05,1.0,3.97,-4.81,-1.48
0.19,0.09,1.01,-3.83,10.56,5.15
0.18,0.03,1.0,3.34,17.68,10.58
0.08,0.07,1.07,0.81,15.1,13.85
0.03,0.04,1.1,-2.7,17.21,12.79
-0.01,0.03,1.09,-3.98,16.9,10.87
-0.01,0.02,1.06,-2.05,12.92,11.18
-0.04,-0.01,1.06,-0.82,7.24,8.4
-0.02,-0.0,1.04,1.73,5.77,7.89
-0.03,0.0,1.01,5.13,1.5,6.35
-0.06,0.01,1.04,4.73,-0.81,3.91
-0.04,0.01,1.03,4.4,-2.6,2.37
-0.04,0.01,0.99,5.91,-2.2,1.4
-0.05,0.01,1.01,7.69,-1.76,-0.84
-0.04,0.01,1.01,7.08,-6.17,-1.74
-0.02,0.01,1.01,7.15,-8.35,-1.82
0.01,0.02,0.96,8.44,-3.1,-1.45
-0.01,0.02,0.99,8.55,-2.05,-2.15
-0.0,0.02,1.03,5.02,2.98,-2.95
-0.0,0.01,1.0,7.07,4.24,-2.49
-0.0,0.01,0.99,9.47,3.86,-2.32
-0.01,0.02,1.01,9.97,4.27,-3.27
-0.03,0.02,1.04,8.61,1.15,-3.68
-0.02,0.03,1.05,7.04,2.78,-5.02
-0.03,0.04,1.01,8.63,2.0,-6.67
-0.01,0.03,1.04,8.15,1.98,-8.12
0.02,0.04,1.02,10.15,3.01,-6.89
0.01,0.04,1.03,8.38,0.7,-6.12
0.03,0.05,1.02,7.68,2.47,-6.02
0.03,0.07,1.01,8.29,2.15,-3.83
0.04,0.07,1.02,7.94,2.99,-2.23
0.01,0.08,0.97,10.14,3.83,-1.59
0.01,0.06,1.0,12.18,4.46,-1.76
0.01,0.07,1.04,11.68,3.01,-1.33
0.02,0.07,1.02,11.01,3.89,-0.53
0.02,0.08,1.05,7.1,4.29,-0.2
-0.01,0.09,1.07,4.95,2.46,-0.4
0.02,0.09,1.01,5.56,4.55,0.0
0.02,0.09,1.02,5.69,3.19,0.46
0.03,0.08,1.02,6.81,-0.06,2.84
0.02,0.08,0.99,6.85,1.89,2.89
-0.0,0.08,1.02,3.79,0.92,1.77
0.01,0.09,1.05,-1.47,0.82,1.48
-0.0,0.09,0.99,-1.44,0.05,0.18
0.01,0.08,0.98,-0.24,-1.51,0.02
0.02,0.08,1.0,-0.7,-1.07,0.46
0.03,0.08,0.99,1.39,1.5,0.85
0.02,0.08,0.95,5.77,6.08,0.52
0.03,0.07,0.97,8.24,7.19,1.5
0.01,0.07,0.96,9.66,7.01,1.95
0.01,0.09,1.0,10.09,2.06,2.61
-0.03,0.09,1.02,9.34,1.16,0.99
-0.02,0.08,1.02,6.84,-0.12,0.49
0.01,0.08,1.01,5.92,4.82,2.03
-0.02,0.1,0.99,7.15,6.08,0.31
0.01,0.1,1.0,9.05,7.79,2.09
0.0,0.1,1.02,9.95,5.34,4.38
-0.03,0.1,1.04,8.44,5.45,4.2
-0.03,0.1,1.06,5.28,5.69,4.44
-0.02,0.11,1.06,3.56,8.27,4.05
-0.04,0.1,1.01,4.38,9.69,2.69
-0.04,0.09,1.02,6.29,5.05,3.95
-0.05,0.09,1.03,8.69,2.55,4.7
-0.1,0.1,1.06,10.24,1.57,1.34
-0.14,0.09,1.07,12.17,2.12,-4.7
-0.12,0.11,1.01,15.85,5.16,-7.8
-0.06,0.11,0.98,18.89,10.82,-8.43
-0.04,0.13,0.95,24.72,6.63,-8.02
-0.06,0.14,0.94,29.33,9.18,-8.08
-0.03,0.15,0.9,32.61,12.29,-7.22
0.01,0.15,0.84,40.11,17.69,-3.82
-0.03,0.15,0.86,45.04,10.43,-3.18
-0.07,0.16,0.99,39.98,0.75,-4.4
-0.05,0.17,1.04,34.44,-5.86,-3.86
0.0,0.19,1.01,30.96,0.4,-2.35
-0.01,0.19,1.1,23.27,7.4,-1.62
-0.0,0.2,1.09,17.36,10.84,0.03
-0.06,0.21,1.07,18.85,4.95,0.0
-0.05,0.2,1.04,20.31,2.98,-0.85
-0.06,0.21,1.11,18.7,-4.89,0.08
-0.08,0.17,1.19,7.5,-12.15,-0.72
-0.06,0.23,1.13,-1.91,-16.15,-1.51
-0.05,0.22,1.05,-4.7,-17.54,-2.6
-0.04,0.23,1.03,-6.92,-19.53,-3.21
-0.01,0.21,1.0,-6.98,-19.86,-2.93
0.01,0.22,0.95,-4.23,-15.42,-1.59
0.02,0.22,0.93,-2.49,-7.62,-0.84
0.0,0.2,0.94,-1.65,-3.98,-0.84
0.01,0.2,0.91,2.08,2.52,-0.56
-0.01,0.2,0.93,4.34,3.85,0.0
-0.02,0.2,0.97,5.15,3.02,0.27
-0.01,0.21,0.96,4.17,4.89,-0.31
-0.01,0.21,0.99,3.47,6.55,0.6
-0.0,0.2,0.99,4.69,6.61,2.56
-0.04,0.21,1.07,2.26,2.82,1.97
-0.06,0.21,1.07,0.67,-0.43,1.6
-0.07,0.21,1.08,0.43,-2.05,0.47
-0.08,0.21,1.08,0.12,-5.28,-0.75
-0.06,0.19,1.1,-2.32,-8.49,-0.98
-0.04,0.2,1.05,-3.77,-8.53,-0.89
-0.03,0.21,1.02,-4.66,-5.39,-1.91
-0.03,0.21,1.03,-6.67,-4.66,-2.21
-0.03,0.19,1.01,-7.36,-3.45,-2.49
-0.04,0.19,0.99,-8.21,-3.34,-3.16
-0.05,0.19,1.0,-8.29,-6.89,-3.42
