accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.35,-0.05,0.96,10.58,5.47,2.2
0.35,-0.04,0.97,10.55,6.17,2.93
0.32,-0.05,0.96,10.35,5.68,2.73
0.31,-0.05,0.98,8.18,2.93,2.2
0.31,-0.04,0.99,7.02,-1.66,2.44
0.31,-0.03,1.0,3.16,-9.36,2.93
0.29,-0.02,1.11,-9.91,-22.15,1.8
0.28,-0.0,1.2,-26.15,-31.01,0.27
0.33,-0.01,1.15,-45.77,-22.11,-4.84
0.37,-0.03,1.0,-48.31,-9.48,-5.3
0.4,-0.07,0.96,-50.35,3.83,-4.53
0.41,-0.07,0.86,-45.15,17.65,-1.56
0.32,-0.09,0.81,-30.75,16.55,-0.98
0.27,-0.07,0.88,-20.38,6.21,-4.72
0.29,-0.13,0.83,-1.8,-0.52,-2.34
0.31,-0.12,0.88,4.24,1.07,-2.02
0.29,-0.12,0.93,4.64,0.05,-4.18
0.32,-0.1,0.95,5.39,0.53,-5.07
0.34,-0.1,0.94,6.81,-0.32,-3.74
0.33,-0.1,0.95,7.79,-5.36,-1.73
0.34,-0.1,0.93,8.72,-2.87,-1.74
0.34,-0.1,0.9,11.79,4.24,-2.87
0.33,-0.11,0.93,13.19,2.82,-2.76
0.33,-0.11,0.95,14.73,0.46,-2.37
0.32,-0.1,0.93,16.29,2.49,-3.77
0.34,-0.09,0.93,18.31,6.08,-3.22
0.32,-0.08,0.93,21.34,4.6,-2.6
0.35,-0.06,0.99,20.11,0.05,-0.32
0.34,-0.06,1.03,15.62,-1.94,0.15
0.32,-0.06,1.0,13.65,2.96,-1.63
0.31,-0.06,0.97,13.11,5.01,-3.44
0.31,-0.07,0.94,16.56,4.2,-3.4
0.32,-0.07,0.94,19.66,1.1,-2.93
0.33,-0.05,0.95,19.62,-2.15,-2.21
0.37,-0.03,0.96,17.89,4.27,-1.59
0.33,-0.04,0.94,19.1,4.99,-2.02
0.31,-0.03,0.95,19.94,3.39,-3.71
0.34,-0.02,1.02,15.82,5.42,-3.91
0.35,-0.0,1.01,12.92,7.6,-2.99
0.35,-0.01,0.98,14.61,7.5,-1.21
0.31,0.01,0.99,14.46,2.55,-1.34
0.3,0.01,0.99,16.03,0.35,-0.89
0.33,0.01,1.01,15.4,2.99,-1.28
0.3,0.01,1.04,12.24,2.38,-2.99
0.31,0.03,1.07,6.14,2.41,-2.46
0.3,0.02,1.05,4.08,-0.31,-1.27
