accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
-0.03,-0.23,0.85,7.36,-32.9,-15.68
-0.02,-0.23,0.87,5.95,-37.53,-16.03
0.09,-0.21,0.8,5.6,-24.84,-15.01
0.09,-0.23,0.8,5.15,-13.1,-13.65
0.08,-0.24,0.79,8.9,-7.02,-11.79
0.08,-0.24,0.82,10.31,-2.37,-9.83
0.07,-0.23,0.83,11.71,3.89,-8.64
0.06,-0.21,0.85,14.08,12.55,-8.32
0.02,-0.2,0.96,8.49,17.47,-10.52
0.04,-0.16,0.92,7.94,17.33,-8.49
-0.01,-0.18,0.98,6.64,10.56,-9.19
0.01,-0.19,0.96,9.69,7.5,-5.45
0.02,-0.18,0.94,12.26,11.91,-3.8
-0.03,-0.2,0.98,13.3,6.93,-3.97
-0.03,-0.19,0.96,15.56,3.05,-4.29
-0.0,-0.17,1.01,15.71,3.66,-4.02
-0.05,-0.18,1.04,14.43,-0.41,-13.68
-0.01,-0.17,1.02,13.31,4.61,-4.0
-0.06,-0.17,1.06,10.37,2.56,-5.02
-0.05,-0.18,1.04,9.65,1.07,-5.44
-0.02,-0.17,1.01,10.02,2.37,-4.58
-0.04,-0.18,1.02,11.27,-0.64,-9.24
-0.03,-0.17,1.01,10.34,-1.98,-7.37
-0.06,-0.16,1.07,7.66,-6.55,-4.63
-0.07,-0.16,1.06,5.68,-6.85,-6.35
-0.08,-0.16,1.07,3.73,-7.07,-8.73
-0.06,-0.17,1.03,3.86,-6.84,-10.24
-0.04,-0.18,0.98,5.95,-6.32,-10.56
-0.04,-0.22,0.88,14.21,-5.07,-12.21
-0.03,-0.19,0.94,14.78,-4.75,-12.85
-0.02,-0.18,1.02,13.76,-4.31,-12.87
-0.01,-0.16,1.04,12.43,-4.76,-12.85
0.0,-0.14,1.09,9.74,-2.6,-12.5
0.02,-0.14,1.11,6.64,-1.11,-10.93
0.0,-0.14,1.09,4.03,-2.38,-10.27
0.03,-0.15,1.04,3.21,1.1,-8.79
-0.0,-0.14,1.03,3.83,2.87,-8.46
-0.01,-0.14,1.07,3.02,4.27,-9.36
-0.01,-0.13,1.03,3.25,7.98,-10.06
-0.01,-0.13,1.03,3.34,6.23,-10.0
0.0,-0.12,1.08,1.62,-0.35,-7.68
0.02,-0.11,1.04,1.11,-1.31,-6.26
-0.0,-0.12,1.04,-1.02,-2.02,-5.98
0.02,-0.13,1.03,-3.13,-0.55,-6.46
-0.01,-0.13,1.02,-3.44,-1.94,-6.61
-0.01,-0.13,1.02,-2.7,-2.93,-7.71
0.01,-0.13,0.99,-1.82,-3.28,-7.95
0.02,-0.15,0.98,1.83,-3.73,-7.62
0.03,-0.15,0.95,4.41,-2.55,-9.16
0.04,-0.14,0.95,5.73,0.69,-7.74
0.04,-0.13,0.97,6.37,2.56,-6.96
0.01,-0.13,1.0,6.43,0.44,-7.76
0.03,-0.12,1.02,4.21,-0.84,-6.76
0.06,-0.11,1.0,4.03,1.37,-4.55
0.01,-0.1,1.01,2.99,1.48,-5.45
0.04,-0.11,1.02,1.59,3.11,-5.4
0.04,-0.11,1.01,0.87,1.77,-4.5
0.04,-0.12,0.98,2.92,0.24,-3.68
0.04,-0.13,0.99,3.05,-1.63,-2.64
0.05,-0.12,1.02,3.36,-1.15,-1.83
0.04,-0.12,0.97,6.18,-0.12,-1.74
0.03,-0.13,1.05,4.85,-4.34,-0.64
0.06,-0.13,1.01,6.34,-2.5,0.52
0.06,-0.12,1.0,6.03,-0.75,1.54
0.08,-0.12,1.01,6.78,4.72,3.44
0.08,-0.12,0.99,8.64,11.04,4.73
0.06,-0.13,0.99,9.83,14.92,6.69
0.04,-0.12,1.02,9.63,16.14,8.21
0.04,-0.12,1.0,9.4,22.75,10.0
0.03,-0.1,0.99,8.44,29.92,10.92
0.05,-0.11,0.99,9.28,33.66,11.68
0.04,-0.11,0.92,10.73,42.4,11.69
0.01,-0.13,0.92,15.27,47.07,13.33
-0.09,-0.11,1.09,14.02,35.11,12.58
-0.15,-0.09,1.22,6.02,12.52,8.05
-0.09,-0.07,1.13,3.33,4.38,8.03
-0.07,-0.08,1.15,-0.87,1.05,9.04
-0.06,-0.09,1.12,-2.35,0.4,10.87
-0.06,-0.1,1.07,-1.82,6.38,9.88
-0.08,-0.11,1.06,-3.07,11.33,7.39
-0.1,-0.13,1.04,-2.43,10.72,4.6
-0.11,-0.12,1.07,-1.34,2.15,4.55
-0.11,-0.1,1.1,-4.12,-8.14,5.79
-0.09,-0.09,1.07,-6.09,-8.66,7.89
-0.1,-0.1,1.04,-7.68,-5.01,7.13
-0.1,-0.11,1.0,-6.26,-3.18,5.3
-0.09,-0.1,0.99,-4.56,1.07,3.5
-0.11,-0.11,0.99,-4.41,-0.02,1.77
-0.09,-0.11,0.97,-3.57,-2.34,2.0
-0.09,-0.11,0.96,-1.86,-3.94,2.11
-0.11,-0.11,1.0,-2.29,-7.36,1.36
-0.09,-0.1,0.97,-2.27,-7.82,0.08
-0.08,-0.1,0.98,-2.24,-7.11,-0.73
-0.08,-0.1,0.94,-0.06,-5.56,-1.11
-0.08,-0.11,0.92,2.31,-5.82,-2.0
-0.09,-0.11,0.96,2.41,-9.28,-2.7
-0.08,-0.1,0.97,1.62,-10.35,-3.94
-0.06,-0.1,0.93,3.16,-3.47,-4.47
-0.05,-0.1,0.95,3.1,-1.05,-5.13
-0.03,-0.1,0.96,3.1,-2.6,-3.8
-0.03,-0.09,0.94,5.85,-3.47,-2.98
-0.05,-0.09,0.96,7.88,-9.4,-3.33
-0.04,-0.08,0.96,8.38,-7.62,-3.3
-0.07,-0.08,0.99,9.33,-7.33,-4.58
-0.06,-0.07,1.01,8.17,-10.18,-6.0
-0.04,-0.08,1.0,8.5,-13.79,-5.68
-0.02,-0.06,1.01,8.47,-14.32,-5.01
-0.02,-0.05,1.03,8.06,-15.13,-6.2
0.01,-0.06,1.01,9.54,-15.13,-4.87
0.02,-0.04,1.01,6.5,-13.86,-3.5
0.05,-0.03,0.95,8.69,-8.43,-1.22
0.02,-0.03,0.91,11.54,-8.85,0.14
0.04,-0.02,0.87,16.12,-6.29,-0.2
-0.02,-0.02,0.82,20.7,-4.14,-5.8
-0.01,-0.05,0.76,26.06,12.02,-12.89
0.1,-0.04,0.77,22.99,46.49,-15.95
0.1,-0.04,0.83,26.32,66.89,-11.33
-0.02,-0.02,1.0,23.34,58.4,-6.21
-0.05,0.03,1.15,18.55,38.6,1.13
-0.07,0.03,1.22,10.78,12.92,7.68
-0.08,0.02,1.17,7.6,5.3,11.85
-0.06,-0.0,1.13,4.2,11.98,12.61
-0.06,-0.03,1.09,0.96,18.35,13.42
-0.09,-0.05,1.07,1.16,20.41,14.6
-0.12,-0.06,1.08,2.15,10.0,15.13
-0.15,-0.06,1.05,4.0,-0.29,15.13
-0.16,-0.07,1.07,4.69,-10.52,12.2
-0.15,-0.06,1.04,3.73,-11.39,9.13
-0.1,-0.06,1.01,3.74,-3.42,9.34
-0.08,-0.06,1.04,3.07,0.27,9.15
-0.12,-0.06,1.07,0.99,-2.58,6.7
-0.09,-0.06,1.04,-0.69,-0.64,5.73
-0.05,-0.06,1.01,-0.34,5.27,6.06
-0.08,-0.06,1.01,0.99,6.92,5.85
-0.13,-0.06,1.01,4.34,1.1,3.57
-0.13,-0.06,1.02,6.08,-2.03,2.49
-0.11,-0.04,1.04,6.15,-4.95,2.53
-0.13,-0.03,1.05,5.8,-11.79,0.73
-0.1,-0.02,1.06,4.99,-14.84,0.46
-0.1,-0.02,1.04,4.75,-15.85,-0.03
-0.07,-0.02,1.02,3.73,-11.05,-1.01
-0.07,-0.03,1.0,4.11,-9.44,-1.74
-0.07,-0.02,0.98,7.5,-8.66,-2.03
-0.07,-0.03,0.97,9.88,-10.82,-2.66
-0.05,-0.02,0.96,11.86,-9.15,-3.04
-0.05,-0.02,0.98,13.69,-6.11,-3.66
-0.08,-0.01,1.0,14.64,-6.76,-3.4
-0.09,0.0,1.03,12.9,-7.05,-4.2
-0.09,-0.01,1.11,7.44,-11.92,-5.76
-0.05,0.02,1.03,6.4,-8.41,-4.35
-0.02,0.01,1.0,8.27,0.43,-0.9
-0.04,0.0,1.04,8.21,-2.53,-0.06
-0.06,0.01,1.03,9.6,-4.95,-0.82
-0.08,0.02,1.07,6.87,-6.46,-2.4
-0.06,0.03,1.1,4.0,-9.44,-2.37
-0.03,0.02,1.03,4.17,-5.91,-3.13
-0.05,0.01,1.01,6.03,-6.11,-3.95
-0.03,0.02,1.02,5.59,-3.91,-2.21
-0.03,0.02,1.01,6.35,-1.01,-1.24
-0.05,0.01,1.01,8.37,-2.64,-1.91
-0.07,0.02,1.05,8.27,-8.08,-2.92
-0.06,0.03,1.1,1.42,-7.77,-3.33
-0.04,0.03,1.02,1.98,-1.42,-2.26
-0.05,0.02,1.02,2.69,-3.57,-1.85
-0.07,0.02,1.04,5.65,-7.66,-3.57
-0.05,0.02,1.0,7.02,-4.79,-4.02
-0.04,0.02,1.01,7.15,-0.61,-4.03
-0.06,0.03,1.07,6.12,-7.63,-4.75
-0.05,0.03,1.05,5.45,-11.69,-3.83
-0.03,0.04,1.05,4.21,-10.89,-3.36
-0.03,0.03,1.04,2.99,-5.98,-3.01
-0.02,0.04,1.01,2.7,-0.72,-2.47
0.02,0.05,1.01,2.12,9.02,-0.81
-0.03,0.04,1.04,0.06,10.14,2.37
-0.02,0.03,1.03,-0.34,12.73,5.68
0.04,0.06,1.02,-2.82,23.01,13.22
-0.0,0.03,1.05,-3.53,24.18,15.37
-0.13,0.01,1.04,-3.25,13.65,10.2
-0.12,0.03,1.07,-5.22,6.41,5.01
-0.04,0.05,1.05,-8.14,5.92,5.73
-0.09,0.04,0.99,-7.95,2.35,5.05
-0.14,0.04,1.01,-5.91,-10.2,1.53
-0.08,0.06,1.03,-7.59,-20.9,1.4
-0.05,0.06,1.02,-8.43,-29.6,2.15
-0.01,0.06,1.02,-8.93,-37.13,3.66
-0.0,0.05,1.04,-11.3,-44.84,-0.06
0.01,0.04,1.0,-16.73,-43.69,-0.34
0.08,0.04,1.0,-18.55,-32.93,1.73
0.04,0.02,0.99,-19.01,-33.86,2.17
0.04,-0.01,0.97,-19.21,-30.44,0.81
0.07,0.01,1.01,-18.7,-25.1,1.86
0.05,-0.01,1.04,-18.78,-22.0,1.1
0.02,-0.01,1.03,-20.9,-19.08,-1.73
0.04,-0.01,1.04,-22.84,-14.98,-2.34
0.02,-0.03,1.03,-22.73,-20.76,-2.49
0.03,-0.03,1.01,-18.05,-25.13,-2.2
0.05,-0.05,0.97,-12.49,-22.67,-2.32
0.07,-0.05,0.95,-8.63,-14.05,-3.92
0.04,-0.04,1.01,-5.91,-13.77,-4.76
0.06,-0.03,1.06,-6.49,-10.41,-5.54
0.08,-0.03,1.07,-4.37,-11.01,-3.91
0.08,-0.04,1.06,-1.53,-4.98,-2.85
0.08,-0.04,1.03,0.76,1.74,-3.19
0.1,-0.01,1.0,5.5,-0.95,-2.08
0.06,-0.02,1.04,5.71,-5.74,-1.73
0.03,-0.03,1.11,1.62,-11.18,-2.43
0.06,-0.02,1.09,-2.2,-12.95,-2.79
0.07,-0.02,1.07,-5.05,-7.3,-4.12
0.09,-0.01,1.05,-6.03,-0.09,-4.43
0.08,-0.01,1.04,-5.59,4.03,-4.11
0.08,-0.03,0.99,-3.69,7.5,-4.43
0.07,-0.04,0.98,0.31,4.08,-3.3
0.08,-0.05,0.96,3.86,0.78,-2.23
0.04,-0.05,1.03,2.72,-5.71,-3.5
0.05,-0.02,1.03,1.1,-6.03,-5.28
0.07,-0.02,1.05,-3.79,-2.98,-4.27
0.07,-0.01,1.01,-4.87,-1.18,-4.78
0.07,-0.02,1.01,-3.27,-1.97,-4.05
0.07,-0.03,1.0,-3.44,2.34,-4.53
0.07,-0.02,0.99,-0.72,-1.04,-4.69
0.06,-0.04,0.98,2.0,-0.37,-5.01
0.07,-0.03,0.99,4.03,-0.69,-5.02
0.06,-0.03,1.01,3.95,-2.99,-4.96
0.07,-0.02,1.04,1.33,-5.28,-4.81
0.07,-0.02,1.05,0.12,-5.92,-3.73
0.08,-0.03,1.03,-1.04,-4.37,-2.72
0.08,-0.03,1.01,0.08,-2.09,-1.94
0.07,-0.04,1.03,0.35,-1.44,-2.2
0.06,-0.03,1.05,-1.56,-1.88,-2.12
0.07,-0.03,1.02,-0.09,-1.56,-1.47
0.06,-0.05,0.99,3.68,-1.65,-2.11
0.06,-0.06,1.0,6.78,-3.27,-2.78
0.05,-0.05,0.99,9.16,-6.49,0.11
0.07,-0.04,1.06,5.88,-9.92,-1.53
0.1,-0.04,1.06,2.78,-3.27,-0.67
0.11,-0.04,1.03,-1.51,7.92,-1.31
0.06,-0.04,1.07,-4.93,14.49,-4.11
0.03,-0.05,1.06,-4.89,9.04,-5.6
0.01,-0.06,1.03,-2.53,2.15,-7.65
0.01,-0.07,1.02,-2.55,-6.98,-10.72
0.04,-0.04,1.05,-2.4,-12.49,-13.28
0.09,-0.03,1.04,-4.56,-13.44,-13.89
0.14,-0.01,1.0,-4.35,-5.5,-13.57
0.15,-0.02,0.99,-3.76,-1.76,-12.24
0.12,-0.0,1.0,-3.48,-4.08,-9.71
0.12,0.0,1.0,-5.04,-5.6,-8.79
0.13,0.01,0.96,-2.58,-3.31,-8.43
0.14,0.01,0.96,-2.99,-1.01,-7.02
