accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.06,-0.15,1.02,9.36,0.09,-4.93
0.06,-0.15,1.03,8.96,-0.9,-4.34
0.08,-0.15,1.02,9.22,1.24,-4.61
0.06,-0.14,1.01,8.9,5.74,-5.18
0.04,-0.14,1.06,7.6,4.02,-6.56
0.05,-0.15,1.06,5.59,1.69,-10.66
0.05,-0.14,1.04,3.01,2.17,-8.55
0.09,-0.13,0.99,6.67,4.49,-7.01
0.07,-0.13,1.04,6.2,0.53,-5.6
0.07,-0.13,1.04,5.05,-0.89,-5.76
0.08,-0.12,1.04,3.65,1.22,-6.64
0.08,-0.12,1.02,3.98,-0.29,-6.37
0.08,-0.12,1.04,1.98,-2.44,-6.63
0.09,-0.12,1.01,1.65,-0.6,-6.81
0.09,-0.11,1.02,-0.95,3.85,-7.04
0.1,-0.11,1.02,-1.65,2.35,-5.83
0.12,-0.11,0.98,-0.47,3.57,-4.17
0.1,-0.12,1.0,-0.9,0.9,-3.02
0.12,-0.13,0.99,-0.87,2.98,-1.37
0.09,-0.12,1.03,-3.59,1.53,1.22
0.06,-0.11,1.05,-7.4,1.28,0.75
0.06,-0.12,0.97,-6.82,2.38,-2.95
0.09,-0.12,1.0,-5.79,5.56,-2.02
0.05,-0.14,0.98,-4.4,4.61,-2.37
0.09,-0.14,0.97,-2.9,6.47,-1.85
0.1,-0.14,0.93,0.55,7.3,0.15
0.08,-0.14,0.93,3.98,7.01,0.87
0.07,-0.14,0.98,5.83,5.45,0.7
0.06,-0.13,0.98,6.44,6.09,-0.06
0.05,-0.13,1.01,5.92,2.9,-0.69
0.08,-0.14,1.04,2.67,1.13,-0.56
0.06,-0.13,0.97,7.31,0.26,0.21
0.09,-0.12,1.0,6.43,4.29,0.64
0.06,-0.13,1.0,7.01,5.13,0.89
0.05,-0.12,1.04,5.68,4.95,0.47
0.05,-0.12,1.07,4.41,3.5,0.9
0.06,-0.12,1.04,5.15,5.11,0.95
0.04,-0.12,1.05,3.71,2.73,0.53
0.05,-0.12,1.04,3.65,1.83,0.11
0.06,-0.12,1.02,4.53,1.33,1.01
0.03,-0.12,1.06,3.08,0.14,0.7
0.03,-0.12,1.04,1.92,-0.96,0.2
0.04,-0.11,1.02,3.01,0.58,-0.47
0.05,-0.12,1.01,3.51,0.06,-0.26
0.05,-0.11,1.05,1.94,-1.79,0.03
0.04,-0.11,1.03,1.1,-0.7,-0.93
0.05,-0.11,1.04,-1.15,2.98,-1.31
0.08,-0.09,1.02,-2.35,8.76,0.9
0.03,-0.1,1.08,-7.94,6.4,-1.01
0.08,-0.12,0.97,-6.47,9.85,-0.47
0.04,-0.11,0.98,-4.49,8.05,-0.64
0.03,-0.1,1.02,-6.17,6.58,-1.11
0.06,-0.11,0.96,-5.31,18.0,-0.03
0.0,-0.11,0.96,-5.4,6.4,-2.87
0.04,-0.12,0.93,-2.63,4.24,-2.49
0.06,-0.11,0.93,0.93,0.12,-0.81
0.04,-0.11,0.9,3.45,-0.81,0.52
0.06,-0.11,0.86,9.89,0.23,0.47
0.05,-0.1,0.9,12.52,-2.23,1.39
0.04,-0.09,0.96,11.73,-0.44,1.34
-0.0,-0.07,1.0,8.61,-5.85,-0.6
0.02,-0.09,1.03,6.38,-9.27,-2.06
0.08,-0.07,0.99,4.79,0.18,0.85
0.1,-0.11,0.96,7.88,11.28,3.76
0.04,-0.1,1.01,7.62,14.73,4.26
0.02,-0.11,1.01,9.89,19.91,3.51
0.0,-0.1,1.07,5.69,21.13,1.94
-0.02,-0.09,1.04,6.35,18.15,0.31
-0.02,-0.1,1.04,7.79,11.59,0.41
-0.01,-0.11,1.06,9.31,3.69,1.01
-0.01,-0.11,1.02,9.91,1.68,0.0
-0.02,-0.11,1.03,10.11,0.05,-1.47
0.01,-0.09,1.04,10.37,-2.69,-1.47
-0.0,-0.1,1.06,8.73,-5.83,-1.54
0.03,-0.09,1.05,7.19,0.29,-2.03
0.06,-0.08,1.01,8.89,5.05,0.11
0.03,-0.09,1.04,8.24,2.14,0.78
-0.0,-0.07,1.07,6.85,-3.1,0.27
0.04,-0.07,1.0,8.7,-0.6,0.5
0.01,-0.08,1.01,8.75,-4.27,0.61
0.02,-0.07,1.01,10.46,-8.79,0.92
0.04,-0.07,0.96,11.89,-10.0,0.79
0.03,-0.06,1.01,10.53,-12.78,0.95
0.07,-0.05,0.97,10.69,-8.55,1.88
0.06,-0.05,0.99,10.41,-2.55,1.86
0.05,-0.04,1.03,7.65,-4.89,3.1
0.03,-0.04,1.03,6.9,-5.68,2.81
0.02,-0.05,1.02,6.6,-9.25,1.54
0.03,-0.06,1.0,8.78,-8.72,1.11
