accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.16,-0.29,1.0,4.85,-7.8,-2.64
0.15,-0.3,1.0,4.23,0.44,-4.76
0.09,-0.31,1.03,0.29,-0.78,-8.03
0.11,-0.3,1.02,-2.78,-4.5,-7.76
0.17,-0.28,0.96,-2.9,4.55,-6.92
0.17,-0.29,1.01,-6.55,2.05,-5.27
0.15,-0.28,0.94,-4.69,-0.84,-2.0
0.14,-0.3,0.94,-0.79,-1.94,-2.17
0.11,-0.31,0.93,1.79,-8.89,-1.74
0.15,-0.29,0.9,6.02,-1.4,-0.17
0.14,-0.31,0.94,5.66,1.15,0.4
0.08,-0.3,1.01,3.19,-5.4,-1.22
0.1,-0.29,1.01,1.74,-2.66,-2.53
0.12,-0.29,0.98,1.18,1.45,-1.6
0.12,-0.3,0.98,0.64,0.78,1.04
0.11,-0.3,0.97,1.45,-3.98,0.49
0.15,-0.3,0.95,1.11,2.79,2.29
0.09,-0.32,0.95,3.25,6.2,-0.11
0.11,-0.3,0.92,8.03,4.46,0.15
0.11,-0.31,0.96,10.17,-2.76,-0.2
0.11,-0.3,0.96,11.42,-0.96,-1.6
0.14,-0.28,0.97,10.9,4.0,-2.24
0.1,-0.28,1.03,6.2,1.15,-2.58
0.09,-0.29,1.04,4.43,-4.69,-4.61
0.12,-0.28,0.99,5.27,-4.34,-4.89
0.15,-0.28,0.95,8.61,-3.02,-4.26
0.16,-0.27,0.96,12.56,-5.47,-1.91
0.16,-0.26,0.96,13.79,-4.93,-0.23
0.15,-0.25,0.97,13.42,-0.44,1.24
0.17,-0.24,0.98,12.03,8.95,1.48
0.17,-0.22,1.03,6.76,10.85,3.37
0.15,-0.22,1.06,1.82,4.78,4.34
0.15,-0.24,0.98,2.61,7.33,4.26
0.16,-0.25,0.99,3.83,6.26,3.1
0.12,-0.25,0.98,6.03,2.95,0.98
0.14,-0.24,0.98,7.69,2.21,0.69
0.14,-0.23,1.02,7.89,0.17,2.85
0.14,-0.21,1.04,6.47,-0.66,4.09
0.11,-0.22,1.12,0.34,-9.53,3.02
0.14,-0.23,1.01,-0.06,-4.93,3.66
0.16,-0.24,0.96,2.2,3.04,3.13
0.12,-0.25,0.96,4.64,0.23,3.34
0.13,-0.23,0.94,7.76,5.21,5.13
0.11,-0.23,0.95,8.58,6.72,6.15
0.09,-0.23,0.97,8.05,2.06,6.47
0.1,-0.2,0.95,6.82,1.76,7.3
0.18,-0.18,0.93,1.22,22.7,13.66
0.31,-0.17,0.77,0.43,67.54,26.78
0.12,-0.23,0.91,1.44,65.92,26.05
-0.11,-0.27,1.03,5.8,25.82,24.96
-0.17,-0.28,1.08,6.32,2.82,11.91
-0.03,-0.24,0.98,-2.27,17.04,3.15
-0.01,-0.23,0.99,-5.71,16.6,-6.9
-0.02,-0.23,1.01,-4.96,-4.78,-6.11
0.02,-0.24,1.02,1.15,-18.84,-7.47
0.09,-0.21,0.93,1.18,-6.75,-3.98
0.06,-0.24,0.94,0.96,0.17,-7.08
0.04,-0.22,0.99,1.88,-4.5,-8.6
0.03,-0.22,1.03,-2.12,-11.69,-11.22
0.05,-0.2,1.05,-6.38,-8.34,-12.23
0.07,-0.22,1.0,-8.35,-7.53,-12.5
0.09,-0.23,0.93,-2.23,-1.45,-11.5
0.09,-0.23,0.98,0.61,-8.12,-9.48
0.09,-0.24,0.99,0.67,-16.31,-8.75
0.12,-0.24,0.97,2.52,-6.73,-8.6
0.1,-0.22,0.98,0.81,4.17,-8.12
0.09,-0.23,1.01,-0.05,4.11,-9.73
0.08,-0.23,1.02,0.17,-5.77,-8.52
0.07,-0.24,1.02,2.63,-12.89,-7.36
0.07,-0.23,1.01,2.17,-11.5,-8.93
0.12,-0.21,1.02,-2.31,1.48,-6.84
0.11,-0.22,1.0,-2.05,10.44,-7.83
0.09,-0.23,1.03,-4.63,9.97,-9.13
0.09,-0.23,1.03,-4.5,6.27,-9.07
0.07,-0.23,1.01,-4.7,5.47,-8.73
0.03,-0.23,0.99,-3.71,4.08,-8.75
0.03,-0.25,0.97,-2.63,-0.29,-8.9
0.01,-0.26,1.02,-1.36,-13.57,-12.02
0.07,-0.25,1.01,-4.02,-12.7,-12.58
0.11,-0.25,1.0,-7.13,-1.92,-14.72
0.1,-0.25,1.01,-9.63,0.32,-15.57
0.13,-0.26,0.97,-9.18,2.31,-12.63
0.13,-0.26,0.98,-7.27,3.94,-8.95
0.09,-0.27,1.02,-7.79,-3.73,-8.63
0.1,-0.25,1.02,-8.64,-6.47,-8.23
0.08,-0.26,1.0,-8.61,-5.31,-9.31
0.1,-0.27,0.97,-6.44,-2.72,-9.25
0.12,-0.27,0.94,-3.24,-1.47,-7.3
0.09,-0.26,0.98,-2.49,-8.82,-4.93
0.11,-0.25,1.01,-3.8,-12.34,-2.2
0.12,-0.25,1.0,-4.81,-7.05,-3.62
0.12,-0.29,0.92,1.05,-5.13,-4.89
0.11,-0.25,0.94,0.69,-12.84,-3.16
0.14,-0.26,0.88,8.02,-7.39,-2.69
0.14,-0.26,0.93,9.91,-6.9,-1.73
0.13,-0.23,1.01,3.53,-6.41,-0.55
0.14,-0.23,0.97,2.26,0.61,-1.4
0.12,-0.24,0.96,1.91,3.25,-2.34
0.1,-0.24,0.96,2.96,0.38,-1.47
0.14,-0.24,0.93,5.54,3.56,-0.61
0.14,-0.24,0.93,7.68,6.76,-0.9
0.09,-0.24,0.95,8.35,1.13,-2.93
0.11,-0.23,0.95,8.0,1.76,-1.5
