accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.26,-0.41,0.87,7.07,3.22,-9.25
0.24,-0.41,0.88,4.29,-3.69,-12.41
0.29,-0.4,0.8,4.2,0.61,-14.38
0.3,-0.42,0.72,8.82,7.04,-16.23
0.28,-0.41,0.76,16.2,5.15,-15.79
0.29,-0.4,0.79,11.91,5.27,-16.58
0.31,-0.4,0.74,13.56,10.35,-15.07
0.29,-0.4,0.72,22.14,7.89,-14.35
0.26,-0.41,0.76,27.65,-3.36,-15.74
0.24,-0.39,0.82,28.11,-10.67,-22.11
0.27,-0.35,0.8,29.88,-5.16,-29.56
0.31,-0.31,0.85,31.83,-5.45,-33.66
0.37,-0.24,0.94,32.76,-13.11,-32.14
0.47,-0.18,1.0,29.22,-10.41,-25.47
0.46,-0.14,1.08,24.63,-8.5,-19.98
0.44,-0.13,1.1,18.49,-7.62,-17.08
0.43,-0.14,1.12,13.05,-3.56,-15.79
0.41,-0.14,1.12,7.77,-0.35,-15.1
0.36,-0.14,1.11,6.26,-1.76,-16.85
0.38,-0.14,1.1,3.66,-1.6,-16.34
0.37,-0.14,1.11,-0.66,-4.52,-15.54
0.37,-0.15,1.09,-5.15,-2.09,-16.46
0.39,-0.13,1.06,-7.08,-3.44,-16.32
0.39,-0.14,1.05,-9.5,-7.86,-16.18
0.41,-0.13,1.03,-12.34,-7.47,-15.45
0.5,-0.15,0.97,-14.89,-1.86,-12.38
0.49,-0.16,0.94,-14.75,0.32,-10.41
0.46,-0.19,0.92,-14.82,-1.69,-9.92
0.47,-0.2,0.91,-15.56,-1.74,-9.31
0.48,-0.2,0.89,-15.74,-1.73,-5.74
0.47,-0.2,0.87,-11.76,-6.03,-1.73
0.45,-0.23,0.89,-9.05,-10.95,1.08
0.44,-0.22,0.91,-9.62,-11.85,2.84
0.46,-0.24,0.88,-8.17,-5.63,3.01
0.43,-0.25,0.88,-7.05,-5.85,2.98
0.42,-0.25,0.9,-6.93,-5.76,2.47
0.44,-0.27,0.9,-6.95,-3.04,2.05
0.39,-0.28,0.9,-8.02,-3.56,0.72
0.38,-0.28,0.91,-8.29,-8.31,0.47
0.39,-0.28,0.89,-7.05,-15.01,0.81
0.4,-0.28,0.87,-4.95,-17.5,0.89
0.41,-0.27,0.85,-4.66,-14.29,-0.92
0.4,-0.25,0.84,-3.42,-10.18,-3.16
0.41,-0.26,0.85,-3.3,-7.53,-4.72
0.45,-0.25,0.84,-1.45,-3.68,-4.11
0.43,-0.26,0.84,0.2,-2.29,-5.82
0.42,-0.27,0.87,1.86,-4.12,-6.96
0.42,-0.27,0.88,4.37,-8.46,-6.92
0.43,-0.26,0.91,5.74,-11.31,-7.01
0.47,-0.25,0.94,4.7,-11.07,-4.03
0.46,-0.23,0.96,2.34,-12.23,-1.53
0.46,-0.23,0.97,2.17,-10.84,0.87
0.44,-0.21,0.99,-0.7,-8.06,1.33
0.41,-0.22,1.02,-6.32,-4.72,-0.84
0.38,-0.24,0.99,-11.73,-2.95,-4.0
0.41,-0.25,0.91,-11.07,-0.2,-4.14
0.38,-0.26,0.9,-8.41,-4.99,-3.33
0.37,-0.26,0.91,-8.32,-11.91,-3.37
0.35,-0.27,0.9,-10.18,-13.47,-4.75
0.39,-0.26,0.89,-13.19,-8.75,-7.22
0.38,-0.26,0.85,-15.27,-5.76,-9.71
0.42,-0.28,0.82,-12.34,-4.0,-10.64
0.42,-0.28,0.85,-12.43,-8.41,-12.12
0.46,-0.29,0.85,-12.63,-10.26,-11.07
0.51,-0.29,0.81,-10.55,-7.95,-8.32
0.51,-0.3,0.78,-6.58,-9.28,-5.74
0.48,-0.32,0.79,-3.39,-13.13,-5.18
