accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
-0.0,-0.28,0.92,12.11,1.28,-0.38
0.0,-0.27,0.92,13.36,1.62,0.37
-0.01,-0.26,0.91,13.95,-1.82,1.02
-0.03,-0.25,0.89,14.92,-3.77,0.63
-0.05,-0.24,0.9,14.08,-6.93,-1.39
-0.02,-0.22,0.85,15.76,-7.48,-1.74
-0.05,-0.22,0.85,16.82,-13.48,-3.05
-0.04,-0.23,0.84,18.9,-19.82,-3.79
0.01,-0.23,0.79,23.48,-17.05,-3.28
0.02,-0.23,0.84,23.6,-16.41,-3.53
0.05,-0.23,0.84,23.85,-9.57,-3.13
0.09,-0.21,0.88,25.39,-3.89,0.72
0.05,-0.21,0.93,24.87,-4.78,7.18
0.02,-0.21,0.95,25.54,-6.34,3.71
0.07,-0.23,0.92,27.25,1.1,5.19
0.1,-0.23,0.91,29.51,10.55,6.78
0.06,-0.22,1.03,29.18,6.31,10.05
0.04,-0.19,1.13,25.3,1.1,14.23
-0.03,-0.17,1.21,21.89,-2.21,15.79
-0.09,-0.14,1.28,18.6,-3.18,14.32
-0.1,-0.16,1.23,16.69,-3.34,10.23
-0.11,-0.19,1.17,13.82,-4.72,5.15
-0.09,-0.19,1.11,12.34,-4.79,2.26
-0.07,-0.19,1.1,10.9,-10.81,3.05
-0.05,-0.19,0.99,14.98,-8.99,2.23
-0.02,-0.19,0.97,15.71,-2.7,0.9
-0.0,-0.16,0.98,15.36,2.26,0.15
-0.01,-0.15,1.04,14.31,0.43,0.95
-0.03,-0.14,1.02,15.63,-2.26,1.36
-0.04,-0.15,1.05,14.37,-3.45,0.27
-0.02,-0.14,1.05,14.12,-3.71,-0.95
-0.01,-0.14,1.04,15.95,-2.38,-1.5
-0.02,-0.15,1.03,14.49,-6.7,-1.28
0.01,-0.13,1.06,14.09,-8.02,-0.67
0.01,-0.14,1.0,14.64,-5.39,-1.3
0.03,-0.14,1.01,16.21,-5.05,-0.58
0.01,-0.13,1.04,15.85,-6.24,-0.14
0.02,-0.12,1.02,15.98,-3.56,-0.26
0.03,-0.12,1.02,15.94,-2.17,0.06
0.03,-0.13,1.04,16.82,-3.91,4.27
0.02,-0.14,1.04,18.81,-7.31,3.63
-0.04,-0.14,1.08,19.5,-14.99,2.17
-0.18,-0.12,1.11,20.31,-35.02,-4.05
0.01,-0.09,1.16,13.8,-28.5,-2.89
0.09,-0.07,1.22,3.28,-19.42,6.72
-0.02,0.09,1.3,-0.09,-4.63,10.32
0.02,-0.12,1.04,4.85,-0.78,6.96
0.04,-0.15,1.06,7.88,-0.72,9.54
0.02,-0.11,1.07,8.95,-2.82,3.07
0.05,0.0,1.0,12.47,-3.95,1.45
-0.02,-0.1,1.07,7.97,-8.14,0.76
0.01,-0.09,1.04,7.79,-11.1,-0.95
0.01,-0.09,1.0,8.87,-16.43,-1.79
0.03,-0.07,1.01,8.5,-18.43,-0.99
0.06,-0.06,0.99,9.04,-15.86,-0.09
0.03,-0.05,0.97,9.51,-17.85,-2.06
0.04,-0.06,0.93,12.81,-14.18,-2.18
0.09,-0.05,0.97,10.69,-4.81,15.31
0.1,-0.05,0.97,9.42,1.88,-1.48
0.12,-0.06,0.99,8.09,5.39,2.12
0.07,-0.06,0.99,8.93,4.49,3.5
0.04,-0.08,1.02,6.7,2.84,4.0
0.05,-0.05,1.0,6.55,1.59,3.3
0.03,-0.07,0.99,10.73,0.55,1.5
0.02,-0.07,1.0,11.01,-5.1,0.34
0.04,-0.05,1.06,8.66,-10.69,0.46
0.08,-0.05,1.04,6.12,-5.66,0.76
0.06,-0.05,1.01,6.26,1.18,-0.58
0.07,-0.06,1.04,6.53,4.89,-0.61
0.06,-0.05,1.05,5.8,1.3,0.53
0.04,-0.05,1.05,5.91,-4.15,0.87
0.05,-0.04,1.08,3.98,-4.92,0.93
0.07,-0.06,1.03,3.08,-2.43,1.5
0.05,-0.05,0.99,5.34,-1.08,0.5
0.07,-0.06,0.99,6.56,1.45,1.25
0.08,-0.07,0.96,9.24,5.19,1.86
0.06,-0.06,0.98,9.82,7.54,1.36
0.05,-0.03,1.04,8.4,5.08,1.25
0.06,-0.02,1.07,6.9,0.15,2.37
0.06,-0.02,1.04,9.11,-0.26,1.97
0.11,-0.02,1.08,7.91,3.28,4.12
0.1,-0.01,1.07,5.56,7.45,5.11
0.07,0.01,1.06,4.84,10.38,3.28
0.04,-0.0,1.08,3.21,3.51,5.37
