accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.17,-0.36,0.89,9.53,-1.31,0.55
0.15,-0.37,0.87,12.41,3.62,0.61
0.14,-0.36,0.88,13.6,9.69,-1.31
0.11,-0.34,0.97,8.24,9.22,-2.67
0.12,-0.34,0.93,5.66,9.16,-2.61
0.11,-0.35,0.98,3.27,3.13,-1.94
0.12,-0.35,0.95,3.1,-3.16,-0.85
0.15,-0.35,0.9,6.11,-1.76,0.4
0.15,-0.35,0.9,8.6,-0.67,0.92
0.13,-0.34,0.96,6.44,-3.48,1.07
0.15,-0.33,0.93,6.6,5.89,1.21
0.12,-0.33,0.95,5.71,10.89,-1.33
0.09,-0.32,1.02,3.21,3.86,0.15
0.13,-0.32,0.97,3.36,-0.72,1.76
0.12,-0.33,0.94,5.63,-1.01,2.11
0.09,-0.33,1.03,2.29,-4.76,0.87
0.11,-0.33,0.97,2.85,-0.72,0.7
0.12,-0.33,0.93,4.66,-0.23,0.81
0.11,-0.34,0.96,4.34,-0.75,1.53
0.13,-0.33,0.95,5.95,1.8,1.82
0.12,-0.33,0.9,9.56,5.98,1.53
0.1,-0.34,0.95,9.13,3.37,0.93
0.08,-0.33,0.99,5.76,-3.34,1.11
0.13,-0.31,0.93,8.31,0.64,1.98
0.11,-0.33,0.92,9.07,3.22,1.05
0.09,-0.32,0.96,7.97,2.52,0.4
0.07,-0.31,0.99,4.26,-1.34,-1.1
0.1,-0.3,0.95,8.87,0.0,-11.51
0.12,-0.27,1.0,4.78,5.71,-2.47
0.09,-0.31,0.98,3.07,7.1,-4.43
0.1,-0.31,0.97,4.03,6.12,-4.12
0.09,-0.31,1.02,1.88,-3.68,-2.56
0.11,-0.3,0.97,2.7,-4.38,-1.73
0.11,-0.29,0.96,3.53,0.18,-2.52
0.11,-0.3,0.98,3.37,3.37,-3.22
0.08,-0.41,0.98,1.6,1.22,-2.02
0.1,-0.31,0.96,4.56,2.66,-2.0
0.1,-0.32,0.94,7.25,-0.84,-1.27
0.1,-0.31,0.96,7.68,-1.51,-0.73
0.1,-0.3,0.96,6.0,1.45,-1.39
0.05,-0.29,1.03,0.29,-1.54,-3.13
0.08,-0.29,0.98,-0.98,0.06,-4.58
0.12,-0.3,0.94,0.53,3.69,-4.11
0.1,-0.31,0.97,1.05,0.67,-3.69
0.09,-0.31,0.94,3.18,0.43,-3.47
0.11,-0.31,0.92,3.83,2.92,-3.74
0.09,-0.3,0.96,3.88,-0.53,-3.89
0.11,-0.3,0.93,5.15,0.55,-1.94
0.1,-0.29,0.94,3.73,0.02,-1.88
0.07,-0.3,0.93,4.24,-0.53,-3.83
0.1,-0.31,0.88,7.11,5.31,-4.26
0.1,-0.31,0.9,10.06,7.45,-4.78
0.1,-0.31,0.88,11.8,8.82,-5.39
0.1,-0.29,0.97,12.21,7.31,-4.82
0.1,-0.28,0.98,12.26,6.21,-4.66
0.1,-0.28,0.97,12.7,4.84,-4.96
0.09,-0.28,0.99,11.36,3.28,-5.86
0.11,-0.26,1.07,6.66,6.15,-6.12
0.13,-0.23,1.08,4.37,8.08,-5.34
0.12,-0.25,1.03,4.66,7.24,-4.41
0.12,-0.26,1.02,5.6,7.59,-3.82
0.12,-0.27,1.0,7.71,7.73,-3.34
0.12,-0.27,0.99,8.99,8.47,-3.51
0.11,-0.26,1.01,8.58,8.85,-3.51
0.11,-0.25,1.05,7.01,7.6,-3.53
0.09,-0.25,1.05,5.22,5.11,-3.16
0.14,-0.24,0.99,4.06,13.05,-3.37
0.13,-0.25,1.02,1.71,14.96,-2.76
0.08,-0.25,1.02,1.68,7.83,-1.48
0.06,-0.26,1.02,0.7,-0.7,-1.63
0.09,-0.26,0.98,1.73,-1.59,-1.24
0.1,-0.26,0.95,3.47,4.31,-1.13
0.08,-0.26,0.95,4.76,3.79,-1.62
0.06,-0.25,1.0,3.34,0.53,-1.86
0.06,-0.25,1.0,1.56,-2.26,-1.89
0.06,-0.24,1.0,1.1,-0.92,-2.55
0.09,-0.25,0.94,1.59,6.55,-2.98
0.1,-0.26,0.95,2.96,11.25,-2.15
0.1,-0.27,0.94,5.77,9.6,-1.37
0.07,-0.26,0.96,7.15,4.79,-0.61
0.02,-0.26,1.0,5.56,-3.8,-1.33
0.03,-0.25,1.03,3.33,-5.19,-3.76
0.08,-0.24,0.99,2.31,-0.09,-4.79
0.1,-0.24,0.99,1.25,6.35,-4.76
0.11,-0.24,0.94,4.2,12.08,-3.54
0.1,-0.25,0.97,5.8,8.23,-1.97
0.07,-0.25,1.0,5.95,1.83,-0.43
0.06,-0.24,1.01,5.77,-1.22,-0.43
0.06,-0.23,0.99,6.11,-0.02,-1.54
0.07,-0.24,0.98,5.21,3.28,-2.02
0.07,-0.24,0.98,6.53,6.99,-2.09
0.07,-0.24,0.97,6.2,13.62,-3.28
0.02,-0.24,0.97,7.95,14.96,-5.24
0.03,-0.24,1.0,6.95,15.48,-7.16
0.02,-0.23,1.0,7.19,9.02,-6.79
0.03,-0.23,0.99,8.41,3.19,-6.18
0.05,-0.21,1.04,4.31,-2.63,-4.6
