accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.20,0.33,0.88, -4.32, -1.86, -2.47,
 0.20,0.33,0.88, -4.29, -1.48, -2.40,
 0.20,0.33,0.87, -4.43, -1.53, -2.43,
 0.20,0.33,0.88, -4.50, -1.11, -2.34,
 0.20,0.34,0.88, -4.00, -0.60, -2.52,
 0.21,0.34,0.88, -3.65, -0.38, -2.09,
 0.21,0.34,0.87, -3.40, 0.44, -1.42,
 0.21,0.35,0.88, -2.98, 0.52, -0.67,
 0.20,0.34,0.87, -2.95, 0.87, 0.14,
 0.20,0.35,0.89, -3.36, 0.34, 0.60,
 0.20,0.34,0.89, -3.66, 0.02, 0.82,
 0.19,0.34,0.88, -3.86, -0.43, 0.82,
 0.19,0.35,0.88, -4.21, -1.05, -0.08,
 0.19,0.34,0.87, -3.65, -1.37, -0.84,
 0.18,0.34,0.87, -3.45, -1.71, -1.36,
 0.20,0.34,0.88, -4.02, -1.11, -0.99,
 0.20,0.35,0.88, -4.23, -0.24, -0.61,
 0.20,0.36,0.87, -4.15, 0.82, 0.17,
 0.19,0.35,0.89, -4.29, 1.40, 0.43,
 0.19,0.34,0.88, -4.08, 1.91, 0.29,
 0.19,0.35,0.88, -4.43, 2.05, -0.02,
 0.19,0.35,0.88, -4.23, 2.87, 0.14,
 0.19,0.35,0.87, -4.44, 3.50, 0.17,
 0.19,0.35,0.88, -4.84, 3.68, 0.44,
 0.19,0.34,0.87, -5.76, 3.77, 0.56,
 0.18,0.34,0.88, -5.83, 3.80, 0.38,
 0.17,0.33,0.86, -5.25, 2.90, 0.15,
 0.18,0.33,0.86, -4.27, 2.24, -0.18,
 0.18,0.34,0.87, -3.91, 2.06, 0.06,
 0.18,0.34,0.87, -3.98, 1.80, 0.23,
 0.17,0.34,0.87, -4.06, 1.57, 0.46,
 0.18,0.34,0.87, -3.92, 1.44, 0.75,
 0.17,0.35,0.86, -3.71, 1.04, 0.75,
 0.17,0.34,0.86, -3.44, 1.36, 1.08,
 0.18,0.34,0.88, -3.19, 1.45, 0.78,
 0.17,0.35,0.88, -3.69, 1.60, 0.44,
 0.17,0.34,0.88, -3.97, 1.40, 0.17,
 0.17,0.34,0.87, -4.37, 1.45, -0.17,
 0.18,0.34,0.87, -4.26, 1.89, -0.12,
 0.19,0.33,0.87, -4.34, 2.43, -0.06,
 0.19,0.34,0.86, -4.92, 2.67, 0.31,
 0.18,0.34,0.88, -5.05, 2.18, 0.72,
 0.17,0.34,0.87, -5.13, 1.50, 0.58,
 0.16,0.33,0.86, -4.93, 0.70, 0.56,
 0.16,0.33,0.86, -4.56, -0.69, 0.52,
 0.15,0.32,0.85, -4.38, -2.05, 0.66,
 0.14,0.33,0.86, -3.89, -3.13, 1.21,
 0.15,0.32,0.85, -3.59, -5.47, 1.91,
 0.12,0.32,0.86, -3.22, -8.06, 3.04,
 0.11,0.31,0.85, -3.07, -12.75, 5.53,
 0.09,0.30,0.84, -1.73, -18.99, 5.91,
 0.08,0.31,0.84, -0.21, -24.34, 6.21,
 0.08,0.31,0.85, -0.20, -31.22, 5.83,
 0.10,0.31,0.84, -0.96, -38.23, 6.90,
 0.11,0.30,0.84, -0.14, -47.60, 8.69,
 0.14,0.28,0.81, 0.58, -55.83, 8.99,
 0.17,0.30,0.83, 2.37, -64.61, 11.89,
 0.19,0.31,0.84, 2.44, -78.40, 17.22,
 0.24,0.29,0.85, 3.27, -90.70, 23.71,
 0.29,0.30,0.85, 4.63, -102.06, 31.25,
 0.31,0.31,0.87, 6.63, -114.55, 39.08,
 0.32,0.31,0.87, 7.57, -122.55, 48.11,
 0.28,0.32,0.84, 9.66, -131.10, 61.77,
 0.21,0.25,0.90, 14.73, -157.60, 60.56,
 0.27,0.30,0.88, 11.04, -162.87, 69.37,
 0.20,0.28,0.87, 10.63, -168.79, 63.98,
 0.19,0.27,0.85, 9.08, -173.04, 58.93,
 0.21,0.28,0.85, 8.29, -172.84, 52.69,
 0.24,0.29,0.82, 6.35, -169.85, 44.02,
 0.29,0.27,0.77, 4.64, -169.37, 37.56,
 0.36,0.24,0.75, 4.43, -164.89, 27.28,
 0.40,0.22,0.73, 5.08, -164.15, 26.03,
 0.48,0.20,0.66, 7.18, -160.82, 24.29,
 0.54,0.20,0.63, 8.24, -154.84, 24.79,
 0.59,0.22,0.60, 6.87, -150.87, 30.63,
 0.60,0.17,0.53, 8.90, -140.03, 20.69,
 0.67,0.20,0.51, 9.69, -128.43, 23.01,
 0.68,0.21,0.50, 12.11, -123.57, 27.65,
 0.68,0.24,0.48, 19.53, -119.30, 31.56,
 0.70,0.27,0.46, 29.44, -112.87, 35.66,
 0.65,0.31,0.53, 38.46, -111.33, 42.79,
 0.59,0.38,0.65, 46.17, -121.18, 46.00,
 0.65,0.42,0.68, 42.49, -114.90, 44.17,
 0.52,0.45,0.77, 38.70, -133.39, 39.60,
 0.53,0.51,0.94, 27.42, -131.53, 33.05,
 0.57,0.46,0.82, 12.44, -116.11, 7.57,
 0.58,0.48,0.80, 5.54, -119.34, -1.66,
 0.63,0.46,0.77, 1.74, -116.69, -5.77,
 0.64,0.43,0.74, 1.07, -117.79, -7.63,
 0.67,0.41,0.71, -1.54, -117.63, -6.96,
 0.67,0.38,0.66, -4.70, -111.71, -2.05,
 0.68,0.39,0.59, -10.55, -111.50, -11.74,
 0.72,0.33,0.52, -8.17, -111.40, -14.23,
 0.78,0.31,0.45, -7.11, -109.10, -16.14,
 0.83,0.28,0.43, -3.68, -104.67, -14.67,
 0.88,0.27,0.39, -3.36, -102.78, -14.03,
 0.91,0.29,0.37, -0.79, -100.43, -7.50,
 0.90,0.26,0.34, 4.20, -98.82, 3.13,
 0.96,0.29,0.30, 8.11, -96.02, 13.27,
 0.89,0.33,0.38, 15.77, -110.82, 31.73,
 0.90,0.34,0.37, 22.44, -106.11, 39.15,
 0.87,0.38,0.43, 22.76, -106.29, 43.34,
 0.77,0.42,0.56, 26.93, -109.71, 51.25,
 0.73,0.46,0.65, 24.29, -109.47, 47.71,
 0.66,0.47,0.71, 19.34, -112.60, 38.60,
 0.67,0.45,0.70, 9.42, -110.41, 15.66,
 0.66,0.44,0.72, 2.90, -110.34, -1.60,
 0.71,0.45,0.68, -3.45, -112.37, -12.69,
 0.79,0.46,0.64, -9.66, -111.04, -17.80,
 0.85,0.42,0.59, -12.58, -108.81, -16.99,
 0.89,0.39,0.54, -16.11, -108.18, -14.72,
 0.89,0.39,0.48, -16.49, -107.25, -9.05,
 0.89,0.37,0.43, -14.29, -110.12, -4.90,
 0.90,0.36,0.38, -12.47, -114.60, 0.17,
 0.90,0.35,0.34, -10.03, -117.73, 5.08,
 0.90,0.34,0.30, -8.55, -120.79, 9.45,
 0.90,0.32,0.26, -9.16, -123.11, 13.88,
 0.90,0.32,0.24, -9.77, -124.37, 17.27,
 0.93,0.31,0.20, -8.82, -122.64, 21.05,
 0.97,0.32,0.19, -5.74, -118.05, 26.02,
 1.00,0.32,0.19, -1.13, -112.47, 31.44,
 1.00,0.31,0.20, 5.39, -105.50, 38.23,
 0.97,0.34,0.25, 10.46, -100.18, 43.91,
 0.93,0.35,0.29, 13.60, -92.87, 44.96,
 0.85,0.36,0.34, 14.79, -89.62, 42.17,
 0.78,0.36,0.37, 13.25, -91.85, 34.53,
 0.74,0.35,0.40, 9.31, -98.56, 22.90,
 0.73,0.36,0.39, 3.42, -106.29, 9.56,
 0.76,0.35,0.39, -2.02, -112.70, -2.44,
 0.84,0.35,0.34, -6.58, -113.88, -10.60,
 0.91,0.36,0.32, -11.01, -111.60, -12.66,
 0.96,0.34,0.27, -14.05, -106.63, -10.82,
 0.99,0.32,0.21, -14.50, -102.23, -7.97,
 0.98,0.30,0.15, -13.10, -102.00, -3.47,
 0.97,0.27,0.09, -11.37, -105.50, -1.79,
 0.97,0.25,0.06, -7.88, -108.53, 0.66,
 1.03,0.20,0.03, -5.74, -111.60, 0.99,
 1.01,0.26,0.00, -1.82, -110.49, 4.00,
 1.02,0.20,-0.03, 0.95, -108.14, 8.18,
 1.04,0.22,-0.05, 2.49, -106.38, 13.71,
 1.04,0.23,-0.09, 2.79, -108.40, 19.33,
 1.03,0.23,-0.12, 2.81, -112.17, 26.82,
 1.03,0.22,-0.16, 6.02, -116.92, 32.90,
 1.03,0.24,-0.14, 13.18, -120.29, 40.20,
 1.03,0.24,-0.13, 19.76, -120.35, 44.20,
 1.01,0.25,-0.13, 24.12, -116.98, 47.22,
 1.00,0.24,-0.11, 27.10, -112.90, 48.49,
 1.00,0.24,-0.10, 30.69, -107.37, 49.54,
 1.00,0.24,-0.11, 33.89, -100.69, 48.31,
 0.99,0.25,-0.08, 36.44, -92.89, 45.98,
 0.97,0.27,-0.08, 36.75, -86.02, 43.47,
 0.96,0.25,-0.08, 36.78, -81.79, 40.29,
 0.93,0.26,-0.11, 38.00, -82.26, 37.01,
 0.94,0.24,-0.13, 39.92, -83.40, 32.96,
 0.95,0.23,-0.14, 41.94, -83.50, 26.17,
 0.97,0.23,-0.12, 42.76, -80.84, 23.51,
 1.00,0.23,-0.11, 43.15, -78.78, 21.88,
 1.00,0.25,-0.09, 39.19, -75.37, 20.46,
 1.01,0.25,-0.08, 32.18, -72.84, 18.17,
 1.00,0.24,-0.09, 25.88, -70.95, 16.08,
 1.02,0.23,-0.10, 21.47, -70.17, 14.37,
 1.01,0.22,-0.11, 19.11, -72.29, 13.33,
 1.03,0.23,-0.11, 18.32, -74.29, 14.87,
 1.04,0.23,-0.10, 16.09, -78.00, 15.68,
 1.04,0.22,-0.08, 14.12, -79.73, 17.07,
 1.04,0.24,-0.10, 12.69, -82.98, 19.36,
 1.03,0.24,-0.11, 11.50, -85.57, 20.50,
 1.00,0.24,-0.11, 10.40, -86.76, 20.21,
 1.00,0.24,-0.10, 8.41, -85.86, 18.41,
 0.97,0.24,-0.11, 4.46, -84.34, 15.71,
 0.95,0.23,-0.14, 1.18, -84.24, 11.79,
 0.95,0.21,-0.16, -1.76, -83.36, 6.98,
 0.95,0.21,-0.19, -4.52, -80.40, 2.85,
 0.95,0.19,-0.20, -7.48, -75.28, -0.53,
 0.94,0.18,-0.20, -9.40, -70.20, -3.48,
 0.93,0.16,-0.19, -11.42, -64.34, -7.13,
 0.92,0.16,-0.20, -12.99, -60.27, -10.34,
 0.91,0.18,-0.22, -15.05, -54.79, -16.06,
 0.90,0.21,-0.24, -17.04, -52.23, -21.33,
 0.91,0.22,-0.30, -18.23, -51.83, -24.23,
 0.93,0.24,-0.33, -17.11, -54.63, -24.75,
 0.97,0.26,-0.35, -16.60, -50.27, -24.34,
 1.00,0.24,-0.38, -14.43, -49.57, -23.48,
 1.02,0.25,-0.40, -11.69, -47.79, -20.34,
 1.03,0.27,-0.38, -9.92, -46.50, -14.11,
 1.04,0.28,-0.37, -8.73, -43.71, -8.41,
 1.02,0.28,-0.36, -8.75, -41.62, -4.02,
 1.00,0.28,-0.36, -7.95, -42.11, -0.52,
 0.97,0.25,-0.38, -4.15, -44.84, 2.70,
 0.97,0.26,-0.36, -0.18, -46.92, 5.39,
 0.97,0.27,-0.32, 0.29, -45.62, 6.20,
 0.95,0.27,-0.31, -2.72, -42.32, 5.01,
 0.94,0.28,-0.32, -7.13, -40.60, 3.18,
 0.93,0.28,-0.33, -10.06, -40.44, 1.44,
 0.94,0.29,-0.35, -12.99, -38.49, -0.29,
 0.97,0.29,-0.37, -14.85, -34.08, -2.85,
 0.97,0.29,-0.40, -14.72, -32.70, -1.95,
 0.97,0.28,-0.44, -12.41, -30.82, -1.77,
 0.99,0.27,-0.46, -12.85, -28.23, -0.96,
 0.99,0.26,-0.46, -12.20, -24.46, -1.54,
 1.00,0.25,-0.47, -11.19, -20.89, -2.72,
 0.99,0.24,-0.47, -8.95, -19.42, -2.58,
 0.99,0.23,-0.48, -7.27, -19.83, -4.24,
 1.00,0.23,-0.48, -6.70, -19.73, -2.99,
 1.01,0.23,-0.46, -5.51, -19.31, -1.65,
 1.01,0.24,-0.45, -5.56, -18.81, -0.89,
