accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.43,0.27,0.80, -3.74, -8.05, 0.70,
 0.43,0.27,0.80, -3.63, -8.85, 1.04,
 0.42,0.26,0.80, -3.31, -9.54, 1.50,
 0.43,0.27,0.80, -2.72, -12.15, 2.37,
 0.42,0.26,0.80, -1.77, -15.92, 3.98,
 0.41,0.26,0.80, -0.82, -20.40, 6.38,
 0.41,0.25,0.79, -0.14, -24.79, 8.26,
 0.39,0.24,0.79, 1.10, -30.37, 10.03,
 0.38,0.24,0.80, 2.06, -35.28, 12.43,
 0.36,0.23,0.80, 2.90, -40.87, 13.54,
 0.35,0.24,0.80, 3.88, -45.50, 12.89,
 0.34,0.23,0.79, 3.92, -49.16, 10.67,
 0.36,0.23,0.79, 3.95, -50.96, 7.63,
 0.40,0.24,0.79, 3.79, -51.77, 6.27,
 0.41,0.25,0.78, 4.27, -53.50, 6.70,
 0.42,0.24,0.77, 5.24, -56.66, 9.19,
 0.42,0.23,0.76, 7.83, -62.32, 12.52,
 0.40,0.23,0.75, 11.11, -70.79, 16.70,
 0.39,0.22,0.75, 14.41, -81.34, 21.33,
 0.38,0.23,0.75, 16.38, -91.24, 23.10,
 0.40,0.23,0.75, 16.58, -99.51, 22.84,
 0.43,0.23,0.73, 15.85, -103.24, 20.12,
 0.45,0.24,0.74, 15.45, -103.08, 15.01,
 0.51,0.27,0.74, 13.97, -100.12, 7.01,
 0.56,0.27,0.76, 13.15, -93.13, -1.91,
 0.62,0.30,0.77, 8.18, -82.93, -8.99,
 0.66,0.30,0.75, 6.11, -71.36, -15.44,
 0.68,0.30,0.74, 5.68, -62.21, -19.97,
 0.70,0.30,0.74, 5.94, -55.30, -22.11,
 0.70,0.31,0.73, 6.18, -51.95, -23.13,
 0.71,0.32,0.71, 6.21, -52.14, -22.82,
 0.71,0.33,0.71, 6.17, -55.13, -21.21,
 0.73,0.33,0.72, 6.93, -59.65, -17.88,
 0.74,0.34,0.70, 7.40, -65.04, -14.17,
 0.76,0.35,0.72, 8.18, -70.32, -9.18,
 0.77,0.36,0.73, 7.88, -73.04, -2.35,
 0.76,0.37,0.73, 6.43, -74.37, 4.38,
 0.74,0.36,0.73, 6.29, -77.40, 9.62,
 0.71,0.35,0.73, 6.35, -80.27, 13.39,
 0.68,0.34,0.72, 6.32, -82.50, 15.47,
 0.64,0.33,0.71, 5.10, -83.68, 13.77,
 0.63,0.33,0.69, 3.73, -84.58, 10.52,
 0.64,0.33,0.67, 1.74, -82.76, 6.34,
 0.66,0.31,0.65, -0.85, -78.58, 1.80,
 0.69,0.31,0.63, -2.73, -72.56, -1.34,
 0.72,0.29,0.61, -3.53, -67.16, -3.04,
 0.74,0.28,0.58, -2.40, -63.86, -2.23,
 0.75,0.28,0.57, -0.41, -62.40, 1.53,
 0.74,0.26,0.55, 1.97, -63.86, 5.53,
 0.72,0.26,0.53, 4.53, -69.34, 9.50,
 0.66,0.26,0.53, 8.17, -82.87, 18.89,
 0.70,0.24,0.48, 12.67, -88.26, 20.73,
 0.67,0.25,0.44, 15.59, -99.63, 25.63,
 0.66,0.25,0.41, 18.98, -110.90, 31.48,
 0.66,0.25,0.41, 24.85, -119.57, 35.13,
 0.64,0.28,0.42, 29.24, -127.40, 35.88,
 0.60,0.30,0.46, 28.72, -136.50, 32.06,
 0.65,0.30,0.46, 28.84, -133.02, 28.66,
 0.61,0.34,0.49, 29.60, -133.54, 21.92,
 0.63,0.36,0.51, 26.34, -128.53, 14.49,
 0.64,0.36,0.51, 20.64, -120.41, 6.85,
 0.62,0.38,0.53, 14.47, -115.63, -1.56,
 0.64,0.39,0.52, 7.60, -111.88, -9.10,
 0.67,0.38,0.48, 2.29, -107.97, -16.15,
