accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.33,0.17,0.88, -0.92, -15.02, -5.44,
 0.33,0.17,0.88, -0.92, -15.71, -5.33,
 0.33,0.17,0.88, -1.30, -15.91, -4.95,
 0.33,0.18,0.87, -1.85, -18.50, -6.14,
 0.33,0.18,0.88, -1.40, -21.48, -7.73,
 0.35,0.18,0.88, -1.39, -23.28, -8.78,
 0.38,0.20,0.87, -3.13, -22.67, -10.72,
 0.36,0.18,0.90, -1.54, -23.95, -10.21,
 0.39,0.21,0.90, -1.89, -24.96, -11.79,
 0.40,0.20,0.89, -1.48, -24.31, -11.89,
 0.41,0.20,0.90, -0.35, -25.18, -10.21,
 0.40,0.20,0.91, 1.10, -26.11, -9.47,
 0.40,0.21,0.90, 1.44, -27.73, -8.93,
 0.41,0.20,0.90, 0.76, -28.05, -7.16,
 0.39,0.19,0.90, 0.18, -28.63, -5.85,
 0.37,0.19,0.89, 0.92, -30.11, -4.09,
 0.36,0.19,0.87, 1.10, -31.63, -3.76,
 0.34,0.18,0.87, 1.05, -32.49, -4.99,
 0.33,0.18,0.88, 1.15, -31.80, -6.87,
 0.33,0.19,0.88, 0.15, -31.50, -9.69,
 0.33,0.20,0.86, 0.73, -31.47, -11.54,
 0.34,0.19,0.85, 0.69, -30.96, -13.68,
 0.35,0.19,0.86, 0.64, -31.25, -14.89,
 0.35,0.21,0.86, 0.76, -31.47, -15.79,
 0.35,0.21,0.87, -0.61, -32.52, -17.16,
 0.36,0.21,0.87, -0.32, -33.79, -17.37,
 0.37,0.21,0.87, -0.81, -36.66, -17.44,
 0.38,0.21,0.84, -0.63, -39.98, -16.92,
 0.40,0.22,0.84, 0.47, -43.53, -16.29,
 0.42,0.21,0.83, 1.07, -46.41, -15.45,
 0.42,0.22,0.83, 1.15, -48.58, -13.86,
 0.43,0.22,0.82, 1.15, -49.54, -13.34,
 0.43,0.22,0.81, 1.62, -49.47, -13.53,
 0.43,0.22,0.80, 1.76, -49.89, -13.88,
 0.43,0.22,0.80, 2.35, -50.05, -13.92,
 0.42,0.22,0.80, 2.66, -51.11, -13.57,
 0.40,0.23,0.80, 3.02, -52.52, -13.40,
 0.38,0.23,0.79, 3.24, -55.74, -12.50,
 0.37,0.23,0.78, 4.21, -60.02, -12.15,
 0.35,0.23,0.78, 5.69, -65.50, -12.29,
 0.34,0.22,0.77, 6.41, -71.40, -12.98,
 0.34,0.22,0.76, 6.95, -76.98, -14.75,
 0.37,0.23,0.76, 6.89, -81.63, -16.32,
 0.40,0.23,0.76, 6.78, -86.82, -16.38,
 0.45,0.23,0.74, 7.54, -91.95, -15.59,
 0.49,0.23,0.73, 8.41, -97.47, -13.28,
 0.53,0.24,0.72, 9.24, -103.01, -10.24,
 0.55,0.24,0.72, 10.15, -106.84, -7.21,
 0.56,0.24,0.72, 10.32, -110.64, -5.40,
 0.57,0.24,0.71, 11.15, -113.92, -3.94,
 0.58,0.23,0.69, 11.88, -117.08, -3.39,
 0.61,0.23,0.67, 11.88, -116.98, -2.79,
 0.61,0.23,0.65, 12.56, -115.65, -1.80,
 0.60,0.24,0.64, 14.21, -114.38, -0.53,
 0.59,0.26,0.64, 14.35, -112.50, -2.92,
 0.58,0.27,0.64, 13.13, -109.15, -6.53,
 0.58,0.29,0.65, 11.40, -105.97, -10.32,
 0.61,0.29,0.65, 9.08, -103.19, -14.79,
 0.65,0.30,0.67, 6.56, -99.54, -16.06,
 0.66,0.31,0.67, 6.43, -99.11, -15.85,
