accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.42,0.02,0.86, -4.55, -4.76, -1.19,
 0.42,0.03,0.85, -4.44, -4.93, -0.96,
 0.42,0.03,0.85, -4.26, -5.13, -0.67,
 0.43,0.03,0.85, -4.17, -5.62, -0.08,
 0.42,0.04,0.85, -4.14, -5.92, 0.60,
 0.43,0.03,0.86, -3.83, -5.95, 1.27,
 0.43,0.04,0.87, -3.73, -6.55, 2.40,
 0.43,0.04,0.87, -3.88, -6.69, 2.53,
 0.42,0.03,0.86, -3.86, -7.11, 2.87,
 0.42,0.04,0.87, -3.85, -7.57, 2.29,
 0.41,0.04,0.87, -3.36, -7.62, 0.95,
 0.41,0.05,0.87, -4.03, -7.15, 0.24,
 0.41,0.04,0.88, -4.27, -6.96, -0.78,
 0.41,0.04,0.88, -5.10, -7.28, -1.73,
 0.42,0.05,0.88, -5.77, -7.69, -2.38,
 0.42,0.05,0.89, -6.89, -8.23, -2.38,
 0.43,0.05,0.88, -7.02, -8.61, -2.32,
 0.43,0.04,0.87, -7.47, -9.11, -2.32,
 0.43,0.05,0.86, -7.63, -9.34, -2.52,
 0.43,0.04,0.87, -7.94, -9.04, -2.12,
 0.45,0.05,0.86, -7.36, -8.85, -1.73,
 0.45,0.04,0.86, -7.63, -8.08, -1.36,
 0.45,0.03,0.85, -7.82, -6.72, -0.92,
 0.45,0.04,0.85, -7.94, -5.56, -1.28,
 0.45,0.03,0.84, -7.25, -4.09, -1.76,
 0.46,0.03,0.85, -6.73, -2.11, -2.46,
 0.46,0.04,0.84, -6.55, 0.15, -2.58,
 0.47,0.03,0.84, -6.27, 2.40, -2.56,
 0.46,0.03,0.84, -6.24, 4.14, -2.15,
 0.45,0.04,0.84, -5.44, 4.52, -1.80,
 0.46,0.04,0.84, -5.36, 4.31, -1.54,
 0.45,0.03,0.84, -5.25, 4.34, -0.92,
 0.44,0.04,0.84, -5.57, 4.05, -0.78,
 0.44,0.04,0.84, -5.65, 3.68, -0.43,
 0.43,0.04,0.84, -5.48, 2.78, -0.34,
 0.43,0.04,0.84, -5.98, 1.62, -0.44,
 0.42,0.05,0.85, -6.24, 0.37, -0.34,
 0.42,0.04,0.84, -6.44, -1.16, -0.66,
 0.41,0.04,0.84, -6.41, -2.66, -1.18,
 0.41,0.04,0.83, -6.09, -5.15, -1.56,
 0.41,0.04,0.84, -6.09, -7.07, -1.56,
 0.41,0.04,0.84, -6.17, -9.44, -1.11,
 0.38,0.05,0.85, -6.61, -14.55, 0.66,
 0.36,0.04,0.84, -6.44, -22.79, 1.82,
 0.35,0.03,0.85, -6.64, -33.69, 2.03,
 0.33,0.08,0.89, -10.78, -48.40, 4.20,
 0.36,0.03,0.84, -10.61, -58.08, 2.03,
 0.32,0.07,0.85, -12.44, -67.25, 2.38,
 0.33,0.06,0.86, -14.64, -79.59, 1.60,
 0.30,0.06,0.85, -15.47, -93.62, 2.58,
 0.27,0.07,0.85, -19.45, -115.98, 5.22,
 0.25,0.05,0.81, -20.73, -138.95, 6.96,
 0.24,0.05,0.79, -23.18, -166.24, 8.75,
 0.24,0.06,0.77, -27.42, -194.78, 10.56,
 0.27,0.05,0.72, -29.92, -217.05, 9.86,
 0.30,0.05,0.68, -31.15, -235.85, 9.34,
 0.34,0.03,0.63, -30.60, -248.81, 6.14,
 0.40,0.02,0.58, -30.23, -260.41, 2.17,
 0.43,0.00,0.54, -30.40, -267.98, -1.21,
 0.48,-0.00,0.56, -29.21, -275.65, -6.87,
 0.60,-0.02,0.47, -27.98, -264.11, -12.20,
 0.72,-0.02,0.46, -27.63, -249.18, -19.45,
 0.81,-0.01,0.46, -28.05, -226.24, -24.93,
 0.89,-0.00,0.46, -26.34, -207.95, -25.94,
 0.96,-0.02,0.42, -22.43, -171.36, -28.58,
 0.94,-0.03,0.40, -15.80, -149.31, -28.96,
 0.94,-0.05,0.35, -6.44, -129.97, -28.47,
 0.93,-0.04,0.33, 3.63, -116.89, -26.96,
 0.92,-0.03,0.35, 11.13, -113.76, -22.95,
 0.94,-0.01,0.38, 17.44, -106.09, -18.60,
 0.92,0.01,0.39, 21.07, -103.33, -14.02,
 0.92,0.03,0.42, 22.24, -102.56, -10.32,
 0.93,0.04,0.44, 21.80, -101.76, -8.17,
 0.91,0.05,0.47, 19.24, -99.66, -7.82,
 0.92,0.07,0.51, 16.95, -96.50, -7.83,
 0.92,0.07,0.52, 15.54, -90.47, -12.47,
 0.92,0.07,0.54, 15.73, -78.08, -16.72,
 0.94,0.09,0.57, 13.59, -65.69, -22.70,
 0.94,0.09,0.59, 11.13, -52.00, -28.09,
 0.96,0.10,0.59, 9.30, -39.94, -33.28,
 0.97,0.09,0.57, 8.18, -27.13, -37.11,
 0.94,0.09,0.58, 4.15, -24.08, -38.44,
 0.93,0.07,0.54, 3.31, -22.87, -39.56,
 0.91,0.06,0.51, 1.53, -27.63, -38.96,
 0.90,0.06,0.49, 2.14, -35.65, -38.06,
 0.92,0.06,0.47, 1.01, -45.30, -35.98,
 0.94,0.07,0.47, -0.63, -53.05, -33.16,
 0.96,0.08,0.46, -3.15, -61.10, -29.71,
 0.98,0.09,0.45, -4.49, -67.65, -25.50,
 1.02,0.08,0.45, -5.50, -72.34, -20.18,
 1.04,0.07,0.44, -5.92, -73.66, -14.11,
 1.03,0.08,0.44, -7.18, -73.28, -8.85,
 1.03,0.07,0.43, -8.53, -71.91, -4.20,
 1.00,0.06,0.40, -9.11, -71.34, -0.72,
 1.00,0.05,0.39, -6.75, -68.08, 1.19,
 0.99,0.07,0.39, -5.98, -64.69, 2.85,
 0.98,0.06,0.39, -5.65, -59.16, 4.00,
 0.96,0.05,0.38, -5.79, -54.84, 2.85,
 0.93,0.06,0.36, -4.26, -51.80, 1.54,
 0.94,0.07,0.35, -3.71, -49.76, 1.39,
 0.95,0.09,0.36, -2.66, -48.81, 3.50,
 0.98,0.09,0.36, -1.65, -50.18, 8.15,
 1.00,0.09,0.34, -0.92, -53.11, 15.18,
 1.00,0.08,0.32, 0.26, -59.51, 24.11,
 0.99,0.06,0.30, 1.34, -65.88, 30.73,
 0.97,0.05,0.27, 2.66, -71.44, 35.69,
 0.93,0.05,0.26, 4.21, -76.53, 38.61,
 0.90,0.04,0.24, 5.82, -79.28, 37.02,
 0.88,0.02,0.23, 7.98, -80.37, 34.24,
 0.88,0.04,0.22, 9.27, -79.07, 29.51,
 0.89,0.06,0.24, 9.83, -78.49, 26.56,
 0.89,0.04,0.23, 10.09, -80.46, 23.86,
 0.91,0.04,0.22, 9.95, -84.21, 21.94,
 0.94,0.04,0.21, 11.68, -88.43, 20.67,
 0.98,0.03,0.22, 15.59, -91.79, 21.62,
 1.02,0.02,0.21, 18.43, -93.18, 23.98,
 1.06,0.00,0.19, 19.48, -92.53, 26.11,
 1.08,-0.01,0.18, 24.03, -91.73, 29.71,
 1.14,0.02,0.19, 26.35, -85.51, 32.34,
 1.14,0.03,0.22, 29.13, -77.11, 36.38,
 1.13,0.06,0.21, 29.47, -70.03, 40.12,
 1.08,0.05,0.17, 29.86, -64.03, 42.15,
 1.03,0.05,0.12, 31.85, -63.95, 42.58,
 0.99,0.06,0.10, 34.47, -68.23, 42.90,
 0.95,0.07,0.11, 36.34, -71.57, 43.11,
 0.94,0.07,0.10, 35.98, -75.45, 44.61,
 0.93,0.07,0.12, 35.68, -81.42, 44.63,
 0.96,0.07,0.14, 32.84, -82.21, 44.18,
 0.98,0.06,0.17, 26.81, -80.58, 43.28,
 1.00,0.07,0.20, 18.66, -77.25, 43.47,
 1.02,0.06,0.22, 9.89, -73.65, 42.93,
 1.02,0.04,0.20, 2.64, -72.08, 42.99,
 1.03,0.05,0.17, -3.74, -73.59, 45.37,
 1.01,0.04,0.16, -10.41, -78.64, 50.23,
 1.00,0.04,0.12, -14.50, -83.51, 53.36,
 0.93,0.04,0.08, -19.71, -96.70, 59.42,
 0.87,0.01,0.02, -23.42, -114.14, 64.50,
 0.85,0.00,-0.02, -27.94, -133.98, 66.37,
 0.85,-0.02,-0.07, -34.92, -152.60, 63.85,
 0.89,-0.05,-0.10, -42.20, -165.71, 56.72,
 0.96,-0.06,-0.12, -48.64, -167.44, 50.79,
