time,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.0,0.08,0.15,0.97,0.08,-4.79,-2.72
3.3333333333333333e-06,0.07,0.16,0.98,-1.1,-11.24,-8.05
6.666666666666667e-06,-0.07,0.13,1.09,-11.53,-20.61,-18.43
9.999999999999999e-06,0.05,0.15,1.04,-4.5,-10.9,-12.66
1.3333333333333333e-05,0.16,0.21,1.02,-3.28,5.59,-0.31
1.6666666666666667e-05,0.12,0.2,1.02,-7.54,1.42,0.12
2e-05,0.1,0.18,1.04,-7.04,0.11,1.73
2.3333333333333336e-05,0.08,0.19,1.02,-7.69,-1.98,1.62
2.666666666666667e-05,0.09,0.17,1.02,-7.27,-0.32,0.69
3.0000000000000004e-05,0.11,0.17,1.0,-7.65,4.96,2.14
3.3333333333333335e-05,0.1,0.17,1.01,-7.02,11.53,5.47
3.6666666666666666e-05,0.08,0.17,0.97,-6.78,9.25,2.64
3.9999999999999996e-05,0.07,0.17,1.01,-2.49,7.5,1.21
4.333333333333333e-05,0.13,0.17,0.98,-2.93,13.62,5.91
4.666666666666666e-05,0.08,0.19,0.97,-1.47,11.86,6.0
4.999999999999999e-05,0.06,0.17,1.03,-4.03,7.69,2.89
5.333333333333332e-05,0.07,0.17,1.06,1.22,4.89,4.29
5.666666666666665e-05,0.08,0.15,1.04,-4.02,5.48,5.74
5.999999999999998e-05,0.07,0.17,1.01,-5.1,3.95,5.36
6.333333333333332e-05,0.05,0.16,1.02,-6.23,2.03,3.73
6.666666666666666e-05,0.05,0.16,1.0,-5.85,1.11,2.53
7e-05,0.04,0.17,0.99,-2.99,1.86,2.24
7.333333333333333e-05,0.03,0.15,1.0,-2.84,1.25,0.76
7.666666666666667e-05,0.05,0.16,1.0,-1.4,1.73,-1.27
8e-05,0.08,0.16,1.0,-2.92,4.29,-0.18
8.333333333333334e-05,0.09,0.16,1.02,-3.89,7.82,0.79
8.666666666666668e-05,0.09,0.16,1.01,-4.03,7.42,2.11
9.000000000000002e-05,0.1,0.16,0.99,-3.98,6.2,3.74
9.333333333333336e-05,0.1,0.16,1.0,-5.18,4.34,5.98
9.66666666666667e-05,0.09,0.16,0.97,-3.56,5.36,8.23
0.00010000000000000003,0.08,0.15,0.98,-4.18,3.73,7.54
0.00010333333333333337,0.04,0.15,0.99,-4.64,1.19,4.15
0.00010666666666666671,0.05,0.15,0.98,-3.07,1.66,4.18
0.00011000000000000004,0.04,0.14,0.98,-3.34,0.43,2.12
0.00011333333333333338,0.04,0.15,0.99,-2.02,0.21,1.11
0.00011666666666666672,0.03,0.15,0.99,-1.34,0.79,1.48
0.00012000000000000006,0.03,0.15,1.0,-0.85,0.06,0.15
0.0001233333333333334,0.05,0.16,1.0,0.24,2.0,-0.52
0.00012666666666666672,0.05,0.16,1.0,0.56,3.85,-0.87
0.00013000000000000004,0.06,0.16,1.01,1.02,5.08,-1.59
0.00013333333333333337,0.06,0.16,1.02,1.16,2.85,-1.24
0.0001366666666666667,0.08,0.16,1.04,-0.78,0.93,0.17
0.00014000000000000001,0.09,0.16,1.03,-1.5,1.5,1.74
0.00014333333333333334,0.05,0.16,1.03,-2.85,1.3,1.45
0.00014666666666666666,0.03,0.15,1.02,-3.33,0.18,-0.27
0.00015,0.05,0.15,1.01,-3.15,2.09,-0.7
0.0001533333333333333,0.07,0.15,1.01,-2.29,2.4,0.03
0.00015666666666666663,0.05,0.14,1.01,-1.71,-0.14,-0.37
0.00015999999999999996,0.06,0.14,1.01,-2.09,-2.72,0.43
0.00016333333333333328,0.05,0.14,0.99,-1.71,-3.01,0.27
0.0001666666666666666,0.07,0.15,1.0,-1.01,-1.62,2.32
0.00016999999999999993,0.05,0.14,0.98,-0.09,-1.69,2.43
0.00017333333333333325,0.03,0.14,0.98,1.62,-1.59,0.66
0.00017666666666666658,0.04,0.14,1.0,1.5,-0.26,-0.46
0.0001799999999999999,0.06,0.16,1.01,1.16,3.19,-0.14
0.00018333333333333323,0.06,0.14,1.04,-0.08,3.8,-0.46
0.00018666666666666655,0.07,0.15,1.05,-2.23,3.53,-0.18
0.00018999999999999987,0.07,0.16,1.02,-2.03,0.26,-0.08
0.0001933333333333332,0.08,0.16,1.01,-1.01,-1.13,1.19
0.00019666666666666652,0.09,0.15,1.03,-2.26,-4.75,2.6
0.00019999999999999985,0.05,0.15,1.02,-2.89,-7.97,3.3
0.00020333333333333317,0.05,0.15,1.01,-3.56,-6.02,3.45
0.0002066666666666665,0.05,0.14,1.02,-4.5,-3.97,1.42
0.00020999999999999982,0.06,0.14,0.98,-2.84,0.75,1.94
0.00021333333333333314,0.07,0.14,0.99,-1.1,3.53,1.69
0.00021666666666666647,0.05,0.14,0.99,-1.27,1.83,-0.11
0.0002199999999999998,0.05,0.15,1.01,0.06,0.93,-0.43
0.00022333333333333311,0.05,0.15,1.03,-0.32,-1.8,-0.93
0.00022666666666666644,0.04,0.15,1.04,-1.53,-6.21,-2.29
0.00022999999999999976,0.04,0.15,1.06,-5.56,-13.51,-5.77
0.0002333333333333331,0.06,0.15,1.06,-7.53,-14.34,-5.42
0.0002366666666666664,0.04,0.14,1.04,-6.84,-16.0,-7.27
0.00023999999999999974,0.09,0.14,1.0,-5.69,-13.15,-5.28
0.00024333333333333306,0.07,0.16,1.0,-2.72,-12.53,-6.08
0.0002466666666666664,0.09,0.14,0.97,-0.06,-7.04,-5.21
0.00024999999999999973,0.12,0.14,0.99,-0.52,-1.63,-3.18
0.00025333333333333306,0.1,0.14,1.0,-2.12,0.38,0.09
0.0002566666666666664,0.08,0.13,0.99,-0.92,1.45,1.05
0.0002599999999999997,0.08,0.13,1.01,-0.63,0.2,2.17
0.00026333333333333303,0.06,0.13,1.02,-0.76,-2.87,1.16
0.00026666666666666635,0.06,0.12,1.02,-1.82,-3.48,0.18
0.0002699999999999997,0.07,0.13,1.01,-2.37,-1.98,-1.47
0.000273333333333333,0.07,0.13,1.02,-1.91,0.7,-2.41
0.0002766666666666663,0.11,0.13,1.0,-0.76,3.62,0.61
0.00027999999999999965,0.09,0.14,1.0,-0.08,2.24,1.79
0.000283333333333333,0.1,0.15,0.99,0.47,2.6,5.66
0.0002866666666666663,0.06,0.12,1.02,2.93,11.88,12.92
0.0002899999999999996,0.1,0.15,1.05,3.71,18.7,15.42
0.00029333333333333295,0.01,0.14,1.08,-2.09,3.76,6.85
0.00029666666666666627,-0.01,0.13,1.07,-0.05,1.45,11.89
0.0002999999999999996,0.05,0.15,1.04,-1.28,-0.41,9.02
0.0003033333333333329,0.13,0.11,0.93,-14.21,-11.07,-1.3
0.00030666666666666624,0.05,0.12,0.95,-2.24,4.53,3.51
0.00030999999999999957,0.04,0.1,0.95,-2.08,2.21,1.4
0.0003133333333333329,0.07,0.11,0.96,-1.65,1.73,-2.17
0.0003166666666666662,0.07,0.1,0.99,0.0,4.6,-4.02
0.00031999999999999954,0.06,0.11,1.01,-1.34,3.5,-5.34
0.00032333333333333286,0.07,0.11,1.02,-1.5,2.78,-5.48
0.0003266666666666662,0.11,0.11,1.03,-1.88,1.89,-2.89
0.0003299999999999995,0.1,0.11,1.02,-1.31,-1.66,-0.89
0.00033333333333333283,0.1,0.12,1.01,-1.77,-4.0,1.25
0.00033666666666666616,0.08,0.11,1.03,-1.57,-5.65,1.4
0.0003399999999999995,0.06,0.11,1.02,-1.54,-6.31,0.35
0.0003433333333333328,0.07,0.1,1.01,-1.02,-4.81,-1.07
0.00034666666666666613,0.05,0.1,1.02,-1.36,-1.59,-3.79
0.00034999999999999945,0.1,0.12,1.05,-1.28,5.36,-3.31
0.0003533333333333328,0.1,0.13,1.06,-2.43,8.73,-3.59
0.0003566666666666661,0.11,0.13,1.06,-4.17,9.88,-2.35
0.0003599999999999994,0.12,0.13,1.05,-5.65,7.19,0.0
0.00036333333333333275,0.12,0.13,1.02,-5.85,2.12,2.72
0.0003666666666666661,0.11,0.13,1.0,-5.3,-2.49,5.83
0.0003699999999999994,0.08,0.13,0.98,-3.77,-5.73,7.02
0.0003733333333333327,0.06,0.11,0.98,-2.12,-6.55,6.15
0.00037666666666666605,0.06,0.12,0.98,-1.19,-4.21,5.5
0.00037999999999999937,0.04,0.12,0.97,-1.16,-0.73,4.08
0.0003833333333333327,0.06,0.11,0.99,-0.41,4.53,3.34
0.000386666666666666,0.09,0.13,0.99,-0.32,9.05,3.66
0.00038999999999999934,0.1,0.13,1.01,-0.61,10.73,6.08
0.00039333333333333267,0.08,0.14,1.03,-0.89,6.17,6.96
0.000396666666666666,0.07,0.12,1.04,-1.71,2.05,7.83
0.0003999999999999993,0.06,0.11,1.02,-2.98,-3.76,7.47
0.00040333333333333264,0.06,0.11,1.0,-2.12,-7.11,7.95
0.00040666666666666596,0.06,0.11,0.99,-1.05,-10.0,7.77
0.0004099999999999993,0.06,0.11,0.97,0.5,-8.79,7.28
0.0004133333333333326,0.06,0.11,0.99,1.1,-8.55,6.11
0.00041666666666666593,0.04,0.12,1.0,0.56,-9.97,2.69
0.00041999999999999926,0.08,0.13,1.01,1.44,-5.76,2.99
0.0004233333333333326,0.09,0.13,1.01,1.37,0.21,3.22
0.0004266666666666659,0.08,0.13,1.04,0.03,1.89,3.44
0.00042999999999999923,0.07,0.13,1.05,-1.05,2.12,2.95
0.00043333333333333255,0.08,0.14,1.03,-1.69,3.37,2.15
0.0004366666666666659,0.09,0.14,1.03,-2.02,5.68,3.16
0.0004399999999999992,0.11,0.13,1.02,-1.25,5.02,4.06
0.0004433333333333325,0.1,0.14,1.0,-0.24,4.53,5.57
0.00044666666666666585,0.08,0.13,1.02,-0.24,0.63,4.58
0.0004499999999999992,0.1,0.13,1.02,-0.29,-0.05,4.99
0.0004533333333333325,0.06,0.13,1.03,-1.25,0.17,3.85
0.0004566666666666658,0.06,0.13,1.03,-1.94,1.76,3.4
0.00045999999999999915,0.07,0.13,1.02,-1.62,2.31,3.13
0.00046333333333333247,0.07,0.13,1.04,-2.73,0.11,3.15
0.0004666666666666658,0.07,0.13,1.04,-4.35,-1.36,3.25
0.0004699999999999991,0.07,0.13,1.01,-3.22,-1.73,2.67
0.00047333333333333244,0.05,0.12,1.0,-2.5,-1.89,2.31
0.00047666666666666577,0.06,0.12,1.02,-2.76,-1.21,1.76
0.0004799999999999991,0.05,0.13,1.01,-1.54,2.41,0.27
0.0004833333333333324,0.06,0.12,1.02,-1.39,5.66,-0.6
0.00048666666666666574,0.09,0.12,1.02,-1.86,6.95,1.16
0.0004899999999999991,0.09,0.12,1.0,-2.09,4.2,1.48
0.0004933333333333325,0.07,0.11,1.02,-2.18,-0.47,2.18
0.0004966666666666659,0.07,0.11,1.01,-2.47,-3.34,1.74
0.0004999999999999993,0.07,0.1,1.0,-0.96,-3.57,1.18
0.0005033333333333326,0.07,0.11,1.0,0.29,-1.73,1.13
0.000506666666666666,0.07,0.1,1.0,1.07,0.0,0.69
0.0005099999999999994,0.08,0.1,1.02,1.3,1.37,0.56
0.0005133333333333328,0.08,0.1,1.03,0.41,2.98,0.84
0.0005166666666666661,0.09,0.1,1.04,-1.48,3.22,1.86
0.0005199999999999995,0.08,0.11,1.04,-2.78,2.12,2.44
0.0005233333333333329,0.09,0.09,1.02,-2.52,0.66,3.4
0.0005266666666666663,0.09,0.1,1.0,-1.21,1.39,5.08
0.0005299999999999997,0.08,0.09,1.01,-1.04,-0.96,4.89
0.000533333333333333,0.08,0.1,1.01,-0.79,-0.43,4.38
0.0005366666666666664,0.1,0.09,1.02,-0.38,2.84,4.95
0.0005399999999999998,0.1,0.1,1.01,0.03,5.85,6.32
0.0005433333333333332,0.06,0.09,1.02,-0.6,3.19,5.16
0.0005466666666666665,0.07,0.1,1.03,-0.73,3.47,4.47
0.0005499999999999999,0.08,0.11,1.02,-1.83,3.16,5.04
0.0005533333333333333,0.08,0.11,1.04,-2.69,4.03,6.34
0.0005566666666666667,0.07,0.1,1.03,-3.91,3.68,6.38
0.0005600000000000001,0.07,0.11,1.0,-3.44,1.16,4.81
0.0005633333333333334,0.08,0.11,1.0,-2.46,4.29,6.12
