accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.48,0.05,0.83, -4.61, -0.40, -2.78,
 0.48,0.05,0.83, -4.73, -0.12, -2.85,
 0.48,0.05,0.82, -4.53, -0.26, -2.85,
 0.48,0.05,0.83, -4.55, -0.41, -3.30,
 0.48,0.05,0.83, -4.44, -0.12, -3.66,
 0.48,0.05,0.82, -4.67, 0.47, -3.74,
 0.48,0.05,0.82, -4.96, 0.55, -3.86,
 0.48,0.05,0.83, -5.47, 0.26, -3.80,
 0.48,0.06,0.83, -5.54, 0.06, -3.76,
 0.48,0.05,0.82, -5.51, 0.44, -3.79,
 0.48,0.05,0.82, -5.69, 1.30, -3.56,
 0.49,0.05,0.82, -5.62, 2.27, -3.74,
 0.49,0.05,0.83, -5.76, 3.39, -3.83,
 0.48,0.05,0.83, -5.88, 4.14, -3.51,
 0.48,0.05,0.82, -6.37, 4.95, -3.73,
 0.49,0.04,0.82, -6.53, 5.83, -1.68,
 0.70,0.00,0.84, -11.68, 29.77, 28.14,
 0.29,0.02,0.82, -13.36, 5.47, 3.83,
 0.41,0.04,0.80, -3.47, -4.55, -1.07,
 0.49,0.04,0.82, -3.73, 11.85, -2.37,
 0.51,0.06,0.85, -1.42, 7.59, -0.17,
 0.52,0.04,0.88, -7.28, 14.76, 4.37,
 0.44,0.05,0.83, -5.79, 1.36, -0.95,
 0.51,0.02,0.81, -5.92, 2.72, 2.85,
 0.48,0.04,0.83, -5.04, 5.30, 2.11,
 0.47,0.03,0.85, -5.05, 4.32, 1.88,
 0.46,0.04,0.88, -5.39, 3.80, -2.15,
 0.50,0.04,0.86, -3.95, 1.05, -2.20,
 0.49,0.04,0.86, -5.60, 1.44, -2.00,
 0.48,0.04,0.85, -6.15, -0.90, -2.75,
 0.49,0.03,0.85, -7.33, -1.44, -2.96,
 0.49,0.03,0.84, -7.83, -1.10, -2.18,
 0.48,0.03,0.83, -7.22, 0.11, -1.98,
 0.48,0.02,0.82, -5.40, 1.80, -2.79,
 0.48,0.02,0.82, -5.97, 3.11, -2.78,
 0.48,0.03,0.81, -6.11, 4.31, -2.31,
 0.48,0.03,0.82, -5.76, 4.81, -1.59,
 0.48,0.02,0.81, -6.05, 5.08, -0.98,
