accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.47,-0.05,0.82, -5.22, 7.59, -2.72,
 0.46,-0.05,0.84, -5.15, 7.98, -3.07,
 0.45,-0.05,0.85, -5.19, 7.27, -3.69,
 0.45,-0.04,0.85, -4.96, 6.55, -5.01,
 0.47,-0.05,0.84, -5.18, 5.94, -4.53,
 0.45,-0.05,0.84, -6.09, 4.95, -4.55,
 0.46,-0.04,0.85, -5.88, 2.53, -4.38,
 0.45,-0.05,0.84, -5.69, 2.18, -4.27,
 0.45,-0.05,0.84, -6.05, 0.93, -5.74,
 0.46,-0.04,0.84, -6.08, 1.25, -5.28,
 0.46,-0.04,0.85, -6.47, 2.03, -5.18,
 0.45,-0.04,0.85, -6.41, 2.52, -4.87,
 0.44,-0.04,0.84, -5.86, 3.47, -6.41,
 0.45,-0.03,0.84, -5.33, 3.19, -6.63,
 0.44,-0.04,0.85, -5.60, 3.66, -7.37,
 0.45,-0.04,0.84, -5.69, 1.48, -6.95,
 0.45,-0.04,0.84, -4.82, 2.02, -7.18,
 0.47,-0.04,0.84, -4.70, 2.31, -6.14,
 0.48,-0.04,0.84, -7.69, -0.34, -5.11,
 0.43,-0.03,0.86, -3.92, -0.85, -7.36,
 0.46,-0.03,0.86, -7.91, -0.21, -6.11,
 0.45,-0.01,0.86, -8.24, -1.71, -7.62,
 0.47,-0.03,0.86, -8.82, -0.34, -7.86,
 0.46,-0.02,0.86, -8.43, -0.40, -9.37,
 0.47,-0.03,0.85, -8.40, -0.84, -8.40,
 0.48,-0.02,0.85, -9.10, -0.95, -7.50,
 0.48,-0.03,0.86, -10.32, -1.01, -7.31,
 0.46,-0.02,0.85, -8.93, 1.18, -7.48,
 0.49,-0.02,0.85, -9.74, 2.50, -7.68,
 0.47,-0.03,0.83, -9.10, 0.38, -7.47,
 0.47,-0.02,0.84, -8.66, 2.41, -6.90,
 0.48,-0.03,0.83, -6.87, 1.37, -5.79,
 0.46,-0.02,0.83, -7.18, 1.62, -5.86,
 0.46,-0.03,0.83, -7.36, 0.17, -6.09,
 0.45,-0.03,0.84, -7.97, -0.32, -5.59,
 0.45,-0.02,0.84, -7.45, 1.04, -6.37,
 0.46,-0.03,0.83, -6.34, 0.70, -6.34,
 0.46,-0.01,0.85, -6.81, 0.63, -6.85,
 0.47,-0.03,0.86, -7.62, 0.37, -7.40,
 0.48,-0.03,0.85, -8.05, 0.61, -6.61,
 0.48,-0.03,0.84, -8.78, 1.42, -6.23,
 0.48,-0.03,0.84, -8.50, 1.95, -5.18,
 0.47,-0.04,0.83, -8.64, 2.72, -5.63,
 0.47,-0.04,0.83, -8.17, 4.70, -6.00,
 0.48,-0.05,0.82, -8.24, 4.24, -5.51,
 0.46,-0.04,0.82, -9.13, 4.67, -5.63,
 0.46,-0.05,0.82, -9.59, 4.09, -4.18,
