accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.38,0.00,0.90, -18.11, 2.23, -5.28,
 0.38,0.01,0.90, -18.15, 2.99, -5.69,
 0.37,0.00,0.92, -18.67, 2.64, -5.40,
 0.38,0.01,0.90, -18.47, 2.70, -3.85,
 0.39,-0.01,0.86, -16.85, 2.14, -2.98,
 0.37,-0.00,0.88, -17.65, 3.31, -3.22,
 0.38,-0.01,0.85, -17.45, 5.16, -1.39,
 0.38,-0.02,0.86, -17.56, 6.32, -0.75,
 0.38,-0.02,0.85, -16.43, 8.43, 0.37,
 0.38,-0.02,0.86, -16.15, 10.53, 0.63,
 0.39,-0.01,0.87, -15.76, 14.70, 0.75,
 0.38,-0.01,0.89, -16.76, 15.91, 1.47,
 0.38,-0.00,0.89, -17.98, 16.06, 1.59,
 0.39,0.00,0.89, -18.69, 14.41, 2.60,
 0.36,-0.02,0.91, -19.76, 13.01, 3.45,
 0.36,-0.02,0.90, -20.02, 12.05, 4.44,
 0.36,-0.03,0.92, -19.63, 9.63, 3.59,
 0.35,-0.03,0.93, -18.84, 5.86, 3.18,
 0.34,-0.03,0.92, -16.87, 2.61, -0.53,
 0.35,-0.03,0.91, -16.17, -0.47, -5.07,
 0.31,-0.04,1.01, -18.08, -11.04, -9.57,
 0.39,-0.05,0.87, -8.89, -2.96, -4.69,
 0.36,-0.01,0.91, -13.59, -6.37, -8.67,
 0.34,-0.02,0.93, -14.15, -7.71, -11.69,
 0.38,-0.03,0.90, -14.24, -4.21, -12.64,
 0.40,-0.04,0.88, -13.44, -2.35, -11.34,
 0.40,-0.06,0.86, -14.46, -3.91, -8.06,
 0.37,-0.05,0.89, -16.35, -1.59, -8.23,
 0.39,-0.06,0.88, -16.75, 3.37, -5.30,
 0.37,-0.04,0.89, -19.62, 3.91, -4.76,
 0.39,-0.05,0.86, -18.56, 4.43, -1.65,
 0.36,-0.04,0.86, -19.07, 4.73, 0.06,
 0.37,-0.06,0.87, -18.95, 3.21, -1.07,
 0.37,-0.06,0.85, -16.73, 5.59, -0.79,
 0.36,-0.04,0.87, -17.05, 5.95, -0.84,
 0.38,-0.08,0.85, -15.56, 6.05, 2.82,
 0.38,-0.06,0.87, -16.09, 5.94, 1.97,
 0.36,-0.06,0.88, -15.28, 5.68, 3.80,
 0.37,-0.08,0.88, -15.85, 3.73, 2.58,
 0.35,-0.06,0.88, -14.87, 1.98, 1.05,
 0.34,-0.04,0.86, -14.15, 0.58, 1.68,
 0.37,-0.07,0.89, -11.62, -2.21, -0.81,
 0.36,-0.08,0.87, -8.31, -1.04, -0.66,
 0.37,-0.09,0.85, -7.53, -2.82, 0.64,
 0.38,-0.09,0.86, -4.14, -0.73, -0.40,
 0.37,-0.08,0.87, -4.40, -1.22, -1.33,
 0.37,-0.08,0.87, -2.03, -1.13, -1.92,
 0.36,-0.08,0.86, -2.15, -1.92, -1.74,
 0.37,-0.08,0.87, -1.40, -2.26, -1.79,
 0.36,-0.07,0.87, 0.89, -0.55, -1.68,
 0.37,-0.07,0.87, 1.18, -0.47, -1.47,
 0.37,-0.07,0.88, 0.55, -1.30, -1.82,
 0.37,-0.06,0.89, 1.22, -0.90, -3.10,
 0.38,-0.06,0.88, 1.33, -0.23, -4.27,
 0.38,-0.05,0.88, 0.98, 0.24, -4.20,
 0.38,-0.05,0.89, -0.43, -0.09, -4.49,
 0.39,-0.06,0.89, 0.12, 2.21, -4.14,
 0.37,-0.05,0.88, -1.05, 3.34, -4.55,
 0.37,-0.05,0.88, -1.45, 3.11, -3.89,
 0.37,-0.05,0.86, -1.02, 2.67, -3.42,
 0.37,-0.06,0.87, -0.69, 2.43, -3.11,
 0.37,-0.05,0.87, -0.69, 1.89, -2.81,
 0.37,-0.05,0.87, -0.90, 0.64, -1.91,
 0.37,-0.05,0.87, -2.03, -0.55, -0.44,
 0.37,-0.05,0.89, -1.97, -1.53, 1.22,
 0.37,-0.04,0.89, -2.72, -1.34, 3.18,
 0.37,-0.04,0.88, -3.08, -1.83, 5.82,
 0.36,-0.03,0.90, -4.27, -3.76, 7.86,
 0.37,-0.03,0.89, -1.22, -1.45, 10.34,
 0.37,-0.02,0.91, -1.13, -1.10, 11.50,
 0.38,-0.02,0.91, 0.00, -0.76, 12.58,
 0.38,-0.01,0.92, 0.53, 1.05, 13.66,
 0.38,-0.00,0.92, 0.00, 1.83, 14.58,
 0.38,0.00,0.92, -1.80, 1.11, 14.49,
 0.40,0.00,0.91, -2.20, 3.94, 14.29,
 0.39,0.02,0.93, -4.82, 5.24, 12.72,
 0.38,0.01,0.91, -5.89, 7.02, 11.60,
 0.38,0.01,0.90, -6.98, 9.92, 9.18,
 0.38,0.00,0.90, -7.48, 12.17, 7.30,
 0.38,-0.00,0.91, -9.01, 12.35, 5.50,
 0.37,-0.01,0.88, -8.11, 14.98, 4.20,
 0.36,-0.00,0.88, -10.50, 15.10, 4.92,
 0.35,-0.01,0.87, -10.14, 14.09, 5.36,
 0.35,-0.02,0.88, -8.41, 13.50, 5.63,
 0.35,-0.02,0.87, -6.69, 12.47, 6.09,
 0.35,-0.01,0.86, -6.70, 10.38, 6.50,
 0.35,-0.02,0.87, -6.12, 9.86, 7.27,
 0.34,-0.01,0.87, -5.80, 8.92, 7.59,
 0.35,-0.01,0.88, -5.39, 8.78, 7.40,
 0.35,-0.01,0.88, -5.24, 8.37, 6.47,
 0.35,-0.01,0.88, -4.58, 8.08, 5.65,
 0.35,-0.01,0.88, -3.27, 7.76, 4.49,
 0.35,-0.01,0.90, -2.15, 8.05, 3.63,
 0.35,-0.01,0.92, -1.92, 8.17, 2.27,
 0.35,-0.00,0.92, -3.21, 7.92, 1.08,
 0.35,-0.00,0.92, -3.82, 6.35, 0.21,
 0.36,-0.01,0.93, -4.70, 6.37, -1.31,
 0.36,-0.01,0.94, -6.31, 4.60, -1.76,
 0.35,-0.04,0.88, -6.14, 6.55, -1.97,
 0.35,-0.04,0.87, -7.31, 7.05, -1.95,
 0.35,-0.04,0.88, -7.83, 8.82, -0.99,
 0.35,-0.04,0.87, -7.48, 10.05, -0.34,
 0.33,-0.05,0.85, -6.73, 9.74, 0.52,
 0.33,-0.05,0.86, -5.94, 9.94, 1.59,
 0.34,-0.04,0.86, -4.55, 9.60, 3.16,
 0.33,-0.04,0.89, -3.60, 7.89, 3.91,
