accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 0.48,0.07,0.81, -8.64, 1.88, -6.66,
 0.49,0.07,0.80, -8.75, 2.18, -6.44,
 0.49,0.07,0.81, -8.90, 2.18, -6.82,
 0.49,0.06,0.80, -8.47, 2.05, -5.57,
 0.50,0.06,0.80, -8.00, 2.56, -4.27,
 0.47,0.08,0.82, -7.95, 2.85, -4.53,
 0.47,0.07,0.81, -7.71, 1.86, -4.78,
 0.48,0.07,0.81, -7.69, 2.89, -4.29,
 0.47,0.07,0.82, -7.45, 2.92, -4.79,
 0.48,0.07,0.82, -6.87, 1.69, -5.39,
 0.48,0.08,0.84, -7.05, 0.99, -6.81,
 0.49,0.06,0.83, -6.60, 0.41, -6.63,
 0.50,0.08,0.84, -6.37, 0.24, -6.92,
 0.50,0.07,0.84, -6.79, -0.78, -7.27,
 0.49,0.06,0.84, -7.40, -0.93, -7.24,
 0.50,0.07,0.83, -7.80, -0.29, -7.04,
 0.50,0.07,0.83, -7.77, 0.55, -6.84,
 0.49,0.08,0.83, -8.43, 0.69, -6.93,
 0.50,0.07,0.83, -8.03, 2.02, -6.47,
 0.49,0.08,0.80, -10.46, 3.30, -5.10,
 0.51,0.07,0.81, -10.17, 0.34, -5.10,
 0.46,0.08,0.85, -9.16, 1.01, -7.94,
 0.48,0.05,0.82, -8.26, 3.50, -5.54,
 0.46,0.06,0.80, -9.89, 2.26, -7.59,
 0.47,0.05,0.81, -8.53, 2.58, -7.94,
 0.47,0.05,0.82, -7.08, 3.08, -8.06,
 0.46,0.05,0.81, -8.29, 1.24, -9.22,
 0.47,0.04,0.79, -8.44, 1.39, -10.06,
 0.48,0.04,0.79, -8.27, 3.85, -10.50,
 0.49,0.04,0.79, -7.57, 7.21, -10.50,
 0.49,0.04,0.81, -9.15, 8.63, -11.27,
 0.49,0.05,0.81, -10.17, 7.71, -12.34,
 0.47,0.06,0.80, -8.78, 8.75, -12.53,
 0.47,0.07,0.80, -7.79, 10.06, -13.07,
 0.47,0.07,0.83, -6.96, 10.08, -14.32,
 0.48,0.09,0.86, -7.66, 8.31, -14.85,
 0.48,0.09,0.85, -8.69, 5.13, -15.13,
 0.48,0.08,0.85, -9.36, 2.64, -14.92,
 0.49,0.09,0.86, -9.97, 0.75, -13.51,
 0.49,0.09,0.84, -10.93, 0.44, -12.73,
 0.49,0.08,0.84, -10.49, 1.25, -11.92,
 0.47,0.08,0.83, -10.43, 1.44, -11.68,
 0.47,0.08,0.85, -11.04, 3.01, -10.24,
 0.48,0.08,0.84, -10.89, -1.08, -11.50,
 0.45,0.09,0.85, -9.01, -0.21, -12.70,
 0.47,0.07,0.84, -7.28, 0.64, -9.94,
 0.47,0.07,0.84, -7.86, -0.17, -10.23,
 0.48,0.08,0.84, -7.30, -0.46, -9.48,
 0.48,0.08,0.84, -6.84, -0.89, -8.70,
 0.49,0.09,0.85, -8.34, -2.27, -7.76,
 0.49,0.08,0.85, -9.86, -1.57, -6.27,
 0.49,0.08,0.84, -10.89, 0.27, -5.57,
 0.49,0.08,0.83, -10.81, 2.03, -4.90,
 0.48,0.07,0.82, -10.79, 3.80, -4.67,
 0.48,0.07,0.83, -10.72, 4.38, -4.27,
 0.46,0.08,0.80, -11.19, 4.23, -2.76,
 0.47,0.07,0.83, -11.80, 0.61, -2.95,
 0.45,0.07,0.82, -7.68, 2.27, -3.40,
 0.46,0.08,0.81, -7.18, 1.62, -1.80,
 0.45,0.08,0.83, -6.27, -0.43, -2.21,
 0.46,0.07,0.85, -4.58, -2.26, -3.22,
 0.46,0.08,0.84, -3.07, -4.63, -5.80,
 0.47,0.09,0.87, -3.33, -7.50, -7.40,
 0.49,0.09,0.87, -4.09, -8.73, -7.08,
 0.50,0.09,0.87, -4.90, -8.46, -5.98,
 0.50,0.10,0.87, -5.86, -7.50, -4.79,
 0.51,0.10,0.89, -6.41, -6.31, -4.50,
 0.50,0.10,0.87, -6.37, -5.07, -4.06,
 0.50,0.10,0.86, -6.99, -3.77, -3.68,
 0.50,0.10,0.88, -7.50, -3.42, -2.46,
 0.50,0.10,0.87, -9.62, -6.14, -2.26,
 0.52,0.10,0.85, -5.40, -2.20, -1.25,
 0.52,0.10,0.87, -9.18, -2.93, -0.55,
 0.50,0.10,0.87, -10.11, -3.79, -0.03,
 0.51,0.11,0.86, -10.43, -2.76, 1.05,
 0.50,0.10,0.85, -10.44, -2.12, 1.36,
 0.51,0.09,0.85, -11.04, -1.42, 1.60,
 0.50,0.09,0.85, -11.66, -0.50, 1.73,
 0.50,0.09,0.83, -12.29, 1.50, 2.35,
 0.49,0.09,0.83, -12.05, 2.78, 2.85,
 0.48,0.08,0.83, -11.76, 3.07, 3.01,
 0.47,0.08,0.83, -11.51, 3.22, 3.19,
 0.47,0.08,0.81, -10.66, 2.41, 3.36,
 0.47,0.07,0.81, -10.03, 1.56, 3.18,
 0.48,0.08,0.81, -9.28, 0.34, 3.57,
 0.47,0.08,0.82, -8.20, -1.28, 4.21,
 0.47,0.07,0.82, -7.16, -2.15, 4.18,
 0.48,0.07,0.82, -6.93, -3.48, 4.35,
 0.48,0.07,0.83, -6.72, -5.04, 4.29,
 0.49,0.07,0.84, -7.39, -4.98, 4.24,
 0.50,0.07,0.84, -8.08, -4.43, 4.63,
 0.51,0.07,0.84, -8.84, -3.31, 5.10,
 0.49,0.08,0.83, -9.54, -0.95, 5.83,
 0.49,0.08,0.82, -9.66, 0.61, 6.24,
 0.49,0.07,0.81, -10.21, 2.14, 6.00,
 0.47,0.08,0.83, -13.15, -1.89, 4.84,
 0.48,0.06,0.80, -5.44, 3.82, 5.25,
 0.47,0.07,0.80, -8.26, 3.56, 5.02,
 0.46,0.08,0.80, -7.65, 2.17, 5.04,
 0.47,0.07,0.82, -6.00, 2.95, 4.76,
 0.47,0.08,0.81, -4.78, 1.33, 3.10,
 0.47,0.08,0.82, -4.69, -0.84, 1.28,
 0.48,0.09,0.83, -5.45, -2.06, 0.12,
 0.50,0.09,0.83, -6.85, -1.59, -0.70,
 0.50,0.09,0.83, -7.51, -0.78, -1.18,
 0.50,0.09,0.81, -9.15, -0.20, -1.18,
 0.51,0.07,0.82, -8.96, 1.11, -2.72,
 0.49,0.09,0.83, -10.79, 2.34, -4.37,
 0.49,0.08,0.81, -10.92, 3.44, -3.51,
 0.49,0.08,0.80, -11.94, 5.10, -3.08,
 0.48,0.07,0.81, -11.56, 5.74, -2.81,
 0.47,0.07,0.80, -11.10, 5.28, -2.72,
 0.47,0.06,0.80, -10.64, 4.66, -2.64,
 0.47,0.07,0.79, -9.69, 4.09, -1.88,
 0.47,0.05,0.81, -8.23, 3.30, -1.71,
 0.47,0.06,0.80, -7.11, 2.96, -1.77,
 0.47,0.05,0.80, -5.95, 2.70, -1.50,
 0.47,0.06,0.81, -5.27, 1.88, -1.68,
 0.48,0.06,0.81, -5.15, 1.86, -1.92,
 0.48,0.06,0.82, -5.05, 1.34, -1.86,
 0.48,0.06,0.82, -5.31, 1.44, -2.29,
 0.49,0.06,0.84, -5.44, 1.50, -2.29,
 0.49,0.07,0.82, -5.88, 1.27, -2.81,
 0.49,0.07,0.85, -6.37, 1.56, -4.35,
 0.49,0.06,0.83, -6.26, 1.39, -4.79,
 0.50,0.06,0.83, -6.37, 1.54, -4.96,
 0.50,0.07,0.82, -7.04, 2.14, -4.69,
 0.49,0.06,0.85, -7.88, 1.85, -4.21,
 0.49,0.06,0.84, -8.32, 1.80, -4.05,
 0.49,0.07,0.83, -8.27, 1.56, -3.48,
 0.48,0.07,0.83, -8.41, 1.76, -3.10,
 0.49,0.06,0.83, -8.02, 2.17, -2.40,
 0.48,0.07,0.83, -7.54, 2.24, -2.21,
 0.48,0.09,0.78, -7.42, 2.46, 0.56,
 0.50,0.04,0.81, -5.44, 1.77, -1.73,
 0.48,0.07,0.85, -6.81, 1.40, -2.53,
 0.48,0.06,0.83, -5.92, 2.49, -0.44,
 0.49,0.07,0.82, -6.72, 2.35, -0.79,
 0.48,0.07,0.83, -6.40, 2.44, -1.30,
 0.50,0.07,0.82, -6.02, 2.37, -1.85,
 0.49,0.07,0.83, -7.47, 1.28, -2.24,
 0.50,0.06,0.81, -7.69, 3.25, -2.27,
 0.49,0.06,0.83, -7.92, 4.09, -2.61,
 0.49,0.06,0.82, -8.34, 5.01, -2.55,
 0.49,0.05,0.81, -8.72, 5.56, -2.47,
 0.48,0.05,0.82, -9.04, 6.72, -3.66,
 0.48,0.06,0.82, -9.39, 6.67, -3.68,
 0.49,0.05,0.81, -10.03, 7.24, -3.51,
 0.48,0.05,0.81, -11.08, 8.12, -2.76,
 0.50,0.04,0.80, -12.40, 6.98, -3.45,
 0.48,0.05,0.81, -10.69, 8.93, -4.69,
 0.48,0.04,0.79, -11.44, 11.19, -3.63,
 0.48,0.04,0.80, -12.06, 11.47, -3.63,
 0.47,0.04,0.80, -11.50, 12.00, -3.31,
