accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 -0.12,0.40,0.86, -5.80, 2.66, -0.56,
 -0.12,0.39,0.85, -5.39, 2.38, -0.46,
 -0.12,0.39,0.86, -4.75, 2.06, -0.64,
 -0.11,0.39,0.85, -4.37, 2.29, -0.38,
 -0.11,0.39,0.84, -3.82, 2.40, -0.64,
 -0.11,0.41,0.85, -5.42, 3.44, -1.02,
 -0.13,0.38,0.85, -3.80, 1.57, -0.23,
 -0.12,0.39,0.86, -3.68, 1.16, 0.09,
 -0.11,0.40,0.85, -5.10, 2.66, -0.06,
 -0.12,0.39,0.84, -4.14, 1.89, -0.23,
 -0.12,0.40,0.85, -6.02, 2.75, -0.72,
 -0.12,0.38,0.85, -4.06, 0.78, -0.05,
 -0.11,0.40,0.84, -4.55, 2.72, -0.35,
 -0.13,0.38,0.85, -3.92, 1.27, -0.37,
 -0.09,0.41,0.84, -6.12, 3.34, -0.34,
 -0.12,0.40,0.84, -4.50, 1.89, -1.05,
 -0.12,0.39,0.85, -4.00, 1.68, -0.81,
 -0.12,0.42,0.84, -6.08, 2.84, -1.11,
 -0.12,0.39,0.86, -2.56, 1.04, -0.72,
 -0.11,0.42,0.85, -4.92, 3.11, -1.18,
 -0.14,0.39,0.84, -2.73, 1.24, 0.24,
 -0.12,0.41,0.83, -3.68, 1.39, -0.08,
 -0.12,0.40,0.84, -3.71, 0.56, -0.06,
 -0.11,0.40,0.83, -4.52, 1.10, 0.24,
 -0.12,0.41,0.85, -2.87, 0.27, 0.05,
 -0.11,0.41,0.84, -5.10, 1.57, 0.37,
 -0.12,0.40,0.85, -3.86, 0.81, 0.50,
 -0.12,0.39,0.84, -4.76, 0.90, 0.11,
 -0.12,0.40,0.85, -4.93, 1.62, -0.21,
 -0.12,0.39,0.84, -3.68, 0.84, 0.35,
 -0.10,0.41,0.85, -5.22, 2.29, -0.50,
 -0.12,0.39,0.84, -2.87, 0.79, -0.58,
 -0.12,0.40,0.84, -5.27, 1.88, 0.00,
 -0.12,0.40,0.85, -4.76, 1.02, -0.73,
 -0.12,0.40,0.85, -5.07, 1.07, -0.70,
 -0.11,0.40,0.85, -6.20, 0.84, -1.04,
 -0.11,0.41,0.84, -5.86, -0.63, -0.02,
 -0.12,0.41,0.85, -8.90, -2.18, -0.73,
 -0.10,0.39,0.83, -4.00, -0.29, -0.24,
 -0.13,0.39,0.85, -3.57, -2.56, 0.50,
 -0.13,0.39,0.85, -5.01, -1.33, 0.79,
 -0.09,0.40,0.84, -5.53, -0.50, -0.89,
 -0.11,0.40,0.85, -4.90, -0.09, -0.37,
 -0.11,0.40,0.85, -4.85, -0.52, -0.09,
 -0.11,0.40,0.85, -4.14, -1.79, -1.18,
 -0.11,0.42,0.85, -7.86, 1.39, -0.61,
 -0.11,0.40,0.84, -4.18, 0.38, -0.95,
 -0.14,0.39,0.85, -4.78, -1.82, -0.08,
 -0.10,0.42,0.82, -6.41, 0.50, -0.53,
 -0.11,0.39,0.83, -3.68, 1.15, -1.18,
 -0.12,0.41,0.85, -7.51, 1.02, -1.37,
 -0.12,0.40,0.84, -4.87, -0.89, -1.07,
 -0.11,0.44,0.84, -9.18, 1.08, -0.29,
 -0.12,0.37,0.85, 0.84, -1.34, -0.85,
 -0.13,0.41,0.84, -5.10, -0.17, -0.23,
 -0.11,0.41,0.84, -5.48, -0.27, -0.96,
 -0.11,0.40,0.85, -5.95, 0.31, -0.67,
 -0.11,0.39,0.83, -5.69, 0.72, -0.56,
 -0.10,0.43,0.83, -4.47, 0.60, -0.03,
 -0.13,0.41,0.85, -6.21, 1.02, -0.08,
 -0.05,0.39,0.81, -2.32, 9.97, -3.11,
 -0.14,0.40,0.86, -4.98, -0.75, -1.19,
 -0.10,0.40,0.82, -3.28, 1.10, 0.38,
 -0.11,0.41,0.83, -7.02, -0.18, 1.39,
 -0.11,0.41,0.84, -7.62, 0.26, -0.20,
 -0.10,0.42,0.83, -8.47, 3.04, 1.05,
 -0.12,0.42,0.83, -6.89, 0.26, 1.11,
