accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 -0.14,0.37,0.86, -7.25, 3.02, -1.22,
 -0.14,0.37,0.85, -7.30, 3.08, -1.37,
 -0.15,0.37,0.85, -7.08, 2.89, -1.11,
 -0.14,0.37,0.85, -7.11, 2.40, -1.30,
 -0.14,0.37,0.86, -6.72, 2.24, -1.47,
 -0.15,0.37,0.85, -7.05, 2.26, -1.10,
 -0.14,0.37,0.85, -6.81, 2.09, -1.02,
 -0.15,0.37,0.86, -6.72, 1.85, -1.04,
 -0.15,0.37,0.85, -6.44, 1.66, -0.81,
 -0.13,0.35,0.82, 1.39, 5.97, -4.03,
 -0.14,0.37,0.88, -5.33, 1.77, -1.68,
 -0.15,0.37,0.84, -6.09, 1.42, -1.16,
 -0.14,0.36,0.84, -5.42, 3.59, -2.49,
 -0.13,0.38,0.87, -6.60, 1.16, -1.22,
 -0.14,0.37,0.85, -7.01, 2.12, -1.34,
 -0.14,0.36,0.84, -6.87, 3.02, -1.31,
 -0.15,0.37,0.86, -6.56, 2.34, -1.22,
 -0.14,0.37,0.86, -6.87, 2.44, -0.99,
 -0.14,0.37,0.86, -7.24, 2.26, -0.99,
 -0.15,0.36,0.85, -6.38, 2.27, -1.24,
 -0.14,0.38,0.86, -6.43, 2.18, -1.30,
 -0.14,0.37,0.86, -7.01, 2.31, -1.21,
 -0.15,0.37,0.85, -6.64, 2.46, -0.40,
 -0.14,0.37,0.85, -7.36, 2.49, -1.40,
 -0.15,0.36,0.86, -6.84, 2.29, -1.37,
 -0.15,0.37,0.86, -4.47, 2.61, -2.00,
 -0.14,0.38,0.87, -7.30, 2.87, -1.62,
 -0.14,0.36,0.85, -6.93, 3.08, -1.76,
 -0.15,0.37,0.86, -7.18, 2.73, -1.51,
 -0.14,0.37,0.87, -7.62, 2.49, -1.18,
 -0.15,0.37,0.85, -7.05, 2.52, -1.24,
 -0.14,0.35,0.85, -3.33, 1.92, -1.73,
 -0.14,0.37,0.86, -7.21, 2.35, -1.11,
 -0.15,0.37,0.86, -7.21, 2.49, -1.36,
 -0.15,0.37,0.85, -7.79, 2.26, -1.36,
 -0.14,0.36,0.85, -3.98, 1.07, -1.27,
 -0.14,0.39,0.86, -6.06, 1.85, -1.97,
 -0.15,0.37,0.85, -6.09, 2.17, -2.05,
 -0.15,0.37,0.85, -7.63, 2.58, -2.24,
 -0.14,0.37,0.86, -7.65, 2.35, -2.17,
