accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
 -0.14,0.35,0.87, -5.65, -0.50, -0.76,
 -0.14,0.36,0.85, -5.80, -0.20, -0.58,
 -0.15,0.36,0.86, -7.19, -0.11, -0.56,
 -0.14,0.34,0.87, -5.86, -0.53, -0.26,
 -0.15,0.36,0.88, -4.89, -0.23, 0.03,
 -0.15,0.35,0.87, -6.99, 0.82, 0.98,
 -0.15,0.34,0.86, -7.27, -1.36, -0.98,
 -0.14,0.37,0.87, -6.41, 0.11, 0.02,
 -0.15,0.36,0.86, -7.34, 0.66, -0.75,
 -0.13,0.35,0.85, -6.02, 0.63, -1.05,
 -0.14,0.36,0.86, -6.03, 0.40, -0.95,
 -0.14,0.35,0.85, -3.69, 0.75, -0.21,
 -0.15,0.35,0.88, -6.61, -0.14, -0.38,
 -0.15,0.34,0.87, -4.29, -0.05, -0.26,
 -0.15,0.34,0.85, -4.75, -0.52, -0.17,
 -0.14,0.34,0.86, -5.79, 0.37, -0.56,
 -0.14,0.36,0.88, -6.35, 0.78, -0.49,
 -0.14,0.35,0.86, -6.18, 0.49, -0.44,
 -0.14,0.34,0.85, -3.51, 0.70, -0.17,
 -0.14,0.36,0.87, -6.09, 0.38, -0.81,
 -0.14,0.34,0.86, -5.44, 0.17, -0.35,
 -0.14,0.35,0.87, -4.09, 0.11, -0.35,
 -0.15,0.36,0.88, -6.96, 1.74, 1.04,
 -0.16,0.33,0.87, -4.20, -1.48, 0.63,
 -0.13,0.37,0.86, -5.73, -0.21, -1.21,
 -0.14,0.36,0.86, -3.98, -0.05, -0.46,
 -0.15,0.34,0.86, -5.07, -0.72, -0.26,
 -0.14,0.34,0.85, -4.38, 0.18, -0.63,
 -0.14,0.35,0.86, -5.57, 0.27, -0.63,
 -0.14,0.35,0.85, -4.78, 0.44, -0.23,
 -0.16,0.35,0.86, -6.81, -1.15, -0.14,
 -0.14,0.35,0.86, -5.74, -0.87, 0.53,
 -0.14,0.37,0.87, -6.35, -0.52, -0.64,
 -0.14,0.35,0.84, -4.98, -0.11, -0.64,
 -0.14,0.34,0.87, -4.66, -0.81, -0.23,
 -0.14,0.36,0.86, -5.68, -0.43, -0.46,
 -0.13,0.37,0.87, -5.28, 0.00, -0.58,
 -0.14,0.36,0.87, -6.00, 0.17, -0.81,
 -0.13,0.36,0.86, -5.82, -0.29, -0.85,
 -0.15,0.35,0.87, -4.66, -0.79, -0.20,
 -0.14,0.36,0.85, -6.26, 0.08, -0.73,
 -0.14,0.33,0.85, -4.26, -0.20, -0.82,
 -0.14,0.36,0.89, -4.52, -1.40, -0.66,
 -0.15,0.35,0.86, -2.17, -1.47, 0.40,
 -0.14,0.36,0.86, -4.72, -1.73, -0.11,
 -0.14,0.37,0.85, -4.67, -0.70, -0.72,
 -0.14,0.37,0.83, -5.31, 0.46, -0.78,
 -0.13,0.40,0.84, -11.86, 2.14, 1.42,
 -0.15,0.34,0.84, -2.03, -3.08, -1.53,
 -0.14,0.39,0.85, -6.58, -1.62, -0.95,
 -0.13,0.35,0.85, -5.11, -1.60, 0.05,
 -0.13,0.38,0.83, -6.98, 0.61, -0.64,
 -0.15,0.36,0.85, -5.74, 0.08, -0.73,
 -0.16,0.37,0.86, -3.73, -1.25, -0.12,
 -0.14,0.36,0.86, -7.60, -1.02, -0.50,
 -0.15,0.37,0.85, -4.34, -1.95, -1.08,
 -0.14,0.39,0.87, -7.63, -0.95, -0.05,
 -0.12,0.38,0.85, -5.71, 0.87, -1.22,
 -0.14,0.38,0.86, -8.50, -1.44, -2.41,
 -0.16,0.40,0.86, -3.62, -1.56, 0.09,
 -0.12,0.39,0.85, -5.86, 1.28, -1.77,
 -0.13,0.39,0.84, -8.05, -1.44, -4.24,
 -0.17,0.39,0.83, -4.47, -0.61, -0.46,
 -0.13,0.40,0.85, -4.06, 2.14, -1.47,
 -0.12,0.37,0.83, -3.80, -1.07, -3.63,
 -0.15,0.41,0.84, -5.82, -0.21, -3.80,
 -0.15,0.39,0.84, -4.24, 1.62, -2.75,
 -0.16,0.36,0.85, -3.08, 0.02, -1.86,
 -0.14,0.38,0.86, -5.01, 0.89, -2.15,
