time,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.0,-0.0,0.02,1.02,6.2,6.63,13.22
3.3333333333333333e-06,-0.01,0.03,0.98,10.02,9.62,11.07
6.666666666666667e-06,-0.03,0.03,1.03,6.75,3.66,6.02
9.999999999999999e-06,0.0,0.04,1.03,4.15,3.98,5.25
1.3333333333333333e-05,-0.02,0.04,1.02,5.54,0.7,4.43
1.6666666666666667e-05,-0.01,0.04,1.0,8.92,5.15,6.72
2e-05,-0.06,0.04,1.03,7.91,1.98,1.47
2.3333333333333336e-05,-0.05,0.04,1.04,5.73,4.34,-2.37
2.666666666666667e-05,-0.01,0.06,1.02,4.47,7.73,-2.34
3.0000000000000004e-05,0.02,0.06,1.05,2.46,9.86,0.44
3.3333333333333335e-05,-0.03,0.07,1.07,1.54,2.41,0.92
3.6666666666666666e-05,-0.05,0.07,1.08,-0.15,-0.4,0.44
3.9999999999999996e-05,-0.03,0.07,1.06,-0.63,-1.18,-0.64
4.333333333333333e-05,-0.04,0.07,1.03,-0.75,-1.3,-1.44
4.666666666666666e-05,-0.03,0.06,1.01,0.02,1.83,-2.27
4.999999999999999e-05,-0.03,0.06,1.02,-0.15,4.12,-3.07
5.333333333333332e-05,-0.07,0.06,1.03,-1.95,1.89,-7.18
5.666666666666665e-05,-0.05,0.06,1.02,-2.23,0.76,-8.89
5.999999999999998e-05,-0.02,0.07,1.0,-1.57,0.08,-7.47
6.333333333333332e-05,-0.03,0.06,1.0,-0.93,-1.57,-7.11
6.666666666666666e-05,-0.0,0.06,1.0,-0.08,-0.02,-5.08
7e-05,-0.04,0.05,1.0,0.4,-1.68,-5.54
7.333333333333333e-05,-0.03,0.05,1.0,0.18,0.08,-5.01
7.666666666666667e-05,-0.03,0.05,1.01,-0.26,-0.37,-6.12
8e-05,-0.02,0.06,0.99,0.66,-1.6,-6.24
8.333333333333334e-05,-0.03,0.04,1.0,1.82,-1.1,-5.73
8.666666666666668e-05,-0.01,0.05,1.0,2.43,-0.35,-8.78
9.000000000000002e-05,-0.0,0.05,0.99,2.32,1.37,-9.36
9.333333333333336e-05,-0.01,0.05,0.97,5.02,1.53,-9.71
9.66666666666667e-05,-0.0,0.05,1.01,4.98,2.66,-10.06
0.00010000000000000003,0.03,0.07,1.01,4.6,2.99,-7.11
0.00010333333333333337,0.01,0.06,1.03,5.08,1.8,-6.84
0.00010666666666666671,-0.03,0.04,1.04,2.67,-0.81,-8.66
0.00011000000000000004,0.01,0.06,1.02,2.32,0.67,-7.31
0.00011333333333333338,-0.01,0.04,1.03,2.53,-1.37,-7.04
0.00011666666666666672,-0.01,0.04,1.05,0.75,3.25,-4.73
0.00012000000000000006,-0.01,0.05,1.01,4.41,0.84,-5.59
0.0001233333333333334,-0.0,0.04,1.03,2.17,-3.02,-2.6
0.00012666666666666672,-0.01,0.02,1.0,3.94,-3.47,-2.12
0.00013000000000000004,-0.03,0.02,1.01,5.19,-3.73,-4.56
0.00013333333333333337,-0.01,0.03,1.01,6.11,-2.15,-3.65
0.0001366666666666667,-0.03,0.02,1.02,7.51,-0.63,-3.89
0.00014000000000000001,-0.05,0.02,1.04,5.22,1.39,-7.48
0.00014333333333333334,-0.03,0.03,1.06,2.81,3.24,-9.3
0.00014666666666666666,0.01,0.03,1.07,0.14,5.97,-7.56
0.00015,-0.01,0.04,1.06,-2.23,0.66,-9.01
0.0001533333333333333,0.01,0.05,1.04,-2.32,-0.92,-7.01
0.00015666666666666663,0.02,0.04,1.03,-1.74,-1.39,-5.28
0.00015999999999999996,-0.01,0.03,1.02,-1.98,-3.37,-5.79
0.00016333333333333328,-0.0,0.04,1.0,-0.89,-1.24,-6.34
0.0001666666666666666,0.01,0.04,0.99,0.11,0.02,-5.88
0.00016999999999999993,0.03,0.05,0.99,1.6,2.64,-3.88
0.00017333333333333325,0.01,0.05,1.0,2.15,1.28,-3.83
0.00017666666666666658,-0.01,0.06,1.02,0.9,3.34,-2.76
0.0001799999999999999,-0.01,0.05,1.03,-1.42,2.47,-4.0
0.00018333333333333323,-0.01,0.06,1.02,-2.75,0.89,-4.05
0.00018666666666666655,0.0,0.05,0.98,-2.06,-1.08,-3.37
0.00018999999999999987,-0.0,0.07,0.97,0.46,-5.51,-0.08
0.0001933333333333332,0.04,0.02,0.93,3.42,1.25,2.82
0.00019666666666666652,-0.05,0.07,1.02,-3.07,-4.4,1.97
0.00019999999999999985,-0.03,0.05,0.97,1.11,-5.69,2.41
0.00020333333333333317,-0.04,0.04,0.98,4.56,-2.7,2.24
0.0002066666666666665,-0.06,0.04,0.98,4.31,-2.56,0.61
0.00020999999999999982,-0.06,0.06,0.99,5.16,-3.92,-3.11
0.00021333333333333314,-0.01,0.07,1.02,4.4,-1.5,-4.12
0.00021666666666666647,-0.01,0.08,1.01,5.24,-0.49,-4.37
0.0002199999999999998,-0.0,0.08,1.01,6.37,0.38,-2.26
0.00022333333333333311,-0.02,0.08,1.02,6.76,-2.85,-2.73
0.00022666666666666644,-0.02,0.08,1.03,7.1,-4.43,-2.76
0.00022999999999999976,-0.0,0.09,1.04,6.75,-4.41,-1.89
0.0002333333333333331,-0.0,0.08,1.05,6.09,-5.47,-1.89
0.0002366666666666664,-0.03,0.07,1.04,5.6,-6.41,-3.68
0.00023999999999999974,-0.01,0.09,1.02,5.3,-3.62,-3.92
0.00024333333333333306,-0.0,0.08,1.02,4.9,-0.87,-3.04
0.0002466666666666664,-0.03,0.07,1.03,5.63,-2.55,-4.75
0.00024999999999999973,-0.0,0.08,1.04,5.18,0.76,-3.6
0.00025333333333333306,-0.0,0.09,1.04,4.26,0.64,-3.21
0.0002566666666666664,-0.05,0.07,1.06,3.44,-1.5,-5.33
0.0002599999999999997,-0.02,0.08,1.04,2.06,0.64,-4.79
0.00026333333333333303,-0.02,0.08,1.04,1.65,-1.21,-5.5
0.00026666666666666635,-0.03,0.08,1.03,2.41,-3.79,-6.05
0.0002699999999999997,-0.02,0.07,1.03,2.2,-5.07,-5.88
0.000273333333333333,-0.0,0.08,1.03,1.65,-0.92,-4.31
0.0002766666666666663,-0.04,0.07,1.04,1.65,-1.59,-6.4
0.00027999999999999965,-0.02,0.07,1.03,0.53,-0.32,-8.06
0.000283333333333333,0.0,0.07,1.02,0.61,1.44,-8.55
0.0002866666666666663,-0.01,0.07,1.01,1.51,0.79,-8.26
