time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,0.23,0.1,0.97,-15.39,1.62,-3.71
3.3333333333333333e-06,0.22,0.09,0.97,-15.39,4.15,-2.89
6.666666666666667e-06,0.21,0.08,0.95,-11.74,7.5,-1.16
9.999999999999999e-06,0.19,0.08,0.96,-9.65,12.78,-1.65
1.3333333333333333e-05,0.13,0.07,0.97,-7.51,9.95,-2.14
1.6666666666666667e-05,0.09,0.09,1.0,-7.33,4.18,-4.35
2e-05,0.1,0.08,1.0,-8.21,-0.61,-5.66
2.3333333333333336e-05,0.14,0.09,0.97,-6.72,-4.4,-5.16
2.666666666666667e-05,0.19,0.08,0.96,-4.31,-2.12,-4.95
3.0000000000000004e-05,0.2,0.09,0.97,-3.6,0.41,-3.6
3.3333333333333335e-05,0.19,0.11,0.98,-3.34,5.85,-4.24
3.6666666666666666e-05,0.16,0.08,0.98,-1.18,4.78,-3.5
3.9999999999999996e-05,0.11,0.1,1.02,-1.53,2.7,-5.59
4.333333333333333e-05,0.13,0.1,1.01,-2.24,0.03,-6.47
4.666666666666666e-05,0.15,0.08,0.98,-1.04,-2.7,-5.94
4.999999999999999e-05,0.17,0.08,0.97,-0.58,-3.19,-6.41
5.333333333333332e-05,0.19,0.09,0.98,-0.55,-4.11,-4.55
5.666666666666665e-05,0.2,0.08,0.94,2.43,-0.49,-5.3
5.999999999999998e-05,0.21,0.09,0.97,1.69,1.25,-4.27
6.333333333333332e-05,0.23,0.12,1.02,-2.17,5.37,-3.6
6.666666666666666e-05,0.2,0.09,1.0,-2.03,6.05,-2.9
7e-05,0.18,0.09,1.02,-2.23,6.41,-3.25
7.333333333333333e-05,0.19,0.09,1.01,-2.43,7.31,-3.77
7.666666666666667e-05,0.18,0.09,1.0,0.32,5.07,-4.21
8e-05,0.17,0.09,1.02,0.17,2.53,-3.82
8.333333333333334e-05,0.24,0.12,1.07,-4.52,5.04,-1.62
8.666666666666668e-05,0.25,0.1,1.03,-5.54,7.66,0.44
9.000000000000002e-05,0.22,0.09,1.01,-4.72,12.38,-0.66
9.333333333333336e-05,0.22,0.1,1.04,-6.96,13.63,1.13
9.66666666666667e-05,0.22,0.09,1.02,-5.25,13.97,3.01
0.00010000000000000003,0.18,0.08,1.03,-3.94,12.7,4.53
0.00010333333333333337,0.18,0.09,1.08,-7.63,10.58,5.97
0.00010666666666666671,0.16,0.09,1.07,-8.92,10.79,5.04
0.00011000000000000004,0.15,0.07,1.04,-9.27,9.98,4.4
0.00011333333333333338,0.16,0.08,1.05,-11.54,10.14,4.4
0.00011666666666666672,0.15,0.09,1.07,-14.11,9.28,5.1
0.00012000000000000006,0.13,0.08,1.04,-14.02,9.51,3.95
0.0001233333333333334,0.15,0.08,1.03,-14.43,9.54,4.69
0.00012666666666666672,0.13,0.07,1.01,-14.15,8.2,3.88
0.00013000000000000004,0.13,0.08,1.01,-14.03,6.37,3.98
0.00013333333333333337,0.16,0.07,1.0,-13.34,4.55,5.83
0.0001366666666666667,0.14,0.08,1.01,-14.26,2.49,6.96
0.00014000000000000001,0.14,0.08,1.0,-14.06,-0.84,8.98
0.00014333333333333334,0.15,0.07,0.98,-13.25,-0.84,9.83
0.00014666666666666666,0.15,0.07,0.97,-11.94,0.03,10.82
0.00015,0.17,0.07,0.98,-12.95,6.9,9.98
0.0001533333333333333,0.2,0.06,0.93,-14.05,15.22,10.82
0.00015666666666666663,0.1,0.06,1.0,-16.64,13.04,10.11
0.00015999999999999996,0.08,0.04,0.96,-13.4,10.99,8.17
0.00016333333333333328,0.07,0.02,0.95,-10.03,7.54,6.69
0.0001666666666666666,0.09,0.0,0.93,-5.62,9.08,5.25
0.00016999999999999993,0.06,-0.02,0.93,-1.68,2.5,6.35
0.00017333333333333325,0.04,0.03,1.0,1.05,-5.44,6.03
0.00017666666666666658,0.12,0.01,0.97,0.2,-3.97,2.56
0.0001799999999999999,0.11,-0.01,0.95,4.09,-6.5,3.71
0.00018333333333333323,0.07,0.04,0.99,6.69,-10.82,4.64
0.00018666666666666655,0.08,0.07,1.0,6.81,-7.37,3.33
0.00018999999999999987,0.12,0.06,0.97,7.13,-0.66,2.64
0.0001933333333333332,0.14,0.03,0.97,9.88,-0.41,3.82
0.00019666666666666652,0.19,0.03,0.99,10.17,11.59,4.76
0.00019999999999999985,0.14,0.03,1.01,15.57,12.67,9.16
0.00020333333333333317,0.14,0.01,0.91,23.89,20.79,4.43
0.0002066666666666665,0.08,-0.02,0.86,50.64,19.4,-0.18
0.00020999999999999982,0.03,-0.05,0.92,63.83,17.02,6.2
0.00021333333333333314,-0.01,0.1,1.13,45.86,2.85,4.38
0.00021666666666666647,0.01,0.19,1.33,13.63,3.62,-3.16
0.0002199999999999998,0.14,0.16,1.16,-4.76,25.91,-10.34
0.00022333333333333311,0.14,0.09,0.94,3.89,19.48,-4.02
0.00022666666666666644,0.18,0.04,0.86,15.73,24.67,-0.49
0.00022999999999999976,0.07,0.1,1.07,12.5,15.51,2.38
0.0002333333333333331,0.06,0.09,1.06,11.37,11.77,1.63
0.0002366666666666664,0.06,0.13,1.1,2.92,14.32,-2.17
0.00023999999999999974,0.06,0.13,1.12,-5.92,14.38,-3.85
0.00024333333333333306,0.05,0.12,1.09,-11.16,5.02,-1.97
0.0002466666666666664,0.09,0.07,0.99,-9.11,6.27,-2.24
0.00024999999999999973,0.08,0.07,0.96,-5.13,1.42,-0.64
0.00025333333333333306,0.08,0.07,1.0,-3.51,7.33,-2.89
0.0002566666666666664,0.04,0.07,1.03,-3.18,3.34,-2.15
0.0002599999999999997,0.04,0.06,0.97,0.58,2.5,-3.37
0.00026333333333333303,0.0,0.06,1.0,0.31,-2.75,-6.0
0.00026666666666666635,0.0,0.09,1.04,-2.37,-6.56,-7.97
0.0002699999999999997,0.07,0.08,1.0,-1.65,-7.36,-6.72
0.000273333333333333,0.09,0.06,0.94,2.76,-4.15,-5.82
0.0002766666666666663,0.09,0.07,0.98,3.44,-2.93,-5.8
0.00027999999999999965,0.09,0.09,1.01,2.69,-0.09,-5.4
0.000283333333333333,0.12,0.08,0.98,2.84,3.07,-4.05
0.0002866666666666663,0.08,0.11,1.05,-1.57,3.76,-3.65
0.0002899999999999996,0.08,0.11,1.05,-3.95,3.57,-2.81
0.00029333333333333295,0.05,0.09,1.04,-5.47,3.66,-3.56
0.00029666666666666627,0.05,0.1,1.05,-6.41,-0.24,-3.01
0.0002999999999999996,0.08,0.07,1.0,-2.9,-2.14,-3.3
0.0003033333333333329,0.09,0.08,1.0,-3.77,6.58,-4.27
0.00030666666666666624,0.07,0.06,0.99,-0.76,8.63,-4.96
0.00030999999999999957,0.04,0.09,1.06,-3.47,8.26,-6.11
0.0003133333333333329,0.05,0.1,1.07,-5.57,3.85,-4.35
0.0003166666666666662,0.04,0.08,1.03,-3.15,-1.5,-2.98
0.00031999999999999954,0.06,0.07,1.03,-2.23,-2.32,-2.31
0.00032333333333333286,0.08,0.07,1.0,0.5,-2.92,-0.23
0.0003266666666666662,0.09,0.06,0.96,5.89,-1.11,-0.02
0.0003299999999999995,0.1,0.06,0.98,10.78,4.12,-0.24
0.00033333333333333283,0.07,0.06,0.97,20.03,3.36,1.1
0.00033666666666666616,0.1,0.05,0.9,32.82,9.1,2.72
0.0003399999999999995,0.08,0.06,0.86,49.85,4.61,3.6
0.0003433333333333328,0.03,0.09,0.98,52.66,-5.02,2.61
0.00034666666666666613,0.05,0.1,1.11,55.56,3.01,0.82
0.00034999999999999945,0.04,0.28,1.33,9.71,9.47,-6.99
0.0003533333333333328,0.02,0.23,1.25,-9.74,-5.53,-3.15
0.0003566666666666661,0.1,0.15,0.98,-7.21,-0.02,-4.63
0.0003599999999999994,0.07,0.15,1.05,-7.79,-4.35,-3.28
0.00036333333333333275,0.09,0.16,1.04,-8.14,-0.32,-3.39
0.0003666666666666661,0.1,0.13,1.0,-7.5,4.87,-4.49
0.0003699999999999994,0.08,0.13,1.0,-6.81,1.69,-4.0
0.0003733333333333327,0.08,0.13,1.01,-7.79,0.55,-3.47
0.00037666666666666605,0.05,0.14,1.0,-9.16,0.72,-6.27
0.00037999999999999937,0.06,0.15,1.01,-10.0,-4.32,-4.76
0.0003833333333333327,0.13,0.14,0.97,-10.0,2.5,-1.95
0.000386666666666666,0.1,0.11,0.94,-5.3,2.67,0.0
0.00038999999999999934,0.1,0.11,0.96,-2.37,3.59,1.4
0.00039333333333333267,0.09,0.12,0.96,0.21,4.34,2.5
0.000396666666666666,0.08,0.11,0.96,2.98,5.73,2.29
0.0003999999999999993,0.06,0.11,0.96,9.04,3.18,3.92
0.00040333333333333264,0.09,0.1,0.95,15.3,1.73,5.51
0.00040666666666666596,0.06,0.09,0.93,25.69,-7.04,7.37
0.0004099999999999993,0.07,0.09,0.87,37.34,-1.92,5.73
0.0004133333333333326,0.09,0.15,1.04,25.79,15.07,2.35
0.00041666666666666593,0.06,0.32,1.19,7.08,14.64,3.86
0.00041999999999999926,0.06,0.22,1.16,-7.68,10.79,5.36
0.0004233333333333326,-0.0,0.2,1.12,-18.18,7.39,2.34
0.0004266666666666659,0.04,0.17,1.05,-20.76,12.11,-0.66
0.00042999999999999923,0.1,0.13,1.01,-20.23,16.78,0.46
0.00043333333333333255,0.05,0.1,0.99,-17.28,17.62,0.85
0.0004366666666666659,0.01,0.1,0.99,-14.12,16.06,-0.85
0.0004399999999999992,-0.05,0.14,1.11,-20.67,4.29,-1.69
0.0004433333333333325,-0.05,0.16,1.12,-23.95,-6.14,-2.38
0.00044666666666666585,0.02,0.12,1.01,-19.97,-8.11,-1.6
0.0004499999999999992,0.06,0.1,0.99,-17.47,-4.55,-0.73
0.0004533333333333325,0.04,0.09,1.0,-14.29,-3.79,-0.43
0.0004566666666666658,0.05,0.09,1.0,-13.66,-0.23,-0.34
0.00045999999999999915,0.03,0.09,1.02,-13.5,-4.46,0.23
0.00046333333333333247,0.02,0.1,1.02,-15.45,-6.34,-0.75
0.0004666666666666658,-0.0,0.11,1.04,-17.45,-11.45,-1.71
0.0004699999999999991,0.05,0.1,1.0,-16.73,-12.44,-0.15
0.00047333333333333244,0.08,0.08,0.95,-13.04,-10.11,1.3
0.00047666666666666577,0.07,0.08,0.97,-11.08,-7.4,2.7
0.0004799999999999991,0.07,0.07,0.96,-9.48,-5.71,2.84
0.0004833333333333324,0.04,0.07,0.96,-9.39,-1.8,0.64
0.00048666666666666574,-0.0,0.13,1.09,-17.76,-9.37,-0.95
0.0004899999999999991,0.05,0.1,1.02,-18.79,-15.08,0.7
0.0004933333333333325,0.08,0.07,0.92,-14.72,-9.65,-0.12
0.0004966666666666659,0.08,0.07,0.98,-14.52,-6.5,-0.05
0.0004999999999999993,0.08,0.07,0.96,-12.41,-6.41,0.44
0.0005033333333333326,0.05,0.06,0.94,-9.62,-6.73,-0.67
0.000506666666666666,0.05,0.06,0.93,-7.54,-7.25,-1.19
0.0005099999999999994,0.06,0.1,1.05,-14.0,-11.25,0.52
0.0005133333333333328,0.03,0.09,1.05,-16.73,-13.28,-0.26
0.0005166666666666661,0.01,0.07,1.0,-14.2,-17.83,-2.24
0.0005199999999999995,0.13,0.07,0.97,-11.74,-11.01,-0.58
0.0005233333333333329,0.09,0.05,1.0,-9.8,-9.56,0.18
0.0005266666666666663,0.07,0.05,1.02,-10.52,-5.08,-1.25
0.0005299999999999997,0.07,0.05,1.02,-10.6,-8.15,-0.89
0.000533333333333333,0.06,0.03,1.01,-12.73,-9.42,-1.76
0.0005366666666666664,0.03,0.04,1.05,-16.64,-13.89,-3.89
0.0005399999999999998,0.1,0.01,0.97,-13.6,-10.44,-3.4
0.0005433333333333332,0.12,0.01,0.97,-10.35,-6.85,-2.17
0.0005466666666666665,0.09,0.03,0.99,-11.34,-2.82,-2.43
0.0005499999999999999,0.05,0.01,1.0,-9.82,-4.49,-4.56
0.0005533333333333333,0.09,0.0,0.98,-9.4,-4.49,-4.14
0.0005566666666666667,0.11,-0.01,0.98,-8.72,-3.54,-3.42
0.0005600000000000001,0.08,0.01,1.01,-10.58,-2.72,-3.95
0.0005633333333333334,0.08,0.02,1.03,-11.51,-0.18,-4.38
0.0005666666666666668,0.11,0.01,1.0,-11.47,0.0,-3.44
0.0005700000000000002,0.11,-0.0,0.99,-10.81,1.91,-3.59
0.0005733333333333336,0.11,-0.01,0.98,-9.97,4.52,-4.12
0.000576666666666667,0.12,-0.0,0.99,-12.31,8.06,-4.73
0.0005800000000000003,0.06,0.0,1.02,-14.37,6.09,-7.37
0.0005833333333333337,0.08,-0.01,1.0,-13.11,6.96,-7.47
0.0005866666666666671,0.1,-0.03,0.98,-10.63,9.74,-6.02
0.0005900000000000005,0.09,-0.04,0.99,-7.92,7.54,-4.92
0.0005933333333333338,0.07,-0.04,1.0,-5.88,5.31,-4.35
