time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,-0.05,-0.08,1.01,-13.94,25.83,-4.53
3.3333333333333333e-06,-0.05,-0.07,1.02,-13.07,9.28,-1.08
6.666666666666667e-06,-0.09,-0.07,1.04,-9.88,-5.19,-0.02
9.999999999999999e-06,-0.06,-0.05,1.02,-4.98,-6.05,1.34
1.3333333333333333e-05,-0.02,-0.05,1.03,0.95,-8.81,4.69
1.6666666666666667e-05,-0.04,-0.05,1.07,2.4,-15.92,6.44
2e-05,-0.07,-0.06,1.11,-2.69,-13.57,0.31
2.3333333333333336e-05,-0.04,-0.05,1.04,-2.76,7.8,-6.69
2.666666666666667e-05,0.01,-0.06,1.05,-0.43,13.71,-6.14
3.0000000000000004e-05,-0.01,-0.05,1.05,2.87,8.76,-3.1
3.3333333333333335e-05,-0.01,-0.06,1.07,6.55,6.02,-0.41
3.6666666666666666e-05,0.0,-0.06,1.05,8.98,3.82,1.8
3.9999999999999996e-05,0.0,-0.05,1.06,9.83,1.74,4.2
4.333333333333333e-05,-0.05,-0.05,1.07,11.37,0.02,4.32
4.666666666666666e-05,-0.04,-0.04,1.07,9.42,3.89,1.79
4.999999999999999e-05,-0.04,-0.04,1.11,2.85,3.44,-0.6
5.333333333333332e-05,-0.01,-0.03,1.08,-0.63,3.97,0.05
5.666666666666665e-05,-0.03,-0.03,1.09,-6.03,0.92,0.43
5.999999999999998e-05,-0.03,-0.03,1.07,-8.84,-2.49,1.44
6.333333333333332e-05,-0.07,-0.03,1.03,-10.67,-3.53,-0.98
6.666666666666666e-05,-0.05,-0.05,0.98,-11.39,4.49,-4.92
7e-05,-0.01,-0.07,0.96,-11.25,8.61,-5.69
7.333333333333333e-05,0.01,-0.09,0.94,-9.37,5.21,-3.4
7.666666666666667e-05,-0.0,-0.08,0.94,-4.03,-0.92,0.87
8e-05,-0.0,-0.06,0.95,-0.06,-3.79,3.94
8.333333333333334e-05,-0.03,-0.08,0.97,0.52,-2.29,2.29
8.666666666666668e-05,-0.04,-0.08,0.95,2.17,4.66,-1.27
9.000000000000002e-05,-0.02,-0.07,0.98,2.41,7.88,-3.02
9.333333333333336e-05,-0.04,-0.08,1.0,0.21,4.34,-3.15
9.66666666666667e-05,-0.08,-0.03,1.17,-9.07,-0.99,-4.63
0.00010000000000000003,-0.01,-0.06,1.0,-1.18,-1.57,-0.81
0.00010333333333333337,-0.01,-0.07,0.97,4.95,0.2,1.5
0.00010666666666666671,-0.01,-0.07,1.01,7.31,-1.19,2.53
0.00011000000000000004,0.02,-0.06,0.99,9.89,3.63,5.95
0.00011333333333333338,-0.03,-0.07,1.03,11.4,-0.38,4.76
0.00011666666666666672,-0.06,-0.07,1.05,6.96,-2.6,2.29
0.00012000000000000006,-0.06,-0.05,1.06,4.08,-1.22,-1.37
0.0001233333333333334,-0.02,-0.04,1.02,4.84,3.77,-1.77
0.00012666666666666672,0.02,-0.04,1.01,7.82,5.45,0.4
0.00013000000000000004,-0.01,-0.04,1.0,8.18,9.02,6.12
0.00013333333333333337,-0.02,-0.05,1.0,11.05,4.32,3.98
0.0001366666666666667,-0.04,-0.06,0.98,14.47,-1.02,5.36
0.00014000000000000001,-0.04,-0.06,1.01,12.21,-2.64,3.18
0.00014333333333333334,-0.04,-0.05,1.01,11.69,0.75,0.69
0.00014666666666666666,-0.03,-0.04,1.03,7.4,6.17,-3.63
0.00015,0.0,-0.06,0.96,12.49,10.66,-0.96
0.0001533333333333333,-0.01,-0.05,0.99,12.43,-0.37,-1.44
0.00015666666666666663,-0.0,-0.07,1.0,16.32,2.89,3.11
0.00015999999999999996,-0.06,-0.04,1.03,15.27,-7.05,0.79
0.00016333333333333328,-0.01,-0.03,1.03,15.95,0.4,3.3
0.0001666666666666666,-0.01,-0.02,1.08,13.82,-2.05,3.01
0.00016999999999999993,0.02,-0.03,0.99,17.01,7.59,6.03
0.00017333333333333325,-0.03,-0.02,1.08,8.29,9.42,4.44
0.00017666666666666658,-0.09,-0.03,1.06,6.6,3.68,1.53
0.0001799999999999999,-0.07,-0.02,1.02,5.05,4.08,-0.9
0.00018333333333333323,-0.07,-0.02,1.05,3.53,0.27,-1.89
0.00018666666666666655,-0.04,-0.01,1.02,2.98,2.44,-1.15
0.00018999999999999987,-0.06,-0.01,1.03,2.82,0.53,-0.9
0.0001933333333333332,-0.04,0.0,1.02,3.53,4.46,0.09
0.00019666666666666652,-0.06,-0.02,1.04,3.28,-4.66,-0.85
0.00019999999999999985,-0.04,-0.02,1.0,2.03,-5.97,-0.29
0.00020333333333333317,-0.03,-0.02,1.0,0.14,-0.95,-1.21
0.0002066666666666665,-0.04,-0.01,0.98,-0.52,1.59,-1.89
0.00020999999999999982,-0.1,-0.01,1.07,-2.95,-2.49,-5.37
0.00021333333333333314,-0.04,-0.0,0.99,-2.32,1.33,-5.28
0.00021666666666666647,-0.02,-0.0,0.99,-0.18,1.74,-3.27
0.0002199999999999998,-0.04,-0.02,1.01,-0.02,-5.45,-2.03
0.00022333333333333311,-0.05,-0.02,1.01,-2.09,-7.51,-2.52
