time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,-0.07,-0.19,1.04,4.09,-4.73,-1.88
3.3333333333333333e-06,-0.07,-0.18,1.04,1.74,-6.03,-3.79
6.666666666666667e-06,0.03,-0.19,0.99,1.82,-1.21,-1.59
9.999999999999999e-06,0.01,-0.19,0.95,3.65,2.87,-0.34
1.3333333333333333e-05,-0.01,-0.19,0.98,2.37,0.0,0.4
1.6666666666666667e-05,-0.02,-0.19,0.98,2.98,-1.31,0.75
2e-05,-0.02,-0.19,0.97,4.84,2.43,-0.55
2.3333333333333336e-05,-0.07,-0.18,1.02,3.27,1.83,-1.13
2.666666666666667e-05,-0.01,-0.18,0.99,1.94,4.09,-0.82
3.0000000000000004e-05,-0.12,-0.18,1.15,-10.24,-10.75,-4.31
3.3333333333333335e-05,-0.01,-0.17,1.03,-11.27,-4.47,-4.18
3.6666666666666666e-05,-0.03,-0.16,1.02,-11.62,-1.65,-4.21
3.9999999999999996e-05,-0.04,-0.18,0.99,-7.98,1.85,-5.01
4.333333333333333e-05,-0.05,-0.19,1.01,-5.08,0.47,-5.21
4.666666666666666e-05,-0.04,-0.19,1.02,-4.72,-1.18,-5.16
4.999999999999999e-05,-0.02,-0.2,1.01,-4.15,-0.12,-4.35
5.333333333333332e-05,-0.01,-0.2,0.98,-2.37,-1.5,-3.57
5.666666666666665e-05,-0.05,-0.21,0.97,0.2,-3.92,-5.73
5.999999999999998e-05,-0.02,-0.2,0.99,0.73,-0.76,-5.8
6.333333333333332e-05,-0.02,-0.18,1.05,-2.81,-4.14,-6.56
6.666666666666666e-05,-0.02,-0.2,1.0,-1.16,-5.73,-3.71
7e-05,-0.02,-0.2,0.99,-1.92,-10.7,-5.1
7.333333333333333e-05,0.01,-0.19,0.98,-2.24,-6.67,-3.86
7.666666666666667e-05,-0.01,-0.2,1.02,-4.85,-7.83,-4.67
8e-05,0.01,-0.2,0.98,-3.33,-5.15,-4.5
8.333333333333334e-05,0.02,-0.2,0.97,-3.53,-2.95,-4.85
8.666666666666668e-05,-0.02,-0.22,1.07,-13.08,-1.44,-7.53
9.000000000000002e-05,0.02,-0.2,1.04,-13.63,-7.34,-6.56
9.333333333333336e-05,0.0,-0.2,1.01,-10.6,-11.08,-7.33
9.66666666666667e-05,0.06,-0.21,0.97,-6.53,-1.4,-4.96
0.00010000000000000003,0.03,-0.22,1.01,-11.45,7.28,-5.19
0.00010333333333333337,-0.0,-0.22,1.01,-7.73,4.7,-5.86
0.00010666666666666671,-0.0,-0.21,0.98,-3.04,3.95,-3.68
0.00011000000000000004,-0.01,-0.21,1.0,-2.35,-2.34,-5.74
0.00011333333333333338,-0.01,-0.22,1.04,-6.46,-2.15,-7.48
0.00011666666666666672,0.02,-0.19,1.09,-10.64,-3.36,-6.47
0.00012000000000000006,-0.02,-0.21,1.09,-19.56,-2.93,-9.33
0.0001233333333333334,0.05,-0.24,0.98,-22.66,3.89,-6.47
0.00012666666666666672,0.07,-0.22,0.9,-13.94,8.17,-4.67
0.00013000000000000004,0.03,-0.24,0.86,-3.83,5.83,-3.53
0.00013333333333333337,0.04,-0.24,0.91,2.53,3.6,-0.78
0.0001366666666666667,-0.01,-0.25,0.97,2.17,-1.6,-0.78
0.00014000000000000001,-0.02,-0.24,1.01,-2.67,1.66,-3.45
0.00014333333333333334,0.05,-0.25,1.03,-9.42,9.48,-3.33
0.00014666666666666666,-0.01,-0.22,1.01,-9.11,3.53,-4.35
0.00015,0.0,-0.24,0.98,-9.4,6.93,-5.11
0.0001533333333333333,0.0,-0.24,0.95,-5.21,3.01,-3.85
0.00015666666666666663,0.02,-0.25,0.92,0.76,4.55,-2.6
0.00015999999999999996,0.02,-0.26,0.93,4.89,3.92,-1.83
0.00016333333333333328,-0.01,-0.25,0.95,7.37,-0.58,-2.03
0.0001666666666666666,-0.05,-0.25,1.0,6.63,-8.02,-4.76
0.00016999999999999993,-0.03,-0.24,1.03,3.33,-11.33,-5.82
0.00017333333333333325,-0.01,-0.23,1.05,-0.56,-14.44,-6.24
0.00017666666666666658,0.05,-0.23,0.98,1.16,-6.75,-4.2
0.0001799999999999999,0.06,-0.24,0.97,1.51,-2.23,-2.44
0.00018333333333333323,0.05,-0.24,0.96,3.73,-0.27,-1.19
0.00018666666666666655,0.02,-0.25,0.95,7.85,-0.15,-0.23
0.00018999999999999987,-0.01,-0.24,0.98,8.85,-0.38,-2.08
0.0001933333333333332,-0.01,-0.23,0.99,7.33,-4.0,-3.44
0.00019666666666666652,-0.01,-0.23,1.02,3.5,-6.92,-3.77
0.00019999999999999985,0.05,-0.21,0.93,5.02,-2.85,-1.6
0.00020333333333333317,0.04,-0.22,0.95,7.51,-1.36,-1.01
0.0002066666666666665,0.02,-0.22,0.99,4.5,0.21,-2.09
0.00020999999999999982,0.02,-0.2,0.93,8.4,-1.02,-1.74
0.00021333333333333314,0.04,-0.21,0.92,12.24,1.01,-0.27
0.00021666666666666647,0.03,-0.22,0.92,14.7,0.98,0.29
0.0002199999999999998,0.04,-0.23,0.93,17.18,0.87,1.28
0.00022333333333333311,0.0,-0.22,0.99,17.34,0.27,-0.38
0.00022666666666666644,-0.02,-0.22,1.02,15.44,-0.56,-2.47
0.00022999999999999976,0.01,-0.21,1.04,12.84,1.53,-2.82
0.0002333333333333331,0.02,-0.21,1.04,12.06,0.43,-2.21
0.0002366666666666664,0.01,-0.22,1.0,13.27,4.09,-2.55
0.00023999999999999974,0.04,-0.21,1.0,15.39,8.9,-1.34
0.00024333333333333306,0.02,-0.22,0.99,15.44,11.88,-2.56
0.0002466666666666664,0.06,-0.21,0.96,18.75,13.98,-0.76
0.00024999999999999973,0.02,-0.2,1.02,16.21,5.28,0.0
0.00025333333333333306,0.01,-0.2,1.03,13.13,1.47,-0.31
0.0002566666666666664,0.03,-0.18,1.03,10.64,0.78,0.05
0.0002599999999999997,0.02,-0.18,1.02,8.31,1.22,0.03
0.00026333333333333303,0.07,-0.17,1.0,7.76,6.43,1.68
0.00026666666666666635,0.03,-0.16,1.0,6.66,6.0,2.11
0.0002699999999999997,0.04,-0.17,0.95,9.82,9.05,3.11
0.000273333333333333,0.04,-0.16,1.0,10.82,8.2,3.98
0.0002766666666666663,-0.01,-0.14,1.04,7.22,0.41,3.28
0.00027999999999999965,0.01,-0.15,1.0,7.02,2.99,2.89
0.000283333333333333,0.01,-0.15,0.99,7.01,5.8,2.4
0.0002866666666666663,-0.01,-0.15,1.04,5.3,2.23,2.49
0.0002899999999999996,0.01,-0.15,0.99,6.46,1.68,3.19
0.00029333333333333295,-0.05,-0.14,1.11,-0.55,-9.25,2.89
0.00029666666666666627,0.01,-0.14,1.02,0.14,-8.46,4.21
0.0002999999999999996,-0.01,-0.15,0.97,2.11,-8.2,3.45
0.0003033333333333329,-0.01,-0.15,0.98,1.3,-6.47,1.69
0.00030666666666666624,0.04,-0.15,0.92,3.88,1.94,2.05
0.00030999999999999957,0.0,-0.16,0.93,5.69,1.45,1.5
0.0003133333333333329,0.03,-0.16,0.93,8.03,-1.44,3.5
0.0003166666666666662,0.01,-0.15,0.93,10.12,-2.09,4.6
0.00031999999999999954,-0.02,-0.14,0.97,8.61,-5.68,3.57
0.00032333333333333286,-0.06,-0.14,1.04,5.15,-10.31,1.44
0.0003266666666666662,-0.05,-0.14,0.98,7.48,-6.21,-0.06
0.0003299999999999995,-0.08,-0.13,1.0,6.89,-5.36,-2.63
0.00033333333333333283,-0.06,-0.13,1.03,4.15,-7.04,-4.0
0.00033666666666666616,-0.06,-0.13,1.03,4.64,-12.52,-4.78
0.0003399999999999995,-0.05,-0.13,0.99,6.96,-10.55,-6.32
0.0003433333333333328,-0.05,-0.14,1.01,6.03,-13.5,-8.26
0.00034666666666666613,-0.05,-0.14,0.99,6.9,-16.7,-9.68
0.00034999999999999945,-0.01,-0.15,0.97,9.68,-18.47,-9.65
0.0003533333333333328,-0.02,-0.15,0.98,10.11,-18.98,-10.93
0.0003566666666666661,-0.02,-0.15,1.01,9.34,-16.32,-13.15
0.0003599999999999994,0.01,-0.14,1.01,8.9,-11.48,-12.96
0.00036333333333333275,0.03,-0.15,1.02,8.27,-8.99,-12.12
0.0003666666666666661,0.04,-0.14,1.01,8.32,-8.44,-10.49
0.0003699999999999994,0.05,-0.13,1.01,9.08,-5.44,-9.92
0.0003733333333333327,0.06,-0.14,1.0,10.31,0.23,-9.04
0.00037666666666666605,0.01,-0.14,1.03,9.28,-2.56,-10.29
0.00037999999999999937,0.04,-0.14,1.02,10.46,-0.52,-9.77
0.0003833333333333327,0.03,-0.14,1.03,10.96,0.7,-11.27
0.000386666666666666,0.02,-0.13,1.03,10.23,4.15,-13.01
0.00038999999999999934,0.09,-0.12,0.99,11.89,10.29,-10.9
0.00039333333333333267,0.05,-0.12,1.01,10.7,10.6,-11.1
0.000396666666666666,0.02,-0.12,1.04,8.52,8.35,-11.95
0.0003999999999999993,0.03,-0.1,1.04,5.92,5.86,-12.05
0.00040333333333333264,0.06,-0.1,1.03,6.67,2.12,-10.49
0.00040666666666666596,0.08,-0.1,0.99,7.88,4.14,-8.9
0.0004099999999999993,0.04,-0.1,0.99,8.35,7.13,-9.85
0.0004133333333333326,0.04,-0.09,1.02,6.63,6.63,-9.77
0.00041666666666666593,0.07,-0.08,1.01,7.25,7.77,-8.15
0.00041999999999999926,0.05,-0.08,0.98,7.13,7.45,-8.64
0.0004233333333333326,0.07,-0.09,1.0,5.82,9.5,-8.32
0.0004266666666666659,0.05,-0.08,1.0,5.3,9.77,-7.65
0.00042999999999999923,0.04,-0.08,1.02,5.73,9.48,-7.65
0.00043333333333333255,0.04,-0.07,1.04,4.6,6.99,-7.33
0.0004366666666666659,0.05,-0.07,1.03,3.79,10.85,-6.75
0.0004399999999999992,0.05,-0.07,1.04,3.51,8.26,-5.13
0.0004433333333333325,0.01,-0.07,1.04,3.24,3.42,-4.93
0.00044666666666666585,0.04,-0.06,1.02,3.07,2.47,-4.72
0.0004499999999999992,0.02,-0.06,1.01,3.36,1.47,-5.13
0.0004533333333333325,0.02,-0.06,1.01,3.63,1.54,-5.33
0.0004566666666666658,0.01,-0.04,0.99,5.19,3.25,-6.49
0.00045999999999999915,0.01,-0.04,1.02,3.86,2.46,-7.44
0.00046333333333333247,0.02,-0.04,1.02,3.22,0.21,-6.08
0.0004666666666666658,0.04,-0.04,1.0,4.46,-0.02,-4.02
0.0004699999999999991,0.01,-0.05,1.01,4.27,-3.92,-4.09
0.00047333333333333244,0.03,-0.05,1.03,2.29,-3.44,-4.27
0.00047666666666666577,0.06,-0.04,1.02,1.27,-1.65,-2.58
0.0004799999999999991,0.08,-0.05,0.98,2.52,2.15,-0.55
0.0004833333333333324,0.04,-0.06,0.97,4.31,9.33,-1.22
0.00048666666666666574,0.03,-0.07,1.02,1.66,11.8,-1.74
0.0004899999999999991,0.02,-0.05,1.08,-1.08,8.95,-0.6
0.0004933333333333325,0.03,-0.05,1.02,1.45,7.36,1.19
0.0004966666666666659,0.02,-0.07,1.05,1.76,7.02,2.66
0.0004999999999999993,0.02,-0.07,1.03,2.03,9.42,2.58
0.0005033333333333326,-0.01,-0.07,1.05,1.89,8.85,1.56
0.000506666666666666,0.0,-0.07,1.03,3.48,11.37,0.89
0.0005099999999999994,-0.02,-0.07,1.07,2.15,8.46,0.24
0.0005133333333333328,-0.03,-0.07,1.06,1.31,4.6,-0.84
0.0005166666666666661,-0.03,-0.07,1.06,1.91,3.19,-1.88
0.0005199999999999995,-0.02,-0.07,1.04,0.99,3.36,-3.5
0.0005233333333333329,-0.0,-0.07,1.02,1.5,3.89,-3.36
0.0005266666666666663,0.02,-0.07,1.02,3.33,3.22,-1.8
0.0005299999999999997,0.01,-0.07,1.01,2.84,0.0,-1.83
0.000533333333333333,0.01,-0.05,1.02,1.88,0.43,-2.0
0.0005366666666666664,0.02,-0.05,1.04,1.57,-0.84,-1.18
0.0005399999999999998,0.02,-0.05,0.99,3.05,1.6,-1.62
0.0005433333333333332,0.02,-0.05,1.01,2.09,4.66,-1.63
0.0005466666666666665,0.03,-0.05,1.01,1.71,3.11,-0.87
0.0005499999999999999,0.01,-0.05,1.03,1.86,-1.19,-0.58
0.0005533333333333333,0.0,-0.05,1.0,2.58,-3.77,-0.69
0.0005566666666666667,0.05,-0.04,0.99,3.79,0.05,0.37
0.0005600000000000001,0.03,-0.04,1.0,4.32,-2.14,0.9
0.0005633333333333334,0.03,-0.03,0.99,5.59,-2.4,0.41
0.0005666666666666668,0.04,-0.03,0.99,4.35,-4.21,0.96
0.0005700000000000002,0.04,-0.03,0.99,3.48,-7.37,1.88
0.0005733333333333336,0.07,-0.03,0.97,4.46,-5.53,2.76
0.000576666666666667,0.05,-0.04,0.97,4.89,-3.85,3.34
0.0005800000000000003,0.06,-0.04,0.98,5.15,0.4,4.23
0.0005833333333333337,0.03,-0.04,0.98,6.02,-0.24,4.67
0.0005866666666666671,0.01,-0.05,1.03,3.22,-3.63,4.31
0.0005900000000000005,0.01,-0.05,1.03,1.95,-5.08,4.78
0.0005933333333333338,-0.01,-0.05,1.03,1.92,-3.94,5.24
0.0005966666666666672,-0.02,-0.05,1.04,2.32,-1.24,4.6
0.0006000000000000006,-0.03,-0.06,1.02,1.92,1.79,2.92
0.000603333333333334,-0.05,-0.06,1.06,0.79,0.81,1.63
0.0006066666666666674,-0.05,-0.07,1.03,2.03,-1.21,0.98
0.0006100000000000007,-0.07,-0.06,1.05,1.57,-7.01,-0.5
0.0006133333333333341,-0.05,-0.07,1.06,0.05,-4.58,-0.18
0.0006166666666666675,-0.05,-0.05,1.08,-5.04,-10.69,-3.42
0.0006200000000000009,0.01,-0.06,1.01,-3.57,-3.56,-2.46
0.0006233333333333342,-0.01,-0.05,0.99,0.72,-4.38,-0.87
0.0006266666666666676,0.01,-0.06,1.01,0.37,1.74,-0.63
0.000630000000000001,-0.02,-0.05,1.0,0.05,3.53,-1.53
0.0006333333333333344,-0.06,-0.06,1.03,-0.69,-0.02,-3.95
0.0006366666666666678,0.0,-0.04,1.02,-0.47,2.21,-2.63
0.0006400000000000011,-0.01,-0.04,1.01,0.26,3.1,-1.36
0.0006433333333333345,-0.02,-0.03,1.02,1.28,0.44,-2.47
0.0006466666666666679,-0.01,-0.03,1.02,1.28,1.48,-3.33
0.0006500000000000013,-0.0,-0.04,1.03,0.41,0.47,-3.89
0.0006533333333333346,0.02,-0.03,1.01,1.28,3.6,-3.45
0.000656666666666668,0.03,-0.02,1.0,2.05,2.87,-2.79
0.0006600000000000014,0.03,-0.02,1.01,2.35,1.34,-1.71
0.0006633333333333348,0.04,-0.03,1.01,2.47,2.89,0.03
0.0006666666666666682,0.02,0.0,1.01,2.66,3.97,-0.35
0.0006700000000000015,0.02,-0.02,0.98,5.89,7.05,-0.37
0.0006733333333333349,0.01,0.01,1.06,4.56,3.47,-0.09
0.0006766666666666683,0.02,-0.02,1.04,3.37,5.08,-0.05
0.0006800000000000017,0.02,-0.02,0.98,6.02,6.23,1.91
0.000683333333333335,0.02,-0.03,1.03,5.21,5.65,2.44
0.0006866666666666684,0.01,-0.02,1.04,4.73,5.8,3.11
0.0006900000000000018,0.01,-0.03,1.02,2.96,5.77,3.66
0.0006933333333333352,0.08,0.05,1.03,2.02,2.85,2.06
0.0006966666666666686,-0.03,-0.04,1.0,3.34,4.29,1.51
0.0007000000000000019,-0.03,-0.03,1.08,1.3,-0.31,1.5
0.0007033333333333353,-0.03,-0.03,1.04,0.47,-0.95,1.39
0.0007066666666666687,-0.01,-0.03,1.01,1.04,2.92,0.84
0.0007100000000000021,-0.01,-0.03,1.0,2.5,5.31,0.92
0.0007133333333333355,-0.02,-0.02,1.02,2.63,6.67,0.73
0.0007166666666666688,0.01,-0.03,1.02,2.72,6.85,1.83
0.0007200000000000022,-0.02,-0.03,1.03,0.95,3.74,1.92
0.0007233333333333356,-0.04,-0.03,1.03,1.01,1.71,0.6
0.000726666666666669,-0.02,-0.03,1.01,1.76,1.24,1.18
0.0007300000000000023,-0.03,-0.03,1.02,1.94,-0.63,0.75
0.0007333333333333357,-0.03,-0.02,1.02,1.59,-2.24,0.03
0.0007366666666666691,0.01,-0.01,1.0,1.21,3.59,0.9
0.0007400000000000025,-0.02,-0.02,1.0,1.59,3.18,0.55
0.0007433333333333359,-0.01,-0.02,1.0,1.97,4.26,0.29
0.0007466666666666692,-0.01,-0.01,1.0,1.8,6.78,0.44
0.0007500000000000026,0.0,-0.01,0.99,3.01,11.77,0.81
0.000753333333333336,-0.01,0.0,1.0,3.82,11.22,2.23
0.0007566666666666694,0.0,0.01,0.99,5.02,10.93,3.48
0.0007600000000000028,-0.04,0.01,0.96,7.15,9.1,2.32
0.0007633333333333361,-0.02,-0.01,1.01,8.29,2.85,3.44
0.0007666666666666695,-0.06,-0.01,1.02,8.46,-4.92,3.13
0.0007700000000000029,-0.04,-0.02,1.04,5.91,-4.93,1.92
0.0007733333333333363,-0.01,0.0,1.01,5.59,-1.01,1.71
0.0007766666666666696,-0.02,-0.01,1.01,4.02,4.24,0.84
0.000780000000000003,-0.03,-0.01,1.01,4.11,3.01,1.42
0.0007833333333333364,-0.04,-0.01,1.04,3.66,-0.75,2.05
0.0007866666666666698,-0.06,-0.02,1.02,3.31,-0.35,0.2
0.0007900000000000032,-0.04,-0.01,1.02,2.78,1.08,0.03
0.0007933333333333365,-0.04,-0.0,1.04,0.21,-0.55,0.72
0.0007966666666666699,0.0,-0.01,1.01,1.48,-0.35,2.96
0.0008000000000000033,-0.02,-0.01,0.99,2.64,1.98,4.02
0.0008033333333333367,-0.03,-0.01,0.98,3.33,5.48,3.22
0.00080666666666667,-0.04,0.0,1.0,3.6,4.05,2.37
0.0008100000000000034,-0.05,-0.01,1.02,3.5,2.02,1.24
0.0008133333333333368,-0.04,-0.01,1.01,2.66,0.7,1.39
0.0008166666666666702,-0.05,-0.01,1.03,1.05,1.24,0.0
0.0008200000000000036,-0.07,-0.02,1.06,2.76,14.18,-12.03
0.0008233333333333369,-0.04,0.06,1.16,-9.44,13.74,-17.54
0.0008266666666666703,-0.02,0.0,1.05,-8.02,21.74,-21.11
0.0008300000000000037,-0.04,-0.0,1.15,-28.52,17.5,-13.16
0.0008333333333333371,0.05,0.07,0.98,-27.27,27.66,-2.02
0.0008366666666666705,-0.05,0.01,0.86,-17.31,23.3,-1.53
0.0008400000000000038,-0.09,-0.02,0.91,-6.15,7.94,-2.47
0.0008433333333333372,-0.05,-0.02,0.97,0.37,-5.97,0.06
0.0008466666666666706,-0.06,-0.04,0.95,4.2,-7.63,0.93
0.000850000000000004,-0.06,-0.03,0.94,6.7,-5.74,1.16
0.0008533333333333373,-0.1,-0.02,0.99,7.77,-7.82,-1.51
0.0008566666666666707,-0.08,-0.01,1.0,7.11,-4.95,-3.3
0.0008600000000000041,-0.05,-0.01,1.02,4.96,-4.55,-3.27
0.0008633333333333375,-0.05,-0.01,1.05,-0.44,-3.91,-2.76
0.0008666666666666709,-0.04,-0.01,1.04,-2.92,-3.66,-2.06
0.0008700000000000042,-0.01,0.0,0.96,2.32,-2.95,0.64
0.0008733333333333376,-0.03,0.0,0.97,6.14,-0.52,1.47
0.000876666666666671,-0.07,-0.0,0.99,6.24,0.15,-0.18
0.0008800000000000044,-0.08,0.0,1.08,1.57,-3.94,-2.34
0.0008833333333333377,-0.05,0.01,1.08,-1.92,-8.08,-1.07
0.0008866666666666711,-0.04,0.01,1.08,-7.34,-7.73,-1.36
0.0008900000000000045,0.01,0.02,1.03,-5.11,0.43,3.36
0.0008933333333333379,-0.04,-0.01,1.0,-1.1,2.89,2.41
0.0008966666666666713,-0.06,-0.01,1.03,-0.9,2.27,1.39
0.0009000000000000046,-0.05,-0.01,1.02,0.0,4.92,1.22
0.000903333333333338,-0.05,-0.02,1.02,1.59,4.31,1.92
0.0009066666666666714,-0.07,-0.01,1.06,0.99,-0.85,3.42
0.0009100000000000048,-0.08,-0.02,1.05,1.19,-4.0,0.98
0.0009133333333333382,-0.11,-0.01,1.08,-1.86,-8.73,-2.35
0.0009166666666666715,-0.09,-0.01,1.02,-2.47,-8.64,-4.15
0.0009200000000000049,-0.03,-0.02,0.97,-0.2,-3.77,-4.64
0.0009233333333333383,-0.02,-0.01,0.94,5.57,-5.11,-3.5
0.0009266666666666717,-0.0,-0.02,0.93,11.3,-5.6,-2.18
0.000930000000000005,-0.04,0.0,0.99,11.89,-12.12,-3.04
0.0009333333333333384,-0.03,0.01,1.0,10.21,-13.97,-4.03
0.0009366666666666718,0.01,0.02,1.01,9.18,-12.55,-2.76
0.0009400000000000052,0.04,0.02,0.99,8.87,-2.76,-0.76
