time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,0.06,0.18,1.03,-16.0,-11.98,-3.24
3.3333333333333333e-06,0.06,0.18,1.03,-17.54,-9.33,-2.63
6.666666666666667e-06,0.06,0.18,1.04,-17.51,-8.84,-1.22
9.999999999999999e-06,0.03,0.17,1.05,-18.05,-11.85,-1.33
1.3333333333333333e-05,0.03,0.17,1.06,-19.39,-11.66,-2.12
1.6666666666666667e-05,0.05,0.17,1.06,-19.94,-12.69,-2.0
2e-05,0.06,0.18,1.1,-25.5,-13.71,-1.79
2.3333333333333336e-05,0.08,0.17,1.03,-23.59,-11.65,0.17
2.666666666666667e-05,0.08,0.15,1.03,-23.76,-10.53,1.5
3.0000000000000004e-05,0.05,0.14,1.03,-22.76,-13.33,1.98
3.3333333333333335e-05,0.04,0.13,1.05,-23.21,-13.22,0.98
3.6666666666666666e-05,0.05,0.13,1.03,-22.73,-10.46,0.55
3.9999999999999996e-05,0.06,0.13,1.05,-24.69,-10.7,-0.09
4.333333333333333e-05,0.06,0.11,1.06,-25.31,-11.88,1.28
4.666666666666666e-05,0.05,0.1,1.05,-23.97,-13.13,1.89
4.999999999999999e-05,0.03,0.09,1.05,-22.81,-16.21,0.52
5.333333333333332e-05,0.06,0.08,1.08,-24.35,-16.27,-0.17
5.666666666666665e-05,0.05,0.07,1.06,-24.46,-19.66,0.52
5.999999999999998e-05,0.07,0.07,1.04,-24.5,-18.63,0.38
6.333333333333332e-05,0.09,0.07,1.04,-24.76,-16.27,0.95
6.666666666666666e-05,0.11,0.06,0.97,-24.23,-11.98,1.01
7e-05,0.08,0.05,1.01,-23.77,-12.4,0.29
7.333333333333333e-05,0.12,0.05,0.98,-23.94,-14.24,1.33
7.666666666666667e-05,0.12,0.04,0.97,-20.98,-14.12,3.42
8e-05,0.1,0.03,0.99,-17.02,-16.79,5.5
8.333333333333334e-05,0.11,0.03,0.99,-18.12,-16.14,4.27
8.666666666666668e-05,0.1,0.02,1.01,-19.39,-17.28,1.91
9.000000000000002e-05,0.14,0.02,1.0,-19.24,-7.44,2.61
9.333333333333336e-05,0.15,-0.01,0.98,-16.81,-2.87,2.11
9.66666666666667e-05,0.09,-0.0,1.0,-18.14,-7.68,2.6
0.00010000000000000003,0.12,0.01,0.99,-16.5,-4.66,1.74
0.00010333333333333337,0.1,0.02,0.99,-10.64,-10.08,4.61
0.00010666666666666671,0.13,-0.0,1.01,-12.84,-2.12,0.27
0.00011000000000000004,0.1,0.0,1.05,-16.15,3.13,-0.55
0.00011333333333333338,0.09,0.04,1.09,-22.49,-3.74,-4.21
0.00011666666666666672,0.11,0.05,1.1,-27.31,-2.92,-5.5
0.00012000000000000006,0.17,0.05,1.08,-29.45,-0.47,10.89
0.0001233333333333334,0.16,0.06,1.01,-23.19,1.36,-0.6
0.00012666666666666672,0.17,0.1,1.11,-24.47,-4.06,-0.95
0.00013000000000000004,0.16,0.01,1.14,-29.37,1.21,-3.04
0.00013333333333333337,0.1,0.0,1.12,-28.0,-7.22,-2.24
0.0001366666666666667,0.12,-0.02,1.17,-31.53,-7.24,-3.76
0.00014000000000000001,0.05,0.01,1.15,-31.54,-17.21,-5.68
0.00014333333333333334,0.11,-0.04,1.25,-40.35,-18.46,-10.09
0.00014666666666666666,0.1,-0.03,1.15,-40.24,-19.65,-10.99
0.00015,0.18,-0.03,1.16,-46.34,-10.63,-12.18
0.0001533333333333333,0.14,-0.01,1.06,-39.36,-17.57,-7.66
0.00015666666666666663,0.19,-0.03,1.05,-35.92,-12.55,-7.54
0.00015999999999999996,0.25,-0.04,0.98,-25.85,-7.83,0.82
0.00016333333333333328,0.26,-0.03,0.99,-20.35,-2.43,1.07
0.0001666666666666666,0.13,0.01,1.13,-12.31,-14.4,4.75
0.00016999999999999993,0.18,-0.05,1.08,-14.93,-22.15,8.21
0.00017333333333333325,0.29,-0.18,0.8,-12.55,-23.59,11.21
0.00017666666666666658,0.21,-0.07,0.98,-13.54,-21.59,10.29
0.0001799999999999999,0.25,-0.08,0.91,-14.02,-10.4,10.79
0.00018333333333333323,0.19,-0.06,0.94,-22.49,-6.52,9.57
0.00018666666666666655,0.18,-0.09,0.92,-23.71,-1.63,6.95
0.00018999999999999987,0.19,-0.08,0.91,-22.15,-0.81,10.12
0.0001933333333333332,0.21,-0.08,0.89,-19.59,4.66,13.01
0.00019666666666666652,0.16,-0.11,0.93,-15.21,-3.36,17.07
0.00019999999999999985,0.17,-0.13,0.91,-20.02,-3.77,15.1
0.00020333333333333317,0.25,-0.13,0.77,-14.15,13.94,13.19
0.0002066666666666665,0.2,-0.18,0.67,2.55,10.06,14.21
0.00020999999999999982,0.2,-0.19,0.73,20.85,4.58,18.53
0.00021333333333333314,0.13,-0.08,0.92,20.75,-1.56,16.99
0.00021666666666666647,0.1,-0.24,0.95,3.66,-8.76,12.11
0.0002199999999999998,0.12,-0.2,0.96,-8.17,-8.81,6.08
0.00022333333333333311,0.16,-0.19,0.84,-5.15,-13.18,10.53
0.00022666666666666644,0.18,-0.15,0.88,-2.12,-21.89,10.79
0.00022999999999999976,0.2,-0.13,0.97,-7.94,-32.05,14.05
0.0002333333333333331,0.22,-0.14,0.95,-11.86,-24.72,15.68
0.0002366666666666664,0.22,-0.16,0.93,-14.58,-12.11,14.41
0.00023999999999999974,0.19,-0.18,0.94,-16.46,-2.4,10.15
0.00024333333333333306,0.21,-0.19,0.9,-16.38,11.62,7.97
0.0002466666666666664,0.19,-0.2,0.92,-16.41,12.38,7.57
0.00024999999999999973,0.15,-0.22,0.93,-13.02,1.28,9.34
0.00025333333333333306,0.16,-0.22,0.93,-12.92,-7.5,10.6
0.0002566666666666664,0.14,-0.24,0.91,-14.32,-14.0,8.96
0.0002599999999999997,0.18,-0.25,0.85,-13.3,-9.63,8.24
0.00026333333333333303,0.18,-0.27,0.78,-11.08,-1.44,7.21
0.00026666666666666635,0.14,-0.3,0.74,-8.63,4.55,4.43
0.0002699999999999997,0.12,-0.3,0.74,-11.1,8.9,2.4
0.000273333333333333,0.09,-0.32,0.67,-8.85,4.14,2.43
0.0002766666666666663,0.07,-0.34,0.58,-3.37,0.12,1.31
0.00027999999999999965,0.07,-0.35,0.55,0.4,-3.51,1.82
0.000283333333333333,0.07,-0.38,0.46,6.06,5.95,-2.08
0.0002866666666666663,0.02,-0.37,0.37,18.78,14.95,-10.31
0.0002899999999999996,-0.01,-0.36,0.43,27.98,14.41,-21.18
0.00029333333333333295,0.04,-0.25,0.59,28.95,6.89,-23.92
0.00029666666666666627,0.15,-0.21,0.62,52.17,7.22,-20.47
0.0002999999999999996,0.13,-0.16,0.79,60.0,3.85,-19.4
0.0003033333333333329,0.14,-0.1,0.9,64.06,10.53,-20.08
0.00030666666666666624,0.17,-0.05,1.02,59.65,9.88,-17.4
0.00030999999999999957,0.17,-0.02,1.13,52.82,12.12,-17.73
0.0003133333333333329,0.17,-0.01,1.14,48.12,18.58,-20.38
0.0003166666666666662,0.19,0.0,1.19,46.27,20.06,-20.92
0.00031999999999999954,0.22,0.01,1.28,41.05,9.4,-18.67
0.00032333333333333286,0.19,0.1,1.47,29.42,8.21,-18.52
0.0003266666666666662,0.28,0.01,1.29,30.08,2.06,-12.93
0.0003299999999999995,0.32,0.05,1.28,23.34,9.02,-7.59
0.00033333333333333283,0.27,0.03,1.31,15.86,9.31,-3.74
0.00033666666666666616,0.23,0.01,1.27,13.85,-0.64,-2.53
0.0003399999999999995,0.23,-0.02,1.22,9.27,6.64,1.02
0.0003433333333333328,0.2,0.0,1.29,-1.44,-0.92,-3.16
