time,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.0,0.06,-0.23,1.02,-5.71,2.02,-3.3
3.3333333333333333e-06,0.07,-0.23,1.01,-6.44,3.08,-3.42
6.666666666666667e-06,0.06,-0.23,1.0,-7.28,2.79,-3.56
9.999999999999999e-06,0.05,-0.25,0.98,-7.8,2.52,-4.21
1.3333333333333333e-05,0.07,-0.24,0.96,-6.15,3.24,-3.73
1.6666666666666667e-05,0.06,-0.25,0.96,-4.43,3.44,-4.26
2e-05,0.05,-0.25,0.97,-3.42,2.75,-4.64
2.3333333333333336e-05,0.05,-0.24,0.97,-2.64,4.41,-5.63
2.666666666666667e-05,0.04,-0.25,0.95,-1.6,3.98,-7.54
3.0000000000000004e-05,0.07,-0.24,0.95,1.01,3.85,-8.67
3.3333333333333335e-05,0.09,-0.22,0.94,5.82,2.46,-9.08
3.6666666666666666e-05,0.1,-0.21,0.96,8.47,0.92,-9.5
3.9999999999999996e-05,0.09,-0.21,0.99,11.37,-3.02,-10.79
4.333333333333333e-05,0.12,-0.18,1.0,14.49,-3.21,-10.85
4.666666666666666e-05,0.12,-0.19,1.01,17.31,-5.73,-11.74
4.999999999999999e-05,0.1,-0.21,1.04,18.38,-8.34,-13.98
5.333333333333332e-05,0.14,-0.15,1.0,15.54,10.23,-10.66
5.666666666666665e-05,0.08,-0.17,1.01,21.65,9.83,-17.57
5.999999999999998e-05,0.26,-0.3,0.87,16.08,1.79,-17.45
6.333333333333332e-05,0.13,-0.18,0.99,18.37,6.49,-11.92
6.666666666666666e-05,0.07,-0.19,1.0,16.37,2.26,-12.37
7e-05,0.13,-0.19,0.98,16.24,15.37,-3.65
7.333333333333333e-05,-0.01,-0.21,1.02,14.61,-3.54,-8.84
7.666666666666667e-05,0.05,-0.19,0.94,17.3,-1.95,-5.01
8e-05,0.01,-0.16,0.97,14.46,-6.93,-5.94
8.333333333333334e-05,0.1,-0.28,0.95,2.99,-8.87,-9.33
