time,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.0,0.09,0.08,0.97,-0.47,-14.56,7.6
3.3333333333333333e-06,0.06,0.07,0.98,-2.21,-14.18,5.1
6.666666666666667e-06,0.06,0.08,1.03,-5.16,-22.0,6.69
9.999999999999999e-06,0.08,0.06,1.01,-3.15,-24.02,4.98
1.3333333333333333e-05,0.18,-0.03,0.87,6.06,-22.92,6.7
1.6666666666666667e-05,0.12,0.05,0.89,13.89,-10.98,1.86
2e-05,0.13,0.06,0.92,20.2,-7.51,1.28
2.3333333333333336e-05,0.21,0.08,0.94,17.65,2.52,7.25
2.666666666666667e-05,0.13,0.08,1.05,8.21,-6.44,12.81
3.0000000000000004e-05,0.1,0.07,1.0,3.31,-17.24,11.18
3.3333333333333335e-05,-0.0,0.07,1.03,-0.67,-21.28,7.45
3.6666666666666666e-05,0.09,0.09,1.0,2.34,-30.09,-0.06
3.9999999999999996e-05,0.15,0.09,1.01,3.91,-26.92,-6.17
4.333333333333333e-05,0.12,0.06,1.09,1.62,-27.02,3.25
4.666666666666666e-05,0.17,0.14,1.07,0.11,-32.15,2.9
4.999999999999999e-05,0.18,0.11,1.06,-2.66,-21.39,0.85
5.333333333333332e-05,0.11,0.12,1.11,-5.54,-32.89,1.39
5.666666666666665e-05,0.12,0.11,1.08,-4.14,-44.23,4.15
5.999999999999998e-05,0.14,0.1,1.03,-3.79,-53.68,0.84
6.333333333333332e-05,0.24,0.11,0.98,-5.08,-47.76,0.53
6.666666666666666e-05,0.29,0.12,0.99,-5.02,-34.79,0.53
7e-05,0.28,0.13,1.01,-6.6,-24.69,-0.61
7.333333333333333e-05,0.3,0.11,0.98,0.47,-4.96,-11.82
7.666666666666667e-05,0.35,0.12,1.0,-5.16,-4.53,-0.63
8e-05,0.27,0.11,1.0,-3.28,-4.78,2.38
8.333333333333334e-05,0.27,0.09,0.95,1.02,-8.32,6.92
8.666666666666668e-05,0.25,0.1,1.0,2.03,-14.02,11.1
9.000000000000002e-05,0.23,0.11,1.01,1.98,-12.05,10.43
9.333333333333336e-05,0.24,0.1,1.0,0.9,-4.34,5.73
9.66666666666667e-05,0.21,0.08,0.97,6.0,-6.69,6.29
0.00010000000000000003,0.23,0.08,0.96,11.74,-14.69,9.53
0.00010333333333333337,0.2,0.08,0.95,22.12,-28.99,15.04
0.00010666666666666671,0.15,0.18,0.97,32.98,-40.38,22.32
0.00011000000000000004,0.26,0.09,0.84,48.21,-46.6,28.18
0.00011333333333333338,0.27,0.1,0.93,45.68,-32.89,16.56
0.00011666666666666672,0.29,0.18,1.12,20.44,-19.48,15.57
0.00012000000000000006,0.35,0.17,1.11,0.63,-4.58,14.46
0.0001233333333333334,0.32,0.14,1.03,-10.47,8.63,10.81
0.00012666666666666672,0.25,0.12,1.03,-15.47,12.43,8.56
0.00013000000000000004,0.2,0.11,1.01,-14.79,7.24,8.06
0.00013333333333333337,0.22,0.09,1.01,-12.53,0.21,9.33
0.0001366666666666667,0.23,0.08,1.0,-12.21,-5.15,8.41
0.00014000000000000001,0.21,0.08,1.0,-12.31,-9.89,6.32
0.00014333333333333334,0.19,0.07,1.05,-16.46,-14.53,2.41
0.00014666666666666666,0.26,0.07,1.03,-20.75,-14.66,0.95
0.00015,0.29,0.05,0.96,-18.46,-13.94,1.92
0.0001533333333333333,0.25,0.05,0.95,-14.66,-20.4,3.19
0.00015666666666666663,0.2,0.07,1.02,-14.08,-30.34,3.45
0.00015999999999999996,0.18,0.06,1.06,-14.52,-43.57,0.24
0.00016333333333333328,0.34,0.12,0.97,-9.68,-43.92,-1.28
0.0001666666666666666,0.44,-0.0,0.88,-0.58,-42.47,4.14
0.00016999999999999993,0.46,0.02,0.9,4.12,-30.75,3.15
0.00017333333333333325,0.48,0.05,0.9,-6.34,-13.39,4.02
0.00017666666666666658,0.45,0.04,0.96,-10.55,-1.31,-3.3
0.0001799999999999999,0.39,0.03,0.97,-11.95,1.53,-4.53
0.00018333333333333323,0.34,0.02,0.93,-6.21,-1.42,-7.15
0.00018666666666666655,0.34,0.04,0.94,-1.63,-9.33,-7.47
