time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,0.05,0.16,0.98,-0.53,-3.45,22.52
3.3333333333333333e-06,0.09,0.16,0.98,-1.11,-6.23,23.51
6.666666666666667e-06,0.01,0.17,1.04,-2.15,-17.24,24.72
9.999999999999999e-06,0.07,0.18,1.05,-7.88,-13.37,22.35
1.3333333333333333e-05,0.08,0.18,0.98,-7.36,-15.51,25.34
1.6666666666666667e-05,0.07,0.15,1.03,-11.68,-24.08,26.85
2e-05,0.09,0.16,1.03,-14.15,-22.72,23.16
2.3333333333333336e-05,0.18,0.17,0.94,-10.58,-7.33,24.21
2.666666666666667e-05,0.11,0.17,1.01,-10.09,-1.94,21.74
3.0000000000000004e-05,0.11,0.16,1.0,-11.34,3.07,19.76
3.3333333333333335e-05,0.0,0.14,1.0,-7.24,-4.26,15.31
3.6666666666666666e-05,0.01,0.14,1.01,-4.44,-17.62,13.74
3.9999999999999996e-05,0.11,0.16,1.0,-2.76,-15.34,13.48
4.333333333333333e-05,0.04,0.13,1.02,-0.89,-29.16,13.1
4.666666666666666e-05,0.11,0.18,1.05,-5.94,-23.92,10.23
4.999999999999999e-05,0.12,0.16,1.04,-7.92,-21.04,8.92
5.333333333333332e-05,0.1,0.14,1.02,-6.02,-25.31,7.4
5.666666666666665e-05,0.2,0.18,1.03,-10.64,-12.76,7.07
5.999999999999998e-05,0.14,0.15,1.02,-9.97,-17.25,8.82
6.333333333333332e-05,0.09,0.13,1.03,-5.83,-30.92,10.61
6.666666666666666e-05,0.12,0.23,0.96,-3.59,-20.76,7.83
7e-05,0.17,0.12,0.91,2.61,-19.79,7.37
7.333333333333333e-05,0.14,0.11,0.96,4.11,-25.59,6.32
7.666666666666667e-05,0.28,0.13,0.92,4.85,-3.92,8.75
8e-05,0.18,0.13,0.97,7.65,-0.55,6.76
8.333333333333334e-05,0.17,0.12,0.97,4.14,-3.91,10.6
8.666666666666668e-05,0.13,0.14,1.04,-2.7,-3.51,4.64
9.000000000000002e-05,0.1,0.13,1.03,-8.17,-12.58,2.47
9.333333333333336e-05,0.15,0.13,0.96,-4.43,-14.56,0.55
9.66666666666667e-05,0.16,0.14,0.98,-6.5,-12.79,-1.86
0.00010000000000000003,0.2,0.14,0.96,-3.65,-8.6,-0.79
0.00010333333333333337,0.16,0.13,1.01,-3.8,-12.7,-0.73
0.00010666666666666671,0.2,0.14,1.01,-7.56,-12.34,-2.64
0.00011000000000000004,0.24,0.13,0.98,-9.05,-2.29,-4.0
0.00011333333333333338,0.23,0.11,0.97,-8.03,6.27,-6.99
0.00011666666666666672,0.23,0.13,1.03,-19.45,13.27,-8.37
0.00012000000000000006,0.2,0.13,1.02,-28.69,17.74,-10.38
0.0001233333333333334,0.18,0.1,0.96,-27.34,18.9,-11.77
0.00012666666666666672,0.2,0.1,0.95,-21.36,13.86,-8.26
0.00013000000000000004,0.16,0.09,1.0,-15.74,0.0,-4.99
0.00013333333333333337,0.16,0.08,0.98,-10.5,-9.83,-3.37
0.0001366666666666667,0.22,0.11,1.01,-10.08,-6.98,-2.06
0.00014000000000000001,0.21,0.1,1.01,-9.24,-3.22,-1.27
0.00014333333333333334,0.19,0.1,1.03,-9.53,-1.28,-2.41
0.00014666666666666666,0.18,0.09,1.01,-8.34,-6.66,0.29
0.00015,0.18,0.1,1.05,-10.53,-9.79,0.93
0.0001533333333333333,0.2,0.1,1.03,-10.87,-9.98,1.39
0.00015666666666666663,0.21,0.1,1.03,-12.09,-6.99,0.35
0.00015999999999999996,0.22,0.09,1.0,-11.36,-7.13,1.51
0.00016333333333333328,0.19,0.08,1.0,-8.09,-11.04,3.98
0.0001666666666666666,0.19,0.07,0.98,-5.45,-11.56,4.78
0.00016999999999999993,0.18,0.06,0.96,-3.6,-13.82,3.68
0.00017333333333333325,0.19,0.05,0.97,-3.27,-17.05,3.85
0.00017666666666666658,0.2,0.06,0.95,-0.53,-21.77,3.08
0.0001799999999999999,0.23,0.07,0.98,-3.04,-21.24,4.09
0.00018333333333333323,0.26,0.09,0.95,-5.27,-12.24,1.94
0.00018666666666666655,0.25,0.08,0.94,-4.38,-2.98,-0.46
0.00018999999999999987,0.24,0.09,0.99,-8.4,1.86,-1.16
0.0001933333333333332,0.26,0.08,0.98,-8.32,3.37,1.25
0.00019666666666666652,0.21,0.05,0.96,-4.76,-1.5,3.18
0.00019999999999999985,0.19,0.04,0.99,-4.93,-10.76,4.05
0.00020333333333333317,0.21,0.04,0.94,-4.69,-6.17,1.19
0.0002066666666666665,0.19,0.04,0.94,0.35,-12.31,1.13
0.00020999999999999982,0.2,0.03,0.96,1.07,-17.3,1.18
0.00021333333333333314,0.26,0.06,0.99,-1.85,-6.46,-0.08
0.00021666666666666647,0.25,0.07,0.97,-2.81,-2.32,-0.21
0.0002199999999999998,0.23,0.07,1.01,-3.27,-4.64,-0.26
0.00022333333333333311,0.23,0.06,1.03,-5.18,-5.8,0.61
0.00022666666666666644,0.25,0.05,0.94,-2.56,0.06,-0.82
0.00022999999999999976,0.24,0.05,0.96,0.7,-1.13,-0.89
0.0002333333333333331,0.22,0.05,0.99,1.89,-5.18,-1.31
0.0002366666666666664,0.2,0.06,1.01,1.4,-13.18,-1.34
0.00023999999999999974,0.23,0.06,1.02,-0.69,-15.5,-0.82
0.00024333333333333306,0.22,0.06,0.99,0.95,-20.0,-1.02
0.0002466666666666664,0.23,0.04,0.97,2.78,-25.3,-0.66
0.00024999999999999973,0.36,0.07,0.96,0.41,-6.23,-1.24
0.00025333333333333306,0.32,0.06,0.95,-1.11,1.15,-1.1
0.0002566666666666664,0.27,0.07,0.99,-1.07,-1.69,-1.51
0.0002599999999999997,0.27,0.07,0.98,-0.2,-2.43,0.34
0.00026333333333333303,0.27,0.07,0.99,0.03,-1.39,0.84
0.00026666666666666635,0.27,0.07,0.98,1.19,-3.88,1.98
0.0002699999999999997,0.28,0.06,0.97,1.47,-3.91,1.91
0.000273333333333333,0.26,0.06,0.98,2.15,-4.92,0.89
0.0002766666666666663,0.27,0.08,1.01,0.63,-5.44,0.26
0.00027999999999999965,0.26,0.06,0.98,2.75,-5.05,-1.45
0.000283333333333333,0.26,0.06,0.98,4.81,-10.06,1.27
0.0002866666666666663,0.28,0.07,1.01,1.88,-9.21,1.04
0.0002899999999999996,0.27,0.06,0.98,2.93,-10.17,2.43
0.00029333333333333295,0.23,0.03,1.03,3.25,-15.54,2.56
0.00029666666666666627,0.38,-0.01,0.9,1.71,-9.11,3.1
0.0002999999999999996,0.28,0.08,1.0,1.18,-6.29,-0.69
0.0003033333333333329,0.28,0.08,1.0,-1.57,-1.42,0.17
0.00030666666666666624,0.26,0.08,1.01,-1.19,-6.37,-0.56
0.00030999999999999957,0.27,0.06,0.97,1.05,-7.86,0.98
0.0003133333333333329,0.3,0.08,0.97,0.95,-6.66,2.06
0.0003166666666666662,0.26,0.06,1.0,2.43,-8.98,-0.55
0.00031999999999999954,0.25,0.05,1.0,4.41,-10.53,-1.8
0.00032333333333333286,0.32,0.1,0.99,1.42,-3.8,1.39
0.0003266666666666662,0.31,0.08,0.99,0.4,3.73,0.85
0.0003299999999999995,0.3,0.07,0.98,0.4,3.65,0.95
0.00033333333333333283,0.3,0.08,0.97,0.32,7.24,0.56
0.00033666666666666616,0.26,0.08,1.0,-0.53,1.18,1.33
