time,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.0,0.05,-0.26,0.95,9.08,-12.46,-7.74
3.3333333333333333e-06,0.07,-0.26,0.96,8.55,-8.23,-7.82
6.666666666666667e-06,0.05,-0.26,0.98,7.05,-4.87,-8.24
9.999999999999999e-06,0.06,-0.24,1.04,1.37,-2.87,-9.5
1.3333333333333333e-05,0.06,-0.23,1.02,-2.02,-6.64,-7.59
1.6666666666666667e-05,0.05,-0.24,0.96,-0.85,-7.45,-9.02
2e-05,0.06,-0.24,0.92,-1.76,-6.24,-11.47
2.3333333333333336e-05,0.03,-0.23,0.96,-1.66,-11.4,-13.53
2.666666666666667e-05,0.09,-0.22,0.92,-0.63,-8.76,-14.06
3.0000000000000004e-05,0.12,-0.24,0.89,2.43,-7.05,-12.79
3.3333333333333335e-05,0.12,-0.24,0.9,4.47,-4.55,-10.89
3.6666666666666666e-05,0.1,-0.24,0.89,1.89,-0.99,-11.66
3.9999999999999996e-05,0.08,-0.24,0.9,3.04,2.43,-13.92
4.333333333333333e-05,0.09,-0.25,0.9,6.31,-0.15,-13.89
4.666666666666666e-05,0.09,-0.25,0.9,7.54,1.07,-14.43
4.999999999999999e-05,0.1,-0.25,0.93,7.71,-0.17,-12.69
5.333333333333332e-05,0.09,-0.24,0.95,6.09,-0.47,-11.11
5.666666666666665e-05,0.13,-0.24,0.92,6.99,-0.53,-7.77
5.999999999999998e-05,0.11,-0.24,0.93,8.87,-4.64,-4.87
6.333333333333332e-05,0.1,-0.23,0.91,10.24,-2.46,-6.7
6.666666666666666e-05,0.07,-0.23,0.89,8.23,13.02,-17.25
7e-05,0.17,-0.21,0.87,0.23,51.45,-22.78
7.333333333333333e-05,0.21,-0.22,0.86,-5.74,80.37,-23.36
7.666666666666667e-05,0.11,-0.24,0.94,-2.05,69.77,-16.53
8e-05,0.04,-0.26,0.97,4.5,40.99,-8.21
8.333333333333334e-05,0.02,-0.26,0.97,10.34,12.96,-1.63
8.666666666666668e-05,-0.0,-0.26,0.97,14.55,-0.72,-0.47
9.000000000000002e-05,-0.06,-0.26,1.01,16.0,-10.31,-5.95
9.333333333333336e-05,0.0,-0.24,1.01,17.16,-6.87,-10.05
9.66666666666667e-05,0.01,-0.23,1.06,13.37,-3.27,-13.47
0.00010000000000000003,0.01,-0.25,1.08,12.34,-5.48,-14.15
0.00010333333333333337,0.05,-0.24,1.05,11.76,-4.73,-12.64
0.00010666666666666671,0.05,-0.25,1.05,13.39,-8.26,-10.05
0.00011000000000000004,0.02,-0.24,1.07,13.95,-12.34,-8.81
0.00011333333333333338,0.03,-0.22,1.09,11.8,-14.18,-8.82
0.00011666666666666672,0.04,-0.2,1.07,12.0,-21.82,-6.93
0.00012000000000000006,0.04,-0.21,1.08,10.43,-30.46,-4.96
0.0001233333333333334,0.07,-0.22,1.06,7.86,-29.08,-3.89
0.00012666666666666672,0.09,-0.22,1.0,8.81,-21.47,-3.66
0.00013000000000000004,0.08,-0.23,1.03,7.8,-14.41,-4.56
0.00013333333333333337,0.07,-0.21,1.02,7.5,-10.08,-5.4
0.0001366666666666667,0.08,-0.22,1.0,8.6,-6.15,-5.22
0.00014000000000000001,0.08,-0.22,1.0,10.23,-5.86,-4.72
0.00014333333333333334,0.07,-0.2,1.0,13.11,-6.53,-3.82
0.00014666666666666666,0.08,-0.21,1.02,14.84,-6.98,-2.15
0.00015,0.05,-0.19,1.06,13.86,-11.34,-1.18
0.0001533333333333333,0.02,-0.17,1.1,8.7,-13.33,-3.5
0.00015666666666666663,0.08,-0.16,1.06,8.4,-6.79,-4.37
0.00015999999999999996,0.07,-0.17,1.05,7.59,-1.3,-5.97
0.00016333333333333328,0.05,-0.18,1.05,6.98,-3.73,-7.51
0.0001666666666666666,0.04,-0.17,1.06,5.31,-5.68,-8.34
0.00016999999999999993,0.08,-0.17,1.01,6.34,-2.72,-9.31
0.00017333333333333325,0.1,-0.17,1.0,9.25,-5.13,-7.42
0.00017666666666666658,0.08,-0.17,1.01,11.28,-11.3,-5.8
0.0001799999999999999,0.06,-0.15,1.04,9.45,-16.75,-6.7
0.00018333333333333323,0.09,-0.14,1.03,6.09,-12.76,-7.31
0.00018666666666666655,0.11,-0.13,1.0,6.21,-9.08,-7.76
0.00018999999999999987,0.1,-0.15,0.97,7.98,-8.24,-7.53
0.0001933333333333332,0.11,-0.15,0.99,8.79,-7.44,-7.53
0.00019666666666666652,0.15,-0.14,0.97,8.5,-0.43,-7.79
0.00019999999999999985,0.13,-0.14,0.95,8.96,3.08,-7.66
0.00020333333333333317,0.11,-0.12,0.97,12.14,-6.46,-4.49
0.0002066666666666665,0.12,-0.11,0.99,10.99,-14.47,-1.6
0.00020999999999999982,0.1,-0.1,0.99,9.92,-18.98,-2.46
0.00021333333333333314,0.1,-0.09,0.95,7.74,-15.76,-5.28
0.00021666666666666647,0.15,-0.1,0.92,8.96,-10.02,-6.38
0.0002199999999999998,0.13,-0.12,0.92,13.19,-18.69,-4.99
0.00022333333333333311,0.15,-0.13,0.91,18.21,-28.5,-2.2
0.00022666666666666644,0.16,-0.12,0.93,21.97,-34.03,0.14
0.00022999999999999976,0.15,-0.11,0.95,22.34,-30.12,-1.59
0.0002333333333333331,0.11,-0.1,0.97,21.15,-24.73,-7.42
0.0002366666666666664,0.14,-0.1,0.98,20.63,-20.93,-9.15
0.00023999999999999974,0.18,-0.1,1.01,20.41,-21.18,-8.05
0.00024333333333333306,0.19,-0.1,1.03,20.76,-23.1,-5.73
0.0002466666666666664,0.17,-0.09,1.04,19.5,-19.82,-5.4
0.00024999999999999973,0.2,-0.08,1.03,18.67,-11.37,-5.3
0.00025333333333333306,0.18,-0.08,1.08,15.01,-7.08,-5.69
0.0002566666666666664,0.2,-0.08,1.04,15.24,-2.23,-4.76
0.0002599999999999997,0.19,-0.09,1.04,14.46,-0.99,-4.14
0.00026333333333333303,0.2,-0.09,1.04,14.46,1.94,-3.19
0.00026666666666666635,0.19,-0.08,1.05,14.98,7.89,-3.73
0.0002699999999999997,0.15,-0.07,1.12,11.97,4.61,-4.34
0.000273333333333333,0.15,-0.06,1.12,11.13,1.68,-4.49
0.0002766666666666663,0.14,-0.06,1.11,10.34,-2.17,-5.8
0.00027999999999999965,0.18,-0.05,1.1,8.87,-2.14,-5.42
0.000283333333333333,0.18,-0.05,1.1,7.45,-2.21,-4.95
0.0002866666666666663,0.16,-0.05,1.13,2.85,-7.08,-4.96
0.0002899999999999996,0.18,-0.06,1.06,3.11,-5.05,-5.56
0.00029333333333333295,0.16,-0.05,1.06,3.16,-5.4,-6.72
0.00029666666666666627,0.18,-0.06,1.06,1.77,-5.21,-7.16
0.0002999999999999996,0.21,-0.08,1.04,1.42,-1.82,-6.72
0.0003033333333333329,0.18,-0.08,1.02,0.72,-5.01,-6.92
0.00030666666666666624,0.18,-0.07,0.98,1.37,-8.78,-6.99
0.00030999999999999957,0.19,-0.06,0.99,-1.22,-10.56,-6.64
0.0003133333333333329,0.21,-0.06,0.94,0.89,-6.85,-6.78
0.0003166666666666662,0.2,-0.06,0.93,1.57,-5.05,-7.59
0.00031999999999999954,0.18,-0.06,0.96,0.7,-11.86,-8.75
0.00032333333333333286,0.22,-0.05,0.92,3.24,-17.92,-8.43
0.0003266666666666662,0.25,-0.06,0.92,4.11,-26.03,-6.08
0.0003299999999999995,0.27,-0.05,0.92,4.38,-31.13,-4.08
0.00033333333333333283,0.33,-0.05,0.92,1.73,-23.82,-1.45
0.00033666666666666616,0.31,-0.04,0.92,1.33,-8.34,-3.05
0.0003399999999999995,0.27,-0.04,0.95,1.59,1.02,-4.63
0.0003433333333333328,0.23,-0.04,1.03,-1.53,0.09,-5.6
0.00034666666666666613,0.23,-0.04,1.03,-3.01,-3.05,-4.24
0.00034999999999999945,0.23,-0.03,1.03,-2.85,-4.76,-3.48
0.0003533333333333328,0.2,-0.06,1.0,-1.82,-5.05,-3.77
0.0003566666666666661,0.18,-0.07,0.98,0.29,-4.73,-6.14
0.0003599999999999994,0.19,-0.07,1.01,1.13,-4.55,-7.5
0.00036333333333333275,0.18,-0.07,1.01,1.47,-9.11,-7.92
0.0003666666666666661,0.19,-0.06,1.0,3.91,-9.86,-8.35
0.0003699999999999994,0.19,-0.06,0.99,6.09,-7.74,-9.31
0.0003733333333333327,0.27,-0.05,0.98,5.39,1.27,-8.32
0.00037666666666666605,0.25,-0.04,0.98,5.86,2.6,-6.93
0.00037999999999999937,0.24,-0.04,0.99,5.66,1.54,-5.76
0.0003833333333333327,0.27,-0.04,1.02,4.81,1.63,-3.5
